,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,TM Dilshan,Sohail Tanvir,ST Jayasuriya,0,1,1,1,110,0,1,0,1,noballs,1,0,,,bat,Sri Lanka,1,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-12,Sri Lanka,Sri Lanka,Pakistan,150
1,TM Dilshan,Sohail Tanvir,ST Jayasuriya,0,1,1,2,109,0,2,0,2,wides,1,0,,,bat,Sri Lanka,1,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-12,Sri Lanka,Sri Lanka,Pakistan,150
2,TM Dilshan,Sohail Tanvir,ST Jayasuriya,0,0,0,2,109,0,3,0,3,-,1,0,,,bat,Sri Lanka,1,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-12,Sri Lanka,Sri Lanka,Pakistan,150
3,TM Dilshan,Sohail Tanvir,ST Jayasuriya,0,1,1,3,108,0,4,0,4,wides,1,0,,,bat,Sri Lanka,1,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-12,Sri Lanka,Sri Lanka,Pakistan,150
4,TM Dilshan,Sohail Tanvir,ST Jayasuriya,0,1,1,4,107,0,5,0,5,noballs,1,0,,,bat,Sri Lanka,1,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-12,Sri Lanka,Sri Lanka,Pakistan,150
5,TM Dilshan,Sohail Tanvir,ST Jayasuriya,4,0,4,8,103,4,6,0,6,-,1,0,,,bat,Sri Lanka,1,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-12,Sri Lanka,Sri Lanka,Pakistan,150
6,TM Dilshan,Sohail Tanvir,ST Jayasuriya,1,0,1,9,102,5,7,0,7,-,1,0,,,bat,Sri Lanka,1,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-12,Sri Lanka,Sri Lanka,Pakistan,150
7,ST Jayasuriya,Sohail Tanvir,TM Dilshan,0,1,1,10,101,0,1,0,8,wides,1,0,,,bat,Sri Lanka,1,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-12,Sri Lanka,Sri Lanka,Pakistan,150
8,ST Jayasuriya,Sohail Tanvir,TM Dilshan,4,0,4,14,97,4,2,0,9,-,1,0,,,bat,Sri Lanka,1,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-12,Sri Lanka,Sri Lanka,Pakistan,150
9,ST Jayasuriya,Sohail Tanvir,TM Dilshan,0,0,0,14,97,4,3,0,10,-,1,0,,,bat,Sri Lanka,1,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-12,Sri Lanka,Sri Lanka,Pakistan,150
