,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
18,SA Yadav,JO Holder,Tilak Varma,0,1,1,18,,3,5,2,1,0,,,3,wides,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
19,SA Yadav,JO Holder,Tilak Varma,0,1,1,19,,3,6,2,2,0,,,3,wides,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
20,SA Yadav,JO Holder,Tilak Varma,0,0,0,19,,3,7,2,3,0,,,3,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
21,SA Yadav,JO Holder,Tilak Varma,4,0,4,23,,7,8,2,4,0,,,3,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
22,SA Yadav,JO Holder,Tilak Varma,0,0,0,23,,7,9,2,5,0,,,3,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
23,SA Yadav,JO Holder,Tilak Varma,0,0,0,23,,7,10,2,6,0,,,3,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
24,SA Yadav,JO Holder,Tilak Varma,0,0,0,23,,7,11,2,7,0,,,3,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
25,SA Yadav,JO Holder,Tilak Varma,1,0,1,24,,8,12,2,8,0,,,3,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
26,SA Yadav,AJ Hosein,Tilak Varma,0,0,0,24,,8,13,2,1,0,,,4,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
27,SA Yadav,AJ Hosein,Tilak Varma,1,0,1,25,,9,14,2,2,0,,,4,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
28,Tilak Varma,AJ Hosein,SA Yadav,0,0,0,25,,0,2,2,3,0,,,4,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
29,Tilak Varma,AJ Hosein,SA Yadav,0,0,0,25,,0,3,2,4,0,,,4,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
30,Tilak Varma,AJ Hosein,SA Yadav,1,0,1,26,,1,4,2,5,0,,,4,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
31,SA Yadav,AJ Hosein,Tilak Varma,6,0,6,32,,15,15,2,6,0,,,4,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
32,Tilak Varma,AS Joseph,SA Yadav,0,0,0,32,,1,5,2,1,0,,,5,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
33,Tilak Varma,AS Joseph,SA Yadav,4,0,4,36,,5,6,2,2,0,,,5,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
34,Tilak Varma,AS Joseph,SA Yadav,6,0,6,42,,11,7,2,3,0,,,5,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
35,Tilak Varma,AS Joseph,SA Yadav,4,0,4,46,,15,8,2,4,0,,,5,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
36,Tilak Varma,AS Joseph,SA Yadav,4,0,4,50,,19,9,2,5,0,,,5,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
37,Tilak Varma,AS Joseph,SA Yadav,1,0,1,51,,20,10,2,6,0,,,5,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
38,Tilak Varma,JO Holder,SA Yadav,0,0,0,51,,20,11,2,1,0,,,6,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
39,Tilak Varma,JO Holder,SA Yadav,1,0,1,52,,21,12,2,2,0,,,6,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
40,SA Yadav,JO Holder,Tilak Varma,0,1,1,53,,15,16,2,3,0,,,6,wides,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
41,SA Yadav,JO Holder,Tilak Varma,1,0,1,54,,16,17,2,4,0,,,6,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
42,Tilak Varma,JO Holder,SA Yadav,0,0,0,54,,21,13,2,5,0,,,6,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
43,Tilak Varma,JO Holder,SA Yadav,6,0,6,60,,27,14,2,6,0,,,6,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
44,Tilak Varma,JO Holder,SA Yadav,0,0,0,60,,27,15,2,7,0,,,6,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
45,SA Yadav,RL Chase,Tilak Varma,4,0,4,64,,20,18,2,1,0,,,7,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
46,SA Yadav,RL Chase,Tilak Varma,1,0,1,65,,21,19,2,2,0,,,7,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
47,Tilak Varma,RL Chase,SA Yadav,0,1,1,66,,27,16,2,3,0,,,7,wides,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
48,Tilak Varma,RL Chase,SA Yadav,0,0,0,66,,27,17,2,4,0,,,7,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
49,Tilak Varma,RL Chase,SA Yadav,0,0,0,66,,27,18,2,5,0,,,7,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
50,Tilak Varma,RL Chase,SA Yadav,0,0,0,66,,27,19,3,6,caught and bowled,Tilak Varma,,7,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
51,SV Samson,RL Chase,SA Yadav,1,0,1,67,,1,1,3,7,0,,,7,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
52,SV Samson,AS Joseph,SA Yadav,1,0,1,68,,2,2,3,1,0,,,8,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
53,SA Yadav,AS Joseph,SV Samson,4,0,4,72,,25,20,3,2,0,,,8,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
54,SA Yadav,AS Joseph,SV Samson,0,0,0,72,,25,21,3,3,0,,,8,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
55,SA Yadav,AS Joseph,SV Samson,1,0,1,73,,26,22,3,4,0,,,8,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
56,SV Samson,AS Joseph,SA Yadav,4,0,4,77,,6,3,3,5,0,,,8,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
57,SV Samson,AS Joseph,SA Yadav,1,0,1,78,,7,4,3,6,0,,,8,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
58,SV Samson,RL Chase,SA Yadav,0,0,0,78,,7,5,3,1,0,,,9,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
59,SV Samson,RL Chase,SA Yadav,4,0,4,82,,11,6,3,2,0,,,9,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
60,SV Samson,RL Chase,SA Yadav,1,0,1,83,,12,7,3,3,0,,,9,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
61,SA Yadav,RL Chase,SV Samson,1,0,1,84,,27,23,3,4,0,,,9,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
62,SV Samson,RL Chase,SA Yadav,1,0,1,85,,13,8,3,5,0,,,9,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
63,SA Yadav,RL Chase,SV Samson,1,0,1,86,,28,24,3,6,0,,,9,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
64,SA Yadav,R Shepherd,SV Samson,1,0,1,87,,29,25,3,1,0,,,10,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
65,SV Samson,R Shepherd,SA Yadav,0,0,0,87,,13,9,4,2,caught,SV Samson,N Pooran,10,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
66,HH Pandya,R Shepherd,SA Yadav,0,0,0,87,,0,1,4,3,0,,,10,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
67,HH Pandya,R Shepherd,SA Yadav,1,0,1,88,,1,2,4,4,0,,,10,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
68,SA Yadav,R Shepherd,HH Pandya,0,0,0,88,,29,26,4,5,0,,,10,-,"{'by': 'West Indies', 'umpire': 'N Duguid', 'batter': 'SA Yadav', 'decision': 'struck down', 'type': 'wicket', 'umpires_call': True}",bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
69,SA Yadav,R Shepherd,HH Pandya,1,0,1,89,,30,27,4,6,0,,,10,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
70,SA Yadav,RL Chase,HH Pandya,1,0,1,90,,31,28,4,1,0,,,11,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
71,HH Pandya,RL Chase,SA Yadav,1,0,1,91,,2,3,4,2,0,,,11,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
72,SA Yadav,RL Chase,HH Pandya,1,0,1,92,,32,29,4,3,0,,,11,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
73,HH Pandya,RL Chase,SA Yadav,0,0,0,92,,2,4,4,4,0,,,11,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
74,HH Pandya,RL Chase,SA Yadav,1,0,1,93,,3,5,4,5,0,,,11,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
75,SA Yadav,RL Chase,HH Pandya,1,0,1,94,,33,30,4,6,0,,,11,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
76,SA Yadav,AJ Hosein,HH Pandya,1,0,1,95,,34,31,4,1,0,,,12,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
77,HH Pandya,AJ Hosein,SA Yadav,1,0,1,96,,4,6,4,2,0,,,12,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
78,SA Yadav,AJ Hosein,HH Pandya,1,0,1,97,,35,32,4,3,0,,,12,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
79,HH Pandya,AJ Hosein,SA Yadav,0,0,0,97,,4,7,4,4,0,,,12,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
80,HH Pandya,AJ Hosein,SA Yadav,0,0,0,97,,4,8,4,5,0,,,12,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
81,HH Pandya,AJ Hosein,SA Yadav,0,0,0,97,,4,9,4,6,0,,,12,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
82,SA Yadav,RL Chase,HH Pandya,1,0,1,98,,36,33,4,1,0,,,13,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
83,HH Pandya,RL Chase,SA Yadav,1,0,1,99,,5,10,4,2,0,,,13,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
84,SA Yadav,RL Chase,HH Pandya,1,0,1,100,,37,34,4,3,0,,,13,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
85,HH Pandya,RL Chase,SA Yadav,0,0,0,100,,5,11,4,4,0,,,13,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
86,HH Pandya,RL Chase,SA Yadav,1,0,1,101,,6,12,4,5,0,,,13,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
87,SA Yadav,RL Chase,HH Pandya,1,0,1,102,,38,35,4,6,0,,,13,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
88,SA Yadav,R Shepherd,HH Pandya,6,0,6,108,,44,36,4,1,0,,,14,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
89,SA Yadav,R Shepherd,HH Pandya,1,0,1,109,,45,37,4,2,0,,,14,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
90,HH Pandya,R Shepherd,SA Yadav,1,0,1,110,,7,13,4,3,0,,,14,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
91,SA Yadav,R Shepherd,HH Pandya,0,0,0,110,,45,38,4,4,0,,,14,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
92,SA Yadav,R Shepherd,HH Pandya,0,1,1,111,,45,39,4,5,0,,,14,wides,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
93,SA Yadav,R Shepherd,HH Pandya,0,0,0,111,,45,40,4,6,0,,,14,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
94,SA Yadav,R Shepherd,HH Pandya,1,0,1,112,,46,41,4,7,0,,,14,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
95,SA Yadav,AS Joseph,HH Pandya,6,0,6,118,,52,42,4,1,0,,,15,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
96,SA Yadav,AS Joseph,HH Pandya,1,0,1,119,,53,43,4,2,0,,,15,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
97,HH Pandya,AS Joseph,SA Yadav,0,0,0,119,,7,14,4,3,0,,,15,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
98,HH Pandya,AS Joseph,SA Yadav,0,1,1,120,,7,15,4,4,0,,,15,wides,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
99,HH Pandya,AS Joseph,SA Yadav,0,0,0,120,,7,16,4,5,0,,,15,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
100,HH Pandya,AS Joseph,SA Yadav,1,0,1,121,,8,17,4,6,0,,,15,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
101,SA Yadav,AS Joseph,HH Pandya,2,0,2,123,,55,44,4,7,0,,,15,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
102,HH Pandya,R Shepherd,SA Yadav,0,1,1,124,,8,18,4,1,0,,,16,wides,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
103,HH Pandya,R Shepherd,SA Yadav,6,0,6,130,,14,19,4,2,0,,,16,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
104,HH Pandya,R Shepherd,SA Yadav,0,0,0,130,,14,20,5,3,caught,HH Pandya,JO Holder,16,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
105,AR Patel,R Shepherd,SA Yadav,1,0,1,131,,1,1,5,4,0,,,16,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
106,SA Yadav,R Shepherd,AR Patel,0,0,0,131,,55,45,5,5,0,,,16,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
107,SA Yadav,R Shepherd,AR Patel,1,0,1,132,,56,46,5,6,0,,,16,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
108,AR Patel,R Shepherd,SA Yadav,1,0,1,133,,2,2,5,7,0,,,16,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
109,AR Patel,JO Holder,SA Yadav,1,0,1,134,,3,3,5,1,0,,,17,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
110,SA Yadav,JO Holder,AR Patel,1,0,1,135,,57,47,5,2,0,,,17,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
111,AR Patel,JO Holder,SA Yadav,1,0,1,136,,4,4,5,3,0,,,17,-,,bat,India,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,India_West Indies_2023-08-13,West Indies,India,West Indies,False,165
