,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
37,JM Bairstow,AL Phehlukwayo,JJ Roy,2,0,2,71,106,16,11,1,2,7,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
38,JM Bairstow,AL Phehlukwayo,JJ Roy,1,0,1,72,105,17,12,1,3,7,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
39,JJ Roy,AL Phehlukwayo,JM Bairstow,1,0,1,73,104,41,18,1,4,7,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
40,JM Bairstow,AL Phehlukwayo,JJ Roy,1,0,1,74,103,18,13,1,5,7,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
41,JJ Roy,AL Phehlukwayo,JM Bairstow,4,0,4,78,99,45,19,1,6,7,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
42,JM Bairstow,T Shamsi,JJ Roy,1,0,1,79,98,19,14,1,1,8,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
43,JJ Roy,T Shamsi,JM Bairstow,1,0,1,80,97,46,20,1,2,8,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
44,JM Bairstow,T Shamsi,JJ Roy,1,0,1,81,96,20,15,1,3,8,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
45,JJ Roy,T Shamsi,JM Bairstow,1,0,1,82,95,47,21,1,4,8,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
46,JM Bairstow,T Shamsi,JJ Roy,1,0,1,83,94,21,16,1,5,8,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
47,JJ Roy,T Shamsi,JM Bairstow,4,0,4,87,90,51,22,1,6,8,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
48,JM Bairstow,AL Phehlukwayo,JJ Roy,1,0,1,88,89,22,17,1,1,9,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
49,JJ Roy,AL Phehlukwayo,JM Bairstow,1,0,1,89,88,52,23,1,2,9,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
50,JM Bairstow,AL Phehlukwayo,JJ Roy,1,0,1,90,87,23,18,1,3,9,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
51,JJ Roy,AL Phehlukwayo,JM Bairstow,1,0,1,91,86,53,24,1,4,9,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
52,JM Bairstow,AL Phehlukwayo,JJ Roy,0,0,0,91,86,23,19,2,5,9,lbw,JM Bairstow,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
53,EJG Morgan,AL Phehlukwayo,JJ Roy,1,0,1,92,85,1,1,2,6,9,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
54,EJG Morgan,T Shamsi,JJ Roy,0,0,0,92,85,1,2,2,1,10,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
55,EJG Morgan,T Shamsi,JJ Roy,1,0,1,93,84,2,3,2,2,10,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
56,JJ Roy,T Shamsi,EJG Morgan,0,0,0,93,84,53,25,2,3,10,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
57,JJ Roy,T Shamsi,EJG Morgan,1,0,1,94,83,54,26,2,4,10,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
58,EJG Morgan,T Shamsi,JJ Roy,0,0,0,94,83,2,4,2,5,10,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
59,EJG Morgan,T Shamsi,JJ Roy,1,0,1,95,82,3,5,2,6,10,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
60,EJG Morgan,AL Phehlukwayo,JJ Roy,1,0,1,96,81,4,6,2,1,11,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
61,JJ Roy,AL Phehlukwayo,EJG Morgan,1,0,1,97,80,55,27,2,2,11,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
62,EJG Morgan,AL Phehlukwayo,JJ Roy,1,0,1,98,79,5,7,2,3,11,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
63,JJ Roy,AL Phehlukwayo,EJG Morgan,1,0,1,99,78,56,28,2,4,11,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
64,EJG Morgan,AL Phehlukwayo,JJ Roy,4,0,4,103,74,9,8,2,5,11,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
65,EJG Morgan,AL Phehlukwayo,JJ Roy,4,0,4,107,70,13,9,2,6,11,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
66,JJ Roy,T Shamsi,EJG Morgan,2,0,2,109,68,58,29,2,1,12,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
67,JJ Roy,T Shamsi,EJG Morgan,1,0,1,110,67,59,30,2,2,12,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
68,EJG Morgan,T Shamsi,JJ Roy,0,0,0,110,67,13,10,2,3,12,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
69,EJG Morgan,T Shamsi,JJ Roy,1,0,1,111,66,14,11,2,4,12,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
70,JJ Roy,T Shamsi,EJG Morgan,1,0,1,112,65,60,31,2,5,12,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
71,EJG Morgan,T Shamsi,JJ Roy,1,0,1,113,64,15,12,2,6,12,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
72,EJG Morgan,DW Steyn,JJ Roy,0,0,0,113,64,15,13,2,1,13,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
73,EJG Morgan,DW Steyn,JJ Roy,1,0,1,114,63,16,14,2,2,13,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
74,JJ Roy,DW Steyn,EJG Morgan,4,0,4,118,59,64,32,2,3,13,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
75,JJ Roy,DW Steyn,EJG Morgan,0,0,0,118,59,64,33,2,4,13,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
76,JJ Roy,DW Steyn,EJG Morgan,1,0,1,119,58,65,34,2,5,13,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
77,EJG Morgan,DW Steyn,JJ Roy,1,0,1,120,57,17,15,2,6,13,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
78,EJG Morgan,T Shamsi,JJ Roy,0,0,0,120,57,17,16,2,1,14,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
79,EJG Morgan,T Shamsi,JJ Roy,1,0,1,121,56,18,17,2,2,14,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
80,JJ Roy,T Shamsi,EJG Morgan,0,1,1,122,55,65,35,2,3,14,0,,,legbyes,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
81,EJG Morgan,T Shamsi,JJ Roy,1,0,1,123,54,19,18,2,4,14,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
82,JJ Roy,T Shamsi,EJG Morgan,1,0,1,124,53,66,36,2,5,14,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
83,EJG Morgan,T Shamsi,JJ Roy,4,0,4,128,49,23,19,2,6,14,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
84,JJ Roy,BE Hendricks,EJG Morgan,4,0,4,132,45,70,37,2,1,15,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
85,JJ Roy,BE Hendricks,EJG Morgan,0,0,0,132,45,70,38,3,2,15,caught,JJ Roy,L Ngidi,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
86,JL Denly,BE Hendricks,EJG Morgan,1,0,1,133,44,1,1,3,3,15,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
87,EJG Morgan,BE Hendricks,JL Denly,0,0,0,133,44,23,20,3,4,15,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
88,EJG Morgan,BE Hendricks,JL Denly,1,0,1,134,43,24,21,3,5,15,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
89,JL Denly,BE Hendricks,EJG Morgan,0,0,0,134,43,1,2,3,6,15,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
90,EJG Morgan,AL Phehlukwayo,JL Denly,1,0,1,135,42,25,22,3,1,16,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
91,JL Denly,AL Phehlukwayo,EJG Morgan,2,0,2,137,40,3,3,3,2,16,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
92,JL Denly,AL Phehlukwayo,EJG Morgan,0,0,0,137,40,3,4,4,3,16,caught,JL Denly,HE van der Dussen,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
93,EJG Morgan,AL Phehlukwayo,BA Stokes,1,0,1,138,39,26,23,4,4,16,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
94,BA Stokes,AL Phehlukwayo,EJG Morgan,0,0,0,138,39,0,1,4,5,16,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
95,BA Stokes,AL Phehlukwayo,EJG Morgan,1,0,1,139,38,1,2,4,6,16,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
96,BA Stokes,BE Hendricks,EJG Morgan,1,0,1,140,37,2,3,4,1,17,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
97,EJG Morgan,BE Hendricks,BA Stokes,4,0,4,144,33,30,24,4,2,17,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
98,EJG Morgan,BE Hendricks,BA Stokes,0,0,0,144,33,30,25,4,3,17,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
99,EJG Morgan,BE Hendricks,BA Stokes,1,0,1,145,32,31,26,4,4,17,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
100,BA Stokes,BE Hendricks,EJG Morgan,1,0,1,146,31,3,4,4,5,17,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
101,EJG Morgan,BE Hendricks,BA Stokes,4,0,4,150,27,35,27,4,6,17,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
102,BA Stokes,L Ngidi,EJG Morgan,0,0,0,150,27,3,5,4,1,18,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
103,BA Stokes,L Ngidi,EJG Morgan,1,0,1,151,26,4,6,4,2,18,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
104,EJG Morgan,L Ngidi,BA Stokes,1,0,1,152,25,36,28,4,3,18,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
105,BA Stokes,L Ngidi,EJG Morgan,0,0,0,152,25,4,7,5,4,18,caught,BA Stokes,DA Miller,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
106,EJG Morgan,L Ngidi,MM Ali,1,0,1,153,24,37,29,5,5,18,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
107,MM Ali,L Ngidi,EJG Morgan,2,0,2,155,22,2,1,5,6,18,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
108,EJG Morgan,BE Hendricks,MM Ali,1,0,1,156,21,38,30,5,1,19,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
109,MM Ali,BE Hendricks,EJG Morgan,1,0,1,157,20,3,2,5,2,19,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
110,EJG Morgan,BE Hendricks,MM Ali,4,0,4,161,16,42,31,5,3,19,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
111,EJG Morgan,BE Hendricks,MM Ali,4,0,4,165,12,46,32,5,4,19,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
112,EJG Morgan,BE Hendricks,MM Ali,6,0,6,171,6,52,33,5,5,19,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
113,EJG Morgan,BE Hendricks,MM Ali,0,0,0,171,6,52,34,6,6,19,caught,EJG Morgan,T Bavuma,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
114,TK Curran,L Ngidi,MM Ali,2,0,2,173,4,2,1,6,1,20,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
115,TK Curran,L Ngidi,MM Ali,0,0,0,173,4,2,2,7,2,20,caught,TK Curran,DA Miller,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
116,MM Ali,L Ngidi,CJ Jordan,0,0,0,173,4,3,3,7,3,20,0,,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
117,MM Ali,L Ngidi,CJ Jordan,2,0,2,175,2,5,4,7,4,20,0,,,-,"{'by': 'South Africa', 'umpire': 'BP Jele', 'batter': 'MM Ali', 'decision': 'struck down'}",field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
118,MM Ali,L Ngidi,CJ Jordan,0,0,0,175,2,5,5,8,5,20,bowled,MM Ali,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
119,AU Rashid,L Ngidi,CJ Jordan,1,0,1,176,1,1,1,9,6,20,run out,AU Rashid,,-,,field,England,2,Buffalo Park,2020,02,South Africa_England_2020-02-12,South Africa,England,South Africa,176
