,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,MD Gunathilaka,MJ Henry,TM Dilshan,2,0,2,2,180,2,1,0,-,1.0,0,0,,,field,Sri Lanka,2,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,Sri Lanka,New Zealand,False,179,Left hand Bat,Right hand Bat,Right arm Fast
1,MD Gunathilaka,MJ Henry,TM Dilshan,0,0,0,2,180,2,2,0,-,2.0,0,0,,,field,Sri Lanka,2,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,Sri Lanka,New Zealand,False,179,Left hand Bat,Right hand Bat,Right arm Fast
2,MD Gunathilaka,MJ Henry,TM Dilshan,4,0,4,6,176,6,3,0,-,3.0,0,0,,,field,Sri Lanka,2,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,Sri Lanka,New Zealand,False,179,Left hand Bat,Right hand Bat,Right arm Fast
3,MD Gunathilaka,MJ Henry,TM Dilshan,4,0,4,10,172,10,4,0,-,4.0,0,0,,,field,Sri Lanka,2,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,Sri Lanka,New Zealand,False,179,Left hand Bat,Right hand Bat,Right arm Fast
4,MD Gunathilaka,MJ Henry,TM Dilshan,0,0,0,10,172,10,5,0,-,5.0,0,0,,,field,Sri Lanka,2,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,Sri Lanka,New Zealand,False,179,Left hand Bat,Right hand Bat,Right arm Fast
5,MD Gunathilaka,MJ Henry,TM Dilshan,0,0,0,10,172,10,6,0,-,6.0,0,0,,,field,Sri Lanka,2,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,Sri Lanka,New Zealand,False,179,Left hand Bat,Right hand Bat,Right arm Fast
6,TM Dilshan,TA Boult,MD Gunathilaka,0,0,0,10,172,0,1,1,-,1.0,1,caught,TM Dilshan,L Ronchi,field,Sri Lanka,2,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,Sri Lanka,New Zealand,False,179,Right hand Bat,Left hand Bat,Left arm Fast
7,LD Chandimal,TA Boult,MD Gunathilaka,1,0,1,11,171,1,1,1,-,2.0,1,0,,,field,Sri Lanka,2,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,Sri Lanka,New Zealand,False,179,Right hand Bat,Left hand Bat,Left arm Fast
8,MD Gunathilaka,TA Boult,LD Chandimal,2,0,2,13,169,12,7,1,-,3.0,1,0,,,field,Sri Lanka,2,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,Sri Lanka,New Zealand,False,179,Left hand Bat,Right hand Bat,Left arm Fast
9,MD Gunathilaka,TA Boult,LD Chandimal,1,0,1,14,168,13,8,1,-,4.0,1,0,,,field,Sri Lanka,2,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,Sri Lanka,New Zealand,False,179,Left hand Bat,Right hand Bat,Left arm Fast
