,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
0,DA Warner,SE Bond,BJ Haddin,1,0,1,1,1,1,1,1,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
1,BJ Haddin,SE Bond,DA Warner,0,0,0,1,0,1,2,1,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
2,BJ Haddin,SE Bond,DA Warner,0,0,0,1,0,2,3,1,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
3,BJ Haddin,SE Bond,DA Warner,4,0,4,5,4,3,4,1,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
4,BJ Haddin,SE Bond,DA Warner,1,0,1,6,5,4,5,1,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
5,DA Warner,SE Bond,BJ Haddin,0,0,0,6,1,2,6,1,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
6,BJ Haddin,TG Southee,DA Warner,1,0,1,7,6,5,1,2,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
7,DA Warner,TG Southee,BJ Haddin,0,0,0,7,1,3,2,2,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
8,DA Warner,TG Southee,BJ Haddin,6,0,6,13,7,4,3,2,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
9,DA Warner,TG Southee,BJ Haddin,4,0,4,17,11,5,4,2,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
10,DA Warner,TG Southee,BJ Haddin,0,1,1,18,11,6,5,2,wides,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
11,DA Warner,TG Southee,BJ Haddin,4,0,4,22,15,7,6,2,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
12,DA Warner,TG Southee,BJ Haddin,1,0,1,23,16,8,7,2,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
13,DA Warner,SE Bond,BJ Haddin,0,0,0,23,16,9,1,3,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
14,DA Warner,SE Bond,BJ Haddin,4,0,4,27,20,10,2,3,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
15,DA Warner,SE Bond,BJ Haddin,0,0,0,27,20,11,3,3,-,caught,DA Warner,TG Southee,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
16,BJ Haddin,SE Bond,MJ Clarke,0,0,0,27,6,6,4,3,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
17,BJ Haddin,SE Bond,MJ Clarke,0,0,0,27,6,7,5,3,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
18,BJ Haddin,SE Bond,MJ Clarke,1,0,1,28,7,8,6,3,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
19,BJ Haddin,TG Southee,MJ Clarke,4,0,4,32,11,9,1,4,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
20,BJ Haddin,TG Southee,MJ Clarke,1,0,1,33,12,10,2,4,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
21,MJ Clarke,TG Southee,BJ Haddin,0,0,0,33,0,1,3,4,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
22,MJ Clarke,TG Southee,BJ Haddin,4,0,4,37,4,2,4,4,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
23,MJ Clarke,TG Southee,BJ Haddin,1,0,1,38,5,3,5,4,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
24,BJ Haddin,TG Southee,MJ Clarke,0,0,0,38,12,11,6,4,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
25,MJ Clarke,SE Bond,BJ Haddin,1,0,1,39,6,4,1,5,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
26,BJ Haddin,SE Bond,MJ Clarke,0,0,0,39,12,12,2,5,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
27,BJ Haddin,SE Bond,MJ Clarke,0,0,0,39,12,13,3,5,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
28,BJ Haddin,SE Bond,MJ Clarke,0,0,0,39,12,14,4,5,-,0,,,bat,New Zealand,2,AMI Stadium,2010-02-28,tie,Australia,New Zealand
