,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,FH Allen,MM Ali,DP Conway,2,0,2,2,177,2,1,0,-,1.0,0,0,,,,bat,England,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,England_New Zealand_2022-11-01,England,New Zealand,England,False,159,Right hand Bat,Left hand Bat,Right arm Offbreak
1,FH Allen,MM Ali,DP Conway,1,0,1,3,176,3,2,0,-,2.0,0,0,,,,bat,England,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,England_New Zealand_2022-11-01,England,New Zealand,England,False,159,Right hand Bat,Left hand Bat,Right arm Offbreak
2,DP Conway,MM Ali,FH Allen,0,0,0,3,176,0,1,0,-,3.0,0,0,,,,bat,England,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,England_New Zealand_2022-11-01,England,New Zealand,England,False,159,Left hand Bat,Right hand Bat,Right arm Offbreak
3,DP Conway,MM Ali,FH Allen,0,0,0,3,176,0,2,0,-,4.0,0,0,,,,bat,England,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,England_New Zealand_2022-11-01,England,New Zealand,England,False,159,Left hand Bat,Right hand Bat,Right arm Offbreak
4,DP Conway,MM Ali,FH Allen,0,0,0,3,176,0,3,0,-,5.0,0,0,,,,bat,England,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,England_New Zealand_2022-11-01,England,New Zealand,England,False,159,Left hand Bat,Right hand Bat,Right arm Offbreak
5,DP Conway,MM Ali,FH Allen,1,0,1,4,175,1,4,0,-,6.0,0,0,,,,bat,England,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,England_New Zealand_2022-11-01,England,New Zealand,England,False,159,Left hand Bat,Right hand Bat,Right arm Offbreak
6,DP Conway,CR Woakes,FH Allen,0,0,0,4,175,1,5,0,-,1.0,1,0,,,,bat,England,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,England_New Zealand_2022-11-01,England,New Zealand,England,False,159,Left hand Bat,Right hand Bat,Right arm Fast
7,DP Conway,CR Woakes,FH Allen,2,0,2,6,173,3,6,0,-,2.0,1,0,,,,bat,England,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,England_New Zealand_2022-11-01,England,New Zealand,England,False,159,Left hand Bat,Right hand Bat,Right arm Fast
8,DP Conway,CR Woakes,FH Allen,0,1,1,7,172,3,7,0,legbyes,3.0,1,0,,,,bat,England,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,England_New Zealand_2022-11-01,England,New Zealand,England,False,159,Left hand Bat,Right hand Bat,Right arm Fast
9,FH Allen,CR Woakes,DP Conway,1,0,1,8,171,4,3,0,-,4.0,1,0,,,,bat,England,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,England_New Zealand_2022-11-01,England,New Zealand,England,False,159,Right hand Bat,Left hand Bat,Right arm Fast
10,DP Conway,CR Woakes,FH Allen,0,0,0,8,171,3,8,0,-,5.0,1,0,,,,bat,England,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,England_New Zealand_2022-11-01,England,New Zealand,England,False,159,Left hand Bat,Right hand Bat,Right arm Fast
11,DP Conway,CR Woakes,FH Allen,0,0,0,8,171,3,9,1,-,6.0,1,caught,DP Conway,JC Buttler,,bat,England,2,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022,11,England_New Zealand_2022-11-01,England,New Zealand,England,False,159,Left hand Bat,Right hand Bat,Right arm Fast
