,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extras,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
10,Liton Das,AY Patel,Mohammad Naim,0,0,0,8,1,6,5,2,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
11,Liton Das,AY Patel,Mohammad Naim,1,0,1,9,2,7,6,2,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
12,Liton Das,SC Kuggeleijn,Mohammad Naim,1,0,1,10,3,8,1,3,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
13,Mohammad Naim,SC Kuggeleijn,Liton Das,1,0,1,11,8,6,2,3,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
14,Liton Das,SC Kuggeleijn,Mohammad Naim,4,0,4,15,7,9,3,3,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
15,Liton Das,SC Kuggeleijn,Mohammad Naim,1,0,1,16,8,10,4,3,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
16,Mohammad Naim,SC Kuggeleijn,Liton Das,0,1,1,17,8,7,5,3,{'wides': 1},wides,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
17,Mohammad Naim,SC Kuggeleijn,Liton Das,0,0,0,17,8,8,6,3,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
18,Mohammad Naim,SC Kuggeleijn,Liton Das,1,0,1,18,9,9,7,3,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
19,Mohammad Naim,CE McConchie,Liton Das,0,0,0,18,9,10,1,4,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
20,Mohammad Naim,CE McConchie,Liton Das,0,0,0,18,9,11,2,4,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
21,Mohammad Naim,CE McConchie,Liton Das,2,0,2,20,11,12,3,4,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
22,Mohammad Naim,CE McConchie,Liton Das,4,0,4,24,15,13,4,4,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
23,Mohammad Naim,CE McConchie,Liton Das,0,0,0,24,15,14,5,4,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
24,Mohammad Naim,CE McConchie,Liton Das,0,0,0,24,15,15,6,4,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
25,Liton Das,AY Patel,Mohammad Naim,2,0,2,26,10,11,1,5,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
26,Liton Das,AY Patel,Mohammad Naim,0,0,0,26,10,12,2,5,,-,caught,Liton Das,SC Kuggeleijn,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
27,Soumya Sarkar,AY Patel,Mohammad Naim,0,0,0,26,0,1,3,5,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
28,Soumya Sarkar,AY Patel,Mohammad Naim,0,0,0,26,0,2,4,5,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
29,Soumya Sarkar,AY Patel,Mohammad Naim,0,0,0,26,0,3,5,5,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
30,Soumya Sarkar,AY Patel,Mohammad Naim,1,0,1,27,1,4,6,5,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
31,Soumya Sarkar,JA Duffy,Mohammad Naim,1,0,1,28,2,5,1,6,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
32,Mohammad Naim,JA Duffy,Soumya Sarkar,1,0,1,29,16,16,2,6,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
33,Soumya Sarkar,JA Duffy,Mohammad Naim,0,0,0,29,2,6,3,6,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
34,Soumya Sarkar,JA Duffy,Mohammad Naim,1,0,1,30,3,7,4,6,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
35,Mohammad Naim,JA Duffy,Soumya Sarkar,4,0,4,34,20,17,5,6,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
36,Mohammad Naim,JA Duffy,Soumya Sarkar,1,0,1,35,21,18,6,6,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
37,Mohammad Naim,CE McConchie,Soumya Sarkar,1,0,1,36,22,19,1,7,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
38,Soumya Sarkar,CE McConchie,Mohammad Naim,1,0,1,37,4,8,2,7,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
39,Mohammad Naim,CE McConchie,Soumya Sarkar,1,0,1,38,23,20,3,7,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
40,Soumya Sarkar,CE McConchie,Mohammad Naim,0,0,0,38,4,9,4,7,,-,caught,Soumya Sarkar,R Ravindra,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
41,Mushfiqur Rahim,CE McConchie,Mohammad Naim,0,1,1,39,0,1,5,7,{'wides': 1},wides,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
42,Mushfiqur Rahim,CE McConchie,Mohammad Naim,0,0,0,39,0,2,6,7,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
43,Mushfiqur Rahim,CE McConchie,Mohammad Naim,0,0,0,39,0,3,7,7,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
44,Mohammad Naim,BV Sears,Mushfiqur Rahim,0,0,0,39,23,21,1,8,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
45,Mohammad Naim,BV Sears,Mushfiqur Rahim,0,0,0,39,23,22,2,8,,-,caught,Mohammad Naim,TWM Latham,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
46,Afif Hossain,BV Sears,Mushfiqur Rahim,1,0,1,40,1,1,3,8,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
47,Mushfiqur Rahim,BV Sears,Afif Hossain,1,0,1,41,1,4,4,8,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
48,Afif Hossain,BV Sears,Mushfiqur Rahim,1,0,1,42,2,2,5,8,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
49,Mushfiqur Rahim,BV Sears,Afif Hossain,0,1,1,43,1,5,6,8,{'wides': 1},wides,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
50,Mushfiqur Rahim,BV Sears,Afif Hossain,1,0,1,44,2,6,7,8,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
51,Mushfiqur Rahim,R Ravindra,Afif Hossain,0,0,0,44,2,7,1,9,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
52,Mushfiqur Rahim,R Ravindra,Afif Hossain,0,0,0,44,2,8,2,9,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
53,Mushfiqur Rahim,R Ravindra,Afif Hossain,1,0,1,45,3,9,3,9,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
54,Afif Hossain,R Ravindra,Mushfiqur Rahim,1,0,1,46,3,3,4,9,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
55,Mushfiqur Rahim,R Ravindra,Afif Hossain,0,0,0,46,3,10,5,9,,-,caught,Mushfiqur Rahim,C de Grandhomme,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
56,Afif Hossain,R Ravindra,Mahmudullah,0,0,0,46,3,4,6,9,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
57,Mahmudullah,BV Sears,Afif Hossain,0,0,0,46,0,1,1,10,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
58,Mahmudullah,BV Sears,Afif Hossain,0,0,0,46,0,2,2,10,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
59,Mahmudullah,BV Sears,Afif Hossain,0,0,0,46,0,3,3,10,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
60,Mahmudullah,BV Sears,Afif Hossain,1,0,1,47,1,4,4,10,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
61,Afif Hossain,BV Sears,Mahmudullah,0,0,0,47,3,5,5,10,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
62,Afif Hossain,BV Sears,Mahmudullah,1,0,1,48,4,6,6,10,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
63,Afif Hossain,R Ravindra,Mahmudullah,3,0,3,51,7,7,1,11,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
64,Mahmudullah,R Ravindra,Afif Hossain,1,0,1,52,2,5,2,11,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
65,Afif Hossain,R Ravindra,Mahmudullah,1,0,1,53,8,8,3,11,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
66,Mahmudullah,R Ravindra,Afif Hossain,2,0,2,55,4,6,4,11,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
67,Mahmudullah,R Ravindra,Afif Hossain,0,0,0,55,4,7,5,11,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
68,Mahmudullah,R Ravindra,Afif Hossain,1,0,1,56,5,8,6,11,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
69,Mahmudullah,BV Sears,Afif Hossain,1,0,1,57,6,9,1,12,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
70,Afif Hossain,BV Sears,Mahmudullah,1,0,1,58,9,9,2,12,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
71,Mahmudullah,BV Sears,Afif Hossain,0,0,0,58,6,10,3,12,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
72,Mahmudullah,BV Sears,Afif Hossain,1,0,1,59,7,11,4,12,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
73,Afif Hossain,BV Sears,Mahmudullah,4,0,4,63,13,10,5,12,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
74,Afif Hossain,BV Sears,Mahmudullah,0,1,1,64,13,11,6,12,{'wides': 1},wides,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
75,Afif Hossain,BV Sears,Mahmudullah,6,0,6,70,19,12,7,12,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
76,Mahmudullah,R Ravindra,Afif Hossain,4,0,4,74,11,12,1,13,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
77,Mahmudullah,R Ravindra,Afif Hossain,1,0,1,75,12,13,2,13,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
78,Afif Hossain,R Ravindra,Mahmudullah,1,0,1,76,20,13,3,13,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
79,Mahmudullah,R Ravindra,Afif Hossain,1,0,1,77,13,14,4,13,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
80,Afif Hossain,R Ravindra,Mahmudullah,0,0,0,77,20,14,5,13,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
81,Afif Hossain,R Ravindra,Mahmudullah,2,0,2,79,22,15,6,13,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
82,Mahmudullah,CE McConchie,Afif Hossain,1,0,1,80,14,15,1,14,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
83,Afif Hossain,CE McConchie,Mahmudullah,1,0,1,81,23,16,2,14,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
84,Mahmudullah,CE McConchie,Afif Hossain,6,0,6,87,20,16,3,14,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
85,Mahmudullah,CE McConchie,Afif Hossain,1,0,1,88,21,17,4,14,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
86,Afif Hossain,CE McConchie,Mahmudullah,0,0,0,88,23,17,5,14,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
87,Afif Hossain,CE McConchie,Mahmudullah,6,0,6,94,29,18,6,14,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
88,Mahmudullah,AY Patel,Afif Hossain,1,0,1,95,22,18,1,15,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
89,Afif Hossain,AY Patel,Mahmudullah,4,0,4,99,33,19,2,15,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
90,Afif Hossain,AY Patel,Mahmudullah,6,0,6,105,39,20,3,15,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
91,Afif Hossain,AY Patel,Mahmudullah,0,0,0,105,39,21,4,15,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
92,Afif Hossain,AY Patel,Mahmudullah,0,0,0,105,39,22,5,15,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
93,Afif Hossain,AY Patel,Mahmudullah,1,0,1,106,40,23,6,15,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
94,Afif Hossain,SC Kuggeleijn,Mahmudullah,1,0,1,107,41,24,1,16,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
95,Mahmudullah,SC Kuggeleijn,Afif Hossain,0,0,0,107,22,19,2,16,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
96,Mahmudullah,SC Kuggeleijn,Afif Hossain,1,0,1,108,23,20,3,16,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
97,Afif Hossain,SC Kuggeleijn,Mahmudullah,0,0,0,108,41,25,4,16,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
98,Afif Hossain,SC Kuggeleijn,Mahmudullah,1,0,1,109,42,26,5,16,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
99,Mahmudullah,SC Kuggeleijn,Afif Hossain,0,0,0,109,23,21,6,16,,-,caught,Mahmudullah,FH Allen,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
100,Nurul Hasan,AY Patel,Afif Hossain,0,0,0,109,0,1,1,17,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
101,Nurul Hasan,AY Patel,Afif Hossain,0,0,0,109,0,2,2,17,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
102,Nurul Hasan,AY Patel,Afif Hossain,4,0,4,113,4,3,3,17,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
103,Nurul Hasan,AY Patel,Afif Hossain,0,0,0,113,4,4,4,17,,-,lbw,Nurul Hasan,,"{'by': 'Bangladesh', 'umpire': 'Tanvir Ahmed', 'batter': 'Nurul Hasan', 'decision': 'struck down'}",bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
104,Shamim Hossain,AY Patel,Afif Hossain,0,0,0,113,0,1,5,17,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
105,Shamim Hossain,AY Patel,Afif Hossain,1,0,1,114,1,2,6,17,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
106,Shamim Hossain,JA Duffy,Afif Hossain,1,0,1,115,2,3,1,18,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
107,Afif Hossain,JA Duffy,Shamim Hossain,0,0,0,115,42,27,2,18,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
108,Afif Hossain,JA Duffy,Shamim Hossain,0,0,0,115,42,28,3,18,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
109,Afif Hossain,JA Duffy,Shamim Hossain,1,0,1,116,43,29,4,18,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
110,Shamim Hossain,JA Duffy,Afif Hossain,0,0,0,116,2,4,5,18,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
111,Shamim Hossain,JA Duffy,Afif Hossain,0,0,0,116,2,5,6,18,,-,bowled,Shamim Hossain,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
112,Afif Hossain,SC Kuggeleijn,Taskin Ahmed,1,0,1,117,44,30,1,19,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
113,Taskin Ahmed,SC Kuggeleijn,Afif Hossain,4,0,4,121,4,1,2,19,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
114,Taskin Ahmed,SC Kuggeleijn,Afif Hossain,1,0,1,122,5,2,3,19,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
115,Afif Hossain,SC Kuggeleijn,Taskin Ahmed,1,0,1,123,45,31,4,19,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
116,Taskin Ahmed,SC Kuggeleijn,Afif Hossain,4,0,4,127,9,3,5,19,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
117,Taskin Ahmed,SC Kuggeleijn,Afif Hossain,0,0,0,127,9,4,6,19,,-,bowled,Taskin Ahmed,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
118,Afif Hossain,JA Duffy,Nasum Ahmed,1,0,1,128,46,32,1,20,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
119,Nasum Ahmed,JA Duffy,Afif Hossain,1,0,1,129,1,1,2,20,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
120,Afif Hossain,JA Duffy,Nasum Ahmed,2,0,2,131,48,33,3,20,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
121,Afif Hossain,JA Duffy,Nasum Ahmed,1,0,1,132,49,34,4,20,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
122,Nasum Ahmed,JA Duffy,Afif Hossain,0,0,0,132,1,2,5,20,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
123,Nasum Ahmed,JA Duffy,Afif Hossain,2,0,2,134,3,3,6,20,,-,0,,,,bat,New Zealand,2,"Shere Bangla National Stadium, Mirpur",2021-09-10,Bangladesh,New Zealand
