,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,Ishan Kishan,AJ Hosein,Shubman Gill,1,0,1,1,148,1,1,0,1,0,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
1,Shubman Gill,AJ Hosein,Ishan Kishan,0,0,0,1,148,0,1,0,2,0,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
2,Shubman Gill,AJ Hosein,Ishan Kishan,0,0,0,1,148,0,2,0,3,0,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
3,Shubman Gill,AJ Hosein,Ishan Kishan,0,0,0,1,148,0,3,0,4,0,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
4,Shubman Gill,AJ Hosein,Ishan Kishan,2,0,2,3,146,2,4,0,5,0,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
5,Shubman Gill,AJ Hosein,Ishan Kishan,0,0,0,3,146,2,5,0,6,0,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
6,Ishan Kishan,OC McCoy,Shubman Gill,0,0,0,3,146,1,2,0,1,1,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
7,Ishan Kishan,OC McCoy,Shubman Gill,0,0,0,3,146,1,3,0,2,1,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
8,Ishan Kishan,OC McCoy,Shubman Gill,0,0,0,3,146,1,4,0,3,1,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
9,Ishan Kishan,OC McCoy,Shubman Gill,1,0,1,4,145,2,5,0,4,1,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
10,Shubman Gill,OC McCoy,Ishan Kishan,0,0,0,4,145,2,6,0,5,1,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
11,Shubman Gill,OC McCoy,Ishan Kishan,1,0,1,5,144,3,7,0,6,1,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
12,Shubman Gill,AJ Hosein,Ishan Kishan,0,0,0,5,144,3,8,0,1,2,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
13,Shubman Gill,AJ Hosein,Ishan Kishan,0,0,0,5,144,3,9,1,2,2,stumped,Shubman Gill,N Pooran,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
14,SA Yadav,AJ Hosein,Ishan Kishan,0,0,0,5,144,0,1,1,3,2,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
15,SA Yadav,AJ Hosein,Ishan Kishan,0,0,0,5,144,0,2,1,4,2,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
16,SA Yadav,AJ Hosein,Ishan Kishan,4,0,4,9,140,4,3,1,5,2,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
17,SA Yadav,AJ Hosein,Ishan Kishan,1,0,1,10,139,5,4,1,6,2,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
18,SA Yadav,AS Joseph,Ishan Kishan,0,1,1,11,138,5,5,1,1,3,0,,,wides,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
19,SA Yadav,AS Joseph,Ishan Kishan,0,1,1,12,137,5,6,1,2,3,0,,,wides,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
20,SA Yadav,AS Joseph,Ishan Kishan,4,0,4,16,133,9,7,1,3,3,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
21,SA Yadav,AS Joseph,Ishan Kishan,0,0,0,16,133,9,8,1,4,3,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
22,SA Yadav,AS Joseph,Ishan Kishan,0,0,0,16,133,9,9,1,5,3,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
23,SA Yadav,AS Joseph,Ishan Kishan,0,0,0,16,133,9,10,1,6,3,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
24,SA Yadav,AS Joseph,Ishan Kishan,0,0,0,16,133,9,11,1,7,3,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
25,SA Yadav,AS Joseph,Ishan Kishan,6,0,6,22,127,15,12,1,8,3,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
26,Ishan Kishan,OC McCoy,SA Yadav,0,0,0,22,127,2,6,1,1,4,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
27,Ishan Kishan,OC McCoy,SA Yadav,0,1,1,23,126,2,7,1,2,4,0,,,legbyes,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
28,SA Yadav,OC McCoy,Ishan Kishan,1,0,1,24,125,16,13,1,3,4,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
29,Ishan Kishan,OC McCoy,SA Yadav,4,0,4,28,121,6,8,1,4,4,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
30,Ishan Kishan,OC McCoy,SA Yadav,0,0,0,28,121,6,9,2,5,4,caught,Ishan Kishan,R Powell,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
31,Tilak Varma,OC McCoy,SA Yadav,0,0,0,28,121,0,1,2,6,4,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
32,SA Yadav,AS Joseph,Tilak Varma,0,0,0,28,121,16,14,2,1,5,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
33,SA Yadav,AS Joseph,Tilak Varma,1,0,1,29,120,17,15,2,2,5,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
34,Tilak Varma,AS Joseph,SA Yadav,6,0,6,35,114,6,2,2,3,5,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
35,Tilak Varma,AS Joseph,SA Yadav,6,0,6,41,108,12,3,2,4,5,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
36,Tilak Varma,AS Joseph,SA Yadav,0,0,0,41,108,12,4,2,5,5,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
37,Tilak Varma,AS Joseph,SA Yadav,4,0,4,45,104,16,5,2,6,5,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
38,SA Yadav,JO Holder,Tilak Varma,0,1,1,46,103,17,16,2,1,6,0,,,wides,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
39,SA Yadav,JO Holder,Tilak Varma,1,0,1,47,102,18,17,2,2,6,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
40,Tilak Varma,JO Holder,SA Yadav,1,0,1,48,101,17,6,2,3,6,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
41,SA Yadav,JO Holder,Tilak Varma,1,0,1,49,100,19,18,2,4,6,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
42,Tilak Varma,JO Holder,SA Yadav,0,0,0,49,100,17,7,2,5,6,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
43,Tilak Varma,JO Holder,SA Yadav,0,0,0,49,100,17,8,2,6,6,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
44,Tilak Varma,JO Holder,SA Yadav,0,1,1,50,99,17,9,2,7,6,0,,,legbyes,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
45,Tilak Varma,R Shepherd,SA Yadav,1,0,1,51,98,18,10,2,1,7,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
46,SA Yadav,R Shepherd,Tilak Varma,0,0,0,51,98,19,19,2,2,7,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
47,SA Yadav,R Shepherd,Tilak Varma,1,0,1,52,97,20,20,2,3,7,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
48,Tilak Varma,R Shepherd,SA Yadav,6,0,6,58,91,24,11,2,4,7,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
49,Tilak Varma,R Shepherd,SA Yadav,4,0,4,62,87,28,12,2,5,7,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
50,Tilak Varma,R Shepherd,SA Yadav,1,0,1,63,86,29,13,2,6,7,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
51,Tilak Varma,AJ Hosein,SA Yadav,1,0,1,64,85,30,14,2,1,8,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
52,SA Yadav,AJ Hosein,Tilak Varma,0,0,0,64,85,20,21,2,2,8,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
53,SA Yadav,AJ Hosein,Tilak Varma,1,0,1,65,84,21,22,2,3,8,0,,,-,bat,West Indies,2,"Brian Lara Stadium, Tarouba, Trinidad",2023,08,West Indies_India_2023-08-03,West Indies,India,West Indies,False,145
