,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
0,Salman Butt,DP Nannes,Shahzaib Hasan,0,0,0,0,214,0,1,0,1,-,0,,,1,bat,Pakistan,1,Edgbaston,2010,07,Australia_Pakistan_2010-07-05,Pakistan,Pakistan,Australia,167
1,Salman Butt,DP Nannes,Shahzaib Hasan,0,0,0,0,214,0,2,0,2,-,0,,,1,bat,Pakistan,1,Edgbaston,2010,07,Australia_Pakistan_2010-07-05,Pakistan,Pakistan,Australia,167
2,Salman Butt,DP Nannes,Shahzaib Hasan,0,1,1,1,213,0,3,0,3,wides,0,,,1,bat,Pakistan,1,Edgbaston,2010,07,Australia_Pakistan_2010-07-05,Pakistan,Pakistan,Australia,167
3,Salman Butt,DP Nannes,Shahzaib Hasan,1,0,1,2,212,1,4,0,4,-,0,,,1,bat,Pakistan,1,Edgbaston,2010,07,Australia_Pakistan_2010-07-05,Pakistan,Pakistan,Australia,167
4,Shahzaib Hasan,DP Nannes,Salman Butt,0,0,0,2,212,0,1,1,5,-,caught,Shahzaib Hasan,DJ Hussey,1,bat,Pakistan,1,Edgbaston,2010,07,Australia_Pakistan_2010-07-05,Pakistan,Pakistan,Australia,167
5,Kamran Akmal,DP Nannes,Salman Butt,0,0,0,2,212,0,1,1,6,-,0,,,1,bat,Pakistan,1,Edgbaston,2010,07,Australia_Pakistan_2010-07-05,Pakistan,Pakistan,Australia,167
6,Kamran Akmal,DP Nannes,Salman Butt,1,0,1,3,211,1,2,1,7,-,0,,,1,bat,Pakistan,1,Edgbaston,2010,07,Australia_Pakistan_2010-07-05,Pakistan,Pakistan,Australia,167
7,Kamran Akmal,SW Tait,Salman Butt,0,1,1,4,210,1,3,1,1,wides,0,,,2,bat,Pakistan,1,Edgbaston,2010,07,Australia_Pakistan_2010-07-05,Pakistan,Pakistan,Australia,167
8,Kamran Akmal,SW Tait,Salman Butt,0,0,0,4,210,1,4,1,2,-,0,,,2,bat,Pakistan,1,Edgbaston,2010,07,Australia_Pakistan_2010-07-05,Pakistan,Pakistan,Australia,167
9,Kamran Akmal,SW Tait,Salman Butt,0,1,1,5,209,1,5,1,3,wides,0,,,2,bat,Pakistan,1,Edgbaston,2010,07,Australia_Pakistan_2010-07-05,Pakistan,Pakistan,Australia,167
10,Kamran Akmal,SW Tait,Salman Butt,1,0,1,6,208,2,6,1,4,-,0,,,2,bat,Pakistan,1,Edgbaston,2010,07,Australia_Pakistan_2010-07-05,Pakistan,Pakistan,Australia,167
11,Salman Butt,SW Tait,Kamran Akmal,0,0,0,6,208,1,5,1,5,-,0,,,2,bat,Pakistan,1,Edgbaston,2010,07,Australia_Pakistan_2010-07-05,Pakistan,Pakistan,Australia,167
12,Salman Butt,SW Tait,Kamran Akmal,0,0,0,6,208,1,6,1,6,-,0,,,2,bat,Pakistan,1,Edgbaston,2010,07,Australia_Pakistan_2010-07-05,Pakistan,Pakistan,Australia,167
13,Salman Butt,SW Tait,Kamran Akmal,0,0,0,6,208,1,7,1,7,-,0,,,2,bat,Pakistan,1,Edgbaston,2010,07,Australia_Pakistan_2010-07-05,Pakistan,Pakistan,Australia,167
14,Salman Butt,SW Tait,Kamran Akmal,0,0,0,6,208,1,8,1,8,-,0,,,2,bat,Pakistan,1,Edgbaston,2010,07,Australia_Pakistan_2010-07-05,Pakistan,Pakistan,Australia,167
15,Kamran Akmal,DP Nannes,Salman Butt,1,0,1,7,207,3,7,1,1,-,0,,,3,bat,Pakistan,1,Edgbaston,2010,07,Australia_Pakistan_2010-07-05,Pakistan,Pakistan,Australia,167
16,Salman Butt,DP Nannes,Kamran Akmal,0,5,5,12,202,1,9,1,2,wides,0,,,3,bat,Pakistan,1,Edgbaston,2010,07,Australia_Pakistan_2010-07-05,Pakistan,Pakistan,Australia,167
17,Salman Butt,DP Nannes,Kamran Akmal,1,0,1,13,201,2,10,1,3,-,0,,,3,bat,Pakistan,1,Edgbaston,2010,07,Australia_Pakistan_2010-07-05,Pakistan,Pakistan,Australia,167
