,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,HM Amla,S Badree,Q de Kock,1,0,1,1,,1,1,0,1,0,,,0,-,field,West Indies,1,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,South Africa_West Indies_2016-03-25,West Indies,South Africa,West Indies,False,122
1,Q de Kock,S Badree,HM Amla,0,0,0,1,,0,1,0,2,0,,,0,-,field,West Indies,1,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,South Africa_West Indies_2016-03-25,West Indies,South Africa,West Indies,False,122
2,Q de Kock,S Badree,HM Amla,0,0,0,1,,0,2,1,3,run out,HM Amla,AD Russell;D Ramdin,0,-,field,West Indies,1,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,South Africa_West Indies_2016-03-25,West Indies,South Africa,West Indies,False,122
3,F du Plessis,S Badree,Q de Kock,1,0,1,2,,1,1,1,4,0,,,0,-,field,West Indies,1,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,South Africa_West Indies_2016-03-25,West Indies,South Africa,West Indies,False,122
4,Q de Kock,S Badree,F du Plessis,2,0,2,4,,2,3,1,5,0,,,0,-,field,West Indies,1,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,South Africa_West Indies_2016-03-25,West Indies,South Africa,West Indies,False,122
5,Q de Kock,S Badree,F du Plessis,0,0,0,4,,2,4,1,6,0,,,0,-,field,West Indies,1,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,South Africa_West Indies_2016-03-25,West Indies,South Africa,West Indies,False,122
6,F du Plessis,AD Russell,Q de Kock,0,0,0,4,,1,2,1,1,0,,,1,-,field,West Indies,1,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,South Africa_West Indies_2016-03-25,West Indies,South Africa,West Indies,False,122
7,F du Plessis,AD Russell,Q de Kock,0,0,0,4,,1,3,1,2,0,,,1,-,field,West Indies,1,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,South Africa_West Indies_2016-03-25,West Indies,South Africa,West Indies,False,122
8,F du Plessis,AD Russell,Q de Kock,0,0,0,4,,1,4,1,3,0,,,1,-,field,West Indies,1,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,South Africa_West Indies_2016-03-25,West Indies,South Africa,West Indies,False,122
9,F du Plessis,AD Russell,Q de Kock,6,0,6,10,,7,5,1,4,0,,,1,-,field,West Indies,1,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,South Africa_West Indies_2016-03-25,West Indies,South Africa,West Indies,False,122
10,F du Plessis,AD Russell,Q de Kock,2,0,2,12,,9,6,1,5,0,,,1,-,field,West Indies,1,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,South Africa_West Indies_2016-03-25,West Indies,South Africa,West Indies,False,122
11,F du Plessis,AD Russell,Q de Kock,0,1,1,13,,9,7,1,6,0,,,1,wides,field,West Indies,1,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,South Africa_West Indies_2016-03-25,West Indies,South Africa,West Indies,False,122
12,F du Plessis,AD Russell,Q de Kock,0,0,0,13,,9,8,2,7,caught,F du Plessis,SJ Benn,1,-,field,West Indies,1,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,South Africa_West Indies_2016-03-25,West Indies,South Africa,West Indies,False,122
13,Q de Kock,CH Gayle,RR Rossouw,2,0,2,15,,4,5,2,1,0,,,2,-,field,West Indies,1,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,South Africa_West Indies_2016-03-25,West Indies,South Africa,West Indies,False,122
14,Q de Kock,CH Gayle,RR Rossouw,0,0,0,15,,4,6,2,2,0,,,2,-,field,West Indies,1,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,South Africa_West Indies_2016-03-25,West Indies,South Africa,West Indies,False,122
