,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
25,EJG Morgan,S Badree,AD Hales,1,0,1,25,3,4,2,5,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
26,AD Hales,S Badree,EJG Morgan,1,0,1,26,11,12,3,5,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
27,EJG Morgan,S Badree,AD Hales,0,0,0,26,3,5,4,5,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
28,EJG Morgan,S Badree,AD Hales,0,0,0,26,3,6,5,5,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
29,EJG Morgan,S Badree,AD Hales,0,0,0,26,3,7,6,5,caught,EJG Morgan,LMP Simmons,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
30,JC Buttler,K Santokie,AD Hales,1,0,1,27,1,1,1,6,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
31,AD Hales,K Santokie,JC Buttler,0,0,0,27,11,13,2,6,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
32,AD Hales,K Santokie,JC Buttler,0,0,0,27,11,14,3,6,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
33,AD Hales,K Santokie,JC Buttler,1,0,1,28,12,15,4,6,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
34,JC Buttler,K Santokie,AD Hales,1,0,1,29,2,2,5,6,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
35,AD Hales,K Santokie,JC Buttler,1,0,1,30,13,16,6,6,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
36,AD Hales,S Badree,JC Buttler,1,0,1,31,14,17,1,7,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
37,JC Buttler,S Badree,AD Hales,1,0,1,32,3,3,2,7,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
38,AD Hales,S Badree,JC Buttler,0,0,0,32,14,18,3,7,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
39,AD Hales,S Badree,JC Buttler,0,0,0,32,14,19,4,7,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
40,AD Hales,S Badree,JC Buttler,1,0,1,33,15,20,5,7,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
41,JC Buttler,S Badree,AD Hales,1,0,1,34,4,4,6,7,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
42,JC Buttler,MN Samuels,AD Hales,4,0,4,38,8,5,1,8,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
43,JC Buttler,MN Samuels,AD Hales,0,0,0,38,8,6,2,8,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
44,JC Buttler,MN Samuels,AD Hales,0,0,0,38,8,7,3,8,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
45,JC Buttler,MN Samuels,AD Hales,0,0,0,38,8,8,4,8,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
46,JC Buttler,MN Samuels,AD Hales,0,0,0,38,8,9,5,8,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
47,JC Buttler,MN Samuels,AD Hales,1,0,1,39,9,10,6,8,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
48,JC Buttler,R Rampaul,AD Hales,4,0,4,43,13,11,1,9,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
49,JC Buttler,R Rampaul,AD Hales,0,0,0,43,13,12,2,9,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
50,JC Buttler,R Rampaul,AD Hales,1,0,1,44,14,13,3,9,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
51,AD Hales,R Rampaul,JC Buttler,1,0,1,45,16,21,4,9,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
52,JC Buttler,R Rampaul,AD Hales,0,1,1,46,14,14,5,9,0,,,wides,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
53,JC Buttler,R Rampaul,AD Hales,2,0,2,48,16,15,6,9,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
54,JC Buttler,R Rampaul,AD Hales,1,0,1,49,17,16,7,9,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
55,JC Buttler,MN Samuels,AD Hales,1,0,1,50,18,17,1,10,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
56,AD Hales,MN Samuels,JC Buttler,0,0,0,50,16,22,2,10,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
57,AD Hales,MN Samuels,JC Buttler,2,0,2,52,18,23,3,10,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
58,AD Hales,MN Samuels,JC Buttler,2,0,2,54,20,24,4,10,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
59,AD Hales,MN Samuels,JC Buttler,6,0,6,60,26,25,5,10,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
60,AD Hales,MN Samuels,JC Buttler,1,0,1,61,27,26,6,10,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
61,AD Hales,R Rampaul,JC Buttler,0,0,0,61,27,27,1,11,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
62,AD Hales,R Rampaul,JC Buttler,1,0,1,62,28,28,2,11,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
63,JC Buttler,R Rampaul,AD Hales,1,0,1,63,19,18,3,11,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
64,AD Hales,R Rampaul,JC Buttler,1,0,1,64,29,29,4,11,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
65,JC Buttler,R Rampaul,AD Hales,0,0,0,64,19,19,5,11,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
66,JC Buttler,R Rampaul,AD Hales,1,0,1,65,20,20,6,11,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
67,JC Buttler,DJG Sammy,AD Hales,4,0,4,69,24,21,1,12,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
68,JC Buttler,DJG Sammy,AD Hales,1,0,1,70,25,22,2,12,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
69,AD Hales,DJG Sammy,JC Buttler,1,0,1,71,30,30,3,12,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
70,JC Buttler,DJG Sammy,AD Hales,4,0,4,75,29,23,4,12,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
71,JC Buttler,DJG Sammy,AD Hales,6,0,6,81,35,24,5,12,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
72,JC Buttler,DJG Sammy,AD Hales,1,0,1,82,36,25,6,12,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
73,JC Buttler,R Rampaul,AD Hales,1,0,1,83,37,26,1,13,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
74,AD Hales,R Rampaul,JC Buttler,6,0,6,89,36,31,2,13,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
75,AD Hales,R Rampaul,JC Buttler,1,0,1,90,37,32,3,13,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
76,JC Buttler,R Rampaul,AD Hales,1,0,1,91,38,27,4,13,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
77,AD Hales,R Rampaul,JC Buttler,1,0,1,92,38,33,5,13,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
78,JC Buttler,R Rampaul,AD Hales,6,0,6,98,44,28,6,13,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
79,AD Hales,DJ Bravo,JC Buttler,1,0,1,99,39,34,1,14,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
80,JC Buttler,DJ Bravo,AD Hales,1,0,1,100,45,29,2,14,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
81,AD Hales,DJ Bravo,JC Buttler,1,0,1,101,40,35,3,14,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
82,JC Buttler,DJ Bravo,AD Hales,1,0,1,102,46,30,4,14,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
83,AD Hales,DJ Bravo,JC Buttler,0,0,0,102,40,36,5,14,caught,AD Hales,LMP Simmons,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
84,JC Buttler,DJ Bravo,RS Bopara,2,0,2,104,48,31,6,14,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
85,RS Bopara,AD Russell,JC Buttler,1,0,1,105,1,1,1,15,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
86,JC Buttler,AD Russell,RS Bopara,1,0,1,106,49,32,2,15,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
87,RS Bopara,AD Russell,JC Buttler,1,0,1,107,2,2,3,15,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
88,JC Buttler,AD Russell,RS Bopara,0,0,0,107,49,33,4,15,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
89,JC Buttler,AD Russell,RS Bopara,1,0,1,108,50,34,5,15,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
90,RS Bopara,AD Russell,JC Buttler,1,0,1,109,3,3,6,15,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
91,RS Bopara,DJ Bravo,JC Buttler,4,0,4,113,7,4,1,16,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
92,RS Bopara,DJ Bravo,JC Buttler,1,0,1,114,8,5,2,16,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
93,JC Buttler,DJ Bravo,RS Bopara,1,0,1,115,51,35,3,16,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
94,RS Bopara,DJ Bravo,JC Buttler,1,0,1,116,9,6,4,16,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
95,JC Buttler,DJ Bravo,RS Bopara,1,0,1,117,52,36,5,16,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
96,RS Bopara,DJ Bravo,JC Buttler,0,0,0,117,9,7,6,16,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
97,JC Buttler,AD Russell,RS Bopara,1,0,1,118,53,37,1,17,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
98,RS Bopara,AD Russell,JC Buttler,1,0,1,119,10,8,2,17,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
99,JC Buttler,AD Russell,RS Bopara,1,0,1,120,54,38,3,17,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
100,RS Bopara,AD Russell,JC Buttler,1,0,1,121,11,9,4,17,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
101,JC Buttler,AD Russell,RS Bopara,0,0,0,121,54,39,5,17,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
102,JC Buttler,AD Russell,RS Bopara,4,0,4,125,58,40,6,17,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
103,RS Bopara,DJ Bravo,JC Buttler,1,0,1,126,12,10,1,18,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
104,JC Buttler,DJ Bravo,RS Bopara,1,0,1,127,59,41,2,18,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
105,RS Bopara,DJ Bravo,JC Buttler,0,0,0,127,12,11,3,18,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
106,RS Bopara,DJ Bravo,JC Buttler,1,0,1,128,13,12,4,18,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
107,JC Buttler,DJ Bravo,RS Bopara,2,0,2,130,61,42,5,18,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
108,JC Buttler,DJ Bravo,RS Bopara,6,0,6,136,67,43,6,18,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
109,RS Bopara,K Santokie,JC Buttler,1,0,1,137,14,13,1,19,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
110,JC Buttler,K Santokie,RS Bopara,0,0,0,137,67,44,2,19,caught,JC Buttler,DJG Sammy,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
111,RS Bopara,K Santokie,LJ Wright,0,1,1,138,14,14,3,19,0,,,byes,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
112,LJ Wright,K Santokie,RS Bopara,4,0,4,142,4,1,4,19,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
113,LJ Wright,K Santokie,RS Bopara,1,0,1,143,5,2,5,19,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
114,RS Bopara,K Santokie,LJ Wright,0,0,0,143,14,15,6,19,caught,RS Bopara,DJ Bravo,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
115,LJ Wright,DJ Bravo,TT Bresnan,1,0,1,144,6,3,1,20,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
116,TT Bresnan,DJ Bravo,LJ Wright,6,0,6,150,6,1,2,20,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
117,TT Bresnan,DJ Bravo,LJ Wright,1,0,1,151,7,2,3,20,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
118,LJ Wright,DJ Bravo,TT Bresnan,0,0,0,151,6,4,4,20,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
119,LJ Wright,DJ Bravo,TT Bresnan,1,0,1,152,7,5,5,20,0,,,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
120,TT Bresnan,DJ Bravo,LJ Wright,0,0,0,152,7,3,6,20,caught,TT Bresnan,D Ramdin,-,bat,England,1,"Kensington Oval, Bridgetown",2014-03-11,England,West Indies
