,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
0,RG Sharma,NL McCullum,S Dhawan,1,0,1,1,125,1,1,0,1,0,,,1,-,bat,New Zealand,2,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,India_New Zealand_2016-03-15,New Zealand,India,New Zealand,79
1,S Dhawan,NL McCullum,RG Sharma,0,0,0,1,125,0,1,0,2,0,,,1,-,bat,New Zealand,2,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,India_New Zealand_2016-03-15,New Zealand,India,New Zealand,79
2,S Dhawan,NL McCullum,RG Sharma,1,0,1,2,124,1,2,0,3,0,,,1,-,bat,New Zealand,2,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,India_New Zealand_2016-03-15,New Zealand,India,New Zealand,79
3,RG Sharma,NL McCullum,S Dhawan,3,0,3,5,121,4,2,0,4,0,,,1,-,bat,New Zealand,2,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,India_New Zealand_2016-03-15,New Zealand,India,New Zealand,79
4,S Dhawan,NL McCullum,RG Sharma,0,0,0,5,121,1,3,1,5,lbw,S Dhawan,,1,-,bat,New Zealand,2,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,India_New Zealand_2016-03-15,New Zealand,India,New Zealand,79
5,V Kohli,NL McCullum,RG Sharma,1,0,1,6,120,1,1,1,6,0,,,1,-,bat,New Zealand,2,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,India_New Zealand_2016-03-15,New Zealand,India,New Zealand,79
6,V Kohli,CJ Anderson,RG Sharma,2,0,2,8,118,3,2,1,1,0,,,2,-,bat,New Zealand,2,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,India_New Zealand_2016-03-15,New Zealand,India,New Zealand,79
7,V Kohli,CJ Anderson,RG Sharma,1,0,1,9,117,4,3,1,2,0,,,2,-,bat,New Zealand,2,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,India_New Zealand_2016-03-15,New Zealand,India,New Zealand,79
8,RG Sharma,CJ Anderson,V Kohli,0,0,0,9,117,4,3,1,3,0,,,2,-,bat,New Zealand,2,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,India_New Zealand_2016-03-15,New Zealand,India,New Zealand,79
9,RG Sharma,CJ Anderson,V Kohli,0,0,0,9,117,4,4,1,4,0,,,2,-,bat,New Zealand,2,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,India_New Zealand_2016-03-15,New Zealand,India,New Zealand,79
10,RG Sharma,CJ Anderson,V Kohli,1,0,1,10,116,5,5,1,5,0,,,2,-,bat,New Zealand,2,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,India_New Zealand_2016-03-15,New Zealand,India,New Zealand,79
11,V Kohli,CJ Anderson,RG Sharma,0,0,0,10,116,4,4,1,6,0,,,2,-,bat,New Zealand,2,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,India_New Zealand_2016-03-15,New Zealand,India,New Zealand,79
12,RG Sharma,MJ Santner,V Kohli,0,0,0,10,116,5,6,1,1,0,,,3,-,bat,New Zealand,2,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,India_New Zealand_2016-03-15,New Zealand,India,New Zealand,79
13,RG Sharma,MJ Santner,V Kohli,0,0,0,10,116,5,7,2,2,stumped,RG Sharma,L Ronchi,3,-,bat,New Zealand,2,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,India_New Zealand_2016-03-15,New Zealand,India,New Zealand,79
14,SK Raina,MJ Santner,V Kohli,1,0,1,11,115,1,1,2,3,0,,,3,-,bat,New Zealand,2,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,India_New Zealand_2016-03-15,New Zealand,India,New Zealand,79
15,V Kohli,MJ Santner,SK Raina,1,0,1,12,114,5,5,2,4,0,,,3,-,bat,New Zealand,2,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,India_New Zealand_2016-03-15,New Zealand,India,New Zealand,79
16,SK Raina,MJ Santner,V Kohli,0,0,0,12,114,1,2,3,5,caught,SK Raina,MJ Guptill,3,-,bat,New Zealand,2,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,India_New Zealand_2016-03-15,New Zealand,India,New Zealand,79
17,Yuvraj Singh,MJ Santner,V Kohli,0,0,0,12,114,0,1,3,6,0,,,3,-,bat,New Zealand,2,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,India_New Zealand_2016-03-15,New Zealand,India,New Zealand,79
18,V Kohli,CJ Anderson,Yuvraj Singh,0,0,0,12,114,5,6,3,1,0,,,4,-,bat,New Zealand,2,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,India_New Zealand_2016-03-15,New Zealand,India,New Zealand,79
19,V Kohli,CJ Anderson,Yuvraj Singh,4,0,4,16,110,9,7,3,2,0,,,4,-,bat,New Zealand,2,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,India_New Zealand_2016-03-15,New Zealand,India,New Zealand,79
20,V Kohli,CJ Anderson,Yuvraj Singh,0,0,0,16,110,9,8,3,3,0,,,4,-,bat,New Zealand,2,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,India_New Zealand_2016-03-15,New Zealand,India,New Zealand,79
21,V Kohli,CJ Anderson,Yuvraj Singh,4,0,4,20,106,13,9,3,4,0,,,4,-,bat,New Zealand,2,"Vidarbha Cricket Association Stadium, Jamtha",2016,03,India_New Zealand_2016-03-15,New Zealand,India,New Zealand,79
