,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
99,S Samarawickrama,Mahedi Hasan,KIC Asalanka,1,0,1,142,,47,42,3,-,6.0,0,,,15,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
100,S Samarawickrama,Taskin Ahmed,KIC Asalanka,1,0,1,143,,48,43,3,-,1.0,0,,,16,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
101,KIC Asalanka,Taskin Ahmed,S Samarawickrama,2,0,2,145,,4,6,3,-,2.0,0,,,16,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
102,KIC Asalanka,Taskin Ahmed,S Samarawickrama,6,0,6,151,,10,7,3,-,3.0,0,,,16,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
103,KIC Asalanka,Taskin Ahmed,S Samarawickrama,0,0,0,151,,10,8,3,-,4.0,0,,,16,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
104,KIC Asalanka,Taskin Ahmed,S Samarawickrama,6,0,6,157,,16,9,3,-,5.0,0,,,16,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
105,KIC Asalanka,Taskin Ahmed,S Samarawickrama,0,0,0,157,,16,10,3,-,6.0,0,,,16,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
106,S Samarawickrama,Mustafizur Rahman,KIC Asalanka,1,0,1,158,,49,44,3,-,1.0,0,,,17,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
107,KIC Asalanka,Mustafizur Rahman,S Samarawickrama,0,1,1,159,,16,11,3,wides,1.0,0,,,17,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
108,KIC Asalanka,Mustafizur Rahman,S Samarawickrama,0,0,0,159,,16,12,3,-,2.0,0,,,17,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
109,KIC Asalanka,Mustafizur Rahman,S Samarawickrama,0,1,1,160,,16,13,3,wides,2.0,0,,,17,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
110,KIC Asalanka,Mustafizur Rahman,S Samarawickrama,0,0,0,160,,16,14,3,-,3.0,0,,,17,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
111,KIC Asalanka,Mustafizur Rahman,S Samarawickrama,6,0,6,166,,22,15,3,-,4.0,0,,,17,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
112,KIC Asalanka,Mustafizur Rahman,S Samarawickrama,1,0,1,167,,23,16,3,-,5.0,0,,,17,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
113,S Samarawickrama,Mustafizur Rahman,KIC Asalanka,4,0,4,171,,53,45,3,-,6.0,0,,,17,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
114,KIC Asalanka,Shoriful Islam,S Samarawickrama,0,0,0,171,,23,17,3,-,1.0,0,,,18,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
115,KIC Asalanka,Shoriful Islam,S Samarawickrama,6,0,6,177,,29,18,3,-,2.0,0,,,18,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
116,KIC Asalanka,Shoriful Islam,S Samarawickrama,0,0,0,177,,29,19,3,-,3.0,0,,,18,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
117,KIC Asalanka,Shoriful Islam,S Samarawickrama,1,0,1,178,,30,20,3,-,4.0,0,,,18,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
118,S Samarawickrama,Shoriful Islam,KIC Asalanka,0,0,0,178,,53,46,3,-,5.0,0,,,18,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
119,S Samarawickrama,Shoriful Islam,KIC Asalanka,4,0,4,182,,57,47,3,-,6.0,0,,,18,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
120,KIC Asalanka,Mustafizur Rahman,S Samarawickrama,6,0,6,188,,36,21,3,-,1.0,0,,,19,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
121,KIC Asalanka,Mustafizur Rahman,S Samarawickrama,1,0,1,189,,37,22,3,-,2.0,0,,,19,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
122,S Samarawickrama,Mustafizur Rahman,KIC Asalanka,0,5,5,194,,57,48,3,legbyesnoballs,3.0,0,,,19,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
123,S Samarawickrama,Mustafizur Rahman,KIC Asalanka,4,0,4,198,,61,49,3,-,4.0,0,,,19,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
124,S Samarawickrama,Mustafizur Rahman,KIC Asalanka,0,1,1,199,,61,50,3,byes,5.0,0,,,19,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
125,KIC Asalanka,Mustafizur Rahman,S Samarawickrama,6,0,6,205,,43,23,3,-,6.0,0,,,19,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
126,KIC Asalanka,Mustafizur Rahman,S Samarawickrama,1,0,1,206,,44,24,3,-,7.0,0,,,19,,field,Bangladesh,1,Sylhet International Cricket Stadium,2024,03,Sri Lanka_Bangladesh_2024-03-04,Sri Lanka,Sri Lanka,Bangladesh,True,206
