,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,Hazratullah,SS Cottrell,Rahmanullah Gurbaz,0,1,1,1,,0,1,0,legbyes,1.0,0,,,0,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-17,Afghanistan,Afghanistan,West Indies,True,156,Left hand Bat,Right hand Bat,Left arm Fast
1,Rahmanullah Gurbaz,SS Cottrell,Hazratullah,1,0,1,2,,1,1,0,-,2.0,0,,,0,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-17,Afghanistan,Afghanistan,West Indies,True,156,Right hand Bat,Left hand Bat,Left arm Fast
2,Hazratullah,SS Cottrell,Rahmanullah Gurbaz,0,0,0,2,,0,2,0,-,3.0,0,,,0,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-17,Afghanistan,Afghanistan,West Indies,True,156,Left hand Bat,Right hand Bat,Left arm Fast
3,Hazratullah,SS Cottrell,Rahmanullah Gurbaz,0,0,0,2,,0,3,0,-,4.0,0,,,0,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-17,Afghanistan,Afghanistan,West Indies,True,156,Left hand Bat,Right hand Bat,Left arm Fast
4,Hazratullah,SS Cottrell,Rahmanullah Gurbaz,0,1,1,3,,0,3,0,wides,4.0,0,,,0,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-17,Afghanistan,Afghanistan,West Indies,True,156,Left hand Bat,Right hand Bat,Left arm Fast
5,Hazratullah,SS Cottrell,Rahmanullah Gurbaz,0,0,0,3,,0,4,1,-,5.0,caught,Hazratullah,E Lewis,0,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-17,Afghanistan,Afghanistan,West Indies,True,156,Left hand Bat,Right hand Bat,Left arm Fast
6,Karim Janat,SS Cottrell,Rahmanullah Gurbaz,0,0,0,3,,0,1,1,-,6.0,0,,,0,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-17,Afghanistan,Afghanistan,West Indies,True,156,Right hand Bat,Right hand Bat,Left arm Fast
7,Rahmanullah Gurbaz,JO Holder,Karim Janat,0,1,1,4,,1,1,1,wides,0.0,0,,,1,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-17,Afghanistan,Afghanistan,West Indies,True,156,Right hand Bat,Right hand Bat,Right arm Medium
8,Rahmanullah Gurbaz,JO Holder,Karim Janat,0,0,0,4,,1,2,1,-,1.0,0,,,1,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-17,Afghanistan,Afghanistan,West Indies,True,156,Right hand Bat,Right hand Bat,Right arm Medium
9,Rahmanullah Gurbaz,JO Holder,Karim Janat,0,0,0,4,,1,3,1,-,2.0,0,,,1,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-17,Afghanistan,Afghanistan,West Indies,True,156,Right hand Bat,Right hand Bat,Right arm Medium
10,Rahmanullah Gurbaz,JO Holder,Karim Janat,1,0,1,5,,2,4,1,-,3.0,0,,,1,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-17,Afghanistan,Afghanistan,West Indies,True,156,Right hand Bat,Right hand Bat,Right arm Medium
11,Karim Janat,JO Holder,Rahmanullah Gurbaz,0,0,0,5,,0,2,1,-,4.0,0,,,1,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-17,Afghanistan,Afghanistan,West Indies,True,156,Right hand Bat,Right hand Bat,Right arm Medium
12,Karim Janat,JO Holder,Rahmanullah Gurbaz,0,0,0,5,,0,3,1,-,5.0,0,,,1,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-17,Afghanistan,Afghanistan,West Indies,True,156,Right hand Bat,Right hand Bat,Right arm Medium
13,Karim Janat,JO Holder,Rahmanullah Gurbaz,0,0,0,5,,0,4,1,-,6.0,0,,,1,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-17,Afghanistan,Afghanistan,West Indies,True,156,Right hand Bat,Right hand Bat,Right arm Medium
14,Rahmanullah Gurbaz,SS Cottrell,Karim Janat,0,0,0,5,,2,5,1,-,1.0,0,,,2,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-17,Afghanistan,Afghanistan,West Indies,True,156,Right hand Bat,Right hand Bat,Left arm Fast
15,Rahmanullah Gurbaz,SS Cottrell,Karim Janat,4,0,4,9,,6,6,1,-,2.0,0,,,2,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-17,Afghanistan,Afghanistan,West Indies,True,156,Right hand Bat,Right hand Bat,Left arm Fast
16,Rahmanullah Gurbaz,SS Cottrell,Karim Janat,0,0,0,9,,6,7,1,-,3.0,0,,,2,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-17,Afghanistan,Afghanistan,West Indies,True,156,Right hand Bat,Right hand Bat,Left arm Fast
17,Rahmanullah Gurbaz,SS Cottrell,Karim Janat,1,0,1,10,,7,8,1,-,4.0,0,,,2,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-17,Afghanistan,Afghanistan,West Indies,True,156,Right hand Bat,Right hand Bat,Left arm Fast
18,Karim Janat,SS Cottrell,Rahmanullah Gurbaz,2,0,2,12,,2,5,1,-,5.0,0,,,2,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-17,Afghanistan,Afghanistan,West Indies,True,156,Right hand Bat,Right hand Bat,Left arm Fast
19,Karim Janat,SS Cottrell,Rahmanullah Gurbaz,0,0,0,12,,2,6,2,-,6.0,caught,Karim Janat,SD Hope,2,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-17,Afghanistan,Afghanistan,West Indies,True,156,Right hand Bat,Right hand Bat,Left arm Fast
