,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
0,Rahmanullah Gurbaz,J Little,Usman Ghani,1,0,1,1,167,1,1,0,1,-,1,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
1,Usman Ghani,J Little,Rahmanullah Gurbaz,0,0,0,1,167,0,1,0,2,-,1,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
2,Usman Ghani,J Little,Rahmanullah Gurbaz,0,1,1,2,166,0,2,0,3,wides,1,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
3,Usman Ghani,J Little,Rahmanullah Gurbaz,0,0,0,2,166,0,3,0,4,-,1,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
4,Usman Ghani,J Little,Rahmanullah Gurbaz,0,0,0,2,166,0,4,0,5,-,1,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
5,Usman Ghani,J Little,Rahmanullah Gurbaz,0,0,0,2,166,0,5,0,6,-,1,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
6,Usman Ghani,J Little,Rahmanullah Gurbaz,0,4,4,6,162,0,6,0,7,legbyes,1,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
7,Rahmanullah Gurbaz,MR Adair,Usman Ghani,0,0,0,6,162,1,2,1,1,-,2,caught,Rahmanullah Gurbaz,BJ McCarthy,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
8,Hashmatullah Shahidi,MR Adair,Usman Ghani,0,1,1,7,161,0,1,1,2,wides,2,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
9,Hashmatullah Shahidi,MR Adair,Usman Ghani,1,0,1,8,160,1,2,1,3,-,2,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
10,Usman Ghani,MR Adair,Hashmatullah Shahidi,1,0,1,9,159,1,7,1,4,-,2,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
11,Hashmatullah Shahidi,MR Adair,Usman Ghani,1,0,1,10,158,2,3,1,5,-,2,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
12,Usman Ghani,MR Adair,Hashmatullah Shahidi,0,0,0,10,158,1,8,1,6,-,2,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
13,Usman Ghani,MR Adair,Hashmatullah Shahidi,0,4,4,14,154,1,9,1,7,legbyes,2,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
14,Hashmatullah Shahidi,J Little,Usman Ghani,0,1,1,15,153,2,4,1,1,wides,3,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
15,Hashmatullah Shahidi,J Little,Usman Ghani,0,0,0,15,153,2,5,1,2,-,3,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
16,Hashmatullah Shahidi,J Little,Usman Ghani,0,0,0,15,153,2,6,1,3,-,3,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
17,Hashmatullah Shahidi,J Little,Usman Ghani,4,0,4,19,149,6,7,1,4,-,3,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
18,Hashmatullah Shahidi,J Little,Usman Ghani,1,0,1,20,148,7,8,1,5,-,3,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
19,Usman Ghani,J Little,Hashmatullah Shahidi,0,0,0,20,148,1,10,2,6,-,3,bowled,Usman Ghani,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
20,Ibrahim Zadran,J Little,Hashmatullah Shahidi,0,0,0,20,148,0,1,2,7,-,3,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
21,Hashmatullah Shahidi,MR Adair,Ibrahim Zadran,2,0,2,22,146,9,9,2,1,-,4,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
22,Hashmatullah Shahidi,MR Adair,Ibrahim Zadran,0,0,0,22,146,9,10,2,2,-,4,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
23,Hashmatullah Shahidi,MR Adair,Ibrahim Zadran,0,0,0,22,146,9,11,2,3,-,4,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
24,Hashmatullah Shahidi,MR Adair,Ibrahim Zadran,1,0,1,23,145,10,12,2,4,-,4,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
25,Ibrahim Zadran,MR Adair,Hashmatullah Shahidi,1,0,1,24,144,1,2,2,5,-,4,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
26,Hashmatullah Shahidi,MR Adair,Ibrahim Zadran,0,0,0,24,144,10,13,2,6,-,4,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
27,Ibrahim Zadran,BJ McCarthy,Hashmatullah Shahidi,4,0,4,28,140,5,3,2,1,-,5,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
28,Ibrahim Zadran,BJ McCarthy,Hashmatullah Shahidi,4,0,4,32,136,9,4,2,2,-,5,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
29,Ibrahim Zadran,BJ McCarthy,Hashmatullah Shahidi,0,0,0,32,136,9,5,2,3,-,5,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
30,Ibrahim Zadran,BJ McCarthy,Hashmatullah Shahidi,0,0,0,32,136,9,6,2,4,-,5,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
31,Ibrahim Zadran,BJ McCarthy,Hashmatullah Shahidi,0,0,0,32,136,9,7,2,5,-,5,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
32,Ibrahim Zadran,BJ McCarthy,Hashmatullah Shahidi,4,0,4,36,132,13,8,2,6,-,5,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
33,Hashmatullah Shahidi,C Campher,Ibrahim Zadran,0,1,1,37,131,10,14,2,1,legbyes,6,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
34,Ibrahim Zadran,C Campher,Hashmatullah Shahidi,4,0,4,41,127,17,9,2,2,-,6,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
35,Ibrahim Zadran,C Campher,Hashmatullah Shahidi,0,0,0,41,127,17,10,2,3,-,6,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
36,Ibrahim Zadran,C Campher,Hashmatullah Shahidi,0,0,0,41,127,17,11,2,4,-,6,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
37,Ibrahim Zadran,C Campher,Hashmatullah Shahidi,0,0,0,41,127,17,12,2,5,-,6,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
38,Ibrahim Zadran,C Campher,Hashmatullah Shahidi,0,0,0,41,127,17,13,3,6,-,6,caught,Ibrahim Zadran,AR McBrine,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
39,Najibullah Zadran,BJ McCarthy,Hashmatullah Shahidi,0,1,1,42,126,0,1,3,1,wides,7,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
40,Najibullah Zadran,BJ McCarthy,Hashmatullah Shahidi,0,1,1,43,125,0,2,3,2,wides,7,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
41,Najibullah Zadran,BJ McCarthy,Hashmatullah Shahidi,0,0,0,43,125,0,3,3,3,-,7,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
42,Najibullah Zadran,BJ McCarthy,Hashmatullah Shahidi,1,0,1,44,124,1,4,3,4,-,7,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
43,Hashmatullah Shahidi,BJ McCarthy,Najibullah Zadran,0,0,0,44,124,10,15,3,5,-,7,0,,,bat,Afghanistan,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-11,Ireland,Afghanistan,Ireland,122
