,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
16,KS Williamson,KMDN Kulasekara,MJ Guptill,0,0,0,39,96,7,6,0,5,3,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
17,KS Williamson,KMDN Kulasekara,MJ Guptill,1,0,1,40,95,8,7,0,6,3,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
18,KS Williamson,GSNFG Jayasuriya,MJ Guptill,2,0,2,42,93,10,8,0,1,4,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
19,KS Williamson,GSNFG Jayasuriya,MJ Guptill,6,0,6,48,87,16,9,0,2,4,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
20,KS Williamson,GSNFG Jayasuriya,MJ Guptill,0,0,0,48,87,16,10,0,3,4,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
21,KS Williamson,GSNFG Jayasuriya,MJ Guptill,1,0,1,49,86,17,11,0,4,4,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
22,MJ Guptill,GSNFG Jayasuriya,KS Williamson,0,0,0,49,86,32,12,0,5,4,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
23,MJ Guptill,GSNFG Jayasuriya,KS Williamson,0,0,0,49,86,32,13,0,6,4,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
24,KS Williamson,KMDN Kulasekara,MJ Guptill,0,0,0,49,86,17,12,0,1,5,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
25,KS Williamson,KMDN Kulasekara,MJ Guptill,0,0,0,49,86,17,13,0,2,5,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
26,KS Williamson,KMDN Kulasekara,MJ Guptill,0,0,0,49,86,17,14,0,3,5,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
27,KS Williamson,KMDN Kulasekara,MJ Guptill,1,0,1,50,85,18,15,0,4,5,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
28,MJ Guptill,KMDN Kulasekara,KS Williamson,2,0,2,52,83,34,14,0,5,5,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
29,MJ Guptill,KMDN Kulasekara,KS Williamson,1,0,1,53,82,35,15,0,6,5,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
30,MJ Guptill,GSNFG Jayasuriya,KS Williamson,0,0,0,53,82,35,16,0,1,6,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
31,MJ Guptill,GSNFG Jayasuriya,KS Williamson,0,0,0,53,82,35,17,0,2,6,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
32,MJ Guptill,GSNFG Jayasuriya,KS Williamson,1,0,1,54,81,36,18,0,3,6,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
33,KS Williamson,GSNFG Jayasuriya,MJ Guptill,0,0,0,54,81,18,16,0,4,6,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
34,KS Williamson,GSNFG Jayasuriya,MJ Guptill,4,0,4,58,77,22,17,0,5,6,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
35,KS Williamson,GSNFG Jayasuriya,MJ Guptill,4,0,4,62,73,26,18,0,6,6,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
36,MJ Guptill,JDF Vandersay,KS Williamson,1,0,1,63,72,37,19,0,1,7,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
37,KS Williamson,JDF Vandersay,MJ Guptill,1,0,1,64,71,27,19,0,2,7,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
38,MJ Guptill,JDF Vandersay,KS Williamson,0,0,0,64,71,37,20,0,3,7,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
39,MJ Guptill,JDF Vandersay,KS Williamson,1,0,1,65,70,38,21,0,4,7,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
40,KS Williamson,JDF Vandersay,MJ Guptill,1,0,1,66,69,28,20,0,5,7,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
41,MJ Guptill,JDF Vandersay,KS Williamson,1,0,1,67,68,39,22,0,6,7,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
42,MJ Guptill,RAS Lakmal,KS Williamson,1,0,1,68,67,40,23,0,1,8,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
43,KS Williamson,RAS Lakmal,MJ Guptill,1,0,1,69,66,29,21,0,2,8,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
44,MJ Guptill,RAS Lakmal,KS Williamson,1,0,1,70,65,41,24,0,3,8,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
45,KS Williamson,RAS Lakmal,MJ Guptill,1,0,1,71,64,30,22,0,4,8,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
46,MJ Guptill,RAS Lakmal,KS Williamson,1,0,1,72,63,42,25,0,5,8,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
47,KS Williamson,RAS Lakmal,MJ Guptill,4,0,4,76,59,34,23,0,6,8,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
48,MJ Guptill,JDF Vandersay,KS Williamson,2,0,2,78,57,44,26,0,1,9,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
49,MJ Guptill,JDF Vandersay,KS Williamson,1,0,1,79,56,45,27,0,2,9,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
50,KS Williamson,JDF Vandersay,MJ Guptill,0,0,0,79,56,34,24,0,3,9,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
51,KS Williamson,JDF Vandersay,MJ Guptill,4,0,4,83,52,38,25,0,4,9,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
52,KS Williamson,JDF Vandersay,MJ Guptill,1,0,1,84,51,39,26,0,5,9,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
53,MJ Guptill,JDF Vandersay,KS Williamson,1,0,1,85,50,46,28,0,6,9,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
54,MJ Guptill,NLTC Perera,KS Williamson,0,0,0,85,50,46,29,0,1,10,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
55,MJ Guptill,NLTC Perera,KS Williamson,0,0,0,85,50,46,30,0,2,10,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
56,MJ Guptill,NLTC Perera,KS Williamson,6,0,6,91,44,52,31,0,3,10,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
57,MJ Guptill,NLTC Perera,KS Williamson,4,0,4,95,40,56,32,0,4,10,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
58,MJ Guptill,NLTC Perera,KS Williamson,1,0,1,96,39,57,33,0,5,10,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
59,KS Williamson,NLTC Perera,MJ Guptill,1,0,1,97,38,40,27,0,6,10,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
60,KS Williamson,JDF Vandersay,MJ Guptill,2,0,2,99,36,42,28,0,1,11,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
61,KS Williamson,JDF Vandersay,MJ Guptill,1,0,1,100,35,43,29,0,2,11,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
62,MJ Guptill,JDF Vandersay,KS Williamson,1,0,1,101,34,58,34,0,3,11,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
63,KS Williamson,JDF Vandersay,MJ Guptill,0,0,0,101,34,43,30,0,4,11,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
64,KS Williamson,JDF Vandersay,MJ Guptill,0,0,0,101,34,43,31,1,5,11,run out,MJ Guptill,CK Kapugedera,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
65,C Munro,JDF Vandersay,KS Williamson,0,0,0,101,34,0,1,1,6,11,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
66,KS Williamson,GSNFG Jayasuriya,C Munro,1,0,1,102,33,44,32,1,1,12,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
67,C Munro,GSNFG Jayasuriya,KS Williamson,0,0,0,102,33,0,2,1,2,12,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
68,C Munro,GSNFG Jayasuriya,KS Williamson,0,0,0,102,33,0,3,1,3,12,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
69,C Munro,GSNFG Jayasuriya,KS Williamson,1,0,1,103,32,1,4,1,4,12,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
70,KS Williamson,GSNFG Jayasuriya,C Munro,1,0,1,104,31,45,33,1,5,12,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
71,C Munro,GSNFG Jayasuriya,KS Williamson,1,0,1,105,30,2,5,1,6,12,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
72,C Munro,TM Dilshan,KS Williamson,1,0,1,106,29,3,6,1,1,13,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
73,KS Williamson,TM Dilshan,C Munro,1,0,1,107,28,46,34,1,2,13,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
74,C Munro,TM Dilshan,KS Williamson,1,0,1,108,27,4,7,1,3,13,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
75,KS Williamson,TM Dilshan,C Munro,1,0,1,109,26,47,35,1,4,13,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
76,C Munro,TM Dilshan,KS Williamson,1,0,1,110,25,5,8,1,5,13,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
77,KS Williamson,TM Dilshan,C Munro,1,0,1,111,24,48,36,1,6,13,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
78,KS Williamson,GSNFG Jayasuriya,C Munro,1,0,1,112,23,49,37,1,1,14,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
79,C Munro,GSNFG Jayasuriya,KS Williamson,1,0,1,113,22,6,9,1,2,14,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
80,KS Williamson,GSNFG Jayasuriya,C Munro,1,0,1,114,21,50,38,1,3,14,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
81,C Munro,GSNFG Jayasuriya,KS Williamson,1,0,1,115,20,7,10,1,4,14,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
82,KS Williamson,GSNFG Jayasuriya,C Munro,1,0,1,116,19,51,39,1,5,14,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
83,C Munro,GSNFG Jayasuriya,KS Williamson,1,0,1,117,18,8,11,1,6,14,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
84,C Munro,TM Dilshan,KS Williamson,1,0,1,118,17,9,12,1,1,15,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
85,KS Williamson,TM Dilshan,C Munro,1,0,1,119,16,52,40,1,2,15,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
86,C Munro,TM Dilshan,KS Williamson,1,0,1,120,15,10,13,1,3,15,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
87,KS Williamson,TM Dilshan,C Munro,1,0,1,121,14,53,41,1,4,15,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
88,C Munro,TM Dilshan,KS Williamson,6,0,6,127,8,16,14,1,5,15,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
89,C Munro,TM Dilshan,KS Williamson,4,0,4,131,4,20,15,1,6,15,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
90,KS Williamson,KMDN Kulasekara,C Munro,0,0,0,131,4,53,42,2,1,16,caught,KS Williamson,RAS Lakmal,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
91,C Munro,KMDN Kulasekara,CJ Anderson,1,0,1,132,3,21,16,2,2,16,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
92,CJ Anderson,KMDN Kulasekara,C Munro,1,0,1,133,2,1,1,2,3,16,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
93,C Munro,KMDN Kulasekara,CJ Anderson,0,0,0,133,2,21,17,2,4,16,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
94,C Munro,KMDN Kulasekara,CJ Anderson,1,0,1,134,1,22,18,2,5,16,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
95,CJ Anderson,KMDN Kulasekara,C Munro,1,0,1,135,0,2,2,2,6,16,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
96,CJ Anderson,JDF Vandersay,C Munro,0,0,0,135,0,2,3,3,1,17,caught,CJ Anderson,TAM Siriwardana,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
97,C Munro,JDF Vandersay,LRPL Taylor,2,0,2,137,-2,24,19,3,2,17,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
98,C Munro,JDF Vandersay,LRPL Taylor,1,0,1,138,-3,25,20,3,3,17,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
99,LRPL Taylor,JDF Vandersay,C Munro,4,0,4,142,-7,4,1,3,4,17,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
100,LRPL Taylor,JDF Vandersay,C Munro,4,0,4,146,-11,8,2,3,5,17,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
101,LRPL Taylor,JDF Vandersay,C Munro,1,0,1,147,-12,9,3,3,6,17,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
102,LRPL Taylor,RAS Lakmal,C Munro,4,0,4,151,-16,13,4,3,1,18,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
103,LRPL Taylor,RAS Lakmal,C Munro,1,0,1,152,-17,14,5,3,2,18,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
104,C Munro,RAS Lakmal,LRPL Taylor,4,0,4,156,-21,29,21,3,3,18,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
105,C Munro,RAS Lakmal,LRPL Taylor,0,0,0,156,-21,29,22,3,4,18,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
106,C Munro,RAS Lakmal,LRPL Taylor,6,0,6,162,-27,35,23,3,5,18,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
107,C Munro,RAS Lakmal,LRPL Taylor,1,0,1,163,-28,36,24,3,6,18,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
108,C Munro,KMDN Kulasekara,LRPL Taylor,0,0,0,163,-28,36,25,3,1,19,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
109,C Munro,KMDN Kulasekara,LRPL Taylor,0,0,0,163,-28,36,26,4,2,19,caught and bowled,C Munro,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
110,GD Elliott,KMDN Kulasekara,LRPL Taylor,1,0,1,164,-29,1,1,4,3,19,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
111,LRPL Taylor,KMDN Kulasekara,GD Elliott,1,0,1,165,-30,15,6,4,4,19,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
112,GD Elliott,KMDN Kulasekara,LRPL Taylor,2,0,2,167,-32,3,2,4,5,19,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
113,GD Elliott,KMDN Kulasekara,LRPL Taylor,1,0,1,168,-33,4,3,4,6,19,0,,,-,field,Sri Lanka,1,Bay Oval,2016,01,New Zealand_Sri Lanka_2016-01-07,New Zealand,New Zealand,Sri Lanka,182
