,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
36,ADS Fletcher,L Ngidi,N Pooran,4,0,4,50,116,11,9,2,5,6,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
37,ADS Fletcher,L Ngidi,N Pooran,3,0,3,53,113,14,10,2,6,6,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
38,ADS Fletcher,GF Linde,N Pooran,2,0,2,55,111,16,11,2,1,7,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
39,ADS Fletcher,GF Linde,N Pooran,0,0,0,55,111,16,12,2,2,7,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
40,ADS Fletcher,GF Linde,N Pooran,0,0,0,55,111,16,13,2,3,7,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
41,ADS Fletcher,GF Linde,N Pooran,0,0,0,55,111,16,14,2,4,7,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
42,ADS Fletcher,GF Linde,N Pooran,1,0,1,56,110,17,15,2,5,7,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
43,N Pooran,GF Linde,ADS Fletcher,0,0,0,56,110,6,6,2,6,7,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
44,ADS Fletcher,T Shamsi,N Pooran,1,0,1,57,109,18,16,2,1,8,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
45,N Pooran,T Shamsi,ADS Fletcher,2,0,2,59,107,8,7,2,2,8,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
46,N Pooran,T Shamsi,ADS Fletcher,0,0,0,59,107,8,8,2,3,8,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
47,N Pooran,T Shamsi,ADS Fletcher,0,0,0,59,107,8,9,2,4,8,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
48,N Pooran,T Shamsi,ADS Fletcher,1,0,1,60,106,9,10,2,5,8,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
49,ADS Fletcher,T Shamsi,N Pooran,1,0,1,61,105,19,17,2,6,8,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
50,ADS Fletcher,GF Linde,N Pooran,0,0,0,61,105,19,18,2,1,9,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
51,ADS Fletcher,GF Linde,N Pooran,0,0,0,61,105,19,19,2,2,9,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
52,ADS Fletcher,GF Linde,N Pooran,1,0,1,62,104,20,20,2,3,9,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
53,N Pooran,GF Linde,ADS Fletcher,0,0,0,62,104,9,11,3,4,9,-,caught,N Pooran,DA Miller,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
54,KA Pollard,GF Linde,ADS Fletcher,1,0,1,63,103,1,1,3,5,9,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
55,ADS Fletcher,GF Linde,KA Pollard,1,0,1,64,102,21,21,3,6,9,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
56,ADS Fletcher,T Shamsi,KA Pollard,0,0,0,64,102,21,22,3,1,10,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
57,ADS Fletcher,T Shamsi,KA Pollard,1,0,1,65,101,22,23,3,2,10,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
58,KA Pollard,T Shamsi,ADS Fletcher,0,0,0,65,101,1,2,3,3,10,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
59,KA Pollard,T Shamsi,ADS Fletcher,0,0,0,65,101,1,3,3,4,10,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
60,KA Pollard,T Shamsi,ADS Fletcher,0,0,0,65,101,1,4,4,5,10,-,caught,KA Pollard,RR Hendricks,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
61,AD Russell,T Shamsi,ADS Fletcher,1,0,1,66,100,1,1,4,6,10,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
62,AD Russell,GF Linde,ADS Fletcher,0,0,0,66,100,1,2,4,1,11,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
63,AD Russell,GF Linde,ADS Fletcher,4,0,4,70,96,5,3,4,2,11,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
64,AD Russell,GF Linde,ADS Fletcher,0,0,0,70,96,5,4,5,3,11,-,caught,AD Russell,H Klaasen,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
65,ADS Fletcher,GF Linde,JO Holder,1,0,1,71,95,23,24,5,4,11,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
66,JO Holder,GF Linde,ADS Fletcher,0,0,0,71,95,0,1,5,5,11,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
67,JO Holder,GF Linde,ADS Fletcher,1,0,1,72,94,1,2,5,6,11,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
68,JO Holder,T Shamsi,ADS Fletcher,1,0,1,73,93,2,3,5,1,12,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
69,ADS Fletcher,T Shamsi,JO Holder,1,0,1,74,92,24,25,5,2,12,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
70,JO Holder,T Shamsi,ADS Fletcher,0,0,0,74,92,2,4,5,3,12,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
71,JO Holder,T Shamsi,ADS Fletcher,1,0,1,75,91,3,5,5,4,12,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
72,ADS Fletcher,T Shamsi,JO Holder,1,0,1,76,90,25,26,5,5,12,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
73,JO Holder,T Shamsi,ADS Fletcher,0,0,0,76,90,3,6,5,6,12,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
74,ADS Fletcher,A Nortje,JO Holder,0,0,0,76,90,25,27,5,1,13,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
75,ADS Fletcher,A Nortje,JO Holder,1,0,1,77,89,26,28,5,2,13,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
76,JO Holder,A Nortje,ADS Fletcher,1,0,1,78,88,4,7,5,3,13,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
77,ADS Fletcher,A Nortje,JO Holder,1,0,1,79,87,27,29,5,4,13,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
78,JO Holder,A Nortje,ADS Fletcher,2,0,2,81,85,6,8,5,5,13,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
79,JO Holder,A Nortje,ADS Fletcher,2,0,2,83,83,8,9,5,6,13,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
80,ADS Fletcher,T Shamsi,JO Holder,0,1,1,84,82,27,30,5,1,14,wides,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
81,ADS Fletcher,T Shamsi,JO Holder,2,0,2,86,80,29,31,5,2,14,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
82,ADS Fletcher,T Shamsi,JO Holder,1,0,1,87,79,30,32,5,3,14,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
83,JO Holder,T Shamsi,ADS Fletcher,0,0,0,87,79,8,10,5,4,14,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
84,JO Holder,T Shamsi,ADS Fletcher,0,0,0,87,79,8,11,5,5,14,-,0,,,"{'by': 'South Africa', 'umpire': 'GO Brathwaite', 'batter': 'JO Holder', 'decision': 'struck down'}",field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
85,JO Holder,T Shamsi,ADS Fletcher,0,0,0,87,79,8,12,5,6,14,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
86,JO Holder,T Shamsi,ADS Fletcher,1,0,1,88,78,9,13,5,7,14,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
87,JO Holder,L Ngidi,ADS Fletcher,1,0,1,89,77,10,14,5,1,15,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
88,ADS Fletcher,L Ngidi,JO Holder,0,0,0,89,77,30,33,5,2,15,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
89,ADS Fletcher,L Ngidi,JO Holder,0,0,0,89,77,30,34,5,3,15,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
90,ADS Fletcher,L Ngidi,JO Holder,4,0,4,93,73,34,35,5,4,15,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
91,ADS Fletcher,L Ngidi,JO Holder,1,0,1,94,72,35,36,5,5,15,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
92,JO Holder,L Ngidi,ADS Fletcher,1,0,1,95,71,11,15,5,6,15,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
93,JO Holder,K Rabada,ADS Fletcher,6,0,6,101,65,17,16,5,1,16,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
94,JO Holder,K Rabada,ADS Fletcher,0,0,0,101,65,17,17,5,2,16,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
95,JO Holder,K Rabada,ADS Fletcher,0,0,0,101,65,17,18,5,3,16,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
96,JO Holder,K Rabada,ADS Fletcher,2,0,2,103,63,19,19,5,4,16,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
97,JO Holder,K Rabada,ADS Fletcher,1,0,1,104,62,20,20,5,5,16,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
98,ADS Fletcher,K Rabada,JO Holder,0,0,0,104,62,35,37,6,6,16,-,caught,ADS Fletcher,H Klaasen,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
99,FA Allen,A Nortje,JO Holder,0,0,0,104,62,0,1,6,1,17,-,0,,,"{'by': 'South Africa', 'umpire': 'N Duguid', 'batter': 'FA Allen', 'decision': 'struck down'}",field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
100,FA Allen,A Nortje,JO Holder,1,0,1,105,61,1,2,7,2,17,-,run out,JO Holder,T Bavuma;A Nortje,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
101,FA Allen,A Nortje,DJ Bravo,1,0,1,106,60,2,3,7,3,17,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
102,DJ Bravo,A Nortje,FA Allen,4,0,4,110,56,4,1,7,4,17,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
103,DJ Bravo,A Nortje,FA Allen,0,0,0,110,56,4,2,7,5,17,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
104,DJ Bravo,A Nortje,FA Allen,1,0,1,111,55,5,3,7,6,17,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
105,DJ Bravo,K Rabada,FA Allen,1,0,1,112,54,6,4,7,1,18,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
106,FA Allen,K Rabada,DJ Bravo,6,0,6,118,48,8,4,7,2,18,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
107,FA Allen,K Rabada,DJ Bravo,6,0,6,124,42,14,5,7,3,18,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
108,FA Allen,K Rabada,DJ Bravo,1,0,1,125,41,15,6,7,4,18,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
109,DJ Bravo,K Rabada,FA Allen,4,0,4,129,37,10,5,7,5,18,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
110,DJ Bravo,K Rabada,FA Allen,0,0,0,129,37,10,6,8,6,18,-,caught,DJ Bravo,RR Hendricks,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
111,OC McCoy,A Nortje,FA Allen,1,0,1,130,36,1,1,8,1,19,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
112,FA Allen,A Nortje,OC McCoy,1,0,1,131,35,16,7,8,2,19,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
113,OC McCoy,A Nortje,FA Allen,0,0,0,131,35,1,2,8,3,19,-,0,,,,field,West Indies,2,"National Cricket Stadium, St George's, Grenada",2021,06,South Africa_West Indies_2021-06-27,South Africa,West Indies,South Africa,150
