,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
67,CR Brathwaite,Kuldeep Yadav,R Powell,0,0,0,51,115,1,2,5,5,11,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
68,CR Brathwaite,Kuldeep Yadav,R Powell,2,0,2,53,113,3,3,5,6,11,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
69,R Powell,KH Pandya,CR Brathwaite,0,0,0,53,113,2,6,5,1,12,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
70,R Powell,KH Pandya,CR Brathwaite,0,0,0,53,113,2,7,5,2,12,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
71,R Powell,KH Pandya,CR Brathwaite,0,0,0,53,113,2,8,5,3,12,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
72,R Powell,KH Pandya,CR Brathwaite,0,0,0,53,113,2,9,5,4,12,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
73,R Powell,KH Pandya,CR Brathwaite,0,0,0,53,113,2,10,5,5,12,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
74,R Powell,KH Pandya,CR Brathwaite,1,0,1,54,112,3,11,5,6,12,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
75,R Powell,Kuldeep Yadav,CR Brathwaite,1,0,1,55,111,4,12,5,1,13,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
76,CR Brathwaite,Kuldeep Yadav,R Powell,0,1,1,56,110,3,4,5,2,13,legbyes,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
77,R Powell,Kuldeep Yadav,CR Brathwaite,0,0,0,56,110,4,13,6,3,13,-,caught,R Powell,KD Karthik,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
78,FA Allen,Kuldeep Yadav,CR Brathwaite,0,0,0,56,110,0,1,6,4,13,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
79,FA Allen,Kuldeep Yadav,CR Brathwaite,0,0,0,56,110,0,2,6,5,13,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
80,FA Allen,Kuldeep Yadav,CR Brathwaite,0,0,0,56,110,0,3,6,6,13,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
81,CR Brathwaite,KH Pandya,FA Allen,0,0,0,56,110,3,5,6,1,14,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
82,CR Brathwaite,KH Pandya,FA Allen,0,0,0,56,110,3,6,6,2,14,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
83,CR Brathwaite,KH Pandya,FA Allen,0,0,0,56,110,3,7,6,3,14,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
84,CR Brathwaite,KH Pandya,FA Allen,0,0,0,56,110,3,8,6,4,14,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
85,CR Brathwaite,KH Pandya,FA Allen,1,0,1,57,109,4,9,6,5,14,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
86,FA Allen,KH Pandya,CR Brathwaite,1,0,1,58,108,1,4,6,6,14,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
87,FA Allen,Kuldeep Yadav,CR Brathwaite,4,0,4,62,104,5,5,6,1,15,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
88,FA Allen,Kuldeep Yadav,CR Brathwaite,0,0,0,62,104,5,6,6,2,15,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
89,FA Allen,Kuldeep Yadav,CR Brathwaite,1,0,1,63,103,6,7,6,3,15,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
90,CR Brathwaite,Kuldeep Yadav,FA Allen,0,0,0,63,103,4,10,6,4,15,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
91,CR Brathwaite,Kuldeep Yadav,FA Allen,0,0,0,63,103,4,11,7,5,15,-,lbw,CR Brathwaite,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
92,KMA Paul,Kuldeep Yadav,FA Allen,0,0,0,63,103,0,1,7,6,15,-,0,,,"{'by': 'India', 'batter': 'KMA Paul', 'decision': 'struck down'}",field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
93,FA Allen,UT Yadav,KMA Paul,4,0,4,67,99,10,8,7,1,16,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
94,FA Allen,UT Yadav,KMA Paul,1,0,1,68,98,11,9,7,2,16,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
95,KMA Paul,UT Yadav,FA Allen,0,0,0,68,98,0,2,7,3,16,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
96,KMA Paul,UT Yadav,FA Allen,1,0,1,69,97,1,3,7,4,16,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
97,FA Allen,UT Yadav,KMA Paul,0,0,0,69,97,11,10,7,5,16,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
98,FA Allen,UT Yadav,KMA Paul,1,0,1,70,96,12,11,7,6,16,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
99,FA Allen,JJ Bumrah,KMA Paul,4,0,4,74,92,16,12,7,1,17,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
100,FA Allen,JJ Bumrah,KMA Paul,2,0,2,76,90,18,13,7,2,17,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
101,FA Allen,JJ Bumrah,KMA Paul,3,0,3,79,87,21,14,7,3,17,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
102,KMA Paul,JJ Bumrah,FA Allen,0,0,0,79,87,1,4,7,4,17,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
103,KMA Paul,JJ Bumrah,FA Allen,1,0,1,80,86,2,5,7,5,17,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
104,FA Allen,JJ Bumrah,KMA Paul,1,0,1,81,85,22,15,7,6,17,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
105,FA Allen,KK Ahmed,KMA Paul,0,0,0,81,85,22,16,7,1,18,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
106,FA Allen,KK Ahmed,KMA Paul,1,0,1,82,84,23,17,7,2,18,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
107,KMA Paul,KK Ahmed,FA Allen,1,0,1,83,83,3,6,7,3,18,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
108,FA Allen,KK Ahmed,KMA Paul,4,0,4,87,79,27,18,7,4,18,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
109,FA Allen,KK Ahmed,KMA Paul,0,0,0,87,79,27,19,7,5,18,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
110,FA Allen,KK Ahmed,KMA Paul,0,0,0,87,79,27,20,8,6,18,-,caught,FA Allen,UT Yadav,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
111,KMA Paul,UT Yadav,K Pierre,1,0,1,88,78,4,7,8,1,19,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
112,K Pierre,UT Yadav,KMA Paul,4,0,4,92,74,4,1,8,2,19,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
113,K Pierre,UT Yadav,KMA Paul,0,1,1,93,73,4,2,8,3,19,legbyes,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
114,KMA Paul,UT Yadav,K Pierre,2,0,2,95,71,6,8,8,4,19,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
115,KMA Paul,UT Yadav,K Pierre,4,0,4,99,67,10,9,8,5,19,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
116,KMA Paul,UT Yadav,K Pierre,4,0,4,103,63,14,10,8,6,19,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
117,K Pierre,JJ Bumrah,KMA Paul,1,0,1,104,62,5,3,8,1,20,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
118,KMA Paul,JJ Bumrah,K Pierre,0,0,0,104,62,14,11,8,2,20,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
119,KMA Paul,JJ Bumrah,K Pierre,0,0,0,104,62,14,12,8,3,20,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
120,KMA Paul,JJ Bumrah,K Pierre,1,0,1,105,61,15,13,8,4,20,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
121,K Pierre,JJ Bumrah,KMA Paul,0,0,0,105,61,5,4,8,5,20,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
122,K Pierre,JJ Bumrah,KMA Paul,4,0,4,109,57,9,5,8,6,20,-,0,,,,field,India,1,Eden Gardens,2018,11,West Indies_India_2018-11-04,India,West Indies,India,109
