,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,HM Amla,Mohammad Hafeez,Q de Kock,0,0,0,0,176,0,1,0,1,0,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
1,HM Amla,Mohammad Hafeez,Q de Kock,1,0,1,1,175,1,2,0,2,0,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
2,Q de Kock,Mohammad Hafeez,HM Amla,0,0,0,1,175,0,1,0,3,0,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
3,Q de Kock,Mohammad Hafeez,HM Amla,4,0,4,5,171,4,2,0,4,0,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
4,Q de Kock,Mohammad Hafeez,HM Amla,0,0,0,5,171,4,3,0,5,0,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
5,Q de Kock,Mohammad Hafeez,HM Amla,0,0,0,5,171,4,4,0,6,0,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
6,HM Amla,Sohail Tanvir,Q de Kock,1,0,1,6,170,2,3,0,1,1,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
7,Q de Kock,Sohail Tanvir,HM Amla,0,1,1,7,169,4,5,0,2,1,legbyes,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
8,HM Amla,Sohail Tanvir,Q de Kock,4,0,4,11,165,6,4,0,3,1,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
9,HM Amla,Sohail Tanvir,Q de Kock,0,0,0,11,165,6,5,0,4,1,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
10,HM Amla,Sohail Tanvir,Q de Kock,4,0,4,15,161,10,6,0,5,1,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
11,HM Amla,Sohail Tanvir,Q de Kock,2,0,2,17,159,12,7,0,6,1,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
12,Q de Kock,Mohammad Hafeez,HM Amla,2,0,2,19,157,6,6,0,1,2,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
13,Q de Kock,Mohammad Hafeez,HM Amla,0,0,0,19,157,6,7,0,2,2,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
14,Q de Kock,Mohammad Hafeez,HM Amla,4,0,4,23,153,10,8,0,3,2,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
15,Q de Kock,Mohammad Hafeez,HM Amla,1,0,1,24,152,11,9,0,4,2,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
16,HM Amla,Mohammad Hafeez,Q de Kock,1,0,1,25,151,13,8,0,5,2,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
17,Q de Kock,Mohammad Hafeez,HM Amla,1,0,1,26,150,12,10,0,6,2,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
18,Q de Kock,Sohail Tanvir,HM Amla,4,0,4,30,146,16,11,0,1,3,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
19,Q de Kock,Sohail Tanvir,HM Amla,1,0,1,31,145,17,12,0,2,3,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
20,HM Amla,Sohail Tanvir,Q de Kock,0,1,1,32,144,13,9,0,3,3,wides,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
21,HM Amla,Sohail Tanvir,Q de Kock,4,0,4,36,140,17,10,0,4,3,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
22,HM Amla,Sohail Tanvir,Q de Kock,1,0,1,37,139,18,11,0,5,3,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
23,Q de Kock,Sohail Tanvir,HM Amla,1,0,1,38,138,18,13,0,6,3,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
24,HM Amla,Sohail Tanvir,Q de Kock,1,0,1,39,137,19,12,0,7,3,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
25,HM Amla,Junaid Khan,Q de Kock,1,0,1,40,136,20,13,0,1,4,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
26,Q de Kock,Junaid Khan,HM Amla,0,0,0,40,136,18,14,0,2,4,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
27,Q de Kock,Junaid Khan,HM Amla,4,0,4,44,132,22,15,0,3,4,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
28,Q de Kock,Junaid Khan,HM Amla,0,0,0,44,132,22,16,0,4,4,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
29,Q de Kock,Junaid Khan,HM Amla,1,0,1,45,131,23,17,0,5,4,-,0,,,bat,Pakistan,2,Newlands,2013,11,South Africa_Pakistan_2013-11-22,Pakistan,South Africa,Pakistan,False,170
