,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
112,SC Kuggeleijn,CAK Rajitha,DAJ Bracewell,4,0,4,142,,13,8,6,1,-,0,,,17,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
113,SC Kuggeleijn,CAK Rajitha,DAJ Bracewell,1,0,1,143,,14,9,6,2,-,0,,,17,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
114,DAJ Bracewell,CAK Rajitha,SC Kuggeleijn,0,0,0,143,,44,31,7,3,-,caught,DAJ Bracewell,DM de Silva,17,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
115,SC Kuggeleijn,CAK Rajitha,TG Southee,6,0,6,149,,20,10,7,4,-,0,,,17,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
116,SC Kuggeleijn,CAK Rajitha,TG Southee,6,0,6,155,,26,11,7,5,-,0,,,17,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
117,SC Kuggeleijn,CAK Rajitha,TG Southee,1,0,1,156,,27,12,7,6,-,0,,,17,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
118,SC Kuggeleijn,SL Malinga,TG Southee,1,0,1,157,,28,13,7,1,-,0,,,18,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
119,TG Southee,SL Malinga,SC Kuggeleijn,0,0,0,157,,0,1,7,2,-,0,,,18,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
120,TG Southee,SL Malinga,SC Kuggeleijn,1,0,1,158,,1,2,7,3,-,0,,,18,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
121,SC Kuggeleijn,SL Malinga,TG Southee,0,1,1,159,,28,14,7,4,byes,0,,,18,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
122,TG Southee,SL Malinga,SC Kuggeleijn,2,0,2,161,,3,3,7,5,-,0,,,18,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
123,TG Southee,SL Malinga,SC Kuggeleijn,1,0,1,162,,4,4,7,6,-,0,,,18,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
124,TG Southee,CAK Rajitha,SC Kuggeleijn,0,1,1,163,,4,5,7,1,byes,0,,,19,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
125,SC Kuggeleijn,CAK Rajitha,TG Southee,1,0,1,164,,29,15,7,2,-,0,,,19,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
126,TG Southee,CAK Rajitha,SC Kuggeleijn,2,0,2,166,,6,6,7,3,-,0,,,19,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
127,TG Southee,CAK Rajitha,SC Kuggeleijn,6,0,6,172,,12,7,7,4,-,0,,,19,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
128,TG Southee,CAK Rajitha,SC Kuggeleijn,1,0,1,173,,13,8,7,5,-,0,,,19,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
129,SC Kuggeleijn,CAK Rajitha,TG Southee,6,0,6,179,,35,16,7,6,-,0,,,19,field,Sri Lanka,1,Eden Park,2019,01,New Zealand_Sri Lanka_2019-01-11,New Zealand,New Zealand,Sri Lanka,True,179
