,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,LMP Simmons,Shaheen Shah Afridi,E Lewis,0,0,0,0,,0,1,0,-,1.0,0,0,,,,field,Pakistan,1,"Kensington Oval, Bridgetown, Barbados",2021,07,West Indies_Pakistan_2021-07-28,no result,West Indies,Pakistan,,85,Right hand Bat,Left hand Bat,Left arm Fast
1,LMP Simmons,Shaheen Shah Afridi,E Lewis,1,0,1,1,,1,2,0,-,2.0,0,0,,,,field,Pakistan,1,"Kensington Oval, Bridgetown, Barbados",2021,07,West Indies_Pakistan_2021-07-28,no result,West Indies,Pakistan,,85,Right hand Bat,Left hand Bat,Left arm Fast
2,E Lewis,Shaheen Shah Afridi,LMP Simmons,1,0,1,2,,1,1,0,-,3.0,0,0,,,,field,Pakistan,1,"Kensington Oval, Bridgetown, Barbados",2021,07,West Indies_Pakistan_2021-07-28,no result,West Indies,Pakistan,,85,Left hand Bat,Right hand Bat,Left arm Fast
3,LMP Simmons,Shaheen Shah Afridi,E Lewis,0,0,0,2,,1,3,0,-,4.0,0,0,,,,field,Pakistan,1,"Kensington Oval, Bridgetown, Barbados",2021,07,West Indies_Pakistan_2021-07-28,no result,West Indies,Pakistan,,85,Right hand Bat,Left hand Bat,Left arm Fast
4,LMP Simmons,Shaheen Shah Afridi,E Lewis,4,0,4,6,,5,4,0,-,5.0,0,0,,,,field,Pakistan,1,"Kensington Oval, Bridgetown, Barbados",2021,07,West Indies_Pakistan_2021-07-28,no result,West Indies,Pakistan,,85,Right hand Bat,Left hand Bat,Left arm Fast
5,LMP Simmons,Shaheen Shah Afridi,E Lewis,0,1,1,7,,5,4,0,wides,5.0,0,0,,,,field,Pakistan,1,"Kensington Oval, Bridgetown, Barbados",2021,07,West Indies_Pakistan_2021-07-28,no result,West Indies,Pakistan,,85,Right hand Bat,Left hand Bat,Left arm Fast
6,LMP Simmons,Shaheen Shah Afridi,E Lewis,0,0,0,7,,5,5,0,-,6.0,0,0,,,,field,Pakistan,1,"Kensington Oval, Bridgetown, Barbados",2021,07,West Indies_Pakistan_2021-07-28,no result,West Indies,Pakistan,,85,Right hand Bat,Left hand Bat,Left arm Fast
7,E Lewis,Mohammad Wasim,LMP Simmons,4,0,4,11,,5,2,0,-,1.0,1,0,,,,field,Pakistan,1,"Kensington Oval, Bridgetown, Barbados",2021,07,West Indies_Pakistan_2021-07-28,no result,West Indies,Pakistan,,85,Left hand Bat,Right hand Bat,Right arm Fast
8,E Lewis,Mohammad Wasim,LMP Simmons,0,0,0,11,,5,3,0,-,2.0,1,0,,,,field,Pakistan,1,"Kensington Oval, Bridgetown, Barbados",2021,07,West Indies_Pakistan_2021-07-28,no result,West Indies,Pakistan,,85,Left hand Bat,Right hand Bat,Right arm Fast
9,E Lewis,Mohammad Wasim,LMP Simmons,1,0,1,12,,6,4,0,-,3.0,1,0,,,,field,Pakistan,1,"Kensington Oval, Bridgetown, Barbados",2021,07,West Indies_Pakistan_2021-07-28,no result,West Indies,Pakistan,,85,Left hand Bat,Right hand Bat,Right arm Fast
10,LMP Simmons,Mohammad Wasim,E Lewis,4,0,4,16,,9,6,0,-,4.0,1,0,,,,field,Pakistan,1,"Kensington Oval, Bridgetown, Barbados",2021,07,West Indies_Pakistan_2021-07-28,no result,West Indies,Pakistan,,85,Right hand Bat,Left hand Bat,Right arm Fast
11,LMP Simmons,Mohammad Wasim,E Lewis,0,0,0,16,,9,7,1,-,5.0,1,retired hurt,LMP Simmons,,,field,Pakistan,1,"Kensington Oval, Bridgetown, Barbados",2021,07,West Indies_Pakistan_2021-07-28,no result,West Indies,Pakistan,,85,Right hand Bat,Left hand Bat,Right arm Fast
12,CH Gayle,Mohammad Wasim,E Lewis,0,0,0,16,,0,1,1,-,6.0,1,0,,,,field,Pakistan,1,"Kensington Oval, Bridgetown, Barbados",2021,07,West Indies_Pakistan_2021-07-28,no result,West Indies,Pakistan,,85,Left hand Bat,Left hand Bat,Right arm Fast
13,E Lewis,Hasan Ali,CH Gayle,0,0,0,16,,6,5,2,-,1.0,2,caught,E Lewis,Shaheen Shah Afridi,,field,Pakistan,1,"Kensington Oval, Bridgetown, Barbados",2021,07,West Indies_Pakistan_2021-07-28,no result,West Indies,Pakistan,,85,Left hand Bat,Left hand Bat,Right arm Medium
14,N Pooran,Hasan Ali,CH Gayle,0,0,0,16,,0,1,2,-,2.0,2,0,,,,field,Pakistan,1,"Kensington Oval, Bridgetown, Barbados",2021,07,West Indies_Pakistan_2021-07-28,no result,West Indies,Pakistan,,85,Left hand Bat,Left hand Bat,Right arm Medium
15,N Pooran,Hasan Ali,CH Gayle,0,0,0,16,,0,2,2,-,3.0,2,0,,,,field,Pakistan,1,"Kensington Oval, Bridgetown, Barbados",2021,07,West Indies_Pakistan_2021-07-28,no result,West Indies,Pakistan,,85,Left hand Bat,Left hand Bat,Right arm Medium
16,N Pooran,Hasan Ali,CH Gayle,0,4,4,20,,0,3,2,legbyes,4.0,2,0,,,,field,Pakistan,1,"Kensington Oval, Bridgetown, Barbados",2021,07,West Indies_Pakistan_2021-07-28,no result,West Indies,Pakistan,,85,Left hand Bat,Left hand Bat,Right arm Medium
17,N Pooran,Hasan Ali,CH Gayle,0,4,4,24,,0,4,2,legbyes,5.0,2,0,,,,field,Pakistan,1,"Kensington Oval, Bridgetown, Barbados",2021,07,West Indies_Pakistan_2021-07-28,no result,West Indies,Pakistan,,85,Left hand Bat,Left hand Bat,Right arm Medium
18,N Pooran,Hasan Ali,CH Gayle,1,0,1,25,,1,5,2,-,6.0,2,0,,,,field,Pakistan,1,"Kensington Oval, Bridgetown, Barbados",2021,07,West Indies_Pakistan_2021-07-28,no result,West Indies,Pakistan,,85,Left hand Bat,Left hand Bat,Right arm Medium
19,N Pooran,Mohammad Hafeez,CH Gayle,6,0,6,31,,7,6,2,-,1.0,3,0,,,,field,Pakistan,1,"Kensington Oval, Bridgetown, Barbados",2021,07,West Indies_Pakistan_2021-07-28,no result,West Indies,Pakistan,,85,Left hand Bat,Left hand Bat,Right arm Offbreak
20,N Pooran,Mohammad Hafeez,CH Gayle,0,0,0,31,,7,7,2,-,2.0,3,0,,,,field,Pakistan,1,"Kensington Oval, Bridgetown, Barbados",2021,07,West Indies_Pakistan_2021-07-28,no result,West Indies,Pakistan,,85,Left hand Bat,Left hand Bat,Right arm Offbreak
21,N Pooran,Mohammad Hafeez,CH Gayle,0,0,0,31,,7,8,2,-,3.0,3,0,,,,field,Pakistan,1,"Kensington Oval, Bridgetown, Barbados",2021,07,West Indies_Pakistan_2021-07-28,no result,West Indies,Pakistan,,85,Left hand Bat,Left hand Bat,Right arm Offbreak
22,N Pooran,Mohammad Hafeez,CH Gayle,0,0,0,31,,7,9,2,-,4.0,3,0,,,,field,Pakistan,1,"Kensington Oval, Bridgetown, Barbados",2021,07,West Indies_Pakistan_2021-07-28,no result,West Indies,Pakistan,,85,Left hand Bat,Left hand Bat,Right arm Offbreak
23,N Pooran,Mohammad Hafeez,CH Gayle,6,0,6,37,,13,10,2,-,5.0,3,0,,,,field,Pakistan,1,"Kensington Oval, Bridgetown, Barbados",2021,07,West Indies_Pakistan_2021-07-28,no result,West Indies,Pakistan,,85,Left hand Bat,Left hand Bat,Right arm Offbreak
24,N Pooran,Mohammad Hafeez,CH Gayle,0,0,0,37,,13,11,3,-,6.0,3,caught,N Pooran,Shadab Khan,,field,Pakistan,1,"Kensington Oval, Bridgetown, Barbados",2021,07,West Indies_Pakistan_2021-07-28,no result,West Indies,Pakistan,,85,Left hand Bat,Left hand Bat,Right arm Offbreak
25,CH Gayle,Shadab Khan,AD Russell,0,0,0,37,,0,2,3,-,1.0,4,0,,,,field,Pakistan,1,"Kensington Oval, Bridgetown, Barbados",2021,07,West Indies_Pakistan_2021-07-28,no result,West Indies,Pakistan,,85,Left hand Bat,Right hand Bat,Right arm Legbreak
