,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
0,DR Smith,KD Mills,CH Gayle,0,0,0,0,209,0,1,0,1,-,1,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
1,DR Smith,KD Mills,CH Gayle,6,0,6,6,203,6,2,0,2,-,1,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
2,DR Smith,KD Mills,CH Gayle,0,1,1,7,202,6,3,0,3,noballs,1,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
3,DR Smith,KD Mills,CH Gayle,6,0,6,13,196,12,4,0,4,-,1,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
4,DR Smith,KD Mills,CH Gayle,0,0,0,13,196,12,5,0,5,-,1,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
5,DR Smith,KD Mills,CH Gayle,0,0,0,13,196,12,6,0,6,-,1,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
6,DR Smith,KD Mills,CH Gayle,1,0,1,14,195,13,7,0,7,-,1,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
7,DR Smith,DAJ Bracewell,CH Gayle,0,0,0,14,195,13,8,1,1,-,2,caught and bowled,DR Smith,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
8,J Charles,DAJ Bracewell,CH Gayle,4,0,4,18,191,4,1,1,2,-,2,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
9,J Charles,DAJ Bracewell,CH Gayle,4,0,4,22,187,8,2,1,3,-,2,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
10,J Charles,DAJ Bracewell,CH Gayle,0,0,0,22,187,8,3,1,4,-,2,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
11,J Charles,DAJ Bracewell,CH Gayle,0,0,0,22,187,8,4,1,5,-,2,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
12,J Charles,DAJ Bracewell,CH Gayle,0,0,0,22,187,8,5,1,6,-,2,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
13,CH Gayle,KD Mills,J Charles,0,0,0,22,187,0,1,1,1,-,3,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
14,CH Gayle,KD Mills,J Charles,0,0,0,22,187,0,2,1,2,-,3,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
15,CH Gayle,KD Mills,J Charles,0,0,0,22,187,0,3,1,3,-,3,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
16,CH Gayle,KD Mills,J Charles,0,0,0,22,187,0,4,1,4,-,3,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
17,CH Gayle,KD Mills,J Charles,0,0,0,22,187,0,5,1,5,-,3,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
18,CH Gayle,KD Mills,J Charles,0,0,0,22,187,0,6,1,6,-,3,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
19,J Charles,TG Southee,CH Gayle,2,0,2,24,185,10,6,1,1,-,4,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
20,J Charles,TG Southee,CH Gayle,4,0,4,28,181,14,7,1,2,-,4,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
21,J Charles,TG Southee,CH Gayle,1,0,1,29,180,15,8,1,3,-,4,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
22,CH Gayle,TG Southee,J Charles,1,0,1,30,179,1,7,1,4,-,4,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
23,J Charles,TG Southee,CH Gayle,1,0,1,31,178,16,9,1,5,-,4,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
24,CH Gayle,TG Southee,J Charles,1,0,1,32,177,2,8,1,6,-,4,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
25,CH Gayle,KD Mills,J Charles,1,0,1,33,176,3,9,1,1,-,5,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
26,J Charles,KD Mills,CH Gayle,0,0,0,33,176,16,10,1,2,-,5,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
27,J Charles,KD Mills,CH Gayle,0,0,0,33,176,16,11,1,3,-,5,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
28,J Charles,KD Mills,CH Gayle,0,0,0,33,176,16,12,1,4,-,5,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
29,J Charles,KD Mills,CH Gayle,1,0,1,34,175,17,13,1,5,-,5,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
30,CH Gayle,KD Mills,J Charles,1,0,1,35,174,4,10,1,6,-,5,0,,,bat,West Indies,1,Central Broward Regional Park Stadium Turf Ground,2012,07,New Zealand_West Indies_2012-07-01,West Indies,West Indies,New Zealand,177
