,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,RG Sharma,Mashrafe Mortaza,S Dhawan,1,0,1,1,,1,1,0,-,1.0,0,0,,,field,Bangladesh,1,M Chinnaswamy Stadium,2016,03,India_Bangladesh_2016-03-23,India,India,Bangladesh,True,146
1,S Dhawan,Mashrafe Mortaza,RG Sharma,1,0,1,2,,1,1,0,-,2.0,0,0,,,field,Bangladesh,1,M Chinnaswamy Stadium,2016,03,India_Bangladesh_2016-03-23,India,India,Bangladesh,True,146
2,RG Sharma,Mashrafe Mortaza,S Dhawan,0,1,1,3,,1,2,0,wides,2.0,0,0,,,field,Bangladesh,1,M Chinnaswamy Stadium,2016,03,India_Bangladesh_2016-03-23,India,India,Bangladesh,True,146
3,RG Sharma,Mashrafe Mortaza,S Dhawan,0,0,0,3,,1,3,0,-,3.0,0,0,,,field,Bangladesh,1,M Chinnaswamy Stadium,2016,03,India_Bangladesh_2016-03-23,India,India,Bangladesh,True,146
4,RG Sharma,Mashrafe Mortaza,S Dhawan,1,0,1,4,,2,4,0,-,4.0,0,0,,,field,Bangladesh,1,M Chinnaswamy Stadium,2016,03,India_Bangladesh_2016-03-23,India,India,Bangladesh,True,146
5,S Dhawan,Mashrafe Mortaza,RG Sharma,1,0,1,5,,2,2,0,-,5.0,0,0,,,field,Bangladesh,1,M Chinnaswamy Stadium,2016,03,India_Bangladesh_2016-03-23,India,India,Bangladesh,True,146
6,RG Sharma,Mashrafe Mortaza,S Dhawan,0,0,0,5,,2,5,0,-,6.0,0,0,,,field,Bangladesh,1,M Chinnaswamy Stadium,2016,03,India_Bangladesh_2016-03-23,India,India,Bangladesh,True,146
7,S Dhawan,Shuvagata Hom,RG Sharma,0,0,0,5,,2,3,0,-,1.0,1,0,,,field,Bangladesh,1,M Chinnaswamy Stadium,2016,03,India_Bangladesh_2016-03-23,India,India,Bangladesh,True,146
8,S Dhawan,Shuvagata Hom,RG Sharma,0,0,0,5,,2,4,0,-,2.0,1,0,,,field,Bangladesh,1,M Chinnaswamy Stadium,2016,03,India_Bangladesh_2016-03-23,India,India,Bangladesh,True,146
9,S Dhawan,Shuvagata Hom,RG Sharma,0,0,0,5,,2,5,0,-,3.0,1,0,,,field,Bangladesh,1,M Chinnaswamy Stadium,2016,03,India_Bangladesh_2016-03-23,India,India,Bangladesh,True,146
10,S Dhawan,Shuvagata Hom,RG Sharma,4,0,4,9,,6,6,0,-,4.0,1,0,,,field,Bangladesh,1,M Chinnaswamy Stadium,2016,03,India_Bangladesh_2016-03-23,India,India,Bangladesh,True,146
11,S Dhawan,Shuvagata Hom,RG Sharma,0,0,0,9,,6,7,0,-,5.0,1,0,,,field,Bangladesh,1,M Chinnaswamy Stadium,2016,03,India_Bangladesh_2016-03-23,India,India,Bangladesh,True,146
12,S Dhawan,Shuvagata Hom,RG Sharma,0,0,0,9,,6,8,0,-,6.0,1,0,,,field,Bangladesh,1,M Chinnaswamy Stadium,2016,03,India_Bangladesh_2016-03-23,India,India,Bangladesh,True,146
13,RG Sharma,Al-Amin Hossain,S Dhawan,4,0,4,13,,6,6,0,-,1.0,2,0,,,field,Bangladesh,1,M Chinnaswamy Stadium,2016,03,India_Bangladesh_2016-03-23,India,India,Bangladesh,True,146
14,RG Sharma,Al-Amin Hossain,S Dhawan,1,0,1,14,,7,7,0,-,2.0,2,0,,,field,Bangladesh,1,M Chinnaswamy Stadium,2016,03,India_Bangladesh_2016-03-23,India,India,Bangladesh,True,146
15,S Dhawan,Al-Amin Hossain,RG Sharma,1,0,1,15,,7,9,0,-,3.0,2,0,,,field,Bangladesh,1,M Chinnaswamy Stadium,2016,03,India_Bangladesh_2016-03-23,India,India,Bangladesh,True,146
16,RG Sharma,Al-Amin Hossain,S Dhawan,1,0,1,16,,8,8,0,-,4.0,2,0,,,field,Bangladesh,1,M Chinnaswamy Stadium,2016,03,India_Bangladesh_2016-03-23,India,India,Bangladesh,True,146
17,S Dhawan,Al-Amin Hossain,RG Sharma,1,0,1,17,,8,10,0,-,5.0,2,0,,,field,Bangladesh,1,M Chinnaswamy Stadium,2016,03,India_Bangladesh_2016-03-23,India,India,Bangladesh,True,146
18,RG Sharma,Al-Amin Hossain,S Dhawan,0,0,0,17,,8,9,0,-,6.0,2,0,,,field,Bangladesh,1,M Chinnaswamy Stadium,2016,03,India_Bangladesh_2016-03-23,India,India,Bangladesh,True,146
19,S Dhawan,Mustafizur Rahman,RG Sharma,0,0,0,17,,8,11,0,-,1.0,3,0,,,field,Bangladesh,1,M Chinnaswamy Stadium,2016,03,India_Bangladesh_2016-03-23,India,India,Bangladesh,True,146
