,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
19,G Gambhir,Sohail Tanvir,AM Rahane,1,0,1,22,111,9,7,0,2,4,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
20,AM Rahane,Sohail Tanvir,G Gambhir,4,0,4,26,107,17,14,0,3,4,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
21,AM Rahane,Sohail Tanvir,G Gambhir,4,0,4,30,103,21,15,0,4,4,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
22,AM Rahane,Sohail Tanvir,G Gambhir,0,0,0,30,103,21,16,0,5,4,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
23,AM Rahane,Sohail Tanvir,G Gambhir,1,0,1,31,102,22,17,0,6,4,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
24,AM Rahane,Umar Gul,G Gambhir,1,0,1,32,101,23,18,0,1,5,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
25,G Gambhir,Umar Gul,AM Rahane,4,0,4,36,97,13,8,0,2,5,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
26,G Gambhir,Umar Gul,AM Rahane,4,0,4,40,93,17,9,0,3,5,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
27,G Gambhir,Umar Gul,AM Rahane,4,0,4,44,89,21,10,0,4,5,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
28,G Gambhir,Umar Gul,AM Rahane,0,0,0,44,89,21,11,1,5,5,lbw,G Gambhir,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
29,V Kohli,Umar Gul,AM Rahane,0,0,0,44,89,0,1,1,6,5,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
30,AM Rahane,Saeed Ajmal,V Kohli,0,0,0,44,89,23,19,1,1,6,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
31,AM Rahane,Saeed Ajmal,V Kohli,0,0,0,44,89,23,20,1,2,6,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
32,AM Rahane,Saeed Ajmal,V Kohli,1,0,1,45,88,24,21,1,3,6,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
33,V Kohli,Saeed Ajmal,AM Rahane,1,0,1,46,87,1,2,1,4,6,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
34,AM Rahane,Saeed Ajmal,V Kohli,1,0,1,47,86,25,22,1,5,6,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
35,V Kohli,Saeed Ajmal,AM Rahane,1,0,1,48,85,2,3,1,6,6,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
36,V Kohli,Umar Gul,AM Rahane,1,0,1,49,84,3,4,1,1,7,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
37,AM Rahane,Umar Gul,V Kohli,2,0,2,51,82,27,23,1,2,7,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
38,AM Rahane,Umar Gul,V Kohli,0,0,0,51,82,27,24,1,3,7,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
39,AM Rahane,Umar Gul,V Kohli,1,0,1,52,81,28,25,1,4,7,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
40,V Kohli,Umar Gul,AM Rahane,1,0,1,53,80,4,5,1,5,7,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
41,AM Rahane,Umar Gul,V Kohli,0,0,0,53,80,28,26,2,6,7,caught and bowled,AM Rahane,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
42,V Kohli,Mohammad Irfan,Yuvraj Singh,0,0,0,53,80,4,6,2,1,8,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
43,V Kohli,Mohammad Irfan,Yuvraj Singh,1,0,1,54,79,5,7,2,2,8,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
44,Yuvraj Singh,Mohammad Irfan,V Kohli,0,0,0,54,79,0,1,2,3,8,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
45,Yuvraj Singh,Mohammad Irfan,V Kohli,0,0,0,54,79,0,2,2,4,8,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
46,Yuvraj Singh,Mohammad Irfan,V Kohli,0,1,1,55,78,0,3,2,5,8,0,,,legbyes,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
47,V Kohli,Mohammad Irfan,Yuvraj Singh,4,0,4,59,74,9,8,2,6,8,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
48,Yuvraj Singh,Shahid Afridi,V Kohli,1,0,1,60,73,1,4,2,1,9,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
49,V Kohli,Shahid Afridi,Yuvraj Singh,0,0,0,60,73,9,9,2,2,9,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
50,V Kohli,Shahid Afridi,Yuvraj Singh,1,0,1,61,72,10,10,2,3,9,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
51,Yuvraj Singh,Shahid Afridi,V Kohli,1,0,1,62,71,2,5,2,4,9,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
52,V Kohli,Shahid Afridi,Yuvraj Singh,1,0,1,63,70,11,11,2,5,9,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
53,Yuvraj Singh,Shahid Afridi,V Kohli,1,0,1,64,69,3,6,2,6,9,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
54,Yuvraj Singh,Saeed Ajmal,V Kohli,1,0,1,65,68,4,7,2,1,10,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
55,V Kohli,Saeed Ajmal,Yuvraj Singh,4,0,4,69,64,15,12,2,2,10,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
56,V Kohli,Saeed Ajmal,Yuvraj Singh,1,0,1,70,63,16,13,2,3,10,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
57,Yuvraj Singh,Saeed Ajmal,V Kohli,1,0,1,71,62,5,8,2,4,10,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
58,V Kohli,Saeed Ajmal,Yuvraj Singh,1,0,1,72,61,17,14,2,5,10,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
59,Yuvraj Singh,Saeed Ajmal,V Kohli,0,0,0,72,61,5,9,2,6,10,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
60,V Kohli,Shahid Afridi,Yuvraj Singh,4,0,4,76,57,21,15,2,1,11,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
61,V Kohli,Shahid Afridi,Yuvraj Singh,1,0,1,77,56,22,16,2,2,11,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
62,Yuvraj Singh,Shahid Afridi,V Kohli,1,0,1,78,55,6,10,2,3,11,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
63,V Kohli,Shahid Afridi,Yuvraj Singh,0,0,0,78,55,22,17,2,4,11,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
64,V Kohli,Shahid Afridi,Yuvraj Singh,1,0,1,79,54,23,18,2,5,11,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
65,Yuvraj Singh,Shahid Afridi,V Kohli,4,0,4,83,50,10,11,2,6,11,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
66,V Kohli,Sohail Tanvir,Yuvraj Singh,2,0,2,85,48,25,19,2,1,12,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
67,V Kohli,Sohail Tanvir,Yuvraj Singh,1,0,1,86,47,26,20,2,2,12,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
68,Yuvraj Singh,Sohail Tanvir,V Kohli,1,0,1,87,46,11,12,2,3,12,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
69,V Kohli,Sohail Tanvir,Yuvraj Singh,0,0,0,87,46,26,21,2,4,12,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
70,V Kohli,Sohail Tanvir,Yuvraj Singh,1,0,1,88,45,27,22,2,5,12,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
71,Yuvraj Singh,Sohail Tanvir,V Kohli,0,0,0,88,45,11,13,3,6,12,run out,V Kohli,Saeed Ajmal,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
72,Yuvraj Singh,Shahid Afridi,MS Dhoni,1,0,1,89,44,12,14,3,1,13,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
73,MS Dhoni,Shahid Afridi,Yuvraj Singh,4,0,4,93,40,4,1,3,2,13,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
74,MS Dhoni,Shahid Afridi,Yuvraj Singh,1,0,1,94,39,5,2,3,3,13,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
75,Yuvraj Singh,Shahid Afridi,MS Dhoni,6,0,6,100,33,18,15,3,4,13,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
76,Yuvraj Singh,Shahid Afridi,MS Dhoni,4,0,4,104,29,22,16,3,5,13,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
77,Yuvraj Singh,Shahid Afridi,MS Dhoni,1,0,1,105,28,23,17,3,6,13,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
78,Yuvraj Singh,Mohammad Irfan,MS Dhoni,1,0,1,106,27,24,18,3,1,14,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
79,MS Dhoni,Mohammad Irfan,Yuvraj Singh,2,0,2,108,25,7,3,3,2,14,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
80,MS Dhoni,Mohammad Irfan,Yuvraj Singh,0,0,0,108,25,7,4,3,3,14,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
81,MS Dhoni,Mohammad Irfan,Yuvraj Singh,2,0,2,110,23,9,5,3,4,14,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
82,MS Dhoni,Mohammad Irfan,Yuvraj Singh,0,0,0,110,23,9,6,3,5,14,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
83,MS Dhoni,Mohammad Irfan,Yuvraj Singh,0,0,0,110,23,9,7,3,6,14,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
84,Yuvraj Singh,Saeed Ajmal,MS Dhoni,6,0,6,116,17,30,19,3,1,15,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
85,Yuvraj Singh,Saeed Ajmal,MS Dhoni,0,0,0,116,17,30,20,3,2,15,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
86,Yuvraj Singh,Saeed Ajmal,MS Dhoni,1,0,1,117,16,31,21,3,3,15,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
87,MS Dhoni,Saeed Ajmal,Yuvraj Singh,0,0,0,117,16,9,8,3,4,15,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
88,MS Dhoni,Saeed Ajmal,Yuvraj Singh,1,0,1,118,15,10,9,3,5,15,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
89,Yuvraj Singh,Saeed Ajmal,MS Dhoni,0,0,0,118,15,31,22,3,6,15,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
90,MS Dhoni,Umar Gul,Yuvraj Singh,0,4,4,122,11,10,10,3,1,16,0,,,legbyes,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
91,MS Dhoni,Umar Gul,Yuvraj Singh,2,0,2,124,9,12,11,3,2,16,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
92,MS Dhoni,Umar Gul,Yuvraj Singh,4,0,4,128,5,16,12,3,3,16,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
93,MS Dhoni,Umar Gul,Yuvraj Singh,4,0,4,132,1,20,13,3,4,16,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
94,MS Dhoni,Umar Gul,Yuvraj Singh,1,0,1,133,0,21,14,3,5,16,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
95,Yuvraj Singh,Umar Gul,MS Dhoni,0,0,0,133,0,31,23,3,6,16,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
96,MS Dhoni,Mohammad Hafeez,Yuvraj Singh,1,0,1,134,-1,22,15,3,1,17,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
97,Yuvraj Singh,Mohammad Hafeez,MS Dhoni,0,0,0,134,-1,31,24,3,2,17,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
98,Yuvraj Singh,Mohammad Hafeez,MS Dhoni,4,0,4,138,-5,35,25,3,3,17,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
99,Yuvraj Singh,Mohammad Hafeez,MS Dhoni,1,0,1,139,-6,36,26,3,4,17,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
100,MS Dhoni,Mohammad Hafeez,Yuvraj Singh,1,0,1,140,-7,23,16,3,5,17,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
101,Yuvraj Singh,Mohammad Hafeez,MS Dhoni,4,0,4,144,-11,40,27,3,6,17,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
102,MS Dhoni,Sohail Tanvir,Yuvraj Singh,1,0,1,145,-12,24,17,3,1,18,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
103,Yuvraj Singh,Sohail Tanvir,MS Dhoni,6,0,6,151,-18,46,28,3,2,18,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
104,Yuvraj Singh,Sohail Tanvir,MS Dhoni,6,0,6,157,-24,52,29,3,3,18,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
105,Yuvraj Singh,Sohail Tanvir,MS Dhoni,0,0,0,157,-24,52,30,3,4,18,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
106,Yuvraj Singh,Sohail Tanvir,MS Dhoni,1,0,1,158,-25,53,31,3,5,18,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
107,MS Dhoni,Sohail Tanvir,Yuvraj Singh,4,0,4,162,-29,28,18,3,6,18,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
108,Yuvraj Singh,Saeed Ajmal,MS Dhoni,1,0,1,163,-30,54,32,3,1,19,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
109,MS Dhoni,Saeed Ajmal,Yuvraj Singh,2,0,2,165,-32,30,19,3,2,19,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
110,MS Dhoni,Saeed Ajmal,Yuvraj Singh,1,0,1,166,-33,31,20,3,3,19,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
111,Yuvraj Singh,Saeed Ajmal,MS Dhoni,6,0,6,172,-39,60,33,3,4,19,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
112,Yuvraj Singh,Saeed Ajmal,MS Dhoni,6,0,6,178,-45,66,34,3,5,19,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
113,Yuvraj Singh,Saeed Ajmal,MS Dhoni,6,0,6,184,-51,72,35,3,6,19,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
114,MS Dhoni,Umar Gul,Yuvraj Singh,1,0,1,185,-52,32,21,3,1,20,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
115,Yuvraj Singh,Umar Gul,MS Dhoni,0,0,0,185,-52,72,36,4,2,20,caught,Yuvraj Singh,Shoaib Malik,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
116,MS Dhoni,Umar Gul,SK Raina,1,0,1,186,-53,33,22,4,3,20,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
117,SK Raina,Umar Gul,MS Dhoni,1,0,1,187,-54,1,1,4,4,20,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
118,MS Dhoni,Umar Gul,SK Raina,0,0,0,187,-54,33,23,5,5,20,bowled,MS Dhoni,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
119,RG Sharma,Umar Gul,SK Raina,0,1,1,188,-55,0,1,5,6,20,0,,,noballs,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
120,RG Sharma,Umar Gul,SK Raina,4,0,4,192,-59,4,2,5,7,20,0,,,-,field,Pakistan,1,"Sardar Patel Stadium, Motera",2012,12,India_Pakistan_2012-12-28,India,India,Pakistan,192
