,batter,bowler,non_striker,review,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
60,PBB Rajapaksa,Mujeeb Ur Rahman,MD Shanaka,,0,0,0,60,149,32,23,5,3,0,,,9,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
61,PBB Rajapaksa,Mujeeb Ur Rahman,MD Shanaka,,4,0,4,64,145,36,24,5,4,0,,,9,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
62,PBB Rajapaksa,Mujeeb Ur Rahman,MD Shanaka,,0,0,0,64,145,36,25,5,5,0,,,9,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
63,PBB Rajapaksa,Mujeeb Ur Rahman,MD Shanaka,,0,0,0,64,145,36,26,5,6,0,,,9,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
64,MD Shanaka,Mohammad Nabi,PBB Rajapaksa,,0,0,0,64,145,0,1,6,1,caught,MD Shanaka,Rahmanullah Gurbaz,10,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
65,C Karunaratne,Mohammad Nabi,PBB Rajapaksa,,0,0,0,64,145,0,1,6,2,0,,,10,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
66,C Karunaratne,Mohammad Nabi,PBB Rajapaksa,,0,0,0,64,145,0,2,6,3,0,,,10,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
67,C Karunaratne,Mohammad Nabi,PBB Rajapaksa,,1,0,1,65,144,1,3,6,4,0,,,10,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
68,PBB Rajapaksa,Mohammad Nabi,C Karunaratne,,1,0,1,66,143,37,27,6,5,0,,,10,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
69,C Karunaratne,Mohammad Nabi,PBB Rajapaksa,,0,0,0,66,143,1,4,6,6,0,,,10,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
70,PBB Rajapaksa,Rashid Khan,C Karunaratne,,0,0,0,66,143,37,28,6,1,0,,,11,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
71,PBB Rajapaksa,Rashid Khan,C Karunaratne,,1,0,1,67,142,38,29,6,2,0,,,11,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
72,C Karunaratne,Rashid Khan,PBB Rajapaksa,,1,0,1,68,141,2,5,6,3,0,,,11,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
73,PBB Rajapaksa,Rashid Khan,C Karunaratne,,0,0,0,68,141,38,30,6,4,0,,,11,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
74,PBB Rajapaksa,Rashid Khan,C Karunaratne,,0,0,0,68,141,38,31,6,5,0,,,11,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
75,PBB Rajapaksa,Rashid Khan,C Karunaratne,,0,0,0,68,141,38,32,6,6,0,,,11,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
76,C Karunaratne,Mohammad Nabi,PBB Rajapaksa,,0,0,0,68,141,2,6,6,1,0,,,12,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
77,C Karunaratne,Mohammad Nabi,PBB Rajapaksa,,1,0,1,69,140,3,7,7,2,run out,PBB Rajapaksa,Mohammad Nabi,12,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
78,C Karunaratne,Mohammad Nabi,M Theekshana,,0,0,0,69,140,3,8,8,3,run out,M Theekshana,Rahmanullah Gurbaz;Azmatullah Omarzai,12,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
79,M Pathirana,Mohammad Nabi,C Karunaratne,,0,0,0,69,140,0,1,8,4,0,,,12,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
80,M Pathirana,Mohammad Nabi,C Karunaratne,,0,0,0,69,140,0,2,8,5,0,,,12,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
81,M Pathirana,Mohammad Nabi,C Karunaratne,,1,0,1,70,139,1,3,8,6,0,,,12,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
82,M Pathirana,Rashid Khan,C Karunaratne,,0,0,0,70,139,1,4,8,1,0,,,13,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
83,M Pathirana,Rashid Khan,C Karunaratne,,0,0,0,70,139,1,5,8,2,0,,,13,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
84,M Pathirana,Rashid Khan,C Karunaratne,,2,0,2,72,137,3,6,8,3,0,,,13,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
85,M Pathirana,Rashid Khan,C Karunaratne,,0,0,0,72,137,3,7,8,4,0,,,13,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
86,M Pathirana,Rashid Khan,C Karunaratne,,1,0,1,73,136,4,8,8,5,0,,,13,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
87,C Karunaratne,Rashid Khan,M Pathirana,"{'by': 'Afghanistan', 'umpire': 'AK Chaudhary', 'batter': 'C Karunaratne', 'decision': 'struck down', 'umpires_call': True}",0,0,0,73,136,3,9,8,6,0,,,13,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
88,M Pathirana,Mohammad Nabi,C Karunaratne,,0,0,0,73,136,4,9,8,1,0,,,14,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
89,M Pathirana,Mohammad Nabi,C Karunaratne,,1,0,1,74,135,5,10,8,2,0,,,14,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
90,C Karunaratne,Mohammad Nabi,M Pathirana,,0,0,0,74,135,3,10,8,3,0,,,14,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
91,C Karunaratne,Mohammad Nabi,M Pathirana,,1,0,1,75,134,4,11,8,4,0,,,14,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
92,M Pathirana,Mohammad Nabi,C Karunaratne,,0,0,0,75,134,5,11,8,5,0,,,14,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
93,M Pathirana,Mohammad Nabi,C Karunaratne,,0,0,0,75,134,5,12,9,6,caught,M Pathirana,Najibullah Zadran,14,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
94,D Madushanka,Rashid Khan,C Karunaratne,,1,0,1,76,133,1,1,9,1,0,,,15,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
95,C Karunaratne,Rashid Khan,D Madushanka,,0,0,0,76,133,4,12,9,2,0,,,15,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
96,C Karunaratne,Rashid Khan,D Madushanka,,0,0,0,76,133,4,13,9,3,0,,,15,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
97,C Karunaratne,Rashid Khan,D Madushanka,,0,0,0,76,133,4,14,9,4,0,,,15,-,field,Afghanistan,1,Dubai International Cricket Stadium,2022,08,Sri Lanka_Afghanistan_2022-08-27,Afghanistan,Sri Lanka,Afghanistan,105
