,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,CAK Walton,Mohammad Nawaz (3),ADS Fletcher,4,0,4,4,201,4,1,0,-,1.0,0,0,,,,bat,Pakistan,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-02,Pakistan,West Indies,Pakistan,False,123,Right hand Bat,Right hand Bat,Left arm Orthodox
1,CAK Walton,Mohammad Nawaz (3),ADS Fletcher,1,0,1,5,200,5,2,0,-,2.0,0,0,,,,bat,Pakistan,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-02,Pakistan,West Indies,Pakistan,False,123,Right hand Bat,Right hand Bat,Left arm Orthodox
2,ADS Fletcher,Mohammad Nawaz (3),CAK Walton,0,0,0,5,200,0,1,0,-,3.0,0,0,,,,bat,Pakistan,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-02,Pakistan,West Indies,Pakistan,False,123,Right hand Bat,Right hand Bat,Left arm Orthodox
3,ADS Fletcher,Mohammad Nawaz (3),CAK Walton,1,0,1,6,199,1,2,0,-,4.0,0,0,,,,bat,Pakistan,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-02,Pakistan,West Indies,Pakistan,False,123,Right hand Bat,Right hand Bat,Left arm Orthodox
4,CAK Walton,Mohammad Nawaz (3),ADS Fletcher,0,0,0,6,199,5,3,0,-,5.0,0,0,,,,bat,Pakistan,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-02,Pakistan,West Indies,Pakistan,False,123,Right hand Bat,Right hand Bat,Left arm Orthodox
5,CAK Walton,Mohammad Nawaz (3),ADS Fletcher,1,0,1,7,198,6,4,0,-,6.0,0,0,,,,bat,Pakistan,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-02,Pakistan,West Indies,Pakistan,False,123,Right hand Bat,Right hand Bat,Left arm Orthodox
6,CAK Walton,Mohammad Amir,ADS Fletcher,0,0,0,7,198,6,5,0,-,1.0,1,0,,,,bat,Pakistan,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-02,Pakistan,West Indies,Pakistan,False,123,Right hand Bat,Right hand Bat,Left arm Fast
7,CAK Walton,Mohammad Amir,ADS Fletcher,0,0,0,7,198,6,6,0,-,2.0,1,0,,,,bat,Pakistan,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-02,Pakistan,West Indies,Pakistan,False,123,Right hand Bat,Right hand Bat,Left arm Fast
8,CAK Walton,Mohammad Amir,ADS Fletcher,0,0,0,7,198,6,7,0,-,3.0,1,0,,,,bat,Pakistan,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-02,Pakistan,West Indies,Pakistan,False,123,Right hand Bat,Right hand Bat,Left arm Fast
9,CAK Walton,Mohammad Amir,ADS Fletcher,0,0,0,7,198,6,8,0,-,4.0,1,0,,,,bat,Pakistan,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-02,Pakistan,West Indies,Pakistan,False,123,Right hand Bat,Right hand Bat,Left arm Fast
