,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,W Madhevere,Shaheen Shah Afridi,CR Ervine,3,0,3,3,,3,1,0,-,1.0,0,0,,,,bat,Zimbabwe,1,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Zimbabwe,Pakistan,True,130,Right hand Bat,Left hand Bat,Left arm Fast
1,CR Ervine,Shaheen Shah Afridi,W Madhevere,2,0,2,5,,2,1,0,-,2.0,0,0,,,,bat,Zimbabwe,1,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Zimbabwe,Pakistan,True,130,Left hand Bat,Right hand Bat,Left arm Fast
2,CR Ervine,Shaheen Shah Afridi,W Madhevere,1,0,1,6,,3,2,0,-,3.0,0,0,,,,bat,Zimbabwe,1,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Zimbabwe,Pakistan,True,130,Left hand Bat,Right hand Bat,Left arm Fast
3,W Madhevere,Shaheen Shah Afridi,CR Ervine,4,0,4,10,,7,2,0,-,4.0,0,0,,,,bat,Zimbabwe,1,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Zimbabwe,Pakistan,True,130,Right hand Bat,Left hand Bat,Left arm Fast
4,W Madhevere,Shaheen Shah Afridi,CR Ervine,4,0,4,14,,11,3,0,-,5.0,0,0,,,,bat,Zimbabwe,1,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Zimbabwe,Pakistan,True,130,Right hand Bat,Left hand Bat,Left arm Fast
5,W Madhevere,Shaheen Shah Afridi,CR Ervine,0,0,0,14,,11,4,0,-,6.0,0,0,,,,bat,Zimbabwe,1,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Zimbabwe,Pakistan,True,130,Right hand Bat,Left hand Bat,Left arm Fast
6,CR Ervine,Naseem Shah,W Madhevere,4,0,4,18,,7,3,0,-,1.0,1,0,,,,bat,Zimbabwe,1,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Zimbabwe,Pakistan,True,130,Left hand Bat,Right hand Bat,Right arm Fast
7,CR Ervine,Naseem Shah,W Madhevere,4,0,4,22,,11,4,0,-,2.0,1,0,,,,bat,Zimbabwe,1,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Zimbabwe,Pakistan,True,130,Left hand Bat,Right hand Bat,Right arm Fast
8,CR Ervine,Naseem Shah,W Madhevere,0,0,0,22,,11,5,0,-,3.0,1,0,,,,bat,Zimbabwe,1,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Zimbabwe,Pakistan,True,130,Left hand Bat,Right hand Bat,Right arm Fast
9,CR Ervine,Naseem Shah,W Madhevere,0,0,0,22,,11,6,0,-,4.0,1,0,,,,bat,Zimbabwe,1,Perth Stadium,2022,10,Zimbabwe_Pakistan_2022-10-27,Zimbabwe,Zimbabwe,Pakistan,True,130,Left hand Bat,Right hand Bat,Right arm Fast
