,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
0,Liton Das,B Evans,Parvez Hossain Emon,2,0,2,2,154,2,1,0,1,1,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
1,Liton Das,B Evans,Parvez Hossain Emon,0,0,0,2,154,2,2,0,2,1,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
2,Liton Das,B Evans,Parvez Hossain Emon,4,0,4,6,150,6,3,0,3,1,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
3,Liton Das,B Evans,Parvez Hossain Emon,3,0,3,9,147,9,4,0,4,1,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
4,Parvez Hossain Emon,B Evans,Liton Das,0,0,0,9,147,0,1,0,5,1,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
5,Parvez Hossain Emon,B Evans,Liton Das,0,0,0,9,147,0,2,0,6,1,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
6,Liton Das,VM Nyauchi,Parvez Hossain Emon,4,0,4,13,143,13,5,0,1,2,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
7,Liton Das,VM Nyauchi,Parvez Hossain Emon,0,0,0,13,143,13,6,1,2,2,caught and bowled,Liton Das,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
8,Anamul Haque,VM Nyauchi,Parvez Hossain Emon,0,0,0,13,143,0,1,1,3,2,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
9,Anamul Haque,VM Nyauchi,Parvez Hossain Emon,0,0,0,13,143,0,2,1,4,2,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
10,Anamul Haque,VM Nyauchi,Parvez Hossain Emon,4,0,4,17,139,4,3,1,5,2,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
11,Anamul Haque,VM Nyauchi,Parvez Hossain Emon,0,0,0,17,139,4,4,1,6,2,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
12,Parvez Hossain Emon,W Madhevere,Anamul Haque,1,0,1,18,138,1,3,1,1,3,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
13,Anamul Haque,W Madhevere,Parvez Hossain Emon,0,0,0,18,138,4,5,1,2,3,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
14,Anamul Haque,W Madhevere,Parvez Hossain Emon,1,0,1,19,137,5,6,1,3,3,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
15,Parvez Hossain Emon,W Madhevere,Anamul Haque,0,0,0,19,137,1,4,1,4,3,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
16,Parvez Hossain Emon,W Madhevere,Anamul Haque,1,0,1,20,136,2,5,1,5,3,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
17,Anamul Haque,W Madhevere,Parvez Hossain Emon,4,0,4,24,132,9,7,1,6,3,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
18,Parvez Hossain Emon,VM Nyauchi,Anamul Haque,0,0,0,24,132,2,6,2,1,4,caught,Parvez Hossain Emon,M Shumba,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
19,Nazmul Hossain Shanto,VM Nyauchi,Anamul Haque,1,0,1,25,131,1,1,2,2,4,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
20,Anamul Haque,VM Nyauchi,Nazmul Hossain Shanto,0,0,0,25,131,9,8,2,3,4,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
21,Anamul Haque,VM Nyauchi,Nazmul Hossain Shanto,1,0,1,26,130,10,9,2,4,4,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
22,Nazmul Hossain Shanto,VM Nyauchi,Anamul Haque,3,0,3,29,127,4,2,2,5,4,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
23,Anamul Haque,VM Nyauchi,Nazmul Hossain Shanto,0,0,0,29,127,10,10,2,6,4,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
24,Nazmul Hossain Shanto,W Madhevere,Anamul Haque,1,0,1,30,126,5,3,2,1,5,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
25,Anamul Haque,W Madhevere,Nazmul Hossain Shanto,2,0,2,32,124,12,11,2,2,5,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
26,Anamul Haque,W Madhevere,Nazmul Hossain Shanto,2,0,2,34,122,14,12,2,3,5,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
27,Anamul Haque,W Madhevere,Nazmul Hossain Shanto,0,0,0,34,122,14,13,3,4,5,bowled,Anamul Haque,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
28,Mahmudullah,W Madhevere,Nazmul Hossain Shanto,1,0,1,35,121,1,1,3,5,5,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
29,Nazmul Hossain Shanto,W Madhevere,Mahmudullah,1,0,1,36,120,6,4,3,6,5,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
30,Nazmul Hossain Shanto,B Evans,Mahmudullah,1,0,1,37,119,7,5,3,1,6,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
31,Mahmudullah,B Evans,Nazmul Hossain Shanto,0,0,0,37,119,1,2,3,2,6,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
32,Mahmudullah,B Evans,Nazmul Hossain Shanto,0,4,4,41,115,1,3,3,3,6,0,,,legbyes,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
33,Mahmudullah,B Evans,Nazmul Hossain Shanto,1,0,1,42,114,2,4,3,4,6,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
34,Nazmul Hossain Shanto,B Evans,Mahmudullah,2,0,2,44,112,9,6,3,5,6,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
35,Nazmul Hossain Shanto,B Evans,Mahmudullah,0,1,1,45,111,9,7,3,6,6,0,,,legbyes,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
36,Nazmul Hossain Shanto,Sikandar Raza,Mahmudullah,1,0,1,46,110,10,8,3,1,7,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
37,Mahmudullah,Sikandar Raza,Nazmul Hossain Shanto,1,0,1,47,109,3,5,3,2,7,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
38,Nazmul Hossain Shanto,Sikandar Raza,Mahmudullah,0,0,0,47,109,10,9,3,3,7,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
39,Nazmul Hossain Shanto,Sikandar Raza,Mahmudullah,1,0,1,48,108,11,10,3,4,7,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
40,Mahmudullah,Sikandar Raza,Nazmul Hossain Shanto,1,0,1,49,107,4,6,3,5,7,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
41,Nazmul Hossain Shanto,Sikandar Raza,Mahmudullah,0,1,1,50,106,11,11,3,6,7,0,,,legbyes,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
42,Nazmul Hossain Shanto,JK Masara,Mahmudullah,1,0,1,51,105,12,12,3,1,8,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
43,Mahmudullah,JK Masara,Nazmul Hossain Shanto,1,0,1,52,104,5,7,3,2,8,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
44,Nazmul Hossain Shanto,JK Masara,Mahmudullah,1,0,1,53,103,13,13,3,3,8,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
45,Mahmudullah,JK Masara,Nazmul Hossain Shanto,1,0,1,54,102,6,8,3,4,8,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
46,Nazmul Hossain Shanto,JK Masara,Mahmudullah,0,0,0,54,102,13,14,3,5,8,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
47,Nazmul Hossain Shanto,JK Masara,Mahmudullah,1,0,1,55,101,14,15,3,6,8,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
48,Nazmul Hossain Shanto,Sikandar Raza,Mahmudullah,0,0,0,55,101,14,16,3,1,9,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
49,Nazmul Hossain Shanto,Sikandar Raza,Mahmudullah,1,0,1,56,100,15,17,3,2,9,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
50,Mahmudullah,Sikandar Raza,Nazmul Hossain Shanto,1,0,1,57,99,7,9,3,3,9,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
51,Nazmul Hossain Shanto,Sikandar Raza,Mahmudullah,1,0,1,58,98,16,18,3,4,9,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
52,Mahmudullah,Sikandar Raza,Nazmul Hossain Shanto,1,0,1,59,97,8,10,3,5,9,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022,08,Zimbabwe_Bangladesh_2022-08-02,Zimbabwe,Bangladesh,Zimbabwe,146
