,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,Mohammad Mithun,AD Mathews,Soumya Sarkar,0,0,0,0,83,0,1,0,1,0,,,0,-,bat,Bangladesh,1,Shere Bangla National Stadium,2016,02,Bangladesh_Sri Lanka_2016-02-28,Bangladesh,Bangladesh,Sri Lanka,147
1,Mohammad Mithun,AD Mathews,Soumya Sarkar,0,0,0,0,83,0,2,1,2,lbw,Mohammad Mithun,,0,-,bat,Bangladesh,1,Shere Bangla National Stadium,2016,02,Bangladesh_Sri Lanka_2016-02-28,Bangladesh,Bangladesh,Sri Lanka,147
2,Sabbir Rahman,AD Mathews,Soumya Sarkar,0,0,0,0,83,0,1,1,3,0,,,0,-,bat,Bangladesh,1,Shere Bangla National Stadium,2016,02,Bangladesh_Sri Lanka_2016-02-28,Bangladesh,Bangladesh,Sri Lanka,147
3,Sabbir Rahman,AD Mathews,Soumya Sarkar,0,0,0,0,83,0,2,1,4,0,,,0,-,bat,Bangladesh,1,Shere Bangla National Stadium,2016,02,Bangladesh_Sri Lanka_2016-02-28,Bangladesh,Bangladesh,Sri Lanka,147
4,Sabbir Rahman,AD Mathews,Soumya Sarkar,1,0,1,1,82,1,3,1,5,0,,,0,-,bat,Bangladesh,1,Shere Bangla National Stadium,2016,02,Bangladesh_Sri Lanka_2016-02-28,Bangladesh,Bangladesh,Sri Lanka,147
5,Soumya Sarkar,AD Mathews,Sabbir Rahman,0,0,0,1,82,0,1,1,6,0,,,0,-,bat,Bangladesh,1,Shere Bangla National Stadium,2016,02,Bangladesh_Sri Lanka_2016-02-28,Bangladesh,Bangladesh,Sri Lanka,147
6,Sabbir Rahman,KMDN Kulasekara,Soumya Sarkar,1,0,1,2,81,2,4,1,1,0,,,1,-,bat,Bangladesh,1,Shere Bangla National Stadium,2016,02,Bangladesh_Sri Lanka_2016-02-28,Bangladesh,Bangladesh,Sri Lanka,147
7,Soumya Sarkar,KMDN Kulasekara,Sabbir Rahman,0,0,0,2,81,0,2,1,2,0,,,1,-,bat,Bangladesh,1,Shere Bangla National Stadium,2016,02,Bangladesh_Sri Lanka_2016-02-28,Bangladesh,Bangladesh,Sri Lanka,147
8,Soumya Sarkar,KMDN Kulasekara,Sabbir Rahman,0,0,0,2,81,0,3,2,3,caught,Soumya Sarkar,AD Mathews,1,-,bat,Bangladesh,1,Shere Bangla National Stadium,2016,02,Bangladesh_Sri Lanka_2016-02-28,Bangladesh,Bangladesh,Sri Lanka,147
9,Sabbir Rahman,KMDN Kulasekara,Mushfiqur Rahim,0,0,0,2,81,2,5,2,4,0,,,1,-,bat,Bangladesh,1,Shere Bangla National Stadium,2016,02,Bangladesh_Sri Lanka_2016-02-28,Bangladesh,Bangladesh,Sri Lanka,147
10,Sabbir Rahman,KMDN Kulasekara,Mushfiqur Rahim,0,0,0,2,81,2,6,2,5,0,,,1,-,bat,Bangladesh,1,Shere Bangla National Stadium,2016,02,Bangladesh_Sri Lanka_2016-02-28,Bangladesh,Bangladesh,Sri Lanka,147
11,Sabbir Rahman,KMDN Kulasekara,Mushfiqur Rahim,0,0,0,2,81,2,7,2,6,0,,,1,-,bat,Bangladesh,1,Shere Bangla National Stadium,2016,02,Bangladesh_Sri Lanka_2016-02-28,Bangladesh,Bangladesh,Sri Lanka,147
