,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,JM Bairstow,TG Southee,EJG Morgan,1,0,1,1,,1,1,0,-,1.0,0,0,field,England,3,Eden Park,2019,11,New Zealand_England_2019-11-10,tie,England,New Zealand,,17,Right hand Bat,Left hand Bat,Right arm Medium
1,EJG Morgan,TG Southee,JM Bairstow,6,0,6,7,,6,1,0,-,2.0,0,0,field,England,3,Eden Park,2019,11,New Zealand_England_2019-11-10,tie,England,New Zealand,,17,Left hand Bat,Right hand Bat,Right arm Medium
2,EJG Morgan,TG Southee,JM Bairstow,1,0,1,8,,7,2,0,-,3.0,0,0,field,England,3,Eden Park,2019,11,New Zealand_England_2019-11-10,tie,England,New Zealand,,17,Left hand Bat,Right hand Bat,Right arm Medium
3,JM Bairstow,TG Southee,EJG Morgan,6,0,6,14,,7,2,0,-,4.0,0,0,field,England,3,Eden Park,2019,11,New Zealand_England_2019-11-10,tie,England,New Zealand,,17,Right hand Bat,Left hand Bat,Right arm Medium
4,JM Bairstow,TG Southee,EJG Morgan,1,0,1,15,,8,3,0,-,5.0,0,0,field,England,3,Eden Park,2019,11,New Zealand_England_2019-11-10,tie,England,New Zealand,,17,Right hand Bat,Left hand Bat,Right arm Medium
5,EJG Morgan,TG Southee,JM Bairstow,2,0,2,17,,9,3,0,-,6.0,0,0,field,England,3,Eden Park,2019,11,New Zealand_England_2019-11-10,tie,England,New Zealand,,17,Left hand Bat,Right hand Bat,Right arm Medium
