,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
0,WTS Porterfield,AD Mathews,NJ O'Brien,0,0,0,0,0,1,1,1,-,0,,,bat,Sri Lanka,2,Lord's,2009-06-14,Sri Lanka,Ireland,Sri Lanka
1,WTS Porterfield,AD Mathews,NJ O'Brien,0,0,0,0,0,2,2,1,-,0,,,bat,Sri Lanka,2,Lord's,2009-06-14,Sri Lanka,Ireland,Sri Lanka
2,WTS Porterfield,AD Mathews,NJ O'Brien,0,0,0,0,0,3,3,1,-,0,,,bat,Sri Lanka,2,Lord's,2009-06-14,Sri Lanka,Ireland,Sri Lanka
3,WTS Porterfield,AD Mathews,NJ O'Brien,0,0,0,0,0,4,4,1,-,0,,,bat,Sri Lanka,2,Lord's,2009-06-14,Sri Lanka,Ireland,Sri Lanka
4,WTS Porterfield,AD Mathews,NJ O'Brien,4,0,4,4,4,5,5,1,-,0,,,bat,Sri Lanka,2,Lord's,2009-06-14,Sri Lanka,Ireland,Sri Lanka
5,WTS Porterfield,AD Mathews,NJ O'Brien,1,0,1,5,5,6,6,1,-,0,,,bat,Sri Lanka,2,Lord's,2009-06-14,Sri Lanka,Ireland,Sri Lanka
6,WTS Porterfield,KMDN Kulasekara,NJ O'Brien,0,0,0,5,5,7,1,2,-,0,,,bat,Sri Lanka,2,Lord's,2009-06-14,Sri Lanka,Ireland,Sri Lanka
7,WTS Porterfield,KMDN Kulasekara,NJ O'Brien,0,0,0,5,5,8,2,2,-,0,,,bat,Sri Lanka,2,Lord's,2009-06-14,Sri Lanka,Ireland,Sri Lanka
8,WTS Porterfield,KMDN Kulasekara,NJ O'Brien,0,0,0,5,5,9,3,2,-,0,,,bat,Sri Lanka,2,Lord's,2009-06-14,Sri Lanka,Ireland,Sri Lanka
9,WTS Porterfield,KMDN Kulasekara,NJ O'Brien,0,0,0,5,5,10,4,2,-,0,,,bat,Sri Lanka,2,Lord's,2009-06-14,Sri Lanka,Ireland,Sri Lanka
10,WTS Porterfield,KMDN Kulasekara,NJ O'Brien,4,0,4,9,9,11,5,2,-,0,,,bat,Sri Lanka,2,Lord's,2009-06-14,Sri Lanka,Ireland,Sri Lanka
11,WTS Porterfield,KMDN Kulasekara,NJ O'Brien,2,0,2,11,11,12,6,2,-,0,,,bat,Sri Lanka,2,Lord's,2009-06-14,Sri Lanka,Ireland,Sri Lanka
12,NJ O'Brien,AD Mathews,WTS Porterfield,0,0,0,11,0,1,1,3,-,0,,,bat,Sri Lanka,2,Lord's,2009-06-14,Sri Lanka,Ireland,Sri Lanka
13,NJ O'Brien,AD Mathews,WTS Porterfield,0,0,0,11,0,2,2,3,-,0,,,bat,Sri Lanka,2,Lord's,2009-06-14,Sri Lanka,Ireland,Sri Lanka
14,NJ O'Brien,AD Mathews,WTS Porterfield,1,0,1,12,1,3,3,3,-,0,,,bat,Sri Lanka,2,Lord's,2009-06-14,Sri Lanka,Ireland,Sri Lanka
15,WTS Porterfield,AD Mathews,NJ O'Brien,3,0,3,15,14,13,4,3,-,0,,,bat,Sri Lanka,2,Lord's,2009-06-14,Sri Lanka,Ireland,Sri Lanka
16,NJ O'Brien,AD Mathews,WTS Porterfield,0,0,0,15,1,4,5,3,-,0,,,bat,Sri Lanka,2,Lord's,2009-06-14,Sri Lanka,Ireland,Sri Lanka
17,NJ O'Brien,AD Mathews,WTS Porterfield,4,0,4,19,5,5,6,3,-,0,,,bat,Sri Lanka,2,Lord's,2009-06-14,Sri Lanka,Ireland,Sri Lanka
18,WTS Porterfield,KMDN Kulasekara,NJ O'Brien,1,0,1,20,15,14,1,4,-,0,,,bat,Sri Lanka,2,Lord's,2009-06-14,Sri Lanka,Ireland,Sri Lanka
