,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,JJ Roy,JE Taylor,AD Hales,0,0,0,0,176,0,1,1,-,1.0,caught,JJ Roy,E Lewis,0,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
1,JE Root,JE Taylor,AD Hales,0,0,0,0,176,0,1,1,-,2.0,0,,,0,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
2,JE Root,JE Taylor,AD Hales,0,0,0,0,176,0,2,1,-,3.0,0,,,0,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
3,JE Root,JE Taylor,AD Hales,3,0,3,3,173,3,3,1,-,4.0,0,,,0,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
4,AD Hales,JE Taylor,JE Root,2,0,2,5,171,2,1,1,-,5.0,0,,,0,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
5,AD Hales,JE Taylor,JE Root,3,0,3,8,168,5,2,1,-,6.0,0,,,0,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
6,AD Hales,KOK Williams,JE Root,0,0,0,8,168,5,3,1,-,1.0,0,,,1,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
7,AD Hales,KOK Williams,JE Root,4,0,4,12,164,9,4,1,-,2.0,0,,,1,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
8,AD Hales,KOK Williams,JE Root,4,0,4,16,160,13,5,1,-,3.0,0,,,1,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
9,AD Hales,KOK Williams,JE Root,0,0,0,16,160,13,6,1,-,4.0,0,,,1,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
10,AD Hales,KOK Williams,JE Root,4,0,4,20,156,17,7,1,-,5.0,0,,,1,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
11,AD Hales,KOK Williams,JE Root,4,0,4,24,152,21,8,1,-,6.0,0,,,1,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
12,JE Root,JE Taylor,AD Hales,4,0,4,28,148,7,4,1,-,1.0,0,,,2,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
13,JE Root,JE Taylor,AD Hales,1,0,1,29,147,8,5,1,-,2.0,0,,,2,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
14,AD Hales,JE Taylor,JE Root,4,0,4,33,143,25,9,1,-,3.0,0,,,2,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
15,AD Hales,JE Taylor,JE Root,0,0,0,33,143,25,10,1,-,4.0,0,,,2,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
16,AD Hales,JE Taylor,JE Root,4,0,4,37,139,29,11,1,-,5.0,0,,,2,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
17,AD Hales,JE Taylor,JE Root,6,0,6,43,133,35,12,1,-,6.0,0,,,2,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
18,JE Root,CR Brathwaite,AD Hales,0,0,0,43,133,8,6,1,-,1.0,0,,,3,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
19,JE Root,CR Brathwaite,AD Hales,2,0,2,45,131,10,7,1,-,2.0,0,,,3,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
20,JE Root,CR Brathwaite,AD Hales,0,0,0,45,131,10,8,1,-,3.0,0,,,3,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
21,JE Root,CR Brathwaite,AD Hales,0,1,1,46,130,10,9,1,legbyes,4.0,0,,,3,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
22,AD Hales,CR Brathwaite,JE Root,0,0,0,46,130,35,13,1,-,5.0,0,,,3,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
23,AD Hales,CR Brathwaite,JE Root,4,0,4,50,126,39,14,1,-,6.0,0,,,3,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
24,JE Root,SP Narine,AD Hales,0,0,0,50,126,10,10,1,-,1.0,0,,,4,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
25,JE Root,SP Narine,AD Hales,0,0,0,50,126,10,11,1,-,2.0,0,,,4,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
26,JE Root,SP Narine,AD Hales,0,0,0,50,126,10,12,1,-,3.0,0,,,4,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
27,JE Root,SP Narine,AD Hales,1,0,1,51,125,11,13,1,-,4.0,0,,,4,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
28,AD Hales,SP Narine,JE Root,0,0,0,51,125,39,15,1,-,5.0,0,,,4,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
29,AD Hales,SP Narine,JE Root,4,0,4,55,121,43,16,1,-,6.0,0,,,4,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
30,JE Root,CR Brathwaite,AD Hales,0,4,4,59,117,11,14,1,legbyes,1.0,0,,,5,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
31,JE Root,CR Brathwaite,AD Hales,4,0,4,63,113,15,15,1,-,2.0,0,,,5,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
32,JE Root,CR Brathwaite,AD Hales,0,0,0,63,113,15,16,1,-,3.0,0,,,5,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
33,JE Root,CR Brathwaite,AD Hales,1,0,1,64,112,16,17,1,-,4.0,0,,,5,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
34,AD Hales,CR Brathwaite,JE Root,0,0,0,64,112,43,17,2,-,5.0,bowled,AD Hales,,5,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
35,EJG Morgan,CR Brathwaite,JE Root,0,0,0,64,112,0,1,2,-,6.0,0,,,5,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
36,JE Root,AR Nurse,EJG Morgan,1,0,1,65,111,17,18,2,-,1.0,0,,,6,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
37,EJG Morgan,AR Nurse,JE Root,1,0,1,66,110,1,2,2,-,2.0,0,,,6,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
38,JE Root,AR Nurse,EJG Morgan,0,0,0,66,110,17,19,3,-,3.0,caught,JE Root,CR Brathwaite,6,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
39,JC Buttler,AR Nurse,EJG Morgan,0,0,0,66,110,0,1,3,-,4.0,0,,,6,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
40,JC Buttler,AR Nurse,EJG Morgan,1,0,1,67,109,1,2,3,-,5.0,0,,,6,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
41,EJG Morgan,AR Nurse,JC Buttler,1,0,1,68,108,2,3,3,-,6.0,0,,,6,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
42,EJG Morgan,SP Narine,JC Buttler,0,0,0,68,108,2,4,3,-,1.0,0,,,7,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
43,EJG Morgan,SP Narine,JC Buttler,0,0,0,68,108,2,5,3,-,2.0,0,,,7,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
44,EJG Morgan,SP Narine,JC Buttler,0,0,0,68,108,2,6,3,-,3.0,0,,,7,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
45,EJG Morgan,SP Narine,JC Buttler,0,0,0,68,108,2,7,4,-,4.0,caught,EJG Morgan,E Lewis,7,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
46,JM Bairstow,SP Narine,JC Buttler,1,0,1,69,107,1,1,4,-,5.0,0,,,7,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
47,JC Buttler,SP Narine,JM Bairstow,0,0,0,69,107,1,3,4,-,6.0,0,,,7,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
48,JM Bairstow,AR Nurse,JC Buttler,0,0,0,69,107,1,2,4,-,1.0,0,,,8,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
49,JM Bairstow,AR Nurse,JC Buttler,1,0,1,70,106,2,3,4,-,2.0,0,,,8,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
50,JC Buttler,AR Nurse,JM Bairstow,0,0,0,70,106,1,4,4,-,3.0,0,,,8,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
51,JC Buttler,AR Nurse,JM Bairstow,2,0,2,72,104,3,5,4,-,4.0,0,,,8,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
52,JC Buttler,AR Nurse,JM Bairstow,4,0,4,76,100,7,6,4,-,5.0,0,,,8,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
53,JC Buttler,AR Nurse,JM Bairstow,1,0,1,77,99,8,7,4,-,6.0,0,,,8,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
54,JC Buttler,SP Narine,JM Bairstow,2,0,2,79,97,10,8,4,-,1.0,0,,,9,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
55,JC Buttler,SP Narine,JM Bairstow,0,0,0,79,97,10,9,4,-,2.0,0,,,9,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
56,JC Buttler,SP Narine,JM Bairstow,1,0,1,80,96,11,10,4,-,3.0,0,,,9,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
57,JM Bairstow,SP Narine,JC Buttler,1,0,1,81,95,3,4,4,-,4.0,0,,,9,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
58,JC Buttler,SP Narine,JM Bairstow,1,0,1,82,94,12,11,4,-,5.0,0,,,9,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
59,JM Bairstow,SP Narine,JC Buttler,1,0,1,83,93,4,5,4,-,6.0,0,,,9,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
60,JM Bairstow,AR Nurse,JC Buttler,0,0,0,83,93,4,6,4,-,1.0,0,,,10,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
61,JM Bairstow,AR Nurse,JC Buttler,4,0,4,87,89,8,7,4,-,2.0,0,,,10,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
62,JM Bairstow,AR Nurse,JC Buttler,0,1,1,88,88,8,8,4,wides,2.0,0,,,10,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
63,JM Bairstow,AR Nurse,JC Buttler,1,0,1,89,87,9,9,4,-,3.0,0,,,10,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
64,JC Buttler,AR Nurse,JM Bairstow,2,0,2,91,85,14,12,4,-,4.0,0,,,10,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
65,JC Buttler,AR Nurse,JM Bairstow,2,0,2,93,83,16,13,4,-,5.0,0,,,10,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
66,JC Buttler,AR Nurse,JM Bairstow,1,0,1,94,82,17,14,4,-,6.0,0,,,10,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
67,JC Buttler,KA Pollard,JM Bairstow,2,0,2,96,80,19,15,4,-,1.0,0,,,11,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
68,JC Buttler,KA Pollard,JM Bairstow,0,0,0,96,80,19,16,4,-,2.0,0,,,11,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
69,JC Buttler,KA Pollard,JM Bairstow,0,0,0,96,80,19,17,4,-,3.0,0,,,11,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
70,JC Buttler,KA Pollard,JM Bairstow,4,0,4,100,76,23,18,4,-,4.0,0,,,11,field,England,2,Riverside Ground,2017,09,West Indies_England_2017-09-16,West Indies,England,West Indies,False,155
