,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,BB McCullum,KMDN Kulasekara,JD Ryder,0,0,0,0,,0,1,0,-,1.0,0,0,,,bat,New Zealand,1,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,New Zealand,Sri Lanka,True,141,Right hand Bat,Left hand Bat,Right arm Fast
1,BB McCullum,KMDN Kulasekara,JD Ryder,1,0,1,1,,1,2,0,-,2.0,0,0,,,bat,New Zealand,1,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,New Zealand,Sri Lanka,True,141,Right hand Bat,Left hand Bat,Right arm Fast
2,JD Ryder,KMDN Kulasekara,BB McCullum,1,0,1,2,,1,1,0,-,3.0,0,0,,,bat,New Zealand,1,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,New Zealand,Sri Lanka,True,141,Left hand Bat,Right hand Bat,Right arm Fast
3,BB McCullum,KMDN Kulasekara,JD Ryder,0,0,0,2,,1,3,0,-,4.0,0,0,,,bat,New Zealand,1,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,New Zealand,Sri Lanka,True,141,Right hand Bat,Left hand Bat,Right arm Fast
4,BB McCullum,KMDN Kulasekara,JD Ryder,2,0,2,4,,3,4,0,-,5.0,0,0,,,bat,New Zealand,1,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,New Zealand,Sri Lanka,True,141,Right hand Bat,Left hand Bat,Right arm Fast
5,BB McCullum,KMDN Kulasekara,JD Ryder,0,0,0,4,,3,5,0,-,6.0,0,0,,,bat,New Zealand,1,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,New Zealand,Sri Lanka,True,141,Right hand Bat,Left hand Bat,Right arm Fast
6,JD Ryder,SL Malinga,BB McCullum,1,0,1,5,,2,2,0,-,1.0,1,0,,,bat,New Zealand,1,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,New Zealand,Sri Lanka,True,141,Left hand Bat,Right hand Bat,Right arm Fast
7,BB McCullum,SL Malinga,JD Ryder,0,0,0,5,,3,6,0,-,2.0,1,0,,,bat,New Zealand,1,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,New Zealand,Sri Lanka,True,141,Right hand Bat,Left hand Bat,Right arm Fast
8,BB McCullum,SL Malinga,JD Ryder,6,0,6,11,,9,7,0,-,3.0,1,0,,,bat,New Zealand,1,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,New Zealand,Sri Lanka,True,141,Right hand Bat,Left hand Bat,Right arm Fast
9,BB McCullum,SL Malinga,JD Ryder,0,1,1,12,,9,8,0,legbyes,4.0,1,0,,,bat,New Zealand,1,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,New Zealand,Sri Lanka,True,141,Right hand Bat,Left hand Bat,Right arm Fast
10,JD Ryder,SL Malinga,BB McCullum,0,1,1,13,,2,2,0,wides,4.0,1,0,,,bat,New Zealand,1,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,New Zealand,Sri Lanka,True,141,Left hand Bat,Right hand Bat,Right arm Fast
11,JD Ryder,SL Malinga,BB McCullum,1,0,1,14,,3,3,0,-,5.0,1,0,,,bat,New Zealand,1,R Premadasa Stadium,2009,09,Sri Lanka_New Zealand_2009-09-02,New Zealand,New Zealand,Sri Lanka,True,141,Left hand Bat,Right hand Bat,Right arm Fast
