,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
16,JJ Roy,MJ Swepson,JC Buttler,1,0,1,27,91,20,11,0,5,3,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
17,JC Buttler,MJ Swepson,JJ Roy,6,0,6,33,85,13,7,0,6,3,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
18,JJ Roy,KW Richardson,JC Buttler,4,0,4,37,81,24,12,0,1,4,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
19,JJ Roy,KW Richardson,JC Buttler,1,0,1,38,80,25,13,0,2,4,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
20,JC Buttler,KW Richardson,JJ Roy,6,0,6,44,74,19,8,0,3,4,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
21,JC Buttler,KW Richardson,JJ Roy,4,0,4,48,70,23,9,0,4,4,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
22,JC Buttler,KW Richardson,JJ Roy,4,0,4,52,66,27,10,0,5,4,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
23,JC Buttler,KW Richardson,JJ Roy,4,0,4,56,62,31,11,0,6,4,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
24,JJ Roy,AJ Tye,JC Buttler,0,0,0,56,62,25,14,0,1,5,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
25,JJ Roy,AJ Tye,JC Buttler,1,0,1,57,61,26,15,0,2,5,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
26,JC Buttler,AJ Tye,JJ Roy,1,0,1,58,60,32,12,0,3,5,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
27,JJ Roy,AJ Tye,JC Buttler,1,0,1,59,59,27,16,0,4,5,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
28,JC Buttler,AJ Tye,JJ Roy,0,0,0,59,59,32,13,0,5,5,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
29,JC Buttler,AJ Tye,JJ Roy,0,0,0,59,59,32,14,0,6,5,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
30,JJ Roy,AC Agar,JC Buttler,1,0,1,60,58,28,17,0,1,6,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
31,JC Buttler,AC Agar,JJ Roy,4,0,4,64,54,36,15,0,2,6,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
32,JC Buttler,AC Agar,JJ Roy,6,0,6,70,48,42,16,0,3,6,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
33,JC Buttler,AC Agar,JJ Roy,0,0,0,70,48,42,17,0,4,6,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
34,JC Buttler,AC Agar,JJ Roy,0,0,0,70,48,42,18,0,5,6,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
35,JC Buttler,AC Agar,JJ Roy,0,0,0,70,48,42,19,0,6,6,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
36,JJ Roy,B Stanlake,JC Buttler,2,0,2,72,46,30,18,0,1,7,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
37,JJ Roy,B Stanlake,JC Buttler,1,0,1,73,45,31,19,0,2,7,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
38,JC Buttler,B Stanlake,JJ Roy,0,0,0,73,45,42,20,0,3,7,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
39,JC Buttler,B Stanlake,JJ Roy,6,0,6,79,39,48,21,0,4,7,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
40,JC Buttler,B Stanlake,JJ Roy,4,0,4,83,35,52,22,0,5,7,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
41,JC Buttler,B Stanlake,JJ Roy,0,0,0,83,35,52,23,0,6,7,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
42,JJ Roy,AC Agar,JC Buttler,1,0,1,84,34,32,20,0,1,8,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
43,JC Buttler,AC Agar,JJ Roy,1,0,1,85,33,53,24,0,2,8,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
44,JJ Roy,AC Agar,JC Buttler,1,0,1,86,32,33,21,0,3,8,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
45,JC Buttler,AC Agar,JJ Roy,6,0,6,92,26,59,25,0,4,8,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
46,JC Buttler,AC Agar,JJ Roy,0,0,0,92,26,59,26,0,5,8,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
47,JC Buttler,AC Agar,JJ Roy,0,0,0,92,26,59,27,0,6,8,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
48,JJ Roy,MJ Swepson,JC Buttler,0,0,0,92,26,33,22,0,1,9,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
49,JJ Roy,MJ Swepson,JC Buttler,1,0,1,93,25,34,23,0,2,9,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
50,JC Buttler,MJ Swepson,JJ Roy,0,0,0,93,25,59,28,0,3,9,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
51,JC Buttler,MJ Swepson,JJ Roy,2,0,2,95,23,61,29,0,4,9,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
52,JC Buttler,MJ Swepson,JJ Roy,0,0,0,95,23,61,30,1,5,9,-,caught,JC Buttler,DJM Short,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
53,EJG Morgan,MJ Swepson,JJ Roy,0,1,1,96,22,0,1,1,6,9,wides,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
54,EJG Morgan,MJ Swepson,JJ Roy,2,0,2,98,20,2,2,1,7,9,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
55,JJ Roy,B Stanlake,EJG Morgan,4,0,4,102,16,38,24,1,1,10,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
56,JJ Roy,B Stanlake,EJG Morgan,6,0,6,108,10,44,25,1,2,10,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
57,JJ Roy,B Stanlake,EJG Morgan,0,0,0,108,10,44,26,2,3,10,-,caught,JJ Roy,AJ Finch,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
58,EJG Morgan,B Stanlake,AD Hales,1,0,1,109,9,3,3,2,4,10,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
59,AD Hales,B Stanlake,EJG Morgan,1,0,1,110,8,1,1,2,5,10,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
60,EJG Morgan,B Stanlake,AD Hales,6,0,6,116,2,9,4,2,6,10,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
61,AD Hales,KW Richardson,EJG Morgan,4,0,4,120,-2,5,2,2,1,11,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
62,AD Hales,KW Richardson,EJG Morgan,2,0,2,122,-4,7,3,2,2,11,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
63,AD Hales,KW Richardson,EJG Morgan,1,0,1,123,-5,8,4,2,3,11,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
64,EJG Morgan,KW Richardson,AD Hales,4,0,4,127,-9,13,5,2,4,11,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
65,EJG Morgan,KW Richardson,AD Hales,0,0,0,127,-9,13,6,2,5,11,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
66,EJG Morgan,KW Richardson,AD Hales,1,0,1,128,-10,14,7,2,6,11,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
67,EJG Morgan,MJ Swepson,AD Hales,1,0,1,129,-11,15,8,2,1,12,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
68,AD Hales,MJ Swepson,EJG Morgan,2,0,2,131,-13,10,5,2,2,12,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
69,AD Hales,MJ Swepson,EJG Morgan,1,0,1,132,-14,11,6,2,3,12,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
70,EJG Morgan,MJ Swepson,AD Hales,0,0,0,132,-14,15,9,3,4,12,-,caught,EJG Morgan,AJ Tye,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
71,AD Hales,MJ Swepson,JE Root,1,0,1,133,-15,12,7,3,5,12,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
72,JE Root,MJ Swepson,AD Hales,1,0,1,134,-16,1,1,3,6,12,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
73,JE Root,AC Agar,AD Hales,1,0,1,135,-17,2,2,3,1,13,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
74,AD Hales,AC Agar,JE Root,6,0,6,141,-23,18,8,3,2,13,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
75,AD Hales,AC Agar,JE Root,1,0,1,142,-24,19,9,3,3,13,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
76,JE Root,AC Agar,AD Hales,1,0,1,143,-25,3,3,3,4,13,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
77,AD Hales,AC Agar,JE Root,1,0,1,144,-26,20,10,3,5,13,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
78,JE Root,AC Agar,AD Hales,0,0,0,144,-26,3,4,3,6,13,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
79,AD Hales,AJ Tye,JE Root,4,0,4,148,-30,24,11,3,1,14,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
80,AD Hales,AJ Tye,JE Root,1,0,1,149,-31,25,12,3,2,14,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
81,JE Root,AJ Tye,AD Hales,2,0,2,151,-33,5,5,3,3,14,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
82,JE Root,AJ Tye,AD Hales,2,0,2,153,-35,7,6,3,4,14,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
83,JE Root,AJ Tye,AD Hales,0,0,0,153,-35,7,7,3,5,14,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
84,JE Root,AJ Tye,AD Hales,1,0,1,154,-36,8,8,3,6,14,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
85,JE Root,MJ Swepson,AD Hales,1,0,1,155,-37,9,9,3,1,15,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
86,AD Hales,MJ Swepson,JE Root,1,0,1,156,-38,26,13,3,2,15,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
87,JE Root,MJ Swepson,AD Hales,0,0,0,156,-38,9,10,3,3,15,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
88,JE Root,MJ Swepson,AD Hales,2,0,2,158,-40,11,11,3,4,15,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
89,JE Root,MJ Swepson,AD Hales,4,0,4,162,-44,15,12,3,5,15,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
90,JE Root,MJ Swepson,AD Hales,1,0,1,163,-45,16,13,3,6,15,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
91,JE Root,KW Richardson,AD Hales,4,0,4,167,-49,20,14,3,1,16,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
92,JE Root,KW Richardson,AD Hales,0,1,1,168,-50,20,15,3,2,16,wides,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
93,JE Root,KW Richardson,AD Hales,4,0,4,172,-54,24,16,3,3,16,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
94,JE Root,KW Richardson,AD Hales,1,0,1,173,-55,25,17,3,4,16,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
95,AD Hales,KW Richardson,JE Root,4,0,4,177,-59,30,14,3,5,16,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
96,AD Hales,KW Richardson,JE Root,0,0,0,177,-59,30,15,3,6,16,-,0,,,"{'by': 'Australia', 'batter': 'AD Hales', 'decision': 'struck down'}",field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
97,AD Hales,KW Richardson,JE Root,1,0,1,178,-60,31,16,3,7,16,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
98,AD Hales,AJ Tye,JE Root,4,0,4,182,-64,35,17,3,1,17,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
99,AD Hales,AJ Tye,JE Root,1,0,1,183,-65,36,18,3,2,17,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
100,JE Root,AJ Tye,AD Hales,1,0,1,184,-66,26,18,3,3,17,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
101,AD Hales,AJ Tye,JE Root,6,0,6,190,-72,42,19,3,4,17,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
102,AD Hales,AJ Tye,JE Root,1,0,1,191,-73,43,20,3,5,17,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
103,JE Root,AJ Tye,AD Hales,4,0,4,195,-77,30,19,3,6,17,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
104,AD Hales,KW Richardson,JE Root,1,0,1,196,-78,44,21,3,1,18,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
105,JE Root,KW Richardson,AD Hales,1,0,1,197,-79,31,20,3,2,18,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
106,AD Hales,KW Richardson,JE Root,4,0,4,201,-83,48,22,3,3,18,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
107,AD Hales,KW Richardson,JE Root,1,0,1,202,-84,49,23,3,4,18,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
108,JE Root,KW Richardson,AD Hales,2,0,2,204,-86,33,21,3,5,18,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
109,JE Root,KW Richardson,AD Hales,0,0,0,204,-86,33,22,3,6,18,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
110,AD Hales,MP Stoinis,JE Root,0,0,0,204,-86,49,24,4,1,19,-,caught and bowled,AD Hales,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
111,JM Bairstow,MP Stoinis,JE Root,6,0,6,210,-92,6,1,4,2,19,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
112,JM Bairstow,MP Stoinis,JE Root,1,0,1,211,-93,7,2,4,3,19,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
113,JE Root,MP Stoinis,JM Bairstow,0,0,0,211,-93,33,23,4,4,19,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
114,JE Root,MP Stoinis,JM Bairstow,1,0,1,212,-94,34,24,4,5,19,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
115,JM Bairstow,MP Stoinis,JE Root,1,0,1,213,-95,8,3,4,6,19,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
116,JM Bairstow,AJ Tye,JE Root,0,0,0,213,-95,8,4,4,1,20,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
117,JM Bairstow,AJ Tye,JE Root,0,0,0,213,-95,8,5,4,2,20,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
118,JM Bairstow,AJ Tye,JE Root,0,1,1,214,-96,8,6,4,3,20,legbyes,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
119,JE Root,AJ Tye,JM Bairstow,1,0,1,215,-97,35,25,4,4,20,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
120,JM Bairstow,AJ Tye,JE Root,0,0,0,215,-97,8,7,5,5,20,-,run out,JE Root,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
121,JM Bairstow,AJ Tye,MM Ali,6,0,6,221,-103,14,8,5,6,20,-,0,,,,field,Australia,1,Edgbaston,2018,06,England_Australia_2018-06-27,England,England,Australia
