,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,H Masakadza,KD Mills,S Matsikenyeri,0,0,0,0,,0,1,0,-,1.0,0,0,,,bat,Zimbabwe,1,Seddon Park,2012,02,New Zealand_Zimbabwe_2012-02-14,New Zealand,Zimbabwe,New Zealand,False,200,Right hand Bat,Right hand Bat,Right arm Fast
1,H Masakadza,KD Mills,S Matsikenyeri,2,0,2,2,,2,2,0,-,2.0,0,0,,,bat,Zimbabwe,1,Seddon Park,2012,02,New Zealand_Zimbabwe_2012-02-14,New Zealand,Zimbabwe,New Zealand,False,200,Right hand Bat,Right hand Bat,Right arm Fast
2,H Masakadza,KD Mills,S Matsikenyeri,4,0,4,6,,6,3,0,-,3.0,0,0,,,bat,Zimbabwe,1,Seddon Park,2012,02,New Zealand_Zimbabwe_2012-02-14,New Zealand,Zimbabwe,New Zealand,False,200,Right hand Bat,Right hand Bat,Right arm Fast
3,H Masakadza,KD Mills,S Matsikenyeri,0,0,0,6,,6,4,0,-,4.0,0,0,,,bat,Zimbabwe,1,Seddon Park,2012,02,New Zealand_Zimbabwe_2012-02-14,New Zealand,Zimbabwe,New Zealand,False,200,Right hand Bat,Right hand Bat,Right arm Fast
4,H Masakadza,KD Mills,S Matsikenyeri,1,0,1,7,,7,5,0,-,5.0,0,0,,,bat,Zimbabwe,1,Seddon Park,2012,02,New Zealand_Zimbabwe_2012-02-14,New Zealand,Zimbabwe,New Zealand,False,200,Right hand Bat,Right hand Bat,Right arm Fast
5,S Matsikenyeri,KD Mills,H Masakadza,0,0,0,7,,0,1,0,-,6.0,0,0,,,bat,Zimbabwe,1,Seddon Park,2012,02,New Zealand_Zimbabwe_2012-02-14,New Zealand,Zimbabwe,New Zealand,False,200,Right hand Bat,Right hand Bat,Right arm Fast
6,H Masakadza,MD Bates,S Matsikenyeri,0,0,0,7,,7,6,0,-,1.0,1,0,,,bat,Zimbabwe,1,Seddon Park,2012,02,New Zealand_Zimbabwe_2012-02-14,New Zealand,Zimbabwe,New Zealand,False,200,Right hand Bat,Right hand Bat,Left arm Medium
7,H Masakadza,MD Bates,S Matsikenyeri,0,0,0,7,,7,7,0,-,2.0,1,0,,,bat,Zimbabwe,1,Seddon Park,2012,02,New Zealand_Zimbabwe_2012-02-14,New Zealand,Zimbabwe,New Zealand,False,200,Right hand Bat,Right hand Bat,Left arm Medium
8,H Masakadza,MD Bates,S Matsikenyeri,1,0,1,8,,8,8,0,-,3.0,1,0,,,bat,Zimbabwe,1,Seddon Park,2012,02,New Zealand_Zimbabwe_2012-02-14,New Zealand,Zimbabwe,New Zealand,False,200,Right hand Bat,Right hand Bat,Left arm Medium
9,S Matsikenyeri,MD Bates,H Masakadza,0,0,0,8,,0,2,0,-,4.0,1,0,,,bat,Zimbabwe,1,Seddon Park,2012,02,New Zealand_Zimbabwe_2012-02-14,New Zealand,Zimbabwe,New Zealand,False,200,Right hand Bat,Right hand Bat,Left arm Medium
