,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
24,MJ Guptill,Rumman Raees,TC Bruce,1,0,1,30,171,22,21,2,5,-,4,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
25,TC Bruce,Rumman Raees,MJ Guptill,0,0,0,30,171,1,2,2,6,-,4,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
26,MJ Guptill,Faheem Ashraf,TC Bruce,0,1,1,31,170,22,22,2,1,wides,5,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
27,MJ Guptill,Faheem Ashraf,TC Bruce,1,0,1,32,169,23,23,2,2,-,5,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
28,TC Bruce,Faheem Ashraf,MJ Guptill,4,0,4,36,165,5,3,2,3,-,5,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
29,TC Bruce,Faheem Ashraf,MJ Guptill,6,0,6,42,159,11,4,2,4,-,5,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
30,TC Bruce,Faheem Ashraf,MJ Guptill,0,0,0,42,159,11,5,2,5,-,5,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
31,TC Bruce,Faheem Ashraf,MJ Guptill,0,0,0,42,159,11,6,2,6,-,5,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
32,TC Bruce,Faheem Ashraf,MJ Guptill,0,4,4,46,155,11,7,2,7,byes,5,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
33,MJ Guptill,Hasan Ali,TC Bruce,0,0,0,46,155,23,24,2,1,-,6,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
34,MJ Guptill,Hasan Ali,TC Bruce,0,0,0,46,155,23,25,2,2,-,6,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
35,MJ Guptill,Hasan Ali,TC Bruce,1,0,1,47,154,24,26,2,3,-,6,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
36,TC Bruce,Hasan Ali,MJ Guptill,0,0,0,47,154,11,8,3,4,-,6,run out,TC Bruce,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
37,MJ Guptill,Hasan Ali,GD Phillips,1,0,1,48,153,25,27,3,5,-,6,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
38,GD Phillips,Hasan Ali,MJ Guptill,1,0,1,49,152,1,1,3,6,-,6,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
39,GD Phillips,Shadab Khan,MJ Guptill,0,0,0,49,152,1,2,3,1,-,7,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
40,GD Phillips,Shadab Khan,MJ Guptill,1,0,1,50,151,2,3,3,2,-,7,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
41,MJ Guptill,Shadab Khan,GD Phillips,1,0,1,51,150,26,28,3,3,-,7,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
42,GD Phillips,Shadab Khan,MJ Guptill,1,0,1,52,149,3,4,3,4,-,7,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
43,MJ Guptill,Shadab Khan,GD Phillips,0,0,0,52,149,26,29,4,5,-,7,caught,MJ Guptill,Umar Amin,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
44,C de Grandhomme,Shadab Khan,GD Phillips,4,0,4,56,145,4,1,4,6,-,7,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
45,GD Phillips,Faheem Ashraf,C de Grandhomme,0,0,0,56,145,3,5,4,1,-,8,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
46,GD Phillips,Faheem Ashraf,C de Grandhomme,0,0,0,56,145,3,6,4,2,-,8,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
47,GD Phillips,Faheem Ashraf,C de Grandhomme,2,0,2,58,143,5,7,4,3,-,8,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
48,GD Phillips,Faheem Ashraf,C de Grandhomme,0,0,0,58,143,5,8,4,4,-,8,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
49,GD Phillips,Faheem Ashraf,C de Grandhomme,0,0,0,58,143,5,9,5,5,-,8,caught,GD Phillips,Haris Sohail,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
50,MJ Santner,Faheem Ashraf,C de Grandhomme,0,0,0,58,143,0,1,5,6,-,8,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
51,C de Grandhomme,Shadab Khan,MJ Santner,6,0,6,64,137,10,2,5,1,-,9,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
52,C de Grandhomme,Shadab Khan,MJ Santner,0,0,0,64,137,10,3,6,2,-,9,stumped,C de Grandhomme,Sarfraz Ahmed,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
53,BM Wheeler,Shadab Khan,MJ Santner,1,0,1,65,136,1,1,6,3,-,9,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
54,MJ Santner,Shadab Khan,BM Wheeler,0,0,0,65,136,0,2,6,4,-,9,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
55,MJ Santner,Shadab Khan,BM Wheeler,0,0,0,65,136,0,3,6,5,-,9,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
56,MJ Santner,Shadab Khan,BM Wheeler,1,0,1,66,135,1,4,6,6,-,9,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
57,MJ Santner,Faheem Ashraf,BM Wheeler,0,0,0,66,135,1,5,6,1,-,10,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
58,MJ Santner,Faheem Ashraf,BM Wheeler,2,0,2,68,133,3,6,6,2,-,10,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
59,MJ Santner,Faheem Ashraf,BM Wheeler,1,0,1,69,132,4,7,6,3,-,10,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
60,BM Wheeler,Faheem Ashraf,MJ Santner,4,0,4,73,128,5,2,6,4,-,10,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
61,BM Wheeler,Faheem Ashraf,MJ Santner,0,0,0,73,128,5,3,6,5,-,10,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
62,BM Wheeler,Faheem Ashraf,MJ Santner,1,0,1,74,127,6,4,6,6,-,10,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
63,BM Wheeler,Shadab Khan,MJ Santner,1,0,1,75,126,7,5,6,1,-,11,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
64,MJ Santner,Shadab Khan,BM Wheeler,3,0,3,78,123,7,8,6,2,-,11,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
65,BM Wheeler,Shadab Khan,MJ Santner,0,0,0,78,123,7,6,6,3,-,11,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
66,BM Wheeler,Shadab Khan,MJ Santner,0,0,0,78,123,7,7,6,4,-,11,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
67,BM Wheeler,Shadab Khan,MJ Santner,1,0,1,79,122,8,8,6,5,-,11,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
68,MJ Santner,Shadab Khan,BM Wheeler,1,0,1,80,121,8,9,6,6,-,11,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
69,MJ Santner,Hasan Ali,BM Wheeler,0,0,0,80,121,8,10,6,1,-,12,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
70,MJ Santner,Hasan Ali,BM Wheeler,4,0,4,84,117,12,11,6,2,-,12,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
71,MJ Santner,Hasan Ali,BM Wheeler,1,0,1,85,116,13,12,6,3,-,12,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
72,BM Wheeler,Hasan Ali,MJ Santner,1,0,1,86,115,9,9,6,4,-,12,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
73,MJ Santner,Hasan Ali,BM Wheeler,2,0,2,88,113,15,13,6,5,-,12,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
74,MJ Santner,Hasan Ali,BM Wheeler,0,0,0,88,113,15,14,6,6,-,12,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
75,BM Wheeler,Shadab Khan,MJ Santner,0,1,1,89,112,9,10,6,1,wides,13,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
76,BM Wheeler,Shadab Khan,MJ Santner,0,1,1,90,111,9,11,6,2,wides,13,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
77,BM Wheeler,Shadab Khan,MJ Santner,1,0,1,91,110,10,12,6,3,-,13,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
78,MJ Santner,Shadab Khan,BM Wheeler,4,0,4,95,106,19,15,6,4,-,13,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
79,MJ Santner,Shadab Khan,BM Wheeler,1,0,1,96,105,20,16,6,5,-,13,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
80,BM Wheeler,Shadab Khan,MJ Santner,6,0,6,102,99,16,13,6,6,-,13,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
81,BM Wheeler,Shadab Khan,MJ Santner,1,0,1,103,98,17,14,6,7,-,13,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
82,MJ Santner,Shadab Khan,BM Wheeler,1,0,1,104,97,21,17,6,8,-,13,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
83,MJ Santner,Mohammad Amir,BM Wheeler,1,0,1,105,96,22,18,6,1,-,14,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
84,BM Wheeler,Mohammad Amir,MJ Santner,6,0,6,111,90,23,15,6,2,-,14,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
85,BM Wheeler,Mohammad Amir,MJ Santner,2,0,2,113,88,25,16,6,3,-,14,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
86,BM Wheeler,Mohammad Amir,MJ Santner,0,0,0,113,88,25,17,6,4,-,14,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
87,BM Wheeler,Mohammad Amir,MJ Santner,0,0,0,113,88,25,18,6,5,-,14,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
88,BM Wheeler,Mohammad Amir,MJ Santner,1,0,1,114,87,26,19,6,6,-,14,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
89,BM Wheeler,Hasan Ali,MJ Santner,0,0,0,114,87,26,20,6,1,-,15,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
90,BM Wheeler,Hasan Ali,MJ Santner,4,0,4,118,83,30,21,6,2,-,15,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
91,BM Wheeler,Hasan Ali,MJ Santner,0,0,0,118,83,30,22,7,3,-,15,bowled,BM Wheeler,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
92,IS Sodhi,Hasan Ali,MJ Santner,0,4,4,122,79,0,1,7,4,legbyes,15,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
93,IS Sodhi,Hasan Ali,MJ Santner,1,0,1,123,78,1,2,7,5,-,15,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
94,MJ Santner,Hasan Ali,IS Sodhi,1,0,1,124,77,23,19,7,6,-,15,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
95,MJ Santner,Rumman Raees,IS Sodhi,4,0,4,128,73,27,20,7,1,-,16,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
96,MJ Santner,Rumman Raees,IS Sodhi,1,0,1,129,72,28,21,7,2,-,16,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
97,IS Sodhi,Rumman Raees,MJ Santner,0,0,0,129,72,1,3,7,3,-,16,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
98,IS Sodhi,Rumman Raees,MJ Santner,1,0,1,130,71,2,4,7,4,-,16,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
99,MJ Santner,Rumman Raees,IS Sodhi,4,0,4,134,67,32,22,7,5,-,16,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
100,MJ Santner,Rumman Raees,IS Sodhi,1,0,1,135,66,33,23,7,6,-,16,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
101,MJ Santner,Hasan Ali,IS Sodhi,1,0,1,136,65,34,24,7,1,-,17,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
102,IS Sodhi,Hasan Ali,MJ Santner,1,0,1,137,64,3,5,7,2,-,17,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
103,MJ Santner,Hasan Ali,IS Sodhi,1,0,1,138,63,35,25,7,3,-,17,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
104,IS Sodhi,Hasan Ali,MJ Santner,6,0,6,144,57,9,6,7,4,-,17,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
105,IS Sodhi,Hasan Ali,MJ Santner,0,0,0,144,57,9,7,7,5,-,17,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
106,IS Sodhi,Hasan Ali,MJ Santner,1,0,1,145,56,10,8,7,6,-,17,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
107,IS Sodhi,Mohammad Amir,MJ Santner,4,0,4,149,52,14,9,7,1,-,18,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
108,IS Sodhi,Mohammad Amir,MJ Santner,1,0,1,150,51,15,10,7,2,-,18,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
109,MJ Santner,Mohammad Amir,IS Sodhi,2,0,2,152,49,37,26,7,3,-,18,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
110,MJ Santner,Mohammad Amir,IS Sodhi,0,0,0,152,49,37,27,7,4,-,18,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
111,MJ Santner,Mohammad Amir,IS Sodhi,0,0,0,152,49,37,28,8,5,-,18,caught,MJ Santner,Sarfraz Ahmed,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
112,SHA Rance,Mohammad Amir,IS Sodhi,1,0,1,153,48,1,1,8,6,-,18,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
113,SHA Rance,Faheem Ashraf,IS Sodhi,0,0,0,153,48,1,2,9,1,-,19,caught,SHA Rance,Fakhar Zaman,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
114,IS Sodhi,Faheem Ashraf,TA Boult,0,0,0,153,48,15,11,9,2,-,19,0,,,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
115,IS Sodhi,Faheem Ashraf,TA Boult,0,0,0,153,48,15,12,10,3,-,19,caught,IS Sodhi,Babar Azam,bat,Pakistan,2,Eden Park,2018,01,Pakistan_New Zealand_2018-01-25,Pakistan,New Zealand,Pakistan,153
