,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
17,AC Gilchrist,A Flintoff,ML Hayden,0,0,0,22,179,6,12,0,4,-,3,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
18,AC Gilchrist,A Flintoff,ML Hayden,0,0,0,22,179,6,13,0,5,-,3,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
19,AC Gilchrist,A Flintoff,ML Hayden,0,0,0,22,179,6,14,0,6,-,3,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
20,ML Hayden,JM Anderson,AC Gilchrist,6,0,6,28,173,20,7,0,1,-,4,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
21,ML Hayden,JM Anderson,AC Gilchrist,0,0,0,28,173,20,8,1,2,-,4,caught,ML Hayden,JWM Dalrymple,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
22,AC Gilchrist,JM Anderson,RT Ponting,0,0,0,28,173,6,15,1,3,-,4,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
23,AC Gilchrist,JM Anderson,RT Ponting,4,0,4,32,169,10,16,1,4,-,4,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
24,AC Gilchrist,JM Anderson,RT Ponting,1,0,1,33,168,11,17,1,5,-,4,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
25,RT Ponting,JM Anderson,AC Gilchrist,1,0,1,34,167,1,1,1,6,-,4,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
26,RT Ponting,A Flintoff,AC Gilchrist,1,0,1,35,166,2,2,1,1,-,5,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
27,AC Gilchrist,A Flintoff,RT Ponting,1,0,1,36,165,12,18,1,2,-,5,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
28,RT Ponting,A Flintoff,AC Gilchrist,6,0,6,42,159,8,3,1,3,-,5,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
29,RT Ponting,A Flintoff,AC Gilchrist,4,0,4,46,155,12,4,1,4,-,5,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
30,RT Ponting,A Flintoff,AC Gilchrist,4,0,4,50,151,16,5,1,5,-,5,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
31,RT Ponting,A Flintoff,AC Gilchrist,2,0,2,52,149,18,6,1,6,-,5,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
32,AC Gilchrist,JM Anderson,RT Ponting,6,0,6,58,143,18,19,1,1,-,6,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
33,AC Gilchrist,JM Anderson,RT Ponting,6,0,6,64,137,24,20,1,2,-,6,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
34,AC Gilchrist,JM Anderson,RT Ponting,6,0,6,70,131,30,21,1,3,-,6,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
35,AC Gilchrist,JM Anderson,RT Ponting,1,0,1,71,130,31,22,1,4,-,6,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
36,RT Ponting,JM Anderson,AC Gilchrist,1,0,1,72,129,19,7,1,5,-,6,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
37,AC Gilchrist,JM Anderson,RT Ponting,1,0,1,73,128,32,23,1,6,-,6,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
38,AC Gilchrist,MS Panesar,RT Ponting,0,0,0,73,128,32,24,1,1,-,7,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
39,AC Gilchrist,MS Panesar,RT Ponting,1,0,1,74,127,33,25,1,2,-,7,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
40,RT Ponting,MS Panesar,AC Gilchrist,1,0,1,75,126,20,8,1,3,-,7,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
41,AC Gilchrist,MS Panesar,RT Ponting,0,0,0,75,126,33,26,1,4,-,7,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
42,AC Gilchrist,MS Panesar,RT Ponting,6,0,6,81,120,39,27,1,5,-,7,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
43,AC Gilchrist,MS Panesar,RT Ponting,2,0,2,83,118,41,28,1,6,-,7,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
44,RT Ponting,J Lewis,AC Gilchrist,2,0,2,85,116,22,9,1,1,-,8,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
45,RT Ponting,J Lewis,AC Gilchrist,1,0,1,86,115,23,10,1,2,-,8,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
46,AC Gilchrist,J Lewis,RT Ponting,6,0,6,92,109,47,29,1,3,-,8,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
47,AC Gilchrist,J Lewis,RT Ponting,1,0,1,93,108,48,30,1,4,-,8,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
48,RT Ponting,J Lewis,AC Gilchrist,0,0,0,93,108,23,11,1,5,-,8,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
49,RT Ponting,J Lewis,AC Gilchrist,4,0,4,97,104,27,12,1,6,-,8,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
50,AC Gilchrist,MS Panesar,RT Ponting,0,0,0,97,104,48,31,2,1,-,9,bowled,AC Gilchrist,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
51,MEK Hussey,MS Panesar,RT Ponting,4,0,4,101,100,4,1,2,2,-,9,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
52,MEK Hussey,MS Panesar,RT Ponting,0,0,0,101,100,4,2,2,3,-,9,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
53,MEK Hussey,MS Panesar,RT Ponting,2,0,2,103,98,6,3,2,4,-,9,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
54,MEK Hussey,MS Panesar,RT Ponting,1,0,1,104,97,7,4,2,5,-,9,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
55,RT Ponting,MS Panesar,MEK Hussey,1,0,1,105,96,28,13,2,6,-,9,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
56,RT Ponting,JWM Dalrymple,MEK Hussey,0,0,0,105,96,28,14,2,1,-,10,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
57,RT Ponting,JWM Dalrymple,MEK Hussey,1,0,1,106,95,29,15,2,2,-,10,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
58,MEK Hussey,JWM Dalrymple,RT Ponting,4,0,4,110,91,11,5,2,3,-,10,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
59,MEK Hussey,JWM Dalrymple,RT Ponting,0,0,0,110,91,11,6,2,4,-,10,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
60,MEK Hussey,JWM Dalrymple,RT Ponting,1,0,1,111,90,12,7,2,5,-,10,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
61,RT Ponting,JWM Dalrymple,MEK Hussey,6,0,6,117,84,35,16,2,6,-,10,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
62,MEK Hussey,MS Panesar,RT Ponting,6,0,6,123,78,18,8,2,1,-,11,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
63,MEK Hussey,MS Panesar,RT Ponting,0,0,0,123,78,18,9,3,2,-,11,stumped,MEK Hussey,PA Nixon,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
64,A Symonds,MS Panesar,RT Ponting,3,0,3,126,75,3,1,3,3,-,11,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
65,RT Ponting,MS Panesar,A Symonds,1,0,1,127,74,36,17,3,4,-,11,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
66,A Symonds,MS Panesar,RT Ponting,1,0,1,128,73,4,2,3,5,-,11,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
67,RT Ponting,MS Panesar,A Symonds,1,0,1,129,72,37,18,3,6,-,11,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
68,RT Ponting,PD Collingwood,A Symonds,4,0,4,133,68,41,19,3,1,-,12,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
69,RT Ponting,PD Collingwood,A Symonds,0,0,0,133,68,41,20,3,2,-,12,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
70,RT Ponting,PD Collingwood,A Symonds,2,0,2,135,66,43,21,3,3,-,12,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
71,RT Ponting,PD Collingwood,A Symonds,2,0,2,137,64,45,22,3,4,-,12,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
72,RT Ponting,PD Collingwood,A Symonds,1,0,1,138,63,46,23,3,5,-,12,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
73,A Symonds,PD Collingwood,RT Ponting,1,0,1,139,62,5,3,3,6,-,12,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
74,A Symonds,MS Panesar,RT Ponting,2,0,2,141,60,7,4,3,1,-,13,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
75,A Symonds,MS Panesar,RT Ponting,6,0,6,147,54,13,5,3,2,-,13,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
76,A Symonds,MS Panesar,RT Ponting,1,0,1,148,53,14,6,3,3,-,13,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
77,RT Ponting,MS Panesar,A Symonds,0,0,0,148,53,46,24,3,4,-,13,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
78,RT Ponting,MS Panesar,A Symonds,1,0,1,149,52,47,25,3,5,-,13,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
79,A Symonds,MS Panesar,RT Ponting,0,0,0,149,52,14,7,3,6,-,13,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
80,RT Ponting,PD Collingwood,A Symonds,0,0,0,149,52,47,26,4,1,-,14,caught,RT Ponting,J Lewis,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
81,A Symonds,PD Collingwood,MJ Clarke,1,0,1,150,51,15,8,4,2,-,14,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
82,MJ Clarke,PD Collingwood,A Symonds,0,0,0,150,51,0,1,4,3,-,14,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
83,MJ Clarke,PD Collingwood,A Symonds,2,0,2,152,49,2,2,4,4,-,14,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
84,MJ Clarke,PD Collingwood,A Symonds,0,0,0,152,49,2,3,4,5,-,14,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
85,MJ Clarke,PD Collingwood,A Symonds,1,0,1,153,48,3,4,4,6,-,14,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
86,MJ Clarke,J Lewis,A Symonds,2,0,2,155,46,5,5,4,1,-,15,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
87,MJ Clarke,J Lewis,A Symonds,0,0,0,155,46,5,6,5,2,-,15,run out,MJ Clarke,PA Nixon;PD Collingwood,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
88,CL White,J Lewis,A Symonds,0,0,0,155,46,0,1,5,3,-,15,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
89,CL White,J Lewis,A Symonds,0,0,0,155,46,0,2,5,4,-,15,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
90,CL White,J Lewis,A Symonds,1,0,1,156,45,1,3,5,5,-,15,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
91,A Symonds,J Lewis,CL White,1,0,1,157,44,16,9,5,6,-,15,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
92,A Symonds,PD Collingwood,CL White,4,0,4,161,40,20,10,5,1,-,16,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
93,A Symonds,PD Collingwood,CL White,4,0,4,165,36,24,11,5,2,-,16,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
94,A Symonds,PD Collingwood,CL White,1,0,1,166,35,25,12,5,3,-,16,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
95,CL White,PD Collingwood,A Symonds,0,0,0,166,35,1,4,5,4,-,16,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
96,CL White,PD Collingwood,A Symonds,1,0,1,167,34,2,5,5,5,-,16,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
97,A Symonds,PD Collingwood,CL White,1,0,1,168,33,26,13,5,6,-,16,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
98,A Symonds,J Lewis,CL White,1,0,1,169,32,27,14,5,1,-,17,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
99,CL White,J Lewis,A Symonds,0,0,0,169,32,2,6,5,2,-,17,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
100,CL White,J Lewis,A Symonds,6,0,6,175,26,8,7,5,3,-,17,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
101,CL White,J Lewis,A Symonds,0,1,1,176,25,8,8,5,4,legbyes,17,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
102,A Symonds,J Lewis,CL White,4,0,4,180,21,31,15,5,5,-,17,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
103,A Symonds,J Lewis,CL White,2,0,2,182,19,33,16,5,6,-,17,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
104,CL White,PD Collingwood,A Symonds,1,0,1,183,18,9,9,5,1,-,18,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
105,A Symonds,PD Collingwood,CL White,1,0,1,184,17,34,17,5,2,-,18,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
106,CL White,PD Collingwood,A Symonds,1,0,1,185,16,10,10,5,3,-,18,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
107,A Symonds,PD Collingwood,CL White,2,0,2,187,14,36,18,5,4,-,18,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
108,A Symonds,PD Collingwood,CL White,0,1,1,188,13,36,19,5,5,legbyes,18,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
109,CL White,PD Collingwood,A Symonds,6,0,6,194,7,16,11,5,6,-,18,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
110,A Symonds,A Flintoff,CL White,0,0,0,194,7,36,20,5,1,-,19,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
111,A Symonds,A Flintoff,CL White,1,0,1,195,6,37,21,5,2,-,19,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
112,CL White,A Flintoff,A Symonds,4,0,4,199,2,20,12,5,3,-,19,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
113,CL White,A Flintoff,A Symonds,2,0,2,201,0,22,13,5,4,-,19,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
114,CL White,A Flintoff,A Symonds,1,0,1,202,-1,23,14,5,5,-,19,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
115,A Symonds,A Flintoff,CL White,2,0,2,204,-3,39,22,5,6,-,19,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
116,CL White,JM Anderson,A Symonds,0,0,0,204,-3,23,15,5,1,-,20,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
117,CL White,JM Anderson,A Symonds,6,0,6,210,-9,29,16,5,2,-,20,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
118,CL White,JM Anderson,A Symonds,2,0,2,212,-11,31,17,5,3,-,20,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
119,CL White,JM Anderson,A Symonds,6,0,6,218,-17,37,18,5,4,-,20,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
120,CL White,JM Anderson,A Symonds,2,0,2,220,-19,39,19,5,5,-,20,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
121,CL White,JM Anderson,A Symonds,1,0,1,221,-20,40,20,5,6,-,20,0,,,bat,Australia,1,Sydney Cricket Ground,2007,01,Australia_England_2007-01-09,Australia,Australia,England
