,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,AC Agar,M Theekshana,BR McDermott,0,0,0,0,139,0,1,0,-,1.0,0,,0,,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Left hand Bat,Right hand Bat,Right arm Offbreak
1,AC Agar,M Theekshana,BR McDermott,1,0,1,1,138,1,2,0,-,2.0,0,,0,,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Left hand Bat,Right hand Bat,Right arm Offbreak
2,BR McDermott,M Theekshana,AC Agar,1,0,1,2,137,1,1,0,-,3.0,0,,0,,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Right hand Bat,Left hand Bat,Right arm Offbreak
3,AC Agar,M Theekshana,BR McDermott,0,0,0,2,137,1,3,0,-,4.0,0,,0,,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Left hand Bat,Right hand Bat,Right arm Offbreak
4,AC Agar,M Theekshana,BR McDermott,0,0,0,2,137,1,4,0,-,5.0,0,,0,,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Left hand Bat,Right hand Bat,Right arm Offbreak
5,AC Agar,M Theekshana,BR McDermott,1,0,1,3,136,2,5,0,-,6.0,0,,0,,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Left hand Bat,Right hand Bat,Right arm Offbreak
6,AC Agar,CBRLS Kumara,BR McDermott,1,0,1,4,135,3,6,0,-,1.0,1,,0,,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Left hand Bat,Right hand Bat,Right arm Fast
7,BR McDermott,CBRLS Kumara,AC Agar,2,0,2,6,133,3,2,0,-,2.0,1,,0,,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Right hand Bat,Left hand Bat,Right arm Fast
8,BR McDermott,CBRLS Kumara,AC Agar,0,0,0,6,133,3,3,0,-,3.0,1,,0,,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Right hand Bat,Left hand Bat,Right arm Fast
9,BR McDermott,CBRLS Kumara,AC Agar,4,0,4,10,129,7,4,0,-,4.0,1,,0,,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Right hand Bat,Left hand Bat,Right arm Fast
10,BR McDermott,CBRLS Kumara,AC Agar,0,0,0,10,129,7,5,0,-,5.0,1,,0,,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Right hand Bat,Left hand Bat,Right arm Fast
11,BR McDermott,CBRLS Kumara,AC Agar,0,0,0,10,129,7,6,0,-,6.0,1,,0,,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Right hand Bat,Left hand Bat,Right arm Fast
12,AC Agar,M Theekshana,BR McDermott,1,0,1,11,128,4,7,0,-,1.0,2,,0,,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Left hand Bat,Right hand Bat,Right arm Offbreak
13,BR McDermott,M Theekshana,AC Agar,1,0,1,12,127,8,7,0,-,2.0,2,,0,,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Right hand Bat,Left hand Bat,Right arm Offbreak
14,AC Agar,M Theekshana,BR McDermott,4,0,4,16,123,8,8,0,-,3.0,2,,0,,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Left hand Bat,Right hand Bat,Right arm Offbreak
15,AC Agar,M Theekshana,BR McDermott,0,0,0,16,123,8,9,0,-,4.0,2,,0,,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Left hand Bat,Right hand Bat,Right arm Offbreak
16,AC Agar,M Theekshana,BR McDermott,1,0,1,17,122,9,10,0,-,5.0,2,,0,,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Left hand Bat,Right hand Bat,Right arm Offbreak
17,BR McDermott,M Theekshana,AC Agar,0,0,0,17,122,8,8,0,-,6.0,2,,0,,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Right hand Bat,Left hand Bat,Right arm Offbreak
18,AC Agar,PVD Chameera,BR McDermott,0,0,0,17,122,9,11,0,-,1.0,3,,0,,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Left hand Bat,Right hand Bat,Right arm Fast
19,AC Agar,PVD Chameera,BR McDermott,0,0,0,17,122,9,12,0,-,2.0,3,,0,,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Left hand Bat,Right hand Bat,Right arm Fast
20,AC Agar,PVD Chameera,BR McDermott,0,0,0,17,122,9,13,0,-,3.0,3,,0,,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Left hand Bat,Right hand Bat,Right arm Fast
21,AC Agar,PVD Chameera,BR McDermott,0,0,0,17,122,9,14,0,-,4.0,3,,0,,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Left hand Bat,Right hand Bat,Right arm Fast
22,AC Agar,PVD Chameera,BR McDermott,1,0,1,18,121,10,15,0,-,5.0,3,,0,,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Left hand Bat,Right hand Bat,Right arm Fast
23,BR McDermott,PVD Chameera,AC Agar,1,0,1,19,120,9,9,0,-,6.0,3,,0,,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Right hand Bat,Left hand Bat,Right arm Fast
24,BR McDermott,M Theekshana,AC Agar,0,0,0,19,120,9,10,1,-,1.0,4,,caught and bowled,BR McDermott,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Right hand Bat,Left hand Bat,Right arm Offbreak
25,AJ Finch,M Theekshana,AC Agar,1,0,1,20,119,1,1,1,-,2.0,4,,0,,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Right hand Bat,Left hand Bat,Right arm Offbreak
26,AC Agar,M Theekshana,AJ Finch,0,0,0,20,119,10,16,1,-,3.0,4,,0,,,field,Australia,2,Melbourne Cricket Ground,2022,02,Sri Lanka_Australia_2022-02-18,Australia,Australia,Sri Lanka,True,143,Left hand Bat,Right hand Bat,Right arm Offbreak
