,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,replacements,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
66,CN Nation,BMSM Kumari,HK Matthews,0,4,4,68,,8,8,2,byes,5.0,10,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Left arm Orthodox
67,CN Nation,BMSM Kumari,HK Matthews,0,0,0,68,,8,9,2,-,6.0,10,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Left arm Orthodox
68,HK Matthews,WK Dilhari,CN Nation,0,0,0,68,,22,24,2,-,1.0,11,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
69,HK Matthews,WK Dilhari,CN Nation,0,0,0,68,,22,25,2,-,2.0,11,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
70,HK Matthews,WK Dilhari,CN Nation,0,0,0,68,,22,26,2,-,3.0,11,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
71,HK Matthews,WK Dilhari,CN Nation,0,0,0,68,,22,27,2,-,4.0,11,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
72,HK Matthews,WK Dilhari,CN Nation,4,0,4,72,,26,28,2,-,5.0,11,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
73,HK Matthews,WK Dilhari,CN Nation,4,0,4,76,,30,29,2,-,6.0,11,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
74,CN Nation,SIP Fernando,HK Matthews,0,0,0,76,,8,10,3,-,1.0,12,,caught,CN Nation,WK Dilhari,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
75,SR Taylor,SIP Fernando,HK Matthews,1,0,1,77,,7,10,3,-,2.0,12,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
76,HK Matthews,SIP Fernando,SR Taylor,0,0,0,77,,30,30,4,-,3.0,12,,caught,HK Matthews,K Kavindi,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
77,AA Alleyne,SIP Fernando,SR Taylor,1,0,1,78,,1,1,4,-,4.0,12,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
78,SR Taylor,SIP Fernando,AA Alleyne,0,0,0,78,,7,11,4,-,5.0,12,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
79,SR Taylor,SIP Fernando,AA Alleyne,1,0,1,79,,8,12,4,-,6.0,12,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
80,SR Taylor,KADA Kanchana,AA Alleyne,1,0,1,80,,9,13,4,-,1.0,13,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Fast
81,AA Alleyne,KADA Kanchana,SR Taylor,0,0,0,80,,1,2,4,-,2.0,13,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Fast
82,AA Alleyne,KADA Kanchana,SR Taylor,0,0,0,80,,1,3,4,-,3.0,13,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Fast
83,AA Alleyne,KADA Kanchana,SR Taylor,0,0,0,80,,1,4,4,-,4.0,13,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Fast
84,AA Alleyne,KADA Kanchana,SR Taylor,1,0,1,81,,2,5,4,-,5.0,13,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Fast
85,SR Taylor,KADA Kanchana,AA Alleyne,2,0,2,83,,11,14,4,-,6.0,13,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Fast
86,AA Alleyne,AC Jayangani,SR Taylor,2,0,2,85,,4,6,4,-,1.0,14,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
87,AA Alleyne,AC Jayangani,SR Taylor,2,0,2,87,,6,7,4,-,2.0,14,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
88,AA Alleyne,AC Jayangani,SR Taylor,1,0,1,88,,7,8,4,-,3.0,14,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
89,SR Taylor,AC Jayangani,AA Alleyne,0,0,0,88,,11,15,5,-,4.0,14,,caught,SR Taylor,H Madavi,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
90,CA Henry,AC Jayangani,AA Alleyne,0,0,0,88,,0,1,5,-,5.0,14,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
91,CA Henry,AC Jayangani,AA Alleyne,1,0,1,89,,1,2,5,-,6.0,14,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
92,CA Henry,KADA Kanchana,AA Alleyne,1,0,1,90,,2,3,5,-,1.0,15,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Fast
93,AA Alleyne,KADA Kanchana,CA Henry,0,1,1,91,,7,8,5,wides,1.0,15,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Fast
94,AA Alleyne,KADA Kanchana,CA Henry,1,0,1,92,,8,9,5,-,2.0,15,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Fast
95,CA Henry,KADA Kanchana,AA Alleyne,0,1,1,93,,2,3,5,wides,2.0,15,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Fast
96,CA Henry,KADA Kanchana,AA Alleyne,0,0,0,93,,2,4,6,-,3.0,15,,caught,CA Henry,AC Jayangani,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Fast
97,ASS Fletcher,KADA Kanchana,AA Alleyne,1,0,1,94,,1,1,6,-,4.0,15,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Fast
98,AA Alleyne,KADA Kanchana,ASS Fletcher,4,0,4,98,,12,10,6,-,5.0,15,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Fast
99,AA Alleyne,KADA Kanchana,ASS Fletcher,1,0,1,99,,13,11,6,-,6.0,15,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Fast
100,AA Alleyne,BMSM Kumari,ASS Fletcher,4,0,4,103,,17,12,6,-,1.0,16,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Left arm Orthodox
101,AA Alleyne,BMSM Kumari,ASS Fletcher,0,0,0,103,,17,13,6,-,2.0,16,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Left arm Orthodox
102,AA Alleyne,BMSM Kumari,ASS Fletcher,1,0,1,104,,18,14,6,-,3.0,16,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Left arm Orthodox
103,ASS Fletcher,BMSM Kumari,AA Alleyne,1,0,1,105,,2,2,6,-,4.0,16,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Left arm Orthodox
104,AA Alleyne,BMSM Kumari,ASS Fletcher,0,0,0,105,,18,15,6,-,5.0,16,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Left arm Orthodox
105,AA Alleyne,BMSM Kumari,ASS Fletcher,0,0,0,105,,18,16,6,-,6.0,16,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Left arm Orthodox
106,ASS Fletcher,SIP Fernando,AA Alleyne,1,0,1,106,,3,3,6,-,1.0,17,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
107,AA Alleyne,SIP Fernando,ASS Fletcher,1,0,1,107,,19,17,6,-,2.0,17,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
108,ASS Fletcher,SIP Fernando,AA Alleyne,2,0,2,109,,5,4,6,-,3.0,17,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
109,ASS Fletcher,SIP Fernando,AA Alleyne,4,0,4,113,,9,5,6,-,4.0,17,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
110,ASS Fletcher,SIP Fernando,AA Alleyne,2,0,2,115,,11,6,6,-,5.0,17,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
111,ASS Fletcher,SIP Fernando,AA Alleyne,1,0,1,116,,12,7,6,-,6.0,17,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
112,ASS Fletcher,WK Dilhari,AA Alleyne,1,0,1,117,,13,8,6,-,1.0,18,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
113,AA Alleyne,WK Dilhari,ASS Fletcher,2,0,2,119,,21,18,6,-,2.0,18,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
114,AA Alleyne,WK Dilhari,ASS Fletcher,0,0,0,119,,21,19,6,-,3.0,18,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
115,AA Alleyne,WK Dilhari,ASS Fletcher,4,0,4,123,,25,20,6,-,4.0,18,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
116,AA Alleyne,WK Dilhari,ASS Fletcher,1,0,1,124,,26,21,6,-,5.0,18,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
117,ASS Fletcher,WK Dilhari,AA Alleyne,0,1,1,125,,13,9,6,byes,6.0,18,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
118,ASS Fletcher,AC Jayangani,AA Alleyne,1,0,1,126,,14,10,6,-,1.0,19,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
119,AA Alleyne,AC Jayangani,ASS Fletcher,0,0,0,126,,26,22,7,-,2.0,19,,caught,AA Alleyne,NND de Silva,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
120,Z James,AC Jayangani,ASS Fletcher,0,0,0,126,,0,1,8,-,3.0,19,,caught and bowled,Z James,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Left hand Bat,Right hand Bat,Right arm Offbreak
121,SS Connell,AC Jayangani,ASS Fletcher,1,0,1,127,,1,1,8,-,4.0,19,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
122,ASS Fletcher,AC Jayangani,SS Connell,0,1,1,128,,14,11,8,legbyes,5.0,19,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
123,SS Connell,AC Jayangani,ASS Fletcher,6,0,6,134,,7,2,8,-,6.0,19,,0,,,field,Sri Lanka,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,06,West Indies_Sri Lanka_2024-06-24,Sri Lanka,West Indies,Sri Lanka,False,134,Right hand Bat,Right hand Bat,Right arm Offbreak
