,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,Mohammad Rizwan,Mujeeb Ur Rahman,Babar Azam,0,0,0,0,147,0,1,0,-,1.0,0,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
1,Mohammad Rizwan,Mujeeb Ur Rahman,Babar Azam,1,0,1,1,146,1,2,0,-,2.0,0,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
2,Babar Azam,Mujeeb Ur Rahman,Mohammad Rizwan,0,0,0,1,146,0,1,0,-,3.0,0,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
3,Babar Azam,Mujeeb Ur Rahman,Mohammad Rizwan,1,0,1,2,145,1,2,0,-,4.0,0,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
4,Mohammad Rizwan,Mujeeb Ur Rahman,Babar Azam,0,0,0,2,145,1,3,0,-,5.0,0,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
5,Mohammad Rizwan,Mujeeb Ur Rahman,Babar Azam,1,0,1,3,144,2,4,0,-,6.0,0,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
6,Mohammad Rizwan,Mohammad Nabi,Babar Azam,1,0,1,4,143,3,5,0,-,1.0,1,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
7,Babar Azam,Mohammad Nabi,Mohammad Rizwan,1,0,1,5,142,2,3,0,-,2.0,1,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
8,Mohammad Rizwan,Mohammad Nabi,Babar Azam,1,0,1,6,141,4,6,0,-,3.0,1,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
9,Babar Azam,Mohammad Nabi,Mohammad Rizwan,1,0,1,7,140,3,4,0,-,4.0,1,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
10,Mohammad Rizwan,Mohammad Nabi,Babar Azam,0,0,0,7,140,4,7,0,-,5.0,1,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
11,Mohammad Rizwan,Mohammad Nabi,Babar Azam,4,0,4,11,136,8,8,0,-,6.0,1,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
12,Babar Azam,Mujeeb Ur Rahman,Mohammad Rizwan,1,0,1,12,135,4,5,0,-,1.0,2,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
13,Mohammad Rizwan,Mujeeb Ur Rahman,Babar Azam,0,0,0,12,135,8,9,0,-,2.0,2,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
14,Mohammad Rizwan,Mujeeb Ur Rahman,Babar Azam,0,0,0,12,135,8,10,1,-,3.0,2,caught,Mohammad Rizwan,Naveen-ul-Haq,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
15,Fakhar Zaman,Mujeeb Ur Rahman,Babar Azam,0,0,0,12,135,0,1,1,-,4.0,2,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
16,Fakhar Zaman,Mujeeb Ur Rahman,Babar Azam,1,0,1,13,134,1,2,1,-,5.0,2,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
17,Babar Azam,Mujeeb Ur Rahman,Fakhar Zaman,2,0,2,15,132,6,6,1,-,6.0,2,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
18,Fakhar Zaman,Mohammad Nabi,Babar Azam,1,0,1,16,131,2,3,1,-,1.0,3,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
19,Babar Azam,Mohammad Nabi,Fakhar Zaman,1,0,1,17,130,7,7,1,-,2.0,3,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
20,Fakhar Zaman,Mohammad Nabi,Babar Azam,1,0,1,18,129,3,4,1,-,3.0,3,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
21,Babar Azam,Mohammad Nabi,Fakhar Zaman,1,0,1,19,128,8,8,1,-,4.0,3,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
22,Fakhar Zaman,Mohammad Nabi,Babar Azam,4,0,4,23,124,7,5,1,-,5.0,3,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
23,Fakhar Zaman,Mohammad Nabi,Babar Azam,6,0,6,29,118,13,6,1,-,6.0,3,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
24,Babar Azam,Mujeeb Ur Rahman,Fakhar Zaman,0,0,0,29,118,8,9,1,-,1.0,4,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
25,Babar Azam,Mujeeb Ur Rahman,Fakhar Zaman,1,0,1,30,117,9,10,1,-,2.0,4,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
26,Fakhar Zaman,Mujeeb Ur Rahman,Babar Azam,1,0,1,31,116,14,7,1,-,3.0,4,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
27,Babar Azam,Mujeeb Ur Rahman,Fakhar Zaman,0,0,0,31,116,9,11,1,-,4.0,4,0,,,,bat,Afghanistan,2,Dubai International Cricket Stadium,2021,10,Afghanistan_Pakistan_2021-10-29,Pakistan,Pakistan,Afghanistan,True,148
