,batter,bowler,non_striker,review,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,YBK Jaiswal,AM Hardie,RD Gaikwad,,0,0,0,0,,0,1,0,-,1.0,0,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
1,YBK Jaiswal,AM Hardie,RD Gaikwad,,0,0,0,0,,0,2,0,-,2.0,0,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
2,YBK Jaiswal,AM Hardie,RD Gaikwad,,0,0,0,0,,0,3,0,-,3.0,0,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
3,YBK Jaiswal,AM Hardie,RD Gaikwad,,0,0,0,0,,0,4,0,-,4.0,0,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
4,YBK Jaiswal,AM Hardie,RD Gaikwad,,0,0,0,0,,0,5,0,-,5.0,0,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
5,YBK Jaiswal,AM Hardie,RD Gaikwad,"{'by': 'Australia', 'umpire': 'KN Ananthapadmanabhan', 'batter': 'YBK Jaiswal', 'decision': 'struck down', 'type': 'wicket'}",0,1,1,1,,0,6,0,legbyes,6.0,0,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
6,YBK Jaiswal,JP Behrendorff,RD Gaikwad,,4,0,4,5,,4,7,0,-,1.0,1,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
7,YBK Jaiswal,JP Behrendorff,RD Gaikwad,,0,0,0,5,,4,8,0,-,2.0,1,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
8,YBK Jaiswal,JP Behrendorff,RD Gaikwad,,2,0,2,7,,6,9,0,-,3.0,1,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
9,YBK Jaiswal,JP Behrendorff,RD Gaikwad,,0,0,0,7,,6,10,0,-,4.0,1,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
10,YBK Jaiswal,JP Behrendorff,RD Gaikwad,,0,4,4,11,,6,11,0,byes,5.0,1,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
11,YBK Jaiswal,JP Behrendorff,RD Gaikwad,,1,0,1,12,,7,12,0,-,6.0,1,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
12,YBK Jaiswal,BJ Dwarshuis,RD Gaikwad,,0,0,0,12,,7,13,0,-,1.0,2,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
13,YBK Jaiswal,BJ Dwarshuis,RD Gaikwad,,4,0,4,16,,11,14,0,-,2.0,2,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
14,YBK Jaiswal,BJ Dwarshuis,RD Gaikwad,,0,0,0,16,,11,15,0,-,3.0,2,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
15,YBK Jaiswal,BJ Dwarshuis,RD Gaikwad,,4,0,4,20,,15,16,0,-,4.0,2,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
16,YBK Jaiswal,BJ Dwarshuis,RD Gaikwad,,4,0,4,24,,19,17,0,-,5.0,2,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
17,YBK Jaiswal,BJ Dwarshuis,RD Gaikwad,,0,0,0,24,,19,18,0,-,6.0,2,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
18,RD Gaikwad,JP Behrendorff,YBK Jaiswal,,0,0,0,24,,0,1,0,-,1.0,3,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
19,RD Gaikwad,JP Behrendorff,YBK Jaiswal,,0,0,0,24,,0,2,0,-,2.0,3,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
20,RD Gaikwad,JP Behrendorff,YBK Jaiswal,,4,0,4,28,,4,3,0,-,3.0,3,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
21,RD Gaikwad,JP Behrendorff,YBK Jaiswal,,1,0,1,29,,5,4,0,-,4.0,3,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
22,YBK Jaiswal,JP Behrendorff,RD Gaikwad,,0,0,0,29,,19,19,0,-,5.0,3,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
23,YBK Jaiswal,JP Behrendorff,RD Gaikwad,,0,0,0,29,,19,20,0,-,6.0,3,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
24,RD Gaikwad,CJ Green,YBK Jaiswal,,0,0,0,29,,5,5,0,-,1.0,4,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
25,RD Gaikwad,CJ Green,YBK Jaiswal,,1,0,1,30,,6,6,0,-,2.0,4,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
26,YBK Jaiswal,CJ Green,RD Gaikwad,,4,0,4,34,,23,21,0,-,3.0,4,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
27,YBK Jaiswal,CJ Green,RD Gaikwad,,2,0,2,36,,25,22,0,-,4.0,4,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
28,YBK Jaiswal,CJ Green,RD Gaikwad,,6,0,6,42,,31,23,0,-,5.0,4,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
29,YBK Jaiswal,CJ Green,RD Gaikwad,,1,0,1,43,,32,24,0,-,6.0,4,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
30,YBK Jaiswal,AM Hardie,RD Gaikwad,,4,0,4,47,,36,25,0,-,1.0,5,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
31,YBK Jaiswal,AM Hardie,RD Gaikwad,,1,0,1,48,,37,26,0,-,2.0,5,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
32,RD Gaikwad,AM Hardie,YBK Jaiswal,,0,1,1,49,,6,7,0,wides,2.0,5,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
33,RD Gaikwad,AM Hardie,YBK Jaiswal,,0,0,0,49,,6,8,0,-,3.0,5,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
34,RD Gaikwad,AM Hardie,YBK Jaiswal,,1,0,1,50,,7,9,0,-,4.0,5,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
35,YBK Jaiswal,AM Hardie,RD Gaikwad,,0,0,0,50,,37,27,0,-,5.0,5,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
36,YBK Jaiswal,AM Hardie,RD Gaikwad,,0,0,0,50,,37,28,1,-,6.0,5,caught,YBK Jaiswal,BR McDermott,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
37,RD Gaikwad,CJ Green,SS Iyer,,1,0,1,51,,8,10,1,-,1.0,6,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
38,SS Iyer,CJ Green,RD Gaikwad,,0,0,0,51,,0,1,1,-,2.0,6,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
39,SS Iyer,CJ Green,RD Gaikwad,,1,0,1,52,,1,2,1,-,3.0,6,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
40,RD Gaikwad,CJ Green,SS Iyer,,1,0,1,53,,9,11,1,-,4.0,6,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
41,SS Iyer,CJ Green,RD Gaikwad,,1,0,1,54,,2,3,1,-,5.0,6,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
42,RD Gaikwad,CJ Green,SS Iyer,,1,0,1,55,,10,12,1,-,6.0,6,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
43,RD Gaikwad,T Sangha,SS Iyer,,1,0,1,56,,11,13,1,-,1.0,7,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
44,SS Iyer,T Sangha,RD Gaikwad,,2,0,2,58,,4,4,1,-,2.0,7,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
45,SS Iyer,T Sangha,RD Gaikwad,,2,0,2,60,,6,5,1,-,3.0,7,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
46,SS Iyer,T Sangha,RD Gaikwad,,2,0,2,62,,8,6,1,-,4.0,7,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
47,SS Iyer,T Sangha,RD Gaikwad,,0,0,0,62,,8,7,2,-,5.0,7,caught,SS Iyer,CJ Green,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
48,SA Yadav,T Sangha,RD Gaikwad,,1,0,1,63,,1,1,2,-,6.0,7,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
49,SA Yadav,BJ Dwarshuis,RD Gaikwad,,0,0,0,63,,1,2,3,-,1.0,8,caught,SA Yadav,MS Wade,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
50,RK Singh,BJ Dwarshuis,RD Gaikwad,,1,0,1,64,,1,1,3,-,2.0,8,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
51,RD Gaikwad,BJ Dwarshuis,RK Singh,,1,0,1,65,,12,14,3,-,3.0,8,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
