,batter,bowler,non_striker,review,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
52,RK Singh,BJ Dwarshuis,RD Gaikwad,,4,0,4,69,,5,2,3,-,4.0,8,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
53,RK Singh,BJ Dwarshuis,RD Gaikwad,,1,0,1,70,,6,3,3,-,5.0,8,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
54,RD Gaikwad,BJ Dwarshuis,RK Singh,,0,0,0,70,,12,15,3,-,6.0,8,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
55,RK Singh,T Sangha,RD Gaikwad,,1,0,1,71,,7,4,3,-,1.0,9,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
56,RD Gaikwad,T Sangha,RK Singh,,0,0,0,71,,12,16,3,-,2.0,9,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
57,RD Gaikwad,T Sangha,RK Singh,,1,0,1,72,,13,17,3,-,3.0,9,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
58,RK Singh,T Sangha,RD Gaikwad,,1,0,1,73,,8,5,3,-,4.0,9,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
59,RD Gaikwad,T Sangha,RK Singh,,6,0,6,79,,19,18,3,-,5.0,9,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
60,RD Gaikwad,T Sangha,RK Singh,,0,0,0,79,,19,19,3,-,6.0,9,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
61,RK Singh,CJ Green,RD Gaikwad,,0,0,0,79,,8,6,3,-,1.0,10,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
62,RK Singh,CJ Green,RD Gaikwad,,1,0,1,80,,9,7,3,-,2.0,10,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
63,RD Gaikwad,CJ Green,RK Singh,,0,1,1,81,,19,20,3,legbyes,3.0,10,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
64,RK Singh,CJ Green,RD Gaikwad,,1,0,1,82,,10,8,3,-,4.0,10,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
65,RD Gaikwad,CJ Green,RK Singh,,0,0,0,82,,19,21,3,-,5.0,10,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
66,RD Gaikwad,CJ Green,RK Singh,,1,0,1,83,,20,22,3,-,6.0,10,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
67,RD Gaikwad,MW Short,RK Singh,,1,0,1,84,,21,23,3,-,1.0,11,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
68,RK Singh,MW Short,RD Gaikwad,,0,0,0,84,,10,9,3,-,2.0,11,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
69,RK Singh,MW Short,RD Gaikwad,,6,0,6,90,,16,10,3,-,3.0,11,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
70,RK Singh,MW Short,RD Gaikwad,,1,0,1,91,,17,11,3,-,4.0,11,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
71,RD Gaikwad,MW Short,RK Singh,,1,0,1,92,,22,24,3,-,5.0,11,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
72,RK Singh,MW Short,RD Gaikwad,,1,0,1,93,,18,12,3,-,6.0,11,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
73,RK Singh,BJ Dwarshuis,RD Gaikwad,,1,0,1,94,,19,13,3,-,1.0,12,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
74,RD Gaikwad,BJ Dwarshuis,RK Singh,,4,0,4,98,,26,25,3,-,2.0,12,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
75,RD Gaikwad,BJ Dwarshuis,RK Singh,,1,0,1,99,,27,26,3,-,3.0,12,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
76,RK Singh,BJ Dwarshuis,RD Gaikwad,,1,0,1,100,,20,14,3,-,4.0,12,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
77,RD Gaikwad,BJ Dwarshuis,RK Singh,,1,0,1,101,,28,27,3,-,5.0,12,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
78,RK Singh,BJ Dwarshuis,RD Gaikwad,,6,0,6,107,,26,15,3,-,6.0,12,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
79,RD Gaikwad,T Sangha,RK Singh,,4,0,4,111,,32,28,3,-,1.0,13,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
80,RD Gaikwad,T Sangha,RK Singh,,0,0,0,111,,32,29,4,-,2.0,13,caught,RD Gaikwad,BJ Dwarshuis,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
81,JM Sharma,T Sangha,RK Singh,,1,0,1,112,,1,1,4,-,3.0,13,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
82,RK Singh,T Sangha,JM Sharma,,1,0,1,113,,27,16,4,-,4.0,13,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
83,JM Sharma,T Sangha,RK Singh,,2,0,2,115,,3,2,4,-,5.0,13,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
84,JM Sharma,T Sangha,RK Singh,,0,0,0,115,,3,3,4,-,6.0,13,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
85,RK Singh,CJ Green,JM Sharma,,1,0,1,116,,28,17,4,-,1.0,14,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
86,JM Sharma,CJ Green,RK Singh,,6,0,6,122,,9,4,4,-,2.0,14,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
87,JM Sharma,CJ Green,RK Singh,,0,0,0,122,,9,5,4,-,3.0,14,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
88,JM Sharma,CJ Green,RK Singh,,6,0,6,128,,15,6,4,-,4.0,14,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
89,JM Sharma,CJ Green,RK Singh,,0,0,0,128,,15,7,4,-,5.0,14,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
90,JM Sharma,CJ Green,RK Singh,,1,0,1,129,,16,8,4,-,6.0,14,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
91,JM Sharma,T Sangha,RK Singh,,0,1,1,130,,16,9,4,wides,0.0,15,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
92,JM Sharma,T Sangha,RK Singh,,1,0,1,131,,17,10,4,-,1.0,15,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
93,RK Singh,T Sangha,JM Sharma,,0,0,0,131,,28,18,4,-,2.0,15,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
94,RK Singh,T Sangha,JM Sharma,,0,0,0,131,,28,19,4,-,3.0,15,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
95,RK Singh,T Sangha,JM Sharma,,1,0,1,132,,29,20,4,-,4.0,15,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
96,JM Sharma,T Sangha,RK Singh,,2,0,2,134,,19,11,4,-,5.0,15,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
97,JM Sharma,T Sangha,RK Singh,,0,0,0,134,,19,12,4,-,6.0,15,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
98,RK Singh,AM Hardie,JM Sharma,,1,0,1,135,,30,21,4,-,1.0,16,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
99,JM Sharma,AM Hardie,RK Singh,,1,0,1,136,,20,13,4,-,2.0,16,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
100,RK Singh,AM Hardie,JM Sharma,,0,0,0,136,,30,22,4,-,3.0,16,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
101,RK Singh,AM Hardie,JM Sharma,,4,0,4,140,,34,23,4,-,4.0,16,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
102,RK Singh,AM Hardie,JM Sharma,,1,0,1,141,,35,24,4,-,5.0,16,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
103,JM Sharma,AM Hardie,RK Singh,,6,0,6,147,,26,14,4,-,6.0,16,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
104,RK Singh,JP Behrendorff,JM Sharma,,4,0,4,151,,39,25,4,-,1.0,17,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
105,RK Singh,JP Behrendorff,JM Sharma,,4,0,4,155,,43,26,4,-,2.0,17,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
106,RK Singh,JP Behrendorff,JM Sharma,,2,0,2,157,,45,27,4,-,3.0,17,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
107,RK Singh,JP Behrendorff,JM Sharma,,1,0,1,158,,46,28,4,-,4.0,17,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
108,JM Sharma,JP Behrendorff,RK Singh,,2,0,2,160,,28,15,4,-,5.0,17,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
109,JM Sharma,JP Behrendorff,RK Singh,,1,0,1,161,,29,16,4,-,6.0,17,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
110,JM Sharma,BJ Dwarshuis,RK Singh,,0,0,0,161,,29,17,4,-,1.0,18,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
111,JM Sharma,BJ Dwarshuis,RK Singh,,4,0,4,165,,33,18,4,-,2.0,18,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
112,JM Sharma,BJ Dwarshuis,RK Singh,,2,0,2,167,,35,19,4,-,3.0,18,0,,,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
113,JM Sharma,BJ Dwarshuis,RK Singh,,0,0,0,167,,35,20,5,-,4.0,18,caught,JM Sharma,TM Head,field,Australia,1,"Shaheed Veer Narayan Singh International Stadium, Raipur",2023,12,India_Australia_2023-12-01,India,India,Australia,True,174
