,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,S Daniel,Fareed Ahmad,L Croospulle,0,0,0,0,116,0,1,0,1,-,0,0,,,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
1,S Daniel,Fareed Ahmad,L Croospulle,1,0,1,1,115,1,2,0,2,-,0,0,,,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
2,L Croospulle,Fareed Ahmad,S Daniel,0,1,1,2,114,0,1,0,3,noballs,0,0,,,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
3,L Croospulle,Fareed Ahmad,S Daniel,0,0,0,2,114,0,2,0,4,-,0,0,,,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
4,L Croospulle,Fareed Ahmad,S Daniel,0,1,1,3,113,0,3,0,5,wides,0,0,,,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
5,L Croospulle,Fareed Ahmad,S Daniel,4,0,4,7,109,4,4,0,6,-,0,0,,,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
6,L Croospulle,Fareed Ahmad,S Daniel,0,0,0,7,109,4,5,0,7,-,0,0,,,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
7,L Croospulle,Fareed Ahmad,S Daniel,1,0,1,8,108,5,6,0,8,-,0,0,,,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
8,L Croospulle,Gulbadin Naib,S Daniel,4,0,4,12,104,9,7,0,1,-,1,0,,,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
9,L Croospulle,Gulbadin Naib,S Daniel,0,0,0,12,104,9,8,0,2,-,1,0,,,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
10,L Croospulle,Gulbadin Naib,S Daniel,6,0,6,18,98,15,9,0,3,-,1,0,,,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
11,L Croospulle,Gulbadin Naib,S Daniel,0,0,0,18,98,15,10,0,4,-,1,0,,,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
12,L Croospulle,Gulbadin Naib,S Daniel,1,0,1,19,97,16,11,0,5,-,1,0,,,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
13,S Daniel,Gulbadin Naib,L Croospulle,0,0,0,19,97,1,3,0,6,-,1,0,,,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
14,L Croospulle,Sharafuddin Ashraf,S Daniel,0,0,0,19,97,16,12,0,1,-,2,0,,,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
15,L Croospulle,Sharafuddin Ashraf,S Daniel,0,0,0,19,97,16,13,1,2,-,2,caught,L Croospulle,Shahidullah,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
16,MNK Fernando,Sharafuddin Ashraf,S Daniel,0,0,0,19,97,0,1,1,3,-,2,0,,,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
17,MNK Fernando,Sharafuddin Ashraf,S Daniel,0,0,0,19,97,0,2,1,4,-,2,0,,,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
18,MNK Fernando,Sharafuddin Ashraf,S Daniel,4,0,4,23,93,4,3,1,5,-,2,0,,,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
19,MNK Fernando,Sharafuddin Ashraf,S Daniel,0,0,0,23,93,4,4,1,6,-,2,0,,,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
20,S Daniel,Gulbadin Naib,MNK Fernando,4,0,4,27,89,5,4,1,1,-,3,0,,,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
21,S Daniel,Gulbadin Naib,MNK Fernando,4,0,4,31,85,9,5,1,2,-,3,0,,,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
22,S Daniel,Gulbadin Naib,MNK Fernando,0,0,0,31,85,9,6,2,3,-,3,caught,S Daniel,Qais Ahmad,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
23,SSD Arachchige,Gulbadin Naib,MNK Fernando,1,0,1,32,84,1,1,2,4,-,3,0,,,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
24,MNK Fernando,Gulbadin Naib,SSD Arachchige,0,0,0,32,84,4,5,2,5,-,3,0,,,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
25,MNK Fernando,Gulbadin Naib,SSD Arachchige,0,0,0,32,84,4,6,2,6,-,3,0,,,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
26,SSD Arachchige,Fareed Ahmad,MNK Fernando,0,0,0,32,84,1,2,2,1,-,4,0,,,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
27,SSD Arachchige,Fareed Ahmad,MNK Fernando,1,0,1,33,83,2,3,2,2,-,4,0,,,field,Sri Lanka,2,Zhejiang University of Technology Cricket Field,2023,10,Afghanistan_Sri Lanka_2023-10-04,Afghanistan,Sri Lanka,Afghanistan,108
