,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,V Sibanda,Mashrafe Mortaza,H Masakadza,0,0,0,0,,0,1,0,-,1.0,0,0,,,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-15,Bangladesh,Zimbabwe,Bangladesh,False,163
1,V Sibanda,Mashrafe Mortaza,H Masakadza,0,0,0,0,,0,2,0,-,2.0,0,0,,,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-15,Bangladesh,Zimbabwe,Bangladesh,False,163
2,V Sibanda,Mashrafe Mortaza,H Masakadza,0,0,0,0,,0,3,0,-,3.0,0,0,,,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-15,Bangladesh,Zimbabwe,Bangladesh,False,163
3,V Sibanda,Mashrafe Mortaza,H Masakadza,0,0,0,0,,0,4,0,-,4.0,0,0,,,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-15,Bangladesh,Zimbabwe,Bangladesh,False,163
4,V Sibanda,Mashrafe Mortaza,H Masakadza,2,0,2,2,,2,5,0,-,5.0,0,0,,,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-15,Bangladesh,Zimbabwe,Bangladesh,False,163
5,V Sibanda,Mashrafe Mortaza,H Masakadza,0,0,0,2,,2,6,0,-,6.0,0,0,,,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-15,Bangladesh,Zimbabwe,Bangladesh,False,163
6,H Masakadza,Al-Amin Hossain,V Sibanda,0,0,0,2,,0,1,0,-,1.0,1,0,,,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-15,Bangladesh,Zimbabwe,Bangladesh,False,163
7,H Masakadza,Al-Amin Hossain,V Sibanda,1,0,1,3,,1,2,0,-,2.0,1,0,,,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-15,Bangladesh,Zimbabwe,Bangladesh,False,163
8,V Sibanda,Al-Amin Hossain,H Masakadza,0,0,0,3,,2,7,0,-,3.0,1,0,,,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-15,Bangladesh,Zimbabwe,Bangladesh,False,163
9,V Sibanda,Al-Amin Hossain,H Masakadza,0,0,0,3,,2,8,0,-,4.0,1,0,,,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-15,Bangladesh,Zimbabwe,Bangladesh,False,163
10,V Sibanda,Al-Amin Hossain,H Masakadza,4,0,4,7,,6,9,0,-,5.0,1,0,,,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-15,Bangladesh,Zimbabwe,Bangladesh,False,163
11,V Sibanda,Al-Amin Hossain,H Masakadza,0,0,0,7,,6,10,0,-,6.0,1,0,,,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-15,Bangladesh,Zimbabwe,Bangladesh,False,163
12,H Masakadza,Mashrafe Mortaza,V Sibanda,4,0,4,11,,5,3,0,-,1.0,2,0,,,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-15,Bangladesh,Zimbabwe,Bangladesh,False,163
13,H Masakadza,Mashrafe Mortaza,V Sibanda,4,0,4,15,,9,4,0,-,2.0,2,0,,,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-15,Bangladesh,Zimbabwe,Bangladesh,False,163
14,H Masakadza,Mashrafe Mortaza,V Sibanda,0,0,0,15,,9,5,0,-,3.0,2,0,,,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-15,Bangladesh,Zimbabwe,Bangladesh,False,163
15,H Masakadza,Mashrafe Mortaza,V Sibanda,1,0,1,16,,10,6,0,-,4.0,2,0,,,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-15,Bangladesh,Zimbabwe,Bangladesh,False,163
16,V Sibanda,Mashrafe Mortaza,H Masakadza,1,0,1,17,,7,11,0,-,5.0,2,0,,,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-15,Bangladesh,Zimbabwe,Bangladesh,False,163
17,H Masakadza,Mashrafe Mortaza,V Sibanda,4,0,4,21,,14,7,0,-,6.0,2,0,,,bat,Zimbabwe,1,Sheikh Abu Naser Stadium,2016,01,Bangladesh_Zimbabwe_2016-01-15,Bangladesh,Zimbabwe,Bangladesh,False,163
