,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
10,Shakib Al Hasan,DP Nannes,Aftab Ahmed,0,0,0,6,135,2,2,2,5,-,0,,,2,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
11,Shakib Al Hasan,DP Nannes,Aftab Ahmed,1,0,1,7,134,3,3,2,6,-,0,,,2,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
12,Shakib Al Hasan,SW Tait,Aftab Ahmed,0,0,0,7,134,3,4,2,1,-,0,,,3,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
13,Shakib Al Hasan,SW Tait,Aftab Ahmed,0,1,1,8,133,3,5,2,2,wides,0,,,3,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
14,Shakib Al Hasan,SW Tait,Aftab Ahmed,0,1,1,9,132,3,6,2,3,wides,0,,,3,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
15,Shakib Al Hasan,SW Tait,Aftab Ahmed,2,0,2,11,130,5,7,2,4,-,0,,,3,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
16,Shakib Al Hasan,SW Tait,Aftab Ahmed,0,0,0,11,130,5,8,2,5,-,0,,,3,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
17,Shakib Al Hasan,SW Tait,Aftab Ahmed,1,0,1,12,129,6,9,2,6,-,0,,,3,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
18,Aftab Ahmed,SW Tait,Shakib Al Hasan,1,0,1,13,128,1,1,2,7,-,0,,,3,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
19,Shakib Al Hasan,SW Tait,Aftab Ahmed,0,0,0,13,128,6,10,2,8,-,0,,,3,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
20,Aftab Ahmed,DP Nannes,Shakib Al Hasan,0,0,0,13,128,1,2,2,1,-,0,,,4,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
21,Aftab Ahmed,DP Nannes,Shakib Al Hasan,0,0,0,13,128,1,3,3,2,-,caught,Aftab Ahmed,DA Warner,4,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
22,Mahmudullah,DP Nannes,Shakib Al Hasan,0,0,0,13,128,0,1,3,3,-,0,,,4,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
23,Mahmudullah,DP Nannes,Shakib Al Hasan,2,0,2,15,126,2,2,3,4,-,0,,,4,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
24,Mahmudullah,DP Nannes,Shakib Al Hasan,0,0,0,15,126,2,3,4,5,-,caught,Mahmudullah,MEK Hussey,4,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
25,Mushfiqur Rahim,DP Nannes,Shakib Al Hasan,1,0,1,16,125,1,1,4,6,-,0,,,4,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
26,Mushfiqur Rahim,SW Tait,Shakib Al Hasan,0,1,1,17,124,1,2,4,1,wides,0,,,5,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
27,Mushfiqur Rahim,SW Tait,Shakib Al Hasan,1,0,1,18,123,2,3,4,2,-,0,,,5,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
28,Shakib Al Hasan,SW Tait,Mushfiqur Rahim,0,1,1,19,122,6,11,4,3,wides,0,,,5,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
29,Shakib Al Hasan,SW Tait,Mushfiqur Rahim,1,0,1,20,121,7,12,4,4,-,0,,,5,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
30,Mushfiqur Rahim,SW Tait,Shakib Al Hasan,0,0,0,20,121,2,4,4,5,-,0,,,5,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
31,Mushfiqur Rahim,SW Tait,Shakib Al Hasan,0,0,0,20,121,2,5,4,6,-,0,,,5,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
32,Mushfiqur Rahim,SW Tait,Shakib Al Hasan,4,0,4,24,117,6,6,4,7,-,0,,,5,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
33,Mushfiqur Rahim,SW Tait,Shakib Al Hasan,1,0,1,25,116,7,7,4,8,-,0,,,5,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
34,Mushfiqur Rahim,DP Nannes,Shakib Al Hasan,1,0,1,26,115,8,8,4,1,-,0,,,6,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
35,Shakib Al Hasan,DP Nannes,Mushfiqur Rahim,0,0,0,26,115,7,13,4,2,-,0,,,6,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
36,Shakib Al Hasan,DP Nannes,Mushfiqur Rahim,1,0,1,27,114,8,14,4,3,-,0,,,6,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
37,Mushfiqur Rahim,DP Nannes,Shakib Al Hasan,0,0,0,27,114,8,9,4,4,-,0,,,6,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
38,Mushfiqur Rahim,DP Nannes,Shakib Al Hasan,0,0,0,27,114,8,10,4,5,-,0,,,6,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
39,Mushfiqur Rahim,DP Nannes,Shakib Al Hasan,0,0,0,27,114,8,11,4,6,-,0,,,6,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
40,Shakib Al Hasan,MJ Clarke,Mushfiqur Rahim,1,0,1,28,113,9,15,4,1,-,0,,,7,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
41,Mushfiqur Rahim,MJ Clarke,Shakib Al Hasan,2,0,2,30,111,10,12,4,2,-,0,,,7,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
42,Mushfiqur Rahim,MJ Clarke,Shakib Al Hasan,0,0,0,30,111,10,13,4,3,-,0,,,7,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
43,Mushfiqur Rahim,MJ Clarke,Shakib Al Hasan,1,0,1,31,110,11,14,4,4,-,0,,,7,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
44,Shakib Al Hasan,MJ Clarke,Mushfiqur Rahim,6,0,6,37,104,15,16,4,5,-,0,,,7,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
45,Shakib Al Hasan,MJ Clarke,Mushfiqur Rahim,2,0,2,39,102,17,17,4,6,-,0,,,7,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
46,Mushfiqur Rahim,RJ Harris,Shakib Al Hasan,1,0,1,40,101,12,15,4,1,-,0,,,8,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
47,Shakib Al Hasan,RJ Harris,Mushfiqur Rahim,0,0,0,40,101,17,18,4,2,-,0,,,8,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
48,Shakib Al Hasan,RJ Harris,Mushfiqur Rahim,0,0,0,40,101,17,19,4,3,-,0,,,8,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
49,Shakib Al Hasan,RJ Harris,Mushfiqur Rahim,1,0,1,41,100,18,20,4,4,-,0,,,8,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
50,Mushfiqur Rahim,RJ Harris,Shakib Al Hasan,1,0,1,42,99,13,16,4,5,-,0,,,8,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
51,Shakib Al Hasan,RJ Harris,Mushfiqur Rahim,1,0,1,43,98,19,21,4,6,-,0,,,8,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
52,Shakib Al Hasan,SPD Smith,Mushfiqur Rahim,2,0,2,45,96,21,22,4,1,-,0,,,9,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
53,Shakib Al Hasan,SPD Smith,Mushfiqur Rahim,2,0,2,47,94,23,23,4,2,-,0,,,9,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
54,Shakib Al Hasan,SPD Smith,Mushfiqur Rahim,0,0,0,47,94,23,24,4,3,-,0,,,9,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
55,Shakib Al Hasan,SPD Smith,Mushfiqur Rahim,2,0,2,49,92,25,25,4,4,-,0,,,9,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
56,Shakib Al Hasan,SPD Smith,Mushfiqur Rahim,0,0,0,49,92,25,26,4,5,-,0,,,9,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
57,Shakib Al Hasan,SPD Smith,Mushfiqur Rahim,1,0,1,50,91,26,27,4,6,-,0,,,9,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
58,Shakib Al Hasan,RJ Harris,Mushfiqur Rahim,0,0,0,50,91,26,28,4,1,-,0,,,10,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
59,Shakib Al Hasan,RJ Harris,Mushfiqur Rahim,1,0,1,51,90,27,29,4,2,-,0,,,10,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
60,Mushfiqur Rahim,RJ Harris,Shakib Al Hasan,0,0,0,51,90,13,17,4,3,-,0,,,10,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
61,Mushfiqur Rahim,RJ Harris,Shakib Al Hasan,6,0,6,57,84,19,18,4,4,-,0,,,10,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
62,Mushfiqur Rahim,RJ Harris,Shakib Al Hasan,0,0,0,57,84,19,19,4,5,-,0,,,10,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
63,Mushfiqur Rahim,RJ Harris,Shakib Al Hasan,4,0,4,61,80,23,20,4,6,-,0,,,10,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
64,Shakib Al Hasan,SPD Smith,Mushfiqur Rahim,1,0,1,62,79,28,30,4,1,-,0,,,11,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
65,Mushfiqur Rahim,SPD Smith,Shakib Al Hasan,0,0,0,62,79,23,21,4,2,-,0,,,11,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
66,Mushfiqur Rahim,SPD Smith,Shakib Al Hasan,1,0,1,63,78,24,22,4,3,-,0,,,11,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
67,Shakib Al Hasan,SPD Smith,Mushfiqur Rahim,0,0,0,63,78,28,31,5,4,-,caught,Shakib Al Hasan,MEK Hussey,11,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
68,Naeem Islam,SPD Smith,Mushfiqur Rahim,0,0,0,63,78,0,1,5,5,-,0,,,11,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
69,Naeem Islam,SPD Smith,Mushfiqur Rahim,1,0,1,64,77,1,2,5,6,-,0,,,11,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
70,Naeem Islam,DJ Hussey,Mushfiqur Rahim,0,0,0,64,77,1,3,5,1,-,0,,,12,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
71,Naeem Islam,DJ Hussey,Mushfiqur Rahim,6,0,6,70,71,7,4,5,2,-,0,,,12,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
72,Naeem Islam,DJ Hussey,Mushfiqur Rahim,0,0,0,70,71,7,5,5,3,-,0,,,12,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
73,Naeem Islam,DJ Hussey,Mushfiqur Rahim,0,0,0,70,71,7,6,6,4,-,caught,Naeem Islam,SPD Smith,12,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
74,Mushfiqur Rahim,DJ Hussey,Jahurul Islam,0,0,0,70,71,24,23,6,5,-,0,,,12,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
75,Mushfiqur Rahim,DJ Hussey,Jahurul Islam,0,0,0,70,71,24,24,6,6,-,0,,,12,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
76,Jahurul Islam,SPD Smith,Mushfiqur Rahim,0,0,0,70,71,0,1,6,1,-,0,,,13,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
77,Jahurul Islam,SPD Smith,Mushfiqur Rahim,2,0,2,72,69,2,2,6,2,-,0,,,13,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
78,Jahurul Islam,SPD Smith,Mushfiqur Rahim,0,0,0,72,69,2,3,6,3,-,0,,,13,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
79,Jahurul Islam,SPD Smith,Mushfiqur Rahim,0,0,0,72,69,2,4,6,4,-,0,,,13,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
80,Jahurul Islam,SPD Smith,Mushfiqur Rahim,6,0,6,78,63,8,5,6,5,-,0,,,13,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
81,Jahurul Islam,SPD Smith,Mushfiqur Rahim,0,1,1,79,62,8,6,6,6,wides,0,,,13,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
82,Jahurul Islam,SPD Smith,Mushfiqur Rahim,2,0,2,81,60,10,7,6,7,-,0,,,13,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
83,Mushfiqur Rahim,DJ Hussey,Jahurul Islam,0,0,0,81,60,24,25,6,1,-,0,,,14,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
84,Mushfiqur Rahim,DJ Hussey,Jahurul Islam,0,0,0,81,60,24,26,7,2,-,caught,Mushfiqur Rahim,MEK Hussey,14,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
85,Jahurul Islam,DJ Hussey,Shafiul Islam,1,0,1,82,59,11,8,7,3,-,0,,,14,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
86,Shafiul Islam,DJ Hussey,Jahurul Islam,0,0,0,82,59,0,1,7,4,-,0,,,14,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
87,Shafiul Islam,DJ Hussey,Jahurul Islam,0,0,0,82,59,0,2,7,5,-,0,,,14,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
88,Shafiul Islam,DJ Hussey,Jahurul Islam,1,0,1,83,58,1,3,7,6,-,0,,,14,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
89,Shafiul Islam,RJ Harris,Jahurul Islam,4,0,4,87,54,5,4,7,1,-,0,,,15,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
90,Shafiul Islam,RJ Harris,Jahurul Islam,1,0,1,88,53,6,5,7,2,-,0,,,15,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
91,Jahurul Islam,RJ Harris,Shafiul Islam,1,0,1,89,52,12,9,7,3,-,0,,,15,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
92,Shafiul Islam,RJ Harris,Jahurul Islam,0,0,0,89,52,6,6,7,4,-,0,,,15,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
93,Shafiul Islam,RJ Harris,Jahurul Islam,2,0,2,91,50,8,7,7,5,-,0,,,15,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
94,Shafiul Islam,RJ Harris,Jahurul Islam,1,0,1,92,49,9,8,7,6,-,0,,,15,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
95,Shafiul Islam,SPD Smith,Jahurul Islam,6,0,6,98,43,15,9,7,1,-,0,,,16,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
96,Shafiul Islam,SPD Smith,Jahurul Islam,0,0,0,98,43,15,10,7,2,-,0,,,16,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
97,Shafiul Islam,SPD Smith,Jahurul Islam,1,0,1,99,42,16,11,7,3,-,0,,,16,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
98,Jahurul Islam,SPD Smith,Shafiul Islam,1,0,1,100,41,13,10,7,4,-,0,,,16,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
99,Shafiul Islam,SPD Smith,Jahurul Islam,0,0,0,100,41,16,12,7,5,-,0,,,16,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
100,Shafiul Islam,SPD Smith,Jahurul Islam,0,0,0,100,41,16,13,8,6,-,bowled,Shafiul Islam,,16,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
101,Jahurul Islam,DP Nannes,Mashrafe Mortaza,4,0,4,104,37,17,11,8,1,-,0,,,17,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
102,Jahurul Islam,DP Nannes,Mashrafe Mortaza,1,0,1,105,36,18,12,8,2,-,0,,,17,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
103,Mashrafe Mortaza,DP Nannes,Jahurul Islam,0,0,0,105,36,0,1,8,3,-,0,,,17,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
104,Mashrafe Mortaza,DP Nannes,Jahurul Islam,1,0,1,106,35,1,2,8,4,-,0,,,17,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
105,Jahurul Islam,DP Nannes,Mashrafe Mortaza,0,0,0,106,35,18,13,9,5,-,caught,Jahurul Islam,MJ Clarke,17,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
106,Mashrafe Mortaza,DP Nannes,Abdur Razzak,4,0,4,110,31,5,3,9,6,-,0,,,17,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
107,Abdur Razzak,SW Tait,Mashrafe Mortaza,0,0,0,110,31,0,1,9,1,-,0,,,18,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
108,Abdur Razzak,SW Tait,Mashrafe Mortaza,0,0,0,110,31,0,2,9,2,-,0,,,18,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
109,Abdur Razzak,SW Tait,Mashrafe Mortaza,0,0,0,110,31,0,3,9,3,-,0,,,18,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
110,Abdur Razzak,SW Tait,Mashrafe Mortaza,0,0,0,110,31,0,4,9,4,-,0,,,18,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
111,Abdur Razzak,SW Tait,Mashrafe Mortaza,0,0,0,110,31,0,5,9,5,-,0,,,18,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
112,Abdur Razzak,SW Tait,Mashrafe Mortaza,0,0,0,110,31,0,6,9,6,-,0,,,18,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
113,Mashrafe Mortaza,RJ Harris,Abdur Razzak,1,0,1,111,30,6,4,9,1,-,0,,,19,bat,Australia,2,"Kensington Oval, Bridgetown",2010,05,Australia_Bangladesh_2010-05-05,Australia,Bangladesh,Australia
