,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
18,JC Buttler,AJ Hosein,PD Salt,4,0,4,29,161,9,7,0,5,3,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
19,JC Buttler,AJ Hosein,PD Salt,0,0,0,29,161,9,8,0,6,3,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
20,PD Salt,JO Holder,JC Buttler,4,0,4,33,157,22,13,0,1,4,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
21,PD Salt,JO Holder,JC Buttler,4,0,4,37,153,26,14,0,2,4,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
22,PD Salt,JO Holder,JC Buttler,1,0,1,38,152,27,15,0,3,4,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
23,JC Buttler,JO Holder,PD Salt,0,0,0,38,152,9,9,0,4,4,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
24,JC Buttler,JO Holder,PD Salt,1,0,1,39,151,10,10,0,5,4,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
25,PD Salt,JO Holder,JC Buttler,2,0,2,41,149,29,16,0,6,4,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
26,JC Buttler,AD Russell,PD Salt,4,0,4,45,145,14,11,0,1,5,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
27,JC Buttler,AD Russell,PD Salt,0,0,0,45,145,14,12,0,2,5,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
28,JC Buttler,AD Russell,PD Salt,0,0,0,45,145,14,13,0,3,5,-,"{'by': 'West Indies', 'umpire': 'N Duguid', 'batter': 'JC Buttler', 'decision': 'struck down', 'type': 'wicket'}",0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
29,JC Buttler,AD Russell,PD Salt,0,0,0,45,145,14,14,0,4,5,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
30,JC Buttler,AD Russell,PD Salt,6,0,6,51,139,20,15,0,5,5,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
31,JC Buttler,AD Russell,PD Salt,0,0,0,51,139,20,16,0,6,5,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
32,PD Salt,AS Joseph,JC Buttler,0,1,1,52,138,29,17,0,1,6,wides,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
33,PD Salt,AS Joseph,JC Buttler,4,0,4,56,134,33,18,0,2,6,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
34,PD Salt,AS Joseph,JC Buttler,6,0,6,62,128,39,19,0,3,6,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
35,PD Salt,AS Joseph,JC Buttler,1,0,1,63,127,40,20,0,4,6,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
36,JC Buttler,AS Joseph,PD Salt,2,1,3,66,124,22,17,0,5,6,noballs,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
37,JC Buttler,AS Joseph,PD Salt,4,0,4,70,120,26,18,0,6,6,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
38,JC Buttler,AS Joseph,PD Salt,1,0,1,71,119,27,19,0,7,6,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
39,PD Salt,AS Joseph,JC Buttler,0,5,5,76,114,40,21,0,8,6,wides,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
40,PD Salt,AS Joseph,JC Buttler,0,1,1,77,113,40,22,0,9,6,legbyes,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
41,PD Salt,AD Russell,JC Buttler,0,0,0,77,113,40,23,1,1,7,-,,caught,PD Salt,SO Hetmyer,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
42,WG Jacks,AD Russell,JC Buttler,1,0,1,78,112,1,1,1,2,7,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
43,JC Buttler,AD Russell,WG Jacks,1,0,1,79,111,28,20,1,3,7,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
44,WG Jacks,AD Russell,JC Buttler,1,0,1,80,110,2,2,1,4,7,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
45,JC Buttler,AD Russell,WG Jacks,0,0,0,80,110,28,21,1,5,7,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
46,JC Buttler,AD Russell,WG Jacks,0,0,0,80,110,28,22,1,6,7,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
47,WG Jacks,R Shepherd,JC Buttler,1,0,1,81,109,3,3,1,1,8,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
48,JC Buttler,R Shepherd,WG Jacks,0,0,0,81,109,28,23,1,2,8,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
49,JC Buttler,R Shepherd,WG Jacks,1,0,1,82,108,29,24,1,3,8,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
50,WG Jacks,R Shepherd,JC Buttler,1,0,1,83,107,4,4,1,4,8,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
51,JC Buttler,R Shepherd,WG Jacks,1,0,1,84,106,30,25,1,5,8,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
52,WG Jacks,R Shepherd,JC Buttler,1,0,1,85,105,5,5,1,6,8,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
53,WG Jacks,AS Joseph,JC Buttler,6,0,6,91,99,11,6,1,1,9,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
54,WG Jacks,AS Joseph,JC Buttler,6,1,7,98,92,17,7,1,2,9,noballs,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
55,WG Jacks,AS Joseph,JC Buttler,0,0,0,98,92,17,8,1,3,9,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
56,WG Jacks,AS Joseph,JC Buttler,0,0,0,98,92,17,9,2,4,9,-,,caught,WG Jacks,BA King,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
57,BM Duckett,AS Joseph,JC Buttler,1,0,1,99,91,1,1,2,5,9,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
58,JC Buttler,AS Joseph,BM Duckett,0,0,0,99,91,30,26,2,6,9,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
59,JC Buttler,AS Joseph,BM Duckett,4,0,4,103,87,34,27,2,7,9,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
60,BM Duckett,R Shepherd,JC Buttler,1,0,1,104,86,2,2,2,1,10,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
61,JC Buttler,R Shepherd,BM Duckett,1,0,1,105,85,35,28,2,2,10,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
62,BM Duckett,R Shepherd,JC Buttler,4,0,4,109,81,6,3,2,3,10,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
63,BM Duckett,R Shepherd,JC Buttler,1,0,1,110,80,7,4,2,4,10,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
64,JC Buttler,R Shepherd,BM Duckett,1,0,1,111,79,36,29,2,5,10,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
65,BM Duckett,R Shepherd,JC Buttler,1,0,1,112,78,8,5,2,6,10,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
66,BM Duckett,AJ Hosein,JC Buttler,1,0,1,113,77,9,6,2,1,11,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
67,JC Buttler,AJ Hosein,BM Duckett,1,0,1,114,76,37,30,2,2,11,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
68,BM Duckett,AJ Hosein,JC Buttler,1,0,1,115,75,10,7,2,3,11,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
69,JC Buttler,AJ Hosein,BM Duckett,2,0,2,117,73,39,31,2,4,11,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
70,JC Buttler,AJ Hosein,BM Duckett,0,0,0,117,73,39,32,3,5,11,-,,caught,JC Buttler,SO Hetmyer,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
71,HC Brook,AJ Hosein,BM Duckett,1,0,1,118,72,1,1,3,6,11,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
72,HC Brook,JO Holder,BM Duckett,0,1,1,119,71,1,2,3,1,12,wides,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
73,HC Brook,JO Holder,BM Duckett,0,1,1,120,70,1,3,3,2,12,wides,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
74,HC Brook,JO Holder,BM Duckett,0,0,0,120,70,1,4,4,3,12,-,,caught,HC Brook,N Pooran,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
75,LS Livingstone,JO Holder,BM Duckett,0,0,0,120,70,0,1,4,4,12,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
76,LS Livingstone,JO Holder,BM Duckett,0,0,0,120,70,0,2,4,5,12,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
77,LS Livingstone,JO Holder,BM Duckett,1,0,1,121,69,1,3,4,6,12,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
78,BM Duckett,JO Holder,LS Livingstone,1,0,1,122,68,11,8,4,7,12,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
79,LS Livingstone,JO Holder,BM Duckett,1,0,1,123,67,2,4,4,8,12,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
80,LS Livingstone,AJ Hosein,BM Duckett,1,0,1,124,66,3,5,4,1,13,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
81,BM Duckett,AJ Hosein,LS Livingstone,1,0,1,125,65,12,9,4,2,13,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
82,LS Livingstone,AJ Hosein,BM Duckett,1,0,1,126,64,4,6,4,3,13,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
83,BM Duckett,AJ Hosein,LS Livingstone,1,0,1,127,63,13,10,4,4,13,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
84,LS Livingstone,AJ Hosein,BM Duckett,1,0,1,128,62,5,7,4,5,13,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
85,BM Duckett,AJ Hosein,LS Livingstone,1,0,1,129,61,14,11,4,6,13,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
86,BM Duckett,R Shepherd,LS Livingstone,0,0,0,129,61,14,12,5,1,14,-,,caught,BM Duckett,AJ Hosein,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
87,SM Curran,R Shepherd,LS Livingstone,0,0,0,129,61,0,1,5,2,14,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
88,SM Curran,R Shepherd,LS Livingstone,0,0,0,129,61,0,2,5,3,14,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
89,SM Curran,R Shepherd,LS Livingstone,1,0,1,130,60,1,3,5,4,14,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
90,LS Livingstone,R Shepherd,SM Curran,1,0,1,131,59,6,8,5,5,14,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
91,SM Curran,R Shepherd,LS Livingstone,4,0,4,135,55,5,4,5,6,14,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
92,LS Livingstone,AD Russell,SM Curran,1,0,1,136,54,7,9,5,1,15,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
93,SM Curran,AD Russell,LS Livingstone,0,0,0,136,54,5,5,5,2,15,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
94,SM Curran,AD Russell,LS Livingstone,1,0,1,137,53,6,6,5,3,15,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
95,LS Livingstone,AD Russell,SM Curran,1,0,1,138,52,8,10,5,4,15,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
96,SM Curran,AD Russell,LS Livingstone,1,0,1,139,51,7,7,5,5,15,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
97,LS Livingstone,AD Russell,SM Curran,0,0,0,139,51,8,11,5,6,15,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
98,SM Curran,AS Joseph,LS Livingstone,0,0,0,139,51,7,8,5,1,16,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
99,SM Curran,AS Joseph,LS Livingstone,1,0,1,140,50,8,9,5,2,16,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
100,LS Livingstone,AS Joseph,SM Curran,0,0,0,140,50,8,12,5,3,16,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
101,LS Livingstone,AS Joseph,SM Curran,0,1,1,141,49,8,13,5,4,16,wides,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
102,LS Livingstone,AS Joseph,SM Curran,1,0,1,142,48,9,14,5,5,16,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
103,SM Curran,AS Joseph,LS Livingstone,0,1,1,143,47,8,10,5,6,16,wides,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
104,SM Curran,AS Joseph,LS Livingstone,1,0,1,144,46,9,11,5,7,16,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
105,LS Livingstone,AS Joseph,SM Curran,4,0,4,148,42,13,15,5,8,16,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
106,SM Curran,JO Holder,LS Livingstone,2,0,2,150,40,11,12,5,1,17,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
107,SM Curran,JO Holder,LS Livingstone,1,0,1,151,39,12,13,5,2,17,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
108,LS Livingstone,JO Holder,SM Curran,1,0,1,152,38,14,16,5,3,17,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
109,SM Curran,JO Holder,LS Livingstone,1,0,1,153,37,13,14,5,4,17,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
110,LS Livingstone,JO Holder,SM Curran,6,0,6,159,31,20,17,5,5,17,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
111,LS Livingstone,JO Holder,SM Curran,6,0,6,165,25,26,18,5,6,17,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
112,SM Curran,R Shepherd,LS Livingstone,0,0,0,165,25,13,15,6,1,18,-,,caught,SM Curran,AS Joseph,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
113,CR Woakes,R Shepherd,LS Livingstone,0,0,0,165,25,0,1,6,2,18,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
114,CR Woakes,R Shepherd,LS Livingstone,1,0,1,166,24,1,2,6,3,18,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
115,LS Livingstone,R Shepherd,CR Woakes,1,0,1,167,23,27,19,6,4,18,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
116,CR Woakes,R Shepherd,LS Livingstone,0,0,0,167,23,1,3,6,5,18,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
117,CR Woakes,R Shepherd,LS Livingstone,0,0,0,167,23,1,4,6,6,18,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
118,LS Livingstone,AD Russell,CR Woakes,0,0,0,167,23,27,20,7,1,19,-,,bowled,LS Livingstone,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
119,Rehan Ahmed,AD Russell,CR Woakes,0,0,0,167,23,0,1,7,2,19,-,,0,,,field,West Indies,1,"Kensington Oval, Bridgetown, Barbados",2023,12,England_West Indies_2023-12-12,West Indies,England,West Indies,171
