,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
10,KS Williamson,Rumman Raees,MJ Guptill,0,0,0,10,171,6,7,0,5,1,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
11,KS Williamson,Rumman Raees,MJ Guptill,0,0,0,10,171,6,8,0,6,1,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
12,MJ Guptill,Mohammad Amir,KS Williamson,0,0,0,10,171,4,5,0,1,2,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
13,MJ Guptill,Mohammad Amir,KS Williamson,1,0,1,11,170,5,6,0,2,2,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
14,KS Williamson,Mohammad Amir,MJ Guptill,1,0,1,12,169,7,9,0,3,2,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
15,MJ Guptill,Mohammad Amir,KS Williamson,6,0,6,18,163,11,7,0,4,2,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
16,MJ Guptill,Mohammad Amir,KS Williamson,0,0,0,18,163,11,8,0,5,2,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
17,MJ Guptill,Mohammad Amir,KS Williamson,1,0,1,19,162,12,9,0,6,2,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
18,MJ Guptill,Rumman Raees,KS Williamson,1,0,1,20,161,13,10,0,1,3,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
19,KS Williamson,Rumman Raees,MJ Guptill,0,0,0,20,161,7,10,0,2,3,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
20,KS Williamson,Rumman Raees,MJ Guptill,1,0,1,21,160,8,11,0,3,3,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
21,MJ Guptill,Rumman Raees,KS Williamson,6,0,6,27,154,19,11,0,4,3,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
22,MJ Guptill,Rumman Raees,KS Williamson,1,0,1,28,153,20,12,0,5,3,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
23,KS Williamson,Rumman Raees,MJ Guptill,0,0,0,28,153,8,12,0,6,3,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
24,MJ Guptill,Mohammad Amir,KS Williamson,1,0,1,29,152,21,13,0,1,4,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
25,KS Williamson,Mohammad Amir,MJ Guptill,1,0,1,30,151,9,13,0,2,4,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
26,MJ Guptill,Mohammad Amir,KS Williamson,0,0,0,30,151,21,14,0,3,4,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
27,MJ Guptill,Mohammad Amir,KS Williamson,2,0,2,32,149,23,15,0,4,4,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
28,MJ Guptill,Mohammad Amir,KS Williamson,0,0,0,32,149,23,16,0,5,4,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
29,MJ Guptill,Mohammad Amir,KS Williamson,0,0,0,32,149,23,17,0,6,4,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
30,KS Williamson,Faheem Ashraf,MJ Guptill,0,0,0,32,149,9,14,1,1,5,caught,KS Williamson,Babar Azam,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
31,AK Kitchen,Faheem Ashraf,MJ Guptill,4,0,4,36,145,4,1,1,2,5,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
32,AK Kitchen,Faheem Ashraf,MJ Guptill,0,0,0,36,145,4,2,1,3,5,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
33,AK Kitchen,Faheem Ashraf,MJ Guptill,4,0,4,40,141,8,3,1,4,5,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
34,AK Kitchen,Faheem Ashraf,MJ Guptill,1,0,1,41,140,9,4,1,5,5,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
35,MJ Guptill,Faheem Ashraf,AK Kitchen,6,0,6,47,134,29,18,1,6,5,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
36,AK Kitchen,Shadab Khan,MJ Guptill,1,0,1,48,133,10,5,1,1,6,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
37,MJ Guptill,Shadab Khan,AK Kitchen,1,0,1,49,132,30,19,1,2,6,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
38,AK Kitchen,Shadab Khan,MJ Guptill,0,0,0,49,132,10,6,1,3,6,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
39,AK Kitchen,Shadab Khan,MJ Guptill,1,0,1,50,131,11,7,1,4,6,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
40,MJ Guptill,Shadab Khan,AK Kitchen,0,0,0,50,131,30,20,1,5,6,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
41,MJ Guptill,Shadab Khan,AK Kitchen,1,0,1,51,130,31,21,1,6,6,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
42,MJ Guptill,Aamer Yamin,AK Kitchen,0,0,0,51,130,31,22,1,1,7,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
43,MJ Guptill,Aamer Yamin,AK Kitchen,1,0,1,52,129,32,23,1,2,7,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
44,AK Kitchen,Aamer Yamin,MJ Guptill,0,0,0,52,129,11,8,1,3,7,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
45,AK Kitchen,Aamer Yamin,MJ Guptill,0,0,0,52,129,11,9,1,4,7,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
46,AK Kitchen,Aamer Yamin,MJ Guptill,0,0,0,52,129,11,10,1,5,7,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
47,AK Kitchen,Aamer Yamin,MJ Guptill,1,0,1,53,128,12,11,1,6,7,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
48,AK Kitchen,Shadab Khan,MJ Guptill,0,0,0,53,128,12,12,1,1,8,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
49,AK Kitchen,Shadab Khan,MJ Guptill,1,0,1,54,127,13,13,1,2,8,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
50,MJ Guptill,Shadab Khan,AK Kitchen,0,0,0,54,127,32,24,1,3,8,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
51,MJ Guptill,Shadab Khan,AK Kitchen,0,0,0,54,127,32,25,1,4,8,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
52,MJ Guptill,Shadab Khan,AK Kitchen,0,0,0,54,127,32,26,1,5,8,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
53,MJ Guptill,Shadab Khan,AK Kitchen,0,0,0,54,127,32,27,1,6,8,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
54,AK Kitchen,Aamer Yamin,MJ Guptill,0,0,0,54,127,13,14,1,1,9,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
55,AK Kitchen,Aamer Yamin,MJ Guptill,1,0,1,55,126,14,15,1,2,9,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
56,MJ Guptill,Aamer Yamin,AK Kitchen,0,1,1,56,125,32,28,1,3,9,0,,,wides,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
57,MJ Guptill,Aamer Yamin,AK Kitchen,6,0,6,62,119,38,29,1,4,9,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
58,MJ Guptill,Aamer Yamin,AK Kitchen,1,0,1,63,118,39,30,1,5,9,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
59,AK Kitchen,Aamer Yamin,MJ Guptill,1,0,1,64,117,15,16,1,6,9,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
60,MJ Guptill,Aamer Yamin,AK Kitchen,1,0,1,65,116,40,31,1,7,9,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
61,MJ Guptill,Shadab Khan,AK Kitchen,0,0,0,65,116,40,32,1,1,10,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
62,MJ Guptill,Shadab Khan,AK Kitchen,2,0,2,67,114,42,33,1,2,10,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
63,MJ Guptill,Shadab Khan,AK Kitchen,2,0,2,69,112,44,34,1,3,10,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
64,MJ Guptill,Shadab Khan,AK Kitchen,4,0,4,73,108,48,35,1,4,10,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
65,MJ Guptill,Shadab Khan,AK Kitchen,2,0,2,75,106,50,36,1,5,10,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
66,MJ Guptill,Shadab Khan,AK Kitchen,1,0,1,76,105,51,37,1,6,10,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
67,MJ Guptill,Faheem Ashraf,AK Kitchen,1,0,1,77,104,52,38,1,1,11,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
68,AK Kitchen,Faheem Ashraf,MJ Guptill,1,0,1,78,103,16,17,1,2,11,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
69,MJ Guptill,Faheem Ashraf,AK Kitchen,4,0,4,82,99,56,39,1,3,11,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
70,MJ Guptill,Faheem Ashraf,AK Kitchen,0,0,0,82,99,56,40,1,4,11,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
71,MJ Guptill,Faheem Ashraf,AK Kitchen,0,0,0,82,99,56,41,1,5,11,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
72,MJ Guptill,Faheem Ashraf,AK Kitchen,2,0,2,84,97,58,42,1,6,11,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
73,AK Kitchen,Shadab Khan,MJ Guptill,0,0,0,84,97,16,18,1,1,12,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
74,AK Kitchen,Shadab Khan,MJ Guptill,0,0,0,84,97,16,19,2,2,12,stumped,AK Kitchen,Sarfraz Ahmed,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
75,TC Bruce,Shadab Khan,MJ Guptill,1,0,1,85,96,1,1,2,3,12,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
76,MJ Guptill,Shadab Khan,TC Bruce,1,0,1,86,95,59,43,2,4,12,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
77,TC Bruce,Shadab Khan,MJ Guptill,1,0,1,87,94,2,2,2,5,12,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
78,MJ Guptill,Shadab Khan,TC Bruce,0,0,0,87,94,59,44,3,6,12,caught,MJ Guptill,Fakhar Zaman,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
79,C de Grandhomme,Aamer Yamin,TC Bruce,1,0,1,88,93,1,1,3,1,13,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
80,TC Bruce,Aamer Yamin,C de Grandhomme,1,0,1,89,92,3,3,3,2,13,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
81,C de Grandhomme,Aamer Yamin,TC Bruce,0,0,0,89,92,1,2,4,3,13,bowled,C de Grandhomme,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
82,LRPL Taylor,Aamer Yamin,TC Bruce,1,0,1,90,91,1,1,4,4,13,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
83,TC Bruce,Aamer Yamin,LRPL Taylor,0,0,0,90,91,3,4,4,5,13,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
84,TC Bruce,Aamer Yamin,LRPL Taylor,4,0,4,94,87,7,5,4,6,13,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
85,LRPL Taylor,Faheem Ashraf,TC Bruce,6,0,6,100,81,7,2,4,1,14,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
86,LRPL Taylor,Faheem Ashraf,TC Bruce,0,0,0,100,81,7,3,4,2,14,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
87,LRPL Taylor,Faheem Ashraf,TC Bruce,6,0,6,106,75,13,4,4,3,14,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
88,LRPL Taylor,Faheem Ashraf,TC Bruce,1,0,1,107,74,14,5,4,4,14,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
89,TC Bruce,Faheem Ashraf,LRPL Taylor,1,0,1,108,73,8,6,4,5,14,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
90,LRPL Taylor,Faheem Ashraf,TC Bruce,2,0,2,110,71,16,6,4,6,14,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
91,TC Bruce,Rumman Raees,LRPL Taylor,1,0,1,111,70,9,7,4,1,15,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
92,LRPL Taylor,Rumman Raees,TC Bruce,6,0,6,117,64,22,7,4,2,15,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
93,LRPL Taylor,Rumman Raees,TC Bruce,1,0,1,118,63,23,8,4,3,15,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
94,TC Bruce,Rumman Raees,LRPL Taylor,6,0,6,124,57,15,8,4,4,15,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
95,TC Bruce,Rumman Raees,LRPL Taylor,1,0,1,125,56,16,9,4,5,15,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
96,LRPL Taylor,Rumman Raees,TC Bruce,2,0,2,127,54,25,9,4,6,15,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
97,TC Bruce,Mohammad Amir,LRPL Taylor,1,0,1,128,53,17,10,4,1,16,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
98,LRPL Taylor,Mohammad Amir,TC Bruce,0,0,0,128,53,25,10,4,2,16,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
99,LRPL Taylor,Mohammad Amir,TC Bruce,0,0,0,128,53,25,11,5,3,16,caught,LRPL Taylor,Sarfraz Ahmed,-,"{'by': 'Pakistan', 'batter': 'LRPL Taylor', 'decision': 'upheld'}",bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
100,TA Blundell,Mohammad Amir,TC Bruce,1,0,1,129,52,1,1,5,4,16,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
101,TC Bruce,Mohammad Amir,TA Blundell,0,0,0,129,52,17,11,5,5,16,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
102,TC Bruce,Mohammad Amir,TA Blundell,1,0,1,130,51,18,12,5,6,16,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
103,TC Bruce,Rumman Raees,TA Blundell,0,0,0,130,51,18,13,5,1,17,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
104,TC Bruce,Rumman Raees,TA Blundell,4,0,4,134,47,22,14,5,2,17,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
105,TC Bruce,Rumman Raees,TA Blundell,0,0,0,134,47,22,15,6,3,17,bowled,TC Bruce,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
106,MJ Santner,Rumman Raees,TA Blundell,0,0,0,134,47,0,1,6,4,17,0,,,-,"{'by': 'Pakistan', 'batter': 'MJ Santner', 'decision': 'struck down'}",bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
107,MJ Santner,Rumman Raees,TA Blundell,4,0,4,138,43,4,2,6,5,17,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
108,MJ Santner,Rumman Raees,TA Blundell,0,1,1,139,42,4,3,6,6,17,0,,,wides,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
109,MJ Santner,Rumman Raees,TA Blundell,1,0,1,140,41,5,4,6,7,17,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
110,MJ Santner,Mohammad Amir,TA Blundell,4,0,4,144,37,9,5,6,1,18,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
111,MJ Santner,Mohammad Amir,TA Blundell,1,0,1,145,36,10,6,6,2,18,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
112,TA Blundell,Mohammad Amir,MJ Santner,0,0,0,145,36,1,2,6,3,18,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
113,TA Blundell,Mohammad Amir,MJ Santner,0,1,1,146,35,1,3,6,4,18,0,,,wides,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
114,TA Blundell,Mohammad Amir,MJ Santner,0,0,0,146,35,1,4,6,5,18,0,,,-,,bat,Pakistan,2,Bay Oval,2018,01,Pakistan_New Zealand_2018-01-28,Pakistan,New Zealand,Pakistan,False,163
