,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
30,AJ Finch,JJ Bumrah,GJ Maxwell,2,0,2,36,22,15,7,0,,,5,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
31,GJ Maxwell,HH Pandya,AJ Finch,4,0,4,40,9,12,1,0,,,6,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
32,GJ Maxwell,HH Pandya,AJ Finch,1,0,1,41,10,13,2,0,,,6,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
33,AJ Finch,HH Pandya,GJ Maxwell,2,0,2,43,24,16,3,0,,,6,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
34,AJ Finch,HH Pandya,GJ Maxwell,4,0,4,47,28,17,4,0,,,6,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
35,AJ Finch,HH Pandya,GJ Maxwell,1,0,1,48,29,18,5,0,,,6,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
36,GJ Maxwell,HH Pandya,AJ Finch,1,0,1,49,11,14,6,0,,,6,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
37,GJ Maxwell,YS Chahal,AJ Finch,2,0,2,51,13,15,1,0,,,7,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
38,GJ Maxwell,YS Chahal,AJ Finch,4,0,4,55,17,16,2,0,,,7,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
39,GJ Maxwell,YS Chahal,AJ Finch,0,0,0,55,17,17,3,caught,GJ Maxwell,JJ Bumrah,7,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
40,TM Head,YS Chahal,AJ Finch,1,0,1,56,1,1,4,0,,,7,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
41,AJ Finch,YS Chahal,TM Head,1,0,1,57,30,19,5,0,,,7,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
42,TM Head,YS Chahal,AJ Finch,0,0,0,57,1,2,6,0,,,7,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
43,AJ Finch,Kuldeep Yadav,TM Head,0,0,0,57,30,20,1,0,,,8,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
44,AJ Finch,Kuldeep Yadav,TM Head,1,0,1,58,31,21,2,0,,,8,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
45,TM Head,Kuldeep Yadav,AJ Finch,1,0,1,59,2,3,3,0,,,8,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
46,AJ Finch,Kuldeep Yadav,TM Head,1,0,1,60,32,22,4,0,,,8,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
47,TM Head,Kuldeep Yadav,AJ Finch,1,0,1,61,3,4,5,0,,,8,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
48,AJ Finch,Kuldeep Yadav,TM Head,1,0,1,62,33,23,6,0,,,8,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
49,AJ Finch,YS Chahal,TM Head,0,0,0,62,33,24,1,0,,,9,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
50,AJ Finch,YS Chahal,TM Head,6,0,6,68,39,25,2,0,,,9,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
51,AJ Finch,YS Chahal,TM Head,1,0,1,69,40,26,3,0,,,9,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
52,TM Head,YS Chahal,AJ Finch,0,1,1,70,3,5,4,0,,,9,legbyes,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
53,AJ Finch,YS Chahal,TM Head,0,1,1,71,40,27,5,0,,,9,wides,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
54,AJ Finch,YS Chahal,TM Head,0,0,0,71,40,28,6,0,,,9,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
55,AJ Finch,YS Chahal,TM Head,1,0,1,72,41,29,7,0,,,9,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
56,AJ Finch,Kuldeep Yadav,TM Head,1,0,1,73,42,30,1,0,,,10,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
57,TM Head,Kuldeep Yadav,AJ Finch,2,0,2,75,5,6,2,0,,,10,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
58,TM Head,Kuldeep Yadav,AJ Finch,0,0,0,75,5,7,3,0,,,10,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
59,TM Head,Kuldeep Yadav,AJ Finch,1,0,1,76,6,8,4,0,,,10,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
60,AJ Finch,Kuldeep Yadav,TM Head,0,0,0,76,42,31,5,bowled,AJ Finch,,10,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
61,MC Henriques,Kuldeep Yadav,TM Head,1,0,1,77,1,1,6,0,,,10,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
62,MC Henriques,YS Chahal,TM Head,1,0,1,78,2,2,1,0,,,11,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
63,TM Head,YS Chahal,MC Henriques,0,0,0,78,6,9,2,0,,,11,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
64,TM Head,YS Chahal,MC Henriques,1,0,1,79,7,10,3,0,,,11,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
65,MC Henriques,YS Chahal,TM Head,0,0,0,79,2,3,4,0,,,11,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
66,MC Henriques,YS Chahal,TM Head,1,0,1,80,3,4,5,0,,,11,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
67,TM Head,YS Chahal,MC Henriques,0,0,0,80,7,11,6,0,,,11,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
68,MC Henriques,HH Pandya,TM Head,1,0,1,81,4,5,1,0,,,12,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
69,TM Head,HH Pandya,MC Henriques,0,0,0,81,7,12,2,0,,,12,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
70,TM Head,HH Pandya,MC Henriques,1,0,1,82,8,13,3,0,,,12,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
71,MC Henriques,HH Pandya,TM Head,0,0,0,82,4,6,4,0,,,12,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
72,MC Henriques,HH Pandya,TM Head,4,0,4,86,8,7,5,0,,,12,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
73,MC Henriques,HH Pandya,TM Head,0,0,0,86,8,8,6,0,,,12,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
74,TM Head,Kuldeep Yadav,MC Henriques,1,0,1,87,9,14,1,0,,,13,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
75,MC Henriques,Kuldeep Yadav,TM Head,0,0,0,87,8,9,2,bowled,MC Henriques,,13,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
76,DT Christian,Kuldeep Yadav,TM Head,0,0,0,87,0,1,3,0,,,13,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
77,DT Christian,Kuldeep Yadav,TM Head,0,0,0,87,0,2,4,0,,,13,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
78,DT Christian,Kuldeep Yadav,TM Head,1,0,1,88,1,3,5,0,,,13,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
79,TM Head,Kuldeep Yadav,DT Christian,0,0,0,88,9,15,6,0,,,13,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
80,DT Christian,HH Pandya,TM Head,0,0,0,88,1,4,1,0,,,14,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
81,DT Christian,HH Pandya,TM Head,1,0,1,89,2,5,2,0,,,14,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
82,TM Head,HH Pandya,DT Christian,0,0,0,89,9,16,3,bowled,TM Head,,14,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
83,TD Paine,HH Pandya,DT Christian,1,0,1,90,1,1,4,0,,,14,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
84,DT Christian,HH Pandya,TD Paine,1,0,1,91,3,6,5,0,,,14,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
85,TD Paine,HH Pandya,DT Christian,1,0,1,92,2,2,6,0,,,14,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
86,TD Paine,YS Chahal,DT Christian,0,0,0,92,2,3,1,0,,,15,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
87,TD Paine,YS Chahal,DT Christian,0,0,0,92,2,4,2,0,,,15,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
88,TD Paine,YS Chahal,DT Christian,1,0,1,93,3,5,3,0,,,15,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
89,DT Christian,YS Chahal,TD Paine,1,0,1,94,4,7,4,0,,,15,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
90,TD Paine,YS Chahal,DT Christian,0,0,0,94,3,6,5,0,,,15,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
91,TD Paine,YS Chahal,DT Christian,1,0,1,95,4,7,6,0,,,15,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
92,TD Paine,Kuldeep Yadav,DT Christian,0,0,0,95,4,8,1,0,,,16,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
93,TD Paine,Kuldeep Yadav,DT Christian,1,0,1,96,5,9,2,0,,,16,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
94,DT Christian,Kuldeep Yadav,TD Paine,1,0,1,97,5,8,3,0,,,16,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
95,TD Paine,Kuldeep Yadav,DT Christian,0,0,0,97,5,10,4,0,,,16,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
96,TD Paine,Kuldeep Yadav,DT Christian,1,0,1,98,6,11,5,0,,,16,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
97,DT Christian,Kuldeep Yadav,TD Paine,1,0,1,99,6,9,6,0,,,16,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
98,DT Christian,B Kumar,TD Paine,0,0,0,99,6,10,1,0,,,17,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
99,DT Christian,B Kumar,TD Paine,1,0,1,100,7,11,2,0,,,17,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
100,TD Paine,B Kumar,DT Christian,4,0,4,104,10,12,3,0,,,17,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
101,TD Paine,B Kumar,DT Christian,0,0,0,104,10,13,4,0,,,17,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
102,TD Paine,B Kumar,DT Christian,6,0,6,110,16,14,5,0,,,17,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
103,TD Paine,B Kumar,DT Christian,1,0,1,111,17,15,6,0,,,17,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
104,TD Paine,JJ Bumrah,DT Christian,0,0,0,111,17,16,1,bowled,TD Paine,,18,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
105,NM Coulter-Nile,JJ Bumrah,DT Christian,1,0,1,112,1,1,2,0,,,18,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
106,DT Christian,JJ Bumrah,NM Coulter-Nile,1,0,1,113,8,12,3,0,,,18,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
107,NM Coulter-Nile,JJ Bumrah,DT Christian,0,0,0,113,1,2,4,bowled,NM Coulter-Nile,,18,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
108,AJ Tye,JJ Bumrah,DT Christian,0,0,0,113,0,1,5,0,,,18,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
109,AJ Tye,JJ Bumrah,DT Christian,0,0,0,113,0,2,6,0,,,18,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
110,DT Christian,B Kumar,AJ Tye,1,0,1,114,9,13,1,run out,DT Christian,,19,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
111,A Zampa,B Kumar,AJ Tye,0,0,0,114,0,1,2,0,,,19,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
112,A Zampa,B Kumar,AJ Tye,4,0,4,118,4,2,3,0,,,19,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
113,A Zampa,B Kumar,AJ Tye,0,0,0,118,4,3,4,0,,,19,-,field,India,1,JSCA International Stadium Complex,2017-10-07,Australia,India
