,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,Mohammad Shahzad,KM Jarvis,Karim Sadiq,0,0,0,0,120,0,1,0,1,-,1,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
1,Mohammad Shahzad,KM Jarvis,Karim Sadiq,4,0,4,4,116,4,2,0,2,-,1,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
2,Mohammad Shahzad,KM Jarvis,Karim Sadiq,0,0,0,4,116,4,3,0,3,-,1,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
3,Mohammad Shahzad,KM Jarvis,Karim Sadiq,0,1,1,5,115,4,4,0,4,wides,1,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
4,Mohammad Shahzad,KM Jarvis,Karim Sadiq,2,0,2,7,113,6,5,0,5,-,1,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
5,Mohammad Shahzad,KM Jarvis,Karim Sadiq,0,0,0,7,113,6,6,0,6,-,1,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
6,Mohammad Shahzad,KM Jarvis,Karim Sadiq,1,0,1,8,112,7,7,0,7,-,1,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
7,Mohammad Shahzad,TL Chatara,Karim Sadiq,0,0,0,8,112,7,8,0,1,-,2,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
8,Mohammad Shahzad,TL Chatara,Karim Sadiq,0,0,0,8,112,7,9,0,2,-,2,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
9,Mohammad Shahzad,TL Chatara,Karim Sadiq,4,0,4,12,108,11,10,0,3,-,2,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
10,Mohammad Shahzad,TL Chatara,Karim Sadiq,0,0,0,12,108,11,11,0,4,-,2,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
11,Mohammad Shahzad,TL Chatara,Karim Sadiq,0,0,0,12,108,11,12,0,5,-,2,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
12,Mohammad Shahzad,TL Chatara,Karim Sadiq,1,0,1,13,107,12,13,0,6,-,2,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
13,Mohammad Shahzad,KM Jarvis,Karim Sadiq,0,0,0,13,107,12,14,0,1,-,3,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
14,Mohammad Shahzad,KM Jarvis,Karim Sadiq,0,0,0,13,107,12,15,0,2,-,3,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
15,Mohammad Shahzad,KM Jarvis,Karim Sadiq,0,0,0,13,107,12,16,0,3,-,3,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
16,Mohammad Shahzad,KM Jarvis,Karim Sadiq,0,1,1,14,106,12,17,0,4,wides,3,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
17,Mohammad Shahzad,KM Jarvis,Karim Sadiq,0,0,0,14,106,12,18,0,5,-,3,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
18,Mohammad Shahzad,KM Jarvis,Karim Sadiq,4,0,4,18,102,16,19,0,6,-,3,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
19,Mohammad Shahzad,KM Jarvis,Karim Sadiq,1,0,1,19,101,17,20,0,7,-,3,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
20,Mohammad Shahzad,B Muzarabani,Karim Sadiq,0,0,0,19,101,17,21,0,1,-,4,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
21,Mohammad Shahzad,B Muzarabani,Karim Sadiq,0,0,0,19,101,17,22,0,2,-,4,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
22,Mohammad Shahzad,B Muzarabani,Karim Sadiq,0,0,0,19,101,17,23,0,3,-,4,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
23,Mohammad Shahzad,B Muzarabani,Karim Sadiq,0,0,0,19,101,17,24,1,4,-,4,caught,Mohammad Shahzad,KM Jarvis,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
24,Karim Sadiq,B Muzarabani,Asghar Stanikzai,1,0,1,20,100,1,1,1,5,-,4,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
25,Asghar Stanikzai,B Muzarabani,Karim Sadiq,0,1,1,21,99,0,1,1,6,noballs,4,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
26,Asghar Stanikzai,B Muzarabani,Karim Sadiq,6,0,6,27,93,6,2,1,7,-,4,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
27,Karim Sadiq,TL Chatara,Asghar Stanikzai,4,0,4,31,89,5,2,1,1,-,5,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
28,Karim Sadiq,TL Chatara,Asghar Stanikzai,0,0,0,31,89,5,3,1,2,-,5,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
29,Karim Sadiq,TL Chatara,Asghar Stanikzai,0,0,0,31,89,5,4,1,3,-,5,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
30,Karim Sadiq,TL Chatara,Asghar Stanikzai,0,0,0,31,89,5,5,1,4,-,5,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
31,Karim Sadiq,TL Chatara,Asghar Stanikzai,0,0,0,31,89,5,6,1,5,-,5,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
32,Karim Sadiq,TL Chatara,Asghar Stanikzai,0,0,0,31,89,5,7,1,6,-,5,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
33,Asghar Stanikzai,B Muzarabani,Karim Sadiq,1,0,1,32,88,7,3,1,1,-,6,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
34,Karim Sadiq,B Muzarabani,Asghar Stanikzai,2,0,2,34,86,7,8,1,2,-,6,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
35,Karim Sadiq,B Muzarabani,Asghar Stanikzai,6,0,6,40,80,13,9,1,3,-,6,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
36,Karim Sadiq,B Muzarabani,Asghar Stanikzai,1,0,1,41,79,14,10,1,4,-,6,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
37,Asghar Stanikzai,B Muzarabani,Karim Sadiq,4,0,4,45,75,11,4,1,5,-,6,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
38,Asghar Stanikzai,B Muzarabani,Karim Sadiq,0,0,0,45,75,11,5,1,6,-,6,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
39,Karim Sadiq,Sikandar Raza,Asghar Stanikzai,1,0,1,46,74,15,11,1,1,-,7,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
40,Asghar Stanikzai,Sikandar Raza,Karim Sadiq,0,2,2,48,72,11,6,1,2,wides,7,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
41,Karim Sadiq,Sikandar Raza,Asghar Stanikzai,0,0,0,48,72,15,12,1,3,-,7,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
42,Karim Sadiq,Sikandar Raza,Asghar Stanikzai,0,0,0,48,72,15,13,1,4,-,7,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
43,Karim Sadiq,Sikandar Raza,Asghar Stanikzai,1,0,1,49,71,16,14,1,5,-,7,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
44,Asghar Stanikzai,Sikandar Raza,Karim Sadiq,2,0,2,51,69,13,7,1,6,-,7,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
45,Asghar Stanikzai,Sikandar Raza,Karim Sadiq,6,0,6,57,63,19,8,1,7,-,7,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
46,Karim Sadiq,AG Cremer,Asghar Stanikzai,0,0,0,57,63,16,15,1,1,-,8,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
47,Karim Sadiq,AG Cremer,Asghar Stanikzai,0,0,0,57,63,16,16,1,2,-,8,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
48,Karim Sadiq,AG Cremer,Asghar Stanikzai,1,0,1,58,62,17,17,1,3,-,8,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
49,Asghar Stanikzai,AG Cremer,Karim Sadiq,1,0,1,59,61,20,9,1,4,-,8,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
50,Karim Sadiq,AG Cremer,Asghar Stanikzai,1,0,1,60,60,18,18,1,5,-,8,0,,,field,Zimbabwe,1,Sharjah Cricket Stadium,2018,02,Afghanistan_Zimbabwe_2018-02-06,Afghanistan,Afghanistan,Zimbabwe,158
