,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,Mohammad Rizwan,Fazalhaq Farooqi,Babar Azam,1,0,1,1,128,1,1,0,-,1.0,0,,,0,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Right hand Bat,Right hand Bat,Left arm Fast
1,Babar Azam,Fazalhaq Farooqi,Mohammad Rizwan,0,0,0,1,128,0,1,1,-,2.0,lbw,Babar Azam,,0,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Right hand Bat,Right hand Bat,Left arm Fast
2,Fakhar Zaman,Fazalhaq Farooqi,Mohammad Rizwan,0,0,0,1,128,0,1,1,-,3.0,0,,,0,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Left hand Bat,Right hand Bat,Left arm Fast
3,Fakhar Zaman,Fazalhaq Farooqi,Mohammad Rizwan,4,0,4,5,124,4,2,1,-,4.0,0,,,0,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Left hand Bat,Right hand Bat,Left arm Fast
4,Fakhar Zaman,Fazalhaq Farooqi,Mohammad Rizwan,0,0,0,5,124,4,3,1,-,5.0,0,,,0,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Left hand Bat,Right hand Bat,Left arm Fast
5,Fakhar Zaman,Fazalhaq Farooqi,Mohammad Rizwan,1,0,1,6,123,5,4,1,-,6.0,0,,,0,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Left hand Bat,Right hand Bat,Left arm Fast
6,Fakhar Zaman,Mujeeb Ur Rahman,Mohammad Rizwan,0,0,0,6,123,5,5,1,-,1.0,0,,,1,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Left hand Bat,Right hand Bat,Right arm Offbreak
7,Fakhar Zaman,Mujeeb Ur Rahman,Mohammad Rizwan,0,0,0,6,123,5,6,1,-,2.0,0,,,1,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Left hand Bat,Right hand Bat,Right arm Offbreak
8,Fakhar Zaman,Mujeeb Ur Rahman,Mohammad Rizwan,0,0,0,6,123,5,7,1,-,3.0,0,,,1,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Left hand Bat,Right hand Bat,Right arm Offbreak
9,Fakhar Zaman,Mujeeb Ur Rahman,Mohammad Rizwan,0,1,1,7,122,5,8,1,legbyes,4.0,0,,,1,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Left hand Bat,Right hand Bat,Right arm Offbreak
10,Mohammad Rizwan,Mujeeb Ur Rahman,Fakhar Zaman,0,0,0,7,122,1,2,1,-,5.0,0,,,1,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Right hand Bat,Left hand Bat,Right arm Offbreak
11,Mohammad Rizwan,Mujeeb Ur Rahman,Fakhar Zaman,1,0,1,8,121,2,3,1,-,6.0,0,,,1,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Right hand Bat,Left hand Bat,Right arm Offbreak
12,Mohammad Rizwan,Fazalhaq Farooqi,Fakhar Zaman,0,0,0,8,121,2,4,1,-,1.0,0,,,2,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Right hand Bat,Left hand Bat,Left arm Fast
13,Mohammad Rizwan,Fazalhaq Farooqi,Fakhar Zaman,0,0,0,8,121,2,5,1,-,2.0,0,,,2,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Right hand Bat,Left hand Bat,Left arm Fast
14,Mohammad Rizwan,Fazalhaq Farooqi,Fakhar Zaman,6,0,6,14,115,8,6,1,-,3.0,0,,,2,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Right hand Bat,Left hand Bat,Left arm Fast
15,Mohammad Rizwan,Fazalhaq Farooqi,Fakhar Zaman,0,0,0,14,115,8,7,1,-,4.0,0,,,2,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Right hand Bat,Left hand Bat,Left arm Fast
16,Mohammad Rizwan,Fazalhaq Farooqi,Fakhar Zaman,0,0,0,14,115,8,8,1,-,5.0,0,,,2,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Right hand Bat,Left hand Bat,Left arm Fast
17,Mohammad Rizwan,Fazalhaq Farooqi,Fakhar Zaman,4,0,4,18,111,12,9,1,-,6.0,0,,,2,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Right hand Bat,Left hand Bat,Left arm Fast
18,Fakhar Zaman,Mujeeb Ur Rahman,Mohammad Rizwan,0,0,0,18,111,5,9,2,-,1.0,run out,Fakhar Zaman,Najibullah Zadran,3,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Left hand Bat,Right hand Bat,Right arm Offbreak
19,Mohammad Rizwan,Mujeeb Ur Rahman,Iftikhar Ahmed,0,0,0,18,111,12,10,2,-,2.0,0,,,3,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Right hand Bat,Right hand Bat,Right arm Offbreak
20,Mohammad Rizwan,Mujeeb Ur Rahman,Iftikhar Ahmed,1,0,1,19,110,13,11,2,-,3.0,0,,,3,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Right hand Bat,Right hand Bat,Right arm Offbreak
21,Iftikhar Ahmed,Mujeeb Ur Rahman,Mohammad Rizwan,0,0,0,19,110,0,1,2,-,4.0,0,,,3,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Right hand Bat,Right hand Bat,Right arm Offbreak
22,Iftikhar Ahmed,Mujeeb Ur Rahman,Mohammad Rizwan,1,0,1,20,109,1,2,2,-,5.0,0,,,3,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Right hand Bat,Right hand Bat,Right arm Offbreak
23,Mohammad Rizwan,Mujeeb Ur Rahman,Iftikhar Ahmed,0,0,0,20,109,13,12,2,-,6.0,0,,,3,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Right hand Bat,Right hand Bat,Right arm Offbreak
24,Iftikhar Ahmed,Fareed Ahmad,Mohammad Rizwan,0,0,0,20,109,1,3,2,-,1.0,0,,,4,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Right hand Bat,Right hand Bat,Left arm Fast
25,Iftikhar Ahmed,Fareed Ahmad,Mohammad Rizwan,4,0,4,24,105,5,4,2,-,2.0,0,,,4,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Right hand Bat,Right hand Bat,Left arm Fast
26,Iftikhar Ahmed,Fareed Ahmad,Mohammad Rizwan,3,0,3,27,102,8,5,2,-,3.0,0,,,4,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Right hand Bat,Right hand Bat,Left arm Fast
27,Mohammad Rizwan,Fareed Ahmad,Iftikhar Ahmed,0,0,0,27,102,13,13,2,-,4.0,0,,,4,,field,Pakistan,2,Sharjah Cricket Stadium,2022,09,Afghanistan_Pakistan_2022-09-07,Pakistan,Pakistan,Afghanistan,True,131,Right hand Bat,Right hand Bat,Left arm Fast
