,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
0,TS Kamunhukamwe,Mustafizur Rahman,BRM Taylor,4,0,4,4,196,4,1,0,1,-,1,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Zimbabwe,Bangladesh,152
1,TS Kamunhukamwe,Mustafizur Rahman,BRM Taylor,4,0,4,8,192,8,2,0,2,-,1,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Zimbabwe,Bangladesh,152
2,TS Kamunhukamwe,Mustafizur Rahman,BRM Taylor,0,1,1,9,191,8,3,0,3,wides,1,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Zimbabwe,Bangladesh,152
3,TS Kamunhukamwe,Mustafizur Rahman,BRM Taylor,0,0,0,9,191,8,4,0,4,-,1,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Zimbabwe,Bangladesh,152
4,TS Kamunhukamwe,Mustafizur Rahman,BRM Taylor,0,0,0,9,191,8,5,0,5,-,1,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Zimbabwe,Bangladesh,152
5,TS Kamunhukamwe,Mustafizur Rahman,BRM Taylor,0,0,0,9,191,8,6,0,6,-,1,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Zimbabwe,Bangladesh,152
6,TS Kamunhukamwe,Mustafizur Rahman,BRM Taylor,0,0,0,9,191,8,7,0,7,-,1,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Zimbabwe,Bangladesh,152
7,BRM Taylor,Shafiul Islam,TS Kamunhukamwe,1,0,1,10,190,1,1,0,1,-,2,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Zimbabwe,Bangladesh,152
8,TS Kamunhukamwe,Shafiul Islam,BRM Taylor,1,0,1,11,189,9,8,0,2,-,2,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Zimbabwe,Bangladesh,152
9,BRM Taylor,Shafiul Islam,TS Kamunhukamwe,0,0,0,11,189,1,2,0,3,-,2,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Zimbabwe,Bangladesh,152
10,BRM Taylor,Shafiul Islam,TS Kamunhukamwe,0,0,0,11,189,1,3,0,4,-,2,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Zimbabwe,Bangladesh,152
11,BRM Taylor,Shafiul Islam,TS Kamunhukamwe,0,0,0,11,189,1,4,0,5,-,2,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Zimbabwe,Bangladesh,152
12,BRM Taylor,Shafiul Islam,TS Kamunhukamwe,0,0,0,11,189,1,5,1,6,-,2,caught,BRM Taylor,Soumya Sarkar,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Zimbabwe,Bangladesh,152
13,TS Kamunhukamwe,Mohammad Saifuddin,CR Ervine,0,0,0,11,189,9,9,1,1,-,3,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Zimbabwe,Bangladesh,152
14,TS Kamunhukamwe,Mohammad Saifuddin,CR Ervine,0,2,2,13,187,9,10,1,2,wides,3,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Zimbabwe,Bangladesh,152
15,CR Ervine,Mohammad Saifuddin,TS Kamunhukamwe,4,0,4,17,183,4,1,1,3,-,3,0,,,field,Zimbabwe,2,"Shere Bangla National Stadium, Mirpur",2020,03,Bangladesh_Zimbabwe_2020-03-09,Bangladesh,Zimbabwe,Bangladesh,152
