,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,wicket_type,player_out,fielder,extras,extra_type,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
16,Mohammad Shahzad,Arshdeep Singh,Noor Ali Zadran,0,0,0,9,4,6,5,3,caught,Mohammad Shahzad,JM Sharma,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
17,Shahidullah,Arshdeep Singh,Noor Ali Zadran,1,0,1,10,1,1,6,3,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
18,Shahidullah,Washington Sundar,Noor Ali Zadran,1,0,1,11,2,2,1,4,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
19,Noor Ali Zadran,Washington Sundar,Shahidullah,1,0,1,12,1,4,2,4,run out,Noor Ali Zadran,JM Sharma;Ravi Bishnoi,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
20,Afsar Zazai,Washington Sundar,Shahidullah,1,0,1,13,1,1,3,4,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
21,Shahidullah,Washington Sundar,Afsar Zazai,0,0,0,13,2,3,4,4,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
22,Shahidullah,Washington Sundar,Afsar Zazai,0,0,0,13,2,4,5,4,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
23,Shahidullah,Washington Sundar,Afsar Zazai,0,0,0,13,2,5,6,4,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
24,Afsar Zazai,R Sai Kishore,Shahidullah,0,0,0,13,1,2,1,5,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
25,Afsar Zazai,R Sai Kishore,Shahidullah,0,0,0,13,1,3,2,5,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
26,Afsar Zazai,R Sai Kishore,Shahidullah,1,0,1,14,2,4,3,5,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
27,Shahidullah,R Sai Kishore,Afsar Zazai,1,0,1,15,3,6,4,5,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
28,Afsar Zazai,R Sai Kishore,Shahidullah,1,0,1,16,3,5,5,5,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
29,Shahidullah,R Sai Kishore,Afsar Zazai,0,0,0,16,3,7,6,5,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
30,Afsar Zazai,Washington Sundar,Shahidullah,4,0,4,20,7,6,1,6,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
31,Afsar Zazai,Washington Sundar,Shahidullah,4,0,4,24,11,7,2,6,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
32,Afsar Zazai,Washington Sundar,Shahidullah,0,1,1,25,11,8,3,6,0,,,{'legbyes': 1},legbyes,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
33,Shahidullah,Washington Sundar,Afsar Zazai,0,0,0,25,3,8,4,6,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
34,Shahidullah,Washington Sundar,Afsar Zazai,1,0,1,26,4,9,5,6,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
35,Afsar Zazai,Washington Sundar,Shahidullah,1,0,1,27,12,9,6,6,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
36,Afsar Zazai,Shahbaz Ahmed,Shahidullah,1,0,1,28,13,10,1,7,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
37,Shahidullah,Shahbaz Ahmed,Afsar Zazai,1,0,1,29,5,10,2,7,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
38,Afsar Zazai,Shahbaz Ahmed,Shahidullah,1,0,1,30,14,11,3,7,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
39,Shahidullah,Shahbaz Ahmed,Afsar Zazai,0,1,1,31,5,11,4,7,0,,,{'wides': 1},wides,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
40,Shahidullah,Shahbaz Ahmed,Afsar Zazai,6,0,6,37,11,12,5,7,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
41,Shahidullah,Shahbaz Ahmed,Afsar Zazai,1,0,1,38,12,13,6,7,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
42,Afsar Zazai,Shahbaz Ahmed,Shahidullah,0,0,0,38,14,12,7,7,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
43,Shahidullah,Ravi Bishnoi,Afsar Zazai,1,0,1,39,13,14,1,8,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
44,Afsar Zazai,Ravi Bishnoi,Shahidullah,0,0,0,39,14,13,2,8,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
45,Afsar Zazai,Ravi Bishnoi,Shahidullah,0,0,0,39,14,14,3,8,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
46,Afsar Zazai,Ravi Bishnoi,Shahidullah,0,0,0,39,14,15,4,8,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
47,Afsar Zazai,Ravi Bishnoi,Shahidullah,0,0,0,39,14,16,5,8,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
48,Afsar Zazai,Ravi Bishnoi,Shahidullah,0,0,0,39,14,17,6,8,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
49,Shahidullah,R Sai Kishore,Afsar Zazai,2,0,2,41,15,15,1,9,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
50,Shahidullah,R Sai Kishore,Afsar Zazai,4,0,4,45,19,16,2,9,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
51,Shahidullah,R Sai Kishore,Afsar Zazai,0,0,0,45,19,17,3,9,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
52,Shahidullah,R Sai Kishore,Afsar Zazai,2,0,2,47,21,18,4,9,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
53,Shahidullah,R Sai Kishore,Afsar Zazai,0,0,0,47,21,19,5,9,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
54,Shahidullah,R Sai Kishore,Afsar Zazai,0,0,0,47,21,20,6,9,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
55,Afsar Zazai,Ravi Bishnoi,Shahidullah,1,0,1,48,15,18,1,10,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
56,Shahidullah,Ravi Bishnoi,Afsar Zazai,1,0,1,49,22,21,2,10,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
57,Afsar Zazai,Ravi Bishnoi,Shahidullah,0,0,0,49,15,19,3,10,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
58,Afsar Zazai,Ravi Bishnoi,Shahidullah,0,0,0,49,15,20,4,10,bowled,Afsar Zazai,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
59,Karim Janat,Ravi Bishnoi,Shahidullah,0,1,1,50,0,1,5,10,0,,,{'legbyes': 1},legbyes,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
60,Shahidullah,Ravi Bishnoi,Karim Janat,0,0,0,50,22,22,6,10,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
61,Karim Janat,Shahbaz Ahmed,Shahidullah,0,0,0,50,0,2,1,11,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
62,Karim Janat,Shahbaz Ahmed,Shahidullah,1,0,1,51,1,3,2,11,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
63,Shahidullah,Shahbaz Ahmed,Karim Janat,1,0,1,52,23,23,3,11,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
64,Karim Janat,Shahbaz Ahmed,Shahidullah,0,0,0,52,1,4,4,11,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
65,Karim Janat,Shahbaz Ahmed,Shahidullah,0,0,0,52,1,5,5,11,bowled,Karim Janat,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
66,Gulbadin Naib,Shahbaz Ahmed,Shahidullah,1,0,1,53,1,1,6,11,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
67,Gulbadin Naib,Ravi Bishnoi,Shahidullah,1,0,1,54,2,2,1,12,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
68,Shahidullah,Ravi Bishnoi,Gulbadin Naib,1,0,1,55,24,24,2,12,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
69,Gulbadin Naib,Ravi Bishnoi,Shahidullah,1,0,1,56,3,3,3,12,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
70,Shahidullah,Ravi Bishnoi,Gulbadin Naib,1,0,1,57,25,25,4,12,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
71,Gulbadin Naib,Ravi Bishnoi,Shahidullah,1,0,1,58,4,4,5,12,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
72,Shahidullah,Ravi Bishnoi,Gulbadin Naib,1,0,1,59,26,26,6,12,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
73,Shahidullah,Shahbaz Ahmed,Gulbadin Naib,6,0,6,65,32,27,1,13,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
74,Shahidullah,Shahbaz Ahmed,Gulbadin Naib,0,0,0,65,32,28,2,13,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
75,Shahidullah,Shahbaz Ahmed,Gulbadin Naib,0,0,0,65,32,29,3,13,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
76,Shahidullah,Shahbaz Ahmed,Gulbadin Naib,0,1,1,66,32,30,4,13,0,,,{'wides': 1},wides,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
77,Shahidullah,Shahbaz Ahmed,Gulbadin Naib,4,0,4,70,36,31,5,13,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
78,Shahidullah,Shahbaz Ahmed,Gulbadin Naib,0,0,0,70,36,32,6,13,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
79,Shahidullah,Shahbaz Ahmed,Gulbadin Naib,0,0,0,70,36,33,7,13,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
80,Gulbadin Naib,Washington Sundar,Shahidullah,0,0,0,70,4,5,1,14,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
81,Gulbadin Naib,Washington Sundar,Shahidullah,0,0,0,70,4,6,2,14,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
82,Gulbadin Naib,Washington Sundar,Shahidullah,0,0,0,70,4,7,3,14,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
83,Gulbadin Naib,Washington Sundar,Shahidullah,4,0,4,74,8,8,4,14,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
84,Gulbadin Naib,Washington Sundar,Shahidullah,1,0,1,75,9,9,5,14,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
85,Shahidullah,Washington Sundar,Gulbadin Naib,0,5,5,80,36,34,6,14,0,,,{'wides': 5},wides,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
86,Shahidullah,Washington Sundar,Gulbadin Naib,0,0,0,80,36,35,7,14,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
87,Gulbadin Naib,R Sai Kishore,Shahidullah,0,0,0,80,9,10,1,15,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
88,Gulbadin Naib,R Sai Kishore,Shahidullah,1,0,1,81,10,11,2,15,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
89,Shahidullah,R Sai Kishore,Gulbadin Naib,4,0,4,85,40,36,3,15,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
90,Shahidullah,R Sai Kishore,Gulbadin Naib,1,0,1,86,41,37,4,15,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
91,Gulbadin Naib,R Sai Kishore,Shahidullah,0,0,0,86,10,12,5,15,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
92,Gulbadin Naib,R Sai Kishore,Shahidullah,0,0,0,86,10,13,6,15,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
93,Shahidullah,Ravi Bishnoi,Gulbadin Naib,0,0,0,86,41,38,1,16,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
94,Shahidullah,Ravi Bishnoi,Gulbadin Naib,1,0,1,87,42,39,2,16,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
95,Gulbadin Naib,Ravi Bishnoi,Shahidullah,0,0,0,87,10,14,3,16,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
96,Gulbadin Naib,Ravi Bishnoi,Shahidullah,0,0,0,87,10,15,4,16,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
97,Gulbadin Naib,Ravi Bishnoi,Shahidullah,1,0,1,88,11,16,5,16,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
98,Shahidullah,Ravi Bishnoi,Gulbadin Naib,1,0,1,89,43,40,6,16,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
99,Shahidullah,R Sai Kishore,Gulbadin Naib,1,0,1,90,44,41,1,17,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
100,Gulbadin Naib,R Sai Kishore,Shahidullah,0,0,0,90,11,17,2,17,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
101,Gulbadin Naib,R Sai Kishore,Shahidullah,6,0,6,96,17,18,3,17,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
102,Gulbadin Naib,R Sai Kishore,Shahidullah,1,0,1,97,18,19,4,17,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
103,Shahidullah,R Sai Kishore,Gulbadin Naib,1,0,1,98,45,42,5,17,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
104,Gulbadin Naib,R Sai Kishore,Shahidullah,0,0,0,98,18,20,6,17,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
105,Shahidullah,Arshdeep Singh,Gulbadin Naib,1,0,1,99,46,43,1,18,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
106,Gulbadin Naib,Arshdeep Singh,Shahidullah,1,0,1,100,19,21,2,18,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
107,Shahidullah,Arshdeep Singh,Gulbadin Naib,1,0,1,101,47,44,3,18,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
108,Gulbadin Naib,Arshdeep Singh,Shahidullah,1,0,1,102,20,22,4,18,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
109,Shahidullah,Arshdeep Singh,Gulbadin Naib,1,0,1,103,48,45,5,18,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
110,Gulbadin Naib,Arshdeep Singh,Shahidullah,6,0,6,109,26,23,6,18,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
111,Shahidullah,Shahbaz Ahmed,Gulbadin Naib,0,1,1,110,48,46,1,19,0,,,{'wides': 1},wides,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
112,Shahidullah,Shahbaz Ahmed,Gulbadin Naib,1,0,1,111,49,47,2,19,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
113,Gulbadin Naib,Shahbaz Ahmed,Shahidullah,1,0,1,112,27,24,3,19,0,,,,-,field,India,1,Zhejiang University of Technology Cricket Field,2023-10-07,Afghanistan,
