,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
46,JP Inglis,M Prasidh Krishna,SPD Smith,4,0,4,64,27,15,5,-,8,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
47,JP Inglis,M Prasidh Krishna,SPD Smith,1,0,1,65,28,16,6,-,8,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
48,JP Inglis,Ravi Bishnoi,SPD Smith,6,0,6,71,34,17,1,-,9,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
49,JP Inglis,Ravi Bishnoi,SPD Smith,2,0,2,73,36,18,2,-,9,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
50,JP Inglis,Ravi Bishnoi,SPD Smith,1,0,1,74,37,19,3,-,9,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
51,SPD Smith,Ravi Bishnoi,JP Inglis,0,0,0,74,22,22,4,-,9,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
52,SPD Smith,Ravi Bishnoi,JP Inglis,1,0,1,75,23,23,5,-,9,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
53,JP Inglis,Ravi Bishnoi,SPD Smith,0,0,0,75,37,20,6,-,9,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
54,SPD Smith,Mukesh Kumar,JP Inglis,1,0,1,76,24,24,1,-,10,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
55,JP Inglis,Mukesh Kumar,SPD Smith,0,0,0,76,37,21,2,-,10,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
56,JP Inglis,Mukesh Kumar,SPD Smith,0,0,0,76,37,22,3,-,10,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
57,JP Inglis,Mukesh Kumar,SPD Smith,4,0,4,80,41,23,4,-,10,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
58,JP Inglis,Mukesh Kumar,SPD Smith,2,0,2,82,43,24,5,-,10,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
59,JP Inglis,Mukesh Kumar,SPD Smith,1,0,1,83,44,25,6,-,10,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
60,JP Inglis,AR Patel,SPD Smith,1,0,1,84,45,26,1,-,11,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
61,SPD Smith,AR Patel,JP Inglis,4,0,4,88,28,25,2,-,11,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
62,SPD Smith,AR Patel,JP Inglis,2,0,2,90,30,26,3,-,11,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
63,SPD Smith,AR Patel,JP Inglis,0,0,0,90,30,27,4,-,11,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
64,SPD Smith,AR Patel,JP Inglis,1,0,1,91,31,28,5,-,11,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
65,JP Inglis,AR Patel,SPD Smith,1,0,1,92,46,27,6,-,11,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
66,JP Inglis,Ravi Bishnoi,SPD Smith,1,0,1,93,47,28,1,-,12,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
67,SPD Smith,Ravi Bishnoi,JP Inglis,1,0,1,94,32,29,2,-,12,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
68,JP Inglis,Ravi Bishnoi,SPD Smith,6,0,6,100,53,29,3,-,12,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
69,JP Inglis,Ravi Bishnoi,SPD Smith,4,0,4,104,57,30,4,-,12,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
70,JP Inglis,Ravi Bishnoi,SPD Smith,0,0,0,104,57,31,5,-,12,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
71,JP Inglis,Ravi Bishnoi,SPD Smith,6,0,6,110,63,32,6,-,12,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
72,SPD Smith,AR Patel,JP Inglis,4,0,4,114,36,30,1,-,13,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
73,SPD Smith,AR Patel,JP Inglis,1,0,1,115,37,31,2,-,13,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
74,JP Inglis,AR Patel,SPD Smith,2,0,2,117,65,33,3,-,13,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
75,JP Inglis,AR Patel,SPD Smith,1,0,1,118,66,34,4,-,13,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
76,SPD Smith,AR Patel,JP Inglis,0,0,0,118,37,32,5,-,13,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
77,SPD Smith,AR Patel,JP Inglis,2,0,2,120,39,33,6,-,13,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
78,JP Inglis,M Prasidh Krishna,SPD Smith,6,0,6,126,72,35,1,-,14,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
79,JP Inglis,M Prasidh Krishna,SPD Smith,2,0,2,128,74,36,2,-,14,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
80,JP Inglis,M Prasidh Krishna,SPD Smith,0,0,0,128,74,37,3,-,14,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
81,JP Inglis,M Prasidh Krishna,SPD Smith,1,0,1,129,75,38,4,-,14,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
82,SPD Smith,M Prasidh Krishna,JP Inglis,1,0,1,130,40,34,5,-,14,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
83,JP Inglis,M Prasidh Krishna,SPD Smith,0,0,0,130,75,39,6,-,14,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
84,SPD Smith,Ravi Bishnoi,JP Inglis,1,0,1,131,41,35,1,-,15,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
85,JP Inglis,Ravi Bishnoi,SPD Smith,6,0,6,137,81,40,2,-,15,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
86,JP Inglis,Ravi Bishnoi,SPD Smith,1,0,1,138,82,41,3,-,15,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
87,SPD Smith,Ravi Bishnoi,JP Inglis,1,0,1,139,42,36,4,-,15,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
88,JP Inglis,Ravi Bishnoi,SPD Smith,6,0,6,145,88,42,5,-,15,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
89,JP Inglis,Ravi Bishnoi,SPD Smith,6,0,6,151,94,43,6,-,15,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
90,SPD Smith,Mukesh Kumar,JP Inglis,4,0,4,155,46,37,1,-,16,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
91,SPD Smith,Mukesh Kumar,JP Inglis,0,0,0,155,46,38,2,-,16,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
92,SPD Smith,Mukesh Kumar,JP Inglis,2,0,2,157,48,39,3,-,16,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
93,SPD Smith,Mukesh Kumar,JP Inglis,4,0,4,161,52,40,4,-,16,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
94,SPD Smith,Mukesh Kumar,JP Inglis,0,0,0,161,52,41,5,-,16,run out,SPD Smith,Mukesh Kumar;M Prasidh Krishna,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
95,JP Inglis,Mukesh Kumar,MP Stoinis,0,0,0,161,94,44,6,-,16,0,,,"{'by': 'India', 'umpire': 'Nitin Menon', 'batter': 'JP Inglis', 'decision': 'struck down', 'type': 'wicket'}",field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
96,MP Stoinis,Arshdeep Singh,JP Inglis,1,0,1,162,1,1,1,-,17,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
97,JP Inglis,Arshdeep Singh,MP Stoinis,4,0,4,166,98,45,2,-,17,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
98,JP Inglis,Arshdeep Singh,MP Stoinis,0,0,0,166,98,46,3,-,17,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
99,JP Inglis,Arshdeep Singh,MP Stoinis,0,1,1,167,98,47,4,wides,17,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
100,JP Inglis,Arshdeep Singh,MP Stoinis,4,0,4,171,102,48,5,-,17,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
101,JP Inglis,Arshdeep Singh,MP Stoinis,4,0,4,175,106,49,6,-,17,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
102,JP Inglis,Arshdeep Singh,MP Stoinis,4,0,4,179,110,50,7,-,17,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
103,MP Stoinis,M Prasidh Krishna,JP Inglis,1,0,1,180,2,2,1,-,18,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
104,JP Inglis,M Prasidh Krishna,MP Stoinis,0,0,0,180,110,51,2,-,18,caught,JP Inglis,YBK Jaiswal,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
105,TH David,M Prasidh Krishna,MP Stoinis,4,0,4,184,4,1,3,-,18,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
106,TH David,M Prasidh Krishna,MP Stoinis,0,0,0,184,4,2,4,-,18,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
107,TH David,M Prasidh Krishna,MP Stoinis,1,0,1,185,5,3,5,-,18,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
108,MP Stoinis,M Prasidh Krishna,TH David,2,0,2,187,4,3,6,-,18,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
109,TH David,Arshdeep Singh,MP Stoinis,0,1,1,188,5,4,1,wides,19,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
110,TH David,Arshdeep Singh,MP Stoinis,0,1,1,189,5,5,2,wides,19,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
111,TH David,Arshdeep Singh,MP Stoinis,4,0,4,193,9,6,3,-,19,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
112,TH David,Arshdeep Singh,MP Stoinis,0,0,0,193,9,7,4,-,19,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
113,TH David,Arshdeep Singh,MP Stoinis,0,1,1,194,9,8,5,wides,19,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
114,TH David,Arshdeep Singh,MP Stoinis,1,0,1,195,10,9,6,-,19,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
115,MP Stoinis,Arshdeep Singh,TH David,1,0,1,196,5,4,7,-,19,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
116,TH David,Arshdeep Singh,MP Stoinis,6,0,6,202,16,10,8,-,19,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
117,TH David,Arshdeep Singh,MP Stoinis,1,0,1,203,17,11,9,-,19,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
118,TH David,Mukesh Kumar,MP Stoinis,0,0,0,203,17,12,1,-,20,0,,,,field,India,1,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2023-11-23,Australia,India
