,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
116,JP Behrendorff,SS Cottrell,MJ Swepson,0,0,0,165,34,5,9,8,2,-,caught,JP Behrendorff,FA Allen,19,bat,West Indies,2,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-16,West Indies,Australia,West Indies
117,MJ Swepson,SS Cottrell,A Zampa,0,1,1,166,33,11,8,8,3,wides,0,,,19,bat,West Indies,2,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-16,West Indies,Australia,West Indies
118,MJ Swepson,SS Cottrell,A Zampa,0,1,1,167,32,11,9,8,4,wides,0,,,19,bat,West Indies,2,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-16,West Indies,Australia,West Indies
119,MJ Swepson,SS Cottrell,A Zampa,0,0,0,167,32,11,10,8,5,-,0,,,19,bat,West Indies,2,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-16,West Indies,Australia,West Indies
120,MJ Swepson,SS Cottrell,A Zampa,1,0,1,168,31,12,11,9,6,-,run out,A Zampa,HR Walsh;SS Cottrell,19,bat,West Indies,2,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-16,West Indies,Australia,West Indies
121,MJ Swepson,SS Cottrell,JR Hazlewood,0,0,0,168,31,12,12,9,7,-,0,,,19,bat,West Indies,2,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-16,West Indies,Australia,West Indies
122,MJ Swepson,SS Cottrell,JR Hazlewood,0,0,0,168,31,12,13,9,8,-,0,,,19,bat,West Indies,2,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-16,West Indies,Australia,West Indies
123,JR Hazlewood,HR Walsh,MJ Swepson,2,0,2,170,29,2,1,9,1,-,0,,,20,bat,West Indies,2,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-16,West Indies,Australia,West Indies
124,JR Hazlewood,HR Walsh,MJ Swepson,4,0,4,174,25,6,2,9,2,-,0,,,20,bat,West Indies,2,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-16,West Indies,Australia,West Indies
125,JR Hazlewood,HR Walsh,MJ Swepson,6,0,6,180,19,12,3,9,3,-,0,,,20,bat,West Indies,2,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-16,West Indies,Australia,West Indies
126,JR Hazlewood,HR Walsh,MJ Swepson,0,0,0,180,19,12,4,9,4,-,0,,,20,bat,West Indies,2,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-16,West Indies,Australia,West Indies
127,JR Hazlewood,HR Walsh,MJ Swepson,1,0,1,181,18,13,5,9,5,-,0,,,20,bat,West Indies,2,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-16,West Indies,Australia,West Indies
128,MJ Swepson,HR Walsh,JR Hazlewood,2,0,2,183,16,14,14,9,6,-,0,,,20,bat,West Indies,2,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-16,West Indies,Australia,West Indies
