,batter,bowler,non_striker,extras,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
28,RG Sharma,Mehedi Hasan Miraz,S Dhawan,,6,0,6,35,17,19,4,-,5,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
29,RG Sharma,Mehedi Hasan Miraz,S Dhawan,,0,0,0,35,17,20,5,-,5,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
30,RG Sharma,Mehedi Hasan Miraz,S Dhawan,,3,0,3,38,20,21,6,-,5,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
31,RG Sharma,Abu Hider,S Dhawan,,4,0,4,42,24,22,1,-,6,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
32,RG Sharma,Abu Hider,S Dhawan,,1,0,1,43,25,23,2,-,6,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
33,S Dhawan,Abu Hider,RG Sharma,,1,0,1,44,18,11,3,-,6,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
34,RG Sharma,Abu Hider,S Dhawan,,1,0,1,45,26,24,4,-,6,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
35,S Dhawan,Abu Hider,RG Sharma,,0,0,0,45,18,12,5,-,6,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
36,S Dhawan,Abu Hider,RG Sharma,,4,0,4,49,22,13,6,-,6,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
37,RG Sharma,Nazmul Islam,S Dhawan,,1,0,1,50,27,25,1,-,7,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
38,S Dhawan,Nazmul Islam,RG Sharma,,0,0,0,50,22,14,2,-,7,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
39,S Dhawan,Nazmul Islam,RG Sharma,,4,0,4,54,26,15,3,-,7,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
40,S Dhawan,Nazmul Islam,RG Sharma,,0,0,0,54,26,16,4,-,7,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
41,S Dhawan,Nazmul Islam,RG Sharma,,0,0,0,54,26,17,5,-,7,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
42,S Dhawan,Nazmul Islam,RG Sharma,,0,0,0,54,26,18,6,-,7,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
43,RG Sharma,Mehedi Hasan Miraz,S Dhawan,,1,0,1,55,28,26,1,-,8,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
44,S Dhawan,Mehedi Hasan Miraz,RG Sharma,,4,0,4,59,30,19,2,-,8,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
45,S Dhawan,Mehedi Hasan Miraz,RG Sharma,,1,0,1,60,31,20,3,-,8,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
46,RG Sharma,Mehedi Hasan Miraz,S Dhawan,{'wides': 1},0,1,1,61,28,27,4,wides,8,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
47,RG Sharma,Mehedi Hasan Miraz,S Dhawan,,1,0,1,62,29,28,5,-,8,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
48,S Dhawan,Mehedi Hasan Miraz,RG Sharma,,1,0,1,63,32,21,6,-,8,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
49,RG Sharma,Mehedi Hasan Miraz,S Dhawan,,0,0,0,63,29,29,7,-,8,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
50,S Dhawan,Nazmul Islam,RG Sharma,,1,0,1,64,33,22,1,-,9,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
51,RG Sharma,Nazmul Islam,S Dhawan,,1,0,1,65,30,30,2,-,9,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
52,S Dhawan,Nazmul Islam,RG Sharma,,1,0,1,66,34,23,3,-,9,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
53,RG Sharma,Nazmul Islam,S Dhawan,,0,0,0,66,30,31,4,-,9,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
54,RG Sharma,Nazmul Islam,S Dhawan,,1,0,1,67,31,32,5,-,9,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
55,S Dhawan,Nazmul Islam,RG Sharma,,0,0,0,67,34,24,6,-,9,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
56,RG Sharma,Rubel Hossain,S Dhawan,,1,0,1,68,32,33,1,-,10,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
57,S Dhawan,Rubel Hossain,RG Sharma,,0,0,0,68,34,25,2,-,10,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
58,S Dhawan,Rubel Hossain,RG Sharma,,1,0,1,69,35,26,3,-,10,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
59,RG Sharma,Rubel Hossain,S Dhawan,,1,0,1,70,33,34,4,-,10,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
60,S Dhawan,Rubel Hossain,RG Sharma,,0,0,0,70,35,27,5,-,10,bowled,S Dhawan,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
61,SK Raina,Rubel Hossain,RG Sharma,,1,0,1,71,1,1,6,-,10,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
62,SK Raina,Nazmul Islam,RG Sharma,,0,0,0,71,1,2,1,-,11,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
63,SK Raina,Nazmul Islam,RG Sharma,,0,0,0,71,1,3,2,-,11,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
64,SK Raina,Nazmul Islam,RG Sharma,,1,0,1,72,2,4,3,-,11,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
65,RG Sharma,Nazmul Islam,SK Raina,,0,0,0,72,33,35,4,-,11,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
66,RG Sharma,Nazmul Islam,SK Raina,,6,0,6,78,39,36,5,-,11,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
67,RG Sharma,Nazmul Islam,SK Raina,,2,0,2,80,41,37,6,-,11,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
68,SK Raina,Mustafizur Rahman,RG Sharma,,1,0,1,81,3,5,1,-,12,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
69,RG Sharma,Mustafizur Rahman,SK Raina,,0,0,0,81,41,38,2,-,12,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
70,RG Sharma,Mustafizur Rahman,SK Raina,,0,0,0,81,41,39,3,-,12,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
71,RG Sharma,Mustafizur Rahman,SK Raina,,2,0,2,83,43,40,4,-,12,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
72,RG Sharma,Mustafizur Rahman,SK Raina,,1,0,1,84,44,41,5,-,12,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
73,SK Raina,Mustafizur Rahman,RG Sharma,,0,0,0,84,3,6,6,-,12,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
74,RG Sharma,Abu Hider,SK Raina,,1,0,1,85,45,42,1,-,13,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
75,SK Raina,Abu Hider,RG Sharma,,1,0,1,86,4,7,2,-,13,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
76,RG Sharma,Abu Hider,SK Raina,,4,0,4,90,49,43,3,-,13,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
77,RG Sharma,Abu Hider,SK Raina,,1,0,1,91,50,44,4,-,13,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
78,SK Raina,Abu Hider,RG Sharma,,1,0,1,92,5,8,5,-,13,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
79,RG Sharma,Abu Hider,SK Raina,,1,0,1,93,51,45,6,-,13,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
80,RG Sharma,Mehedi Hasan Miraz,SK Raina,,1,0,1,94,52,46,1,-,14,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
81,SK Raina,Mehedi Hasan Miraz,RG Sharma,,0,0,0,94,5,9,2,-,14,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
82,SK Raina,Mehedi Hasan Miraz,RG Sharma,,6,0,6,100,11,10,3,-,14,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
83,SK Raina,Mehedi Hasan Miraz,RG Sharma,,4,0,4,104,15,11,4,-,14,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
84,SK Raina,Mehedi Hasan Miraz,RG Sharma,,0,0,0,104,15,12,5,-,14,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
85,SK Raina,Mehedi Hasan Miraz,RG Sharma,,0,0,0,104,15,13,6,-,14,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
86,RG Sharma,Rubel Hossain,SK Raina,,2,0,2,106,54,47,1,-,15,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
87,RG Sharma,Rubel Hossain,SK Raina,,1,0,1,107,55,48,2,-,15,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
88,SK Raina,Rubel Hossain,RG Sharma,,0,0,0,107,15,14,3,-,15,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
89,SK Raina,Rubel Hossain,RG Sharma,,4,0,4,111,19,15,4,-,15,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
90,SK Raina,Rubel Hossain,RG Sharma,,4,0,4,115,23,16,5,-,15,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
91,SK Raina,Rubel Hossain,RG Sharma,,2,0,2,117,25,17,6,-,15,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
92,RG Sharma,Mahmudullah,SK Raina,,1,0,1,118,56,49,1,-,16,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
93,SK Raina,Mahmudullah,RG Sharma,,4,0,4,122,29,18,2,-,16,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
94,SK Raina,Mahmudullah,RG Sharma,,1,0,1,123,30,19,3,-,16,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
95,RG Sharma,Mahmudullah,SK Raina,,1,0,1,124,57,50,4,-,16,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
96,SK Raina,Mahmudullah,RG Sharma,,1,0,1,125,31,20,5,-,16,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
97,RG Sharma,Mahmudullah,SK Raina,,1,0,1,126,58,51,6,-,16,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
98,RG Sharma,Mustafizur Rahman,SK Raina,,1,0,1,127,59,52,1,-,17,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
99,SK Raina,Mustafizur Rahman,RG Sharma,,4,0,4,131,35,21,2,-,17,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
100,SK Raina,Mustafizur Rahman,RG Sharma,,1,0,1,132,36,22,3,-,17,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
101,RG Sharma,Mustafizur Rahman,SK Raina,,6,0,6,138,65,53,4,-,17,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
102,RG Sharma,Mustafizur Rahman,SK Raina,,1,0,1,139,66,54,5,-,17,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
103,SK Raina,Mustafizur Rahman,RG Sharma,,1,0,1,140,37,23,6,-,17,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
104,SK Raina,Abu Hider,RG Sharma,,1,0,1,141,38,24,1,-,18,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
105,RG Sharma,Abu Hider,SK Raina,,6,0,6,147,72,55,2,-,18,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
106,RG Sharma,Abu Hider,SK Raina,,1,0,1,148,73,56,3,-,18,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
107,SK Raina,Abu Hider,RG Sharma,,6,0,6,154,44,25,4,-,18,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
108,SK Raina,Abu Hider,RG Sharma,,1,0,1,155,45,26,5,-,18,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
109,RG Sharma,Abu Hider,SK Raina,,6,0,6,161,79,57,6,-,18,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
110,SK Raina,Mustafizur Rahman,RG Sharma,,0,0,0,161,45,27,1,-,19,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
111,SK Raina,Mustafizur Rahman,RG Sharma,,1,0,1,162,46,28,2,-,19,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
112,RG Sharma,Mustafizur Rahman,SK Raina,,4,0,4,166,83,58,3,-,19,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
113,RG Sharma,Mustafizur Rahman,SK Raina,,4,0,4,170,87,59,4,-,19,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
114,RG Sharma,Mustafizur Rahman,SK Raina,,1,0,1,171,88,60,5,-,19,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
115,SK Raina,Mustafizur Rahman,RG Sharma,,1,0,1,172,47,29,6,-,19,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
116,SK Raina,Rubel Hossain,RG Sharma,,0,0,0,172,47,30,1,-,20,caught,SK Raina,Soumya Sarkar,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
117,RG Sharma,Rubel Hossain,KD Karthik,{'legbyes': 1},0,1,1,173,88,61,2,legbyes,20,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
118,KD Karthik,Rubel Hossain,RG Sharma,,1,0,1,174,1,1,3,-,20,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
119,RG Sharma,Rubel Hossain,KD Karthik,,1,0,1,175,89,62,4,-,20,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
120,KD Karthik,Rubel Hossain,RG Sharma,,1,0,1,176,2,2,5,-,20,0,,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
121,RG Sharma,Rubel Hossain,KD Karthik,,0,0,0,176,89,63,6,-,20,run out,RG Sharma,,field,Bangladesh,1,"R.Premadasa Stadium, Khettarama",2018-03-14,India,Bangladesh
