,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
0,WTS Porterfield,KD Mills,GC Wilson,1,0,1,1,197,1,1,0,1,-,0,,,1,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
1,GC Wilson,KD Mills,WTS Porterfield,0,0,0,1,197,0,1,0,2,-,0,,,1,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
2,GC Wilson,KD Mills,WTS Porterfield,0,0,0,1,197,0,2,0,3,-,0,,,1,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
3,GC Wilson,KD Mills,WTS Porterfield,0,0,0,1,197,0,3,1,4,-,run out,WTS Porterfield,KD Mills,1,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
4,GC Wilson,KD Mills,NJ O'Brien,0,1,1,2,196,0,4,1,5,wides,0,,,1,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
5,GC Wilson,KD Mills,NJ O'Brien,0,0,0,2,196,0,5,1,6,-,0,,,1,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
6,GC Wilson,KD Mills,NJ O'Brien,1,0,1,3,195,1,6,1,7,-,0,,,1,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
7,GC Wilson,JEC Franklin,NJ O'Brien,4,0,4,7,191,5,7,1,1,-,0,,,2,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
8,GC Wilson,JEC Franklin,NJ O'Brien,0,0,0,7,191,5,8,1,2,-,0,,,2,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
9,GC Wilson,JEC Franklin,NJ O'Brien,0,0,0,7,191,5,9,1,3,-,0,,,2,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
10,GC Wilson,JEC Franklin,NJ O'Brien,0,0,0,7,191,5,10,1,4,-,0,,,2,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
11,GC Wilson,JEC Franklin,NJ O'Brien,0,0,0,7,191,5,11,1,5,-,0,,,2,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
12,GC Wilson,JEC Franklin,NJ O'Brien,2,0,2,9,189,7,12,1,6,-,0,,,2,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
13,NJ O'Brien,KD Mills,GC Wilson,0,0,0,9,189,0,1,1,1,-,0,,,3,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
14,NJ O'Brien,KD Mills,GC Wilson,2,0,2,11,187,2,2,1,2,-,0,,,3,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
15,NJ O'Brien,KD Mills,GC Wilson,1,0,1,12,186,3,3,1,3,-,0,,,3,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
16,GC Wilson,KD Mills,NJ O'Brien,3,0,3,15,183,10,13,1,4,-,0,,,3,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
17,NJ O'Brien,KD Mills,GC Wilson,0,0,0,15,183,3,4,2,5,-,caught,NJ O'Brien,JDP Oram,3,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
18,AC Botha,KD Mills,GC Wilson,0,0,0,15,183,0,1,2,6,-,0,,,3,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
19,GC Wilson,JEC Franklin,AC Botha,4,0,4,19,179,14,14,2,1,-,0,,,4,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
20,GC Wilson,JEC Franklin,AC Botha,0,0,0,19,179,14,15,2,2,-,0,,,4,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
21,GC Wilson,JEC Franklin,AC Botha,0,0,0,19,179,14,16,2,3,-,0,,,4,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
22,GC Wilson,JEC Franklin,AC Botha,1,0,1,20,178,15,17,2,4,-,0,,,4,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
23,AC Botha,JEC Franklin,GC Wilson,0,0,0,20,178,0,2,2,5,-,0,,,4,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
24,AC Botha,JEC Franklin,GC Wilson,2,0,2,22,176,2,3,2,6,-,0,,,4,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
25,GC Wilson,IG Butler,AC Botha,0,0,0,22,176,15,18,2,1,-,0,,,5,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
26,GC Wilson,IG Butler,AC Botha,1,0,1,23,175,16,19,2,2,-,0,,,5,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
27,AC Botha,IG Butler,GC Wilson,4,0,4,27,171,6,4,2,3,-,0,,,5,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
28,AC Botha,IG Butler,GC Wilson,0,0,0,27,171,6,5,2,4,-,0,,,5,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
29,AC Botha,IG Butler,GC Wilson,2,0,2,29,169,8,6,2,5,-,0,,,5,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
30,AC Botha,IG Butler,GC Wilson,4,0,4,33,165,12,7,2,6,-,0,,,5,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
31,GC Wilson,JDP Oram,AC Botha,2,0,2,35,163,18,20,2,1,-,0,,,6,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
32,GC Wilson,JDP Oram,AC Botha,1,0,1,36,162,19,21,2,2,-,0,,,6,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
33,AC Botha,JDP Oram,GC Wilson,1,0,1,37,161,13,8,2,3,-,0,,,6,field,Ireland,2,Trent Bridge,2009,06,Ireland_New Zealand_2009-06-11,New Zealand,Ireland,New Zealand
