,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,Mohammad Rizwan,CR Woakes,Babar Azam,0,0,0,0,209,0,1,0,-,1.0,0,,,0,,field,Pakistan,2,"Gaddafi Stadium, Lahore",2022,10,England_Pakistan_2022-10-02,England,Pakistan,England,False,142,Right hand Bat,Right hand Bat,Right arm Fast
1,Mohammad Rizwan,CR Woakes,Babar Azam,1,0,1,1,208,1,2,0,-,2.0,0,,,0,,field,Pakistan,2,"Gaddafi Stadium, Lahore",2022,10,England_Pakistan_2022-10-02,England,Pakistan,England,False,142,Right hand Bat,Right hand Bat,Right arm Fast
2,Babar Azam,CR Woakes,Mohammad Rizwan,0,0,0,1,208,0,1,0,-,3.0,0,,,0,,field,Pakistan,2,"Gaddafi Stadium, Lahore",2022,10,England_Pakistan_2022-10-02,England,Pakistan,England,False,142,Right hand Bat,Right hand Bat,Right arm Fast
3,Babar Azam,CR Woakes,Mohammad Rizwan,4,0,4,5,204,4,2,0,-,4.0,0,,,0,,field,Pakistan,2,"Gaddafi Stadium, Lahore",2022,10,England_Pakistan_2022-10-02,England,Pakistan,England,False,142,Right hand Bat,Right hand Bat,Right arm Fast
4,Babar Azam,CR Woakes,Mohammad Rizwan,0,0,0,5,204,4,3,0,-,5.0,0,,,0,,field,Pakistan,2,"Gaddafi Stadium, Lahore",2022,10,England_Pakistan_2022-10-02,England,Pakistan,England,False,142,Right hand Bat,Right hand Bat,Right arm Fast
5,Babar Azam,CR Woakes,Mohammad Rizwan,0,0,0,5,204,4,4,1,-,6.0,caught,Babar Azam,HC Brook,0,,field,Pakistan,2,"Gaddafi Stadium, Lahore",2022,10,England_Pakistan_2022-10-02,England,Pakistan,England,False,142,Right hand Bat,Right hand Bat,Right arm Fast
6,Mohammad Rizwan,RJW Topley,Shan Masood,0,0,0,5,204,1,3,1,-,1.0,0,,,1,,field,Pakistan,2,"Gaddafi Stadium, Lahore",2022,10,England_Pakistan_2022-10-02,England,Pakistan,England,False,142,Right hand Bat,Left hand Bat,Left arm Fast
7,Mohammad Rizwan,RJW Topley,Shan Masood,0,0,0,5,204,1,4,2,-,2.0,bowled,Mohammad Rizwan,,1,,field,Pakistan,2,"Gaddafi Stadium, Lahore",2022,10,England_Pakistan_2022-10-02,England,Pakistan,England,False,142,Right hand Bat,Left hand Bat,Left arm Fast
8,Iftikhar Ahmed,RJW Topley,Shan Masood,0,0,0,5,204,0,1,2,-,3.0,0,,,1,,field,Pakistan,2,"Gaddafi Stadium, Lahore",2022,10,England_Pakistan_2022-10-02,England,Pakistan,England,False,142,Right hand Bat,Left hand Bat,Left arm Fast
9,Iftikhar Ahmed,RJW Topley,Shan Masood,2,0,2,7,202,2,2,2,-,4.0,0,,,1,,field,Pakistan,2,"Gaddafi Stadium, Lahore",2022,10,England_Pakistan_2022-10-02,England,Pakistan,England,False,142,Right hand Bat,Left hand Bat,Left arm Fast
10,Iftikhar Ahmed,RJW Topley,Shan Masood,0,0,0,7,202,2,3,2,-,5.0,0,,,1,,field,Pakistan,2,"Gaddafi Stadium, Lahore",2022,10,England_Pakistan_2022-10-02,England,Pakistan,England,False,142,Right hand Bat,Left hand Bat,Left arm Fast
11,Iftikhar Ahmed,RJW Topley,Shan Masood,4,0,4,11,198,6,4,2,-,6.0,0,,,1,,field,Pakistan,2,"Gaddafi Stadium, Lahore",2022,10,England_Pakistan_2022-10-02,England,Pakistan,England,False,142,Right hand Bat,Left hand Bat,Left arm Fast
12,Shan Masood,CR Woakes,Iftikhar Ahmed,1,0,1,12,197,1,1,2,-,1.0,0,,,2,,field,Pakistan,2,"Gaddafi Stadium, Lahore",2022,10,England_Pakistan_2022-10-02,England,Pakistan,England,False,142,Left hand Bat,Right hand Bat,Right arm Fast
13,Iftikhar Ahmed,CR Woakes,Shan Masood,0,0,0,12,197,6,5,2,-,2.0,0,,,2,,field,Pakistan,2,"Gaddafi Stadium, Lahore",2022,10,England_Pakistan_2022-10-02,England,Pakistan,England,False,142,Right hand Bat,Left hand Bat,Right arm Fast
14,Iftikhar Ahmed,CR Woakes,Shan Masood,1,0,1,13,196,7,6,2,-,3.0,0,,,2,,field,Pakistan,2,"Gaddafi Stadium, Lahore",2022,10,England_Pakistan_2022-10-02,England,Pakistan,England,False,142,Right hand Bat,Left hand Bat,Right arm Fast
15,Shan Masood,CR Woakes,Iftikhar Ahmed,4,0,4,17,192,5,2,2,-,4.0,0,,,2,,field,Pakistan,2,"Gaddafi Stadium, Lahore",2022,10,England_Pakistan_2022-10-02,England,Pakistan,England,False,142,Left hand Bat,Right hand Bat,Right arm Fast
16,Shan Masood,CR Woakes,Iftikhar Ahmed,1,0,1,18,191,6,3,2,-,5.0,0,,,2,,field,Pakistan,2,"Gaddafi Stadium, Lahore",2022,10,England_Pakistan_2022-10-02,England,Pakistan,England,False,142,Left hand Bat,Right hand Bat,Right arm Fast
17,Iftikhar Ahmed,CR Woakes,Shan Masood,0,0,0,18,191,7,7,2,-,6.0,0,,,2,,field,Pakistan,2,"Gaddafi Stadium, Lahore",2022,10,England_Pakistan_2022-10-02,England,Pakistan,England,False,142,Right hand Bat,Left hand Bat,Right arm Fast
18,Shan Masood,DJ Willey,Iftikhar Ahmed,1,0,1,19,190,7,4,2,-,1.0,0,,,3,,field,Pakistan,2,"Gaddafi Stadium, Lahore",2022,10,England_Pakistan_2022-10-02,England,Pakistan,England,False,142,Left hand Bat,Right hand Bat,Left arm Fast
19,Iftikhar Ahmed,DJ Willey,Shan Masood,1,0,1,20,189,8,8,2,-,2.0,0,,,3,,field,Pakistan,2,"Gaddafi Stadium, Lahore",2022,10,England_Pakistan_2022-10-02,England,Pakistan,England,False,142,Right hand Bat,Left hand Bat,Left arm Fast
20,Shan Masood,DJ Willey,Iftikhar Ahmed,1,0,1,21,188,8,5,2,-,3.0,0,,,3,,field,Pakistan,2,"Gaddafi Stadium, Lahore",2022,10,England_Pakistan_2022-10-02,England,Pakistan,England,False,142,Left hand Bat,Right hand Bat,Left arm Fast
21,Iftikhar Ahmed,DJ Willey,Shan Masood,0,0,0,21,188,8,9,2,-,4.0,0,,,3,,field,Pakistan,2,"Gaddafi Stadium, Lahore",2022,10,England_Pakistan_2022-10-02,England,Pakistan,England,False,142,Right hand Bat,Left hand Bat,Left arm Fast
22,Iftikhar Ahmed,DJ Willey,Shan Masood,0,0,0,21,188,8,10,2,-,5.0,0,,,3,,field,Pakistan,2,"Gaddafi Stadium, Lahore",2022,10,England_Pakistan_2022-10-02,England,Pakistan,England,False,142,Right hand Bat,Left hand Bat,Left arm Fast
