,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,Q de Kock,AJ Hosein,RR Hendricks,0,0,0,0,,0,1,1,-,1.0,caught,Q de Kock,SS Cottrell,0,field,West Indies,1,"SuperSport Park, Centurion",2023,03,South Africa_West Indies_2023-03-25,West Indies,South Africa,West Indies,False,131,Left hand Bat,Right hand Bat,Left arm Orthodox
1,RR Rossouw,AJ Hosein,RR Hendricks,0,0,0,0,,0,1,1,-,2.0,0,,,0,field,West Indies,1,"SuperSport Park, Centurion",2023,03,South Africa_West Indies_2023-03-25,West Indies,South Africa,West Indies,False,131,Left hand Bat,Right hand Bat,Left arm Orthodox
2,RR Rossouw,AJ Hosein,RR Hendricks,0,0,0,0,,0,2,1,-,3.0,0,,,0,field,West Indies,1,"SuperSport Park, Centurion",2023,03,South Africa_West Indies_2023-03-25,West Indies,South Africa,West Indies,False,131,Left hand Bat,Right hand Bat,Left arm Orthodox
3,RR Rossouw,AJ Hosein,RR Hendricks,2,0,2,2,,2,3,1,-,4.0,0,,,0,field,West Indies,1,"SuperSport Park, Centurion",2023,03,South Africa_West Indies_2023-03-25,West Indies,South Africa,West Indies,False,131,Left hand Bat,Right hand Bat,Left arm Orthodox
4,RR Rossouw,AJ Hosein,RR Hendricks,4,0,4,6,,6,4,1,-,5.0,0,,,0,field,West Indies,1,"SuperSport Park, Centurion",2023,03,South Africa_West Indies_2023-03-25,West Indies,South Africa,West Indies,False,131,Left hand Bat,Right hand Bat,Left arm Orthodox
5,RR Rossouw,AJ Hosein,RR Hendricks,4,0,4,10,,10,5,1,-,6.0,0,,,0,field,West Indies,1,"SuperSport Park, Centurion",2023,03,South Africa_West Indies_2023-03-25,West Indies,South Africa,West Indies,False,131,Left hand Bat,Right hand Bat,Left arm Orthodox
6,RR Hendricks,SS Cottrell,RR Rossouw,0,0,0,10,,0,1,1,-,1.0,0,,,1,field,West Indies,1,"SuperSport Park, Centurion",2023,03,South Africa_West Indies_2023-03-25,West Indies,South Africa,West Indies,False,131,Right hand Bat,Left hand Bat,Left arm Fast
7,RR Hendricks,SS Cottrell,RR Rossouw,1,0,1,11,,1,2,1,-,2.0,0,,,1,field,West Indies,1,"SuperSport Park, Centurion",2023,03,South Africa_West Indies_2023-03-25,West Indies,South Africa,West Indies,False,131,Right hand Bat,Left hand Bat,Left arm Fast
8,RR Rossouw,SS Cottrell,RR Hendricks,0,1,1,12,,10,5,1,wides,2.0,0,,,1,field,West Indies,1,"SuperSport Park, Centurion",2023,03,South Africa_West Indies_2023-03-25,West Indies,South Africa,West Indies,False,131,Left hand Bat,Right hand Bat,Left arm Fast
9,RR Rossouw,SS Cottrell,RR Hendricks,0,0,0,12,,10,6,1,-,3.0,0,,,1,field,West Indies,1,"SuperSport Park, Centurion",2023,03,South Africa_West Indies_2023-03-25,West Indies,South Africa,West Indies,False,131,Left hand Bat,Right hand Bat,Left arm Fast
