,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
32,W Madhevere,Wahab Riaz,Sikandar Raza,1,0,1,43,,11,7,3,3,5,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
33,Sikandar Raza,Wahab Riaz,W Madhevere,1,0,1,44,,1,2,3,4,5,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
34,W Madhevere,Wahab Riaz,Sikandar Raza,0,0,0,44,,11,8,3,5,5,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
35,W Madhevere,Wahab Riaz,Sikandar Raza,1,0,1,45,,12,9,3,6,5,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
36,W Madhevere,Faheem Ashraf,Sikandar Raza,4,0,4,49,,16,10,3,1,6,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
37,W Madhevere,Faheem Ashraf,Sikandar Raza,1,0,1,50,,17,11,3,2,6,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
38,Sikandar Raza,Faheem Ashraf,W Madhevere,1,0,1,51,,2,3,3,3,6,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
39,W Madhevere,Faheem Ashraf,Sikandar Raza,1,0,1,52,,18,12,3,4,6,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
40,Sikandar Raza,Faheem Ashraf,W Madhevere,0,1,1,53,,2,4,3,5,6,0,,,wides,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
41,Sikandar Raza,Faheem Ashraf,W Madhevere,0,0,0,53,,2,5,3,6,6,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
42,Sikandar Raza,Faheem Ashraf,W Madhevere,0,0,0,53,,2,6,3,7,6,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
43,W Madhevere,Usman Qadir,Sikandar Raza,6,0,6,59,,24,13,3,1,7,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
44,W Madhevere,Usman Qadir,Sikandar Raza,0,0,0,59,,24,14,3,2,7,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
45,W Madhevere,Usman Qadir,Sikandar Raza,0,0,0,59,,24,15,3,3,7,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
46,W Madhevere,Usman Qadir,Sikandar Raza,0,0,0,59,,24,16,3,4,7,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
47,W Madhevere,Usman Qadir,Sikandar Raza,0,0,0,59,,24,17,3,5,7,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
48,W Madhevere,Usman Qadir,Sikandar Raza,0,0,0,59,,24,18,3,6,7,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
49,Sikandar Raza,Wahab Riaz,W Madhevere,0,1,1,60,,2,7,3,1,8,0,,,wides,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
50,Sikandar Raza,Wahab Riaz,W Madhevere,0,0,0,60,,2,8,3,2,8,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
51,Sikandar Raza,Wahab Riaz,W Madhevere,4,0,4,64,,6,9,3,3,8,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
52,Sikandar Raza,Wahab Riaz,W Madhevere,1,0,1,65,,7,10,3,4,8,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
53,W Madhevere,Wahab Riaz,Sikandar Raza,0,0,0,65,,24,19,3,5,8,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
54,W Madhevere,Wahab Riaz,Sikandar Raza,0,0,0,65,,24,20,3,6,8,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
55,W Madhevere,Wahab Riaz,Sikandar Raza,0,0,0,65,,24,21,3,7,8,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
56,Sikandar Raza,Usman Qadir,W Madhevere,0,0,0,65,,7,11,3,1,9,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
57,Sikandar Raza,Usman Qadir,W Madhevere,0,0,0,65,,7,12,4,2,9,bowled,Sikandar Raza,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
58,RP Burl,Usman Qadir,W Madhevere,1,0,1,66,,1,1,4,3,9,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
59,W Madhevere,Usman Qadir,RP Burl,0,0,0,66,,24,22,5,4,9,lbw,W Madhevere,,-,"{'by': 'Zimbabwe', 'batter': 'W Madhevere', 'decision': 'struck down'}",field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
60,E Chigumbura,Usman Qadir,RP Burl,0,0,0,66,,0,1,5,5,9,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
61,E Chigumbura,Usman Qadir,RP Burl,0,0,0,66,,0,2,5,6,9,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
62,RP Burl,Mohammad Hasnain,E Chigumbura,1,0,1,67,,2,2,5,1,10,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
63,E Chigumbura,Mohammad Hasnain,RP Burl,1,0,1,68,,1,3,5,2,10,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
64,RP Burl,Mohammad Hasnain,E Chigumbura,1,0,1,69,,3,3,5,3,10,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
65,E Chigumbura,Mohammad Hasnain,RP Burl,0,0,0,69,,1,4,5,4,10,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
66,E Chigumbura,Mohammad Hasnain,RP Burl,0,0,0,69,,1,5,5,5,10,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
67,E Chigumbura,Mohammad Hasnain,RP Burl,1,0,1,70,,2,6,5,6,10,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
68,E Chigumbura,Usman Qadir,RP Burl,2,0,2,72,,4,7,5,1,11,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
69,E Chigumbura,Usman Qadir,RP Burl,0,0,0,72,,4,8,5,2,11,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
70,E Chigumbura,Usman Qadir,RP Burl,1,0,1,73,,5,9,5,3,11,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
71,RP Burl,Usman Qadir,E Chigumbura,1,0,1,74,,4,4,5,4,11,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
72,E Chigumbura,Usman Qadir,RP Burl,0,0,0,74,,5,10,5,5,11,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
73,E Chigumbura,Usman Qadir,RP Burl,0,0,0,74,,5,11,5,6,11,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
74,RP Burl,Faheem Ashraf,E Chigumbura,0,0,0,74,,4,5,5,1,12,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
75,RP Burl,Faheem Ashraf,E Chigumbura,1,0,1,75,,5,6,5,2,12,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
76,E Chigumbura,Faheem Ashraf,RP Burl,0,0,0,75,,5,12,5,3,12,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
77,E Chigumbura,Faheem Ashraf,RP Burl,1,0,1,76,,6,13,5,4,12,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
78,RP Burl,Faheem Ashraf,E Chigumbura,1,0,1,77,,6,7,5,5,12,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
79,E Chigumbura,Faheem Ashraf,RP Burl,1,0,1,78,,7,14,5,6,12,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
80,E Chigumbura,Usman Qadir,RP Burl,1,0,1,79,,8,15,5,1,13,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
81,RP Burl,Usman Qadir,E Chigumbura,1,0,1,80,,7,8,5,2,13,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
82,E Chigumbura,Usman Qadir,RP Burl,6,0,6,86,,14,16,5,3,13,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
83,E Chigumbura,Usman Qadir,RP Burl,4,0,4,90,,18,17,5,4,13,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
84,E Chigumbura,Usman Qadir,RP Burl,0,0,0,90,,18,18,5,5,13,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
85,E Chigumbura,Usman Qadir,RP Burl,0,0,0,90,,18,19,6,6,13,stumped,E Chigumbura,Mohammad Rizwan,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
86,RP Burl,Faheem Ashraf,DT Tiripano,1,0,1,91,,8,9,6,1,14,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
87,DT Tiripano,Faheem Ashraf,RP Burl,0,0,0,91,,0,1,6,2,14,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
88,DT Tiripano,Faheem Ashraf,RP Burl,0,0,0,91,,0,2,6,3,14,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
89,DT Tiripano,Faheem Ashraf,RP Burl,2,0,2,93,,2,3,6,4,14,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
90,DT Tiripano,Faheem Ashraf,RP Burl,0,1,1,94,,2,4,6,5,14,0,,,wides,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
91,DT Tiripano,Faheem Ashraf,RP Burl,1,0,1,95,,3,5,6,6,14,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
92,RP Burl,Faheem Ashraf,DT Tiripano,1,0,1,96,,9,10,6,7,14,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
93,RP Burl,Mohammad Hasnain,DT Tiripano,1,0,1,97,,10,11,6,1,15,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
94,DT Tiripano,Mohammad Hasnain,RP Burl,0,0,0,97,,3,6,6,2,15,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
95,DT Tiripano,Mohammad Hasnain,RP Burl,1,0,1,98,,4,7,6,3,15,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
96,RP Burl,Mohammad Hasnain,DT Tiripano,1,0,1,99,,11,12,6,4,15,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
97,DT Tiripano,Mohammad Hasnain,RP Burl,1,0,1,100,,5,8,6,5,15,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
98,RP Burl,Mohammad Hasnain,DT Tiripano,1,0,1,101,,12,13,6,6,15,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
99,RP Burl,Haris Rauf,DT Tiripano,2,0,2,103,,14,14,6,1,16,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
100,RP Burl,Haris Rauf,DT Tiripano,3,0,3,106,,17,15,6,2,16,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
101,DT Tiripano,Haris Rauf,RP Burl,1,0,1,107,,6,9,6,3,16,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
102,RP Burl,Haris Rauf,DT Tiripano,1,0,1,108,,18,16,6,4,16,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
103,DT Tiripano,Haris Rauf,RP Burl,1,0,1,109,,7,10,6,5,16,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
104,RP Burl,Haris Rauf,DT Tiripano,2,0,2,111,,20,17,6,6,16,0,,,-,,field,Pakistan,1,Rawalpindi Cricket Stadium,2020,11,Zimbabwe_Pakistan_2020-11-08,Pakistan,Zimbabwe,Pakistan,False,134
