,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,PR Stirling,R Ngarava,KJ O'Brien,0,0,0,0,152,0,1,0,-,1.0,0,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
1,PR Stirling,R Ngarava,KJ O'Brien,4,0,4,4,148,4,2,0,-,2.0,0,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
2,PR Stirling,R Ngarava,KJ O'Brien,0,0,0,4,148,4,3,0,-,3.0,0,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
3,PR Stirling,R Ngarava,KJ O'Brien,0,0,0,4,148,4,4,0,-,4.0,0,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
4,PR Stirling,R Ngarava,KJ O'Brien,1,0,1,5,147,5,5,0,-,5.0,0,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
5,KJ O'Brien,R Ngarava,PR Stirling,0,0,0,5,147,0,1,0,-,6.0,0,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
6,PR Stirling,WP Masakadza,KJ O'Brien,0,0,0,5,147,5,6,0,-,1.0,1,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
7,PR Stirling,WP Masakadza,KJ O'Brien,0,0,0,5,147,5,7,0,-,2.0,1,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
8,PR Stirling,WP Masakadza,KJ O'Brien,4,0,4,9,143,9,8,0,-,3.0,1,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
9,PR Stirling,WP Masakadza,KJ O'Brien,0,0,0,9,143,9,9,0,-,4.0,1,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
10,PR Stirling,WP Masakadza,KJ O'Brien,0,0,0,9,143,9,10,0,-,5.0,1,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
11,PR Stirling,WP Masakadza,KJ O'Brien,0,5,5,14,138,9,11,0,wides,5.0,1,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
12,PR Stirling,WP Masakadza,KJ O'Brien,0,0,0,14,138,9,12,0,-,6.0,1,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
13,KJ O'Brien,R Ngarava,PR Stirling,1,1,2,16,136,1,2,0,noballs,0.0,2,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
14,PR Stirling,R Ngarava,KJ O'Brien,0,1,1,17,135,9,13,0,noballs,0.0,2,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
15,PR Stirling,R Ngarava,KJ O'Brien,4,0,4,21,131,13,14,0,-,1.0,2,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
16,PR Stirling,R Ngarava,KJ O'Brien,1,0,1,22,130,14,15,0,-,2.0,2,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
17,KJ O'Brien,R Ngarava,PR Stirling,4,0,4,26,126,5,3,0,-,3.0,2,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
18,KJ O'Brien,R Ngarava,PR Stirling,0,0,0,26,126,5,4,0,-,4.0,2,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
19,KJ O'Brien,R Ngarava,PR Stirling,0,0,0,26,126,5,5,0,-,5.0,2,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
20,KJ O'Brien,R Ngarava,PR Stirling,0,0,0,26,126,5,6,0,-,6.0,2,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
21,PR Stirling,TL Chatara,KJ O'Brien,4,0,4,30,122,18,16,0,-,1.0,3,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
22,PR Stirling,TL Chatara,KJ O'Brien,0,0,0,30,122,18,17,0,-,2.0,3,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
23,PR Stirling,TL Chatara,KJ O'Brien,0,0,0,30,122,18,18,0,-,3.0,3,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
24,PR Stirling,TL Chatara,KJ O'Brien,0,0,0,30,122,18,19,0,-,4.0,3,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
25,PR Stirling,TL Chatara,KJ O'Brien,0,0,0,30,122,18,20,0,-,5.0,3,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
26,PR Stirling,TL Chatara,KJ O'Brien,1,0,1,31,121,19,21,0,-,6.0,3,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
27,PR Stirling,LM Jongwe,KJ O'Brien,0,0,0,31,121,19,22,0,-,1.0,4,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
28,PR Stirling,LM Jongwe,KJ O'Brien,6,0,6,37,115,25,23,0,-,2.0,4,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
29,PR Stirling,LM Jongwe,KJ O'Brien,1,0,1,38,114,26,24,0,-,3.0,4,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
30,KJ O'Brien,LM Jongwe,PR Stirling,4,0,4,42,110,9,7,0,-,4.0,4,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
31,KJ O'Brien,LM Jongwe,PR Stirling,1,0,1,43,109,10,8,0,-,5.0,4,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
32,PR Stirling,LM Jongwe,KJ O'Brien,0,0,0,43,109,26,25,0,-,6.0,4,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
33,KJ O'Brien,TL Chatara,PR Stirling,0,0,0,43,109,10,9,0,-,1.0,5,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
34,KJ O'Brien,TL Chatara,PR Stirling,4,0,4,47,105,14,10,0,-,2.0,5,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
35,KJ O'Brien,TL Chatara,PR Stirling,1,0,1,48,104,15,11,0,-,3.0,5,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
36,PR Stirling,TL Chatara,KJ O'Brien,0,0,0,48,104,26,26,0,-,4.0,5,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
37,PR Stirling,TL Chatara,KJ O'Brien,4,0,4,52,100,30,27,0,-,5.0,5,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
38,PR Stirling,TL Chatara,KJ O'Brien,1,0,1,53,99,31,28,0,-,6.0,5,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
39,PR Stirling,RP Burl,KJ O'Brien,6,0,6,59,93,37,29,0,-,1.0,6,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
40,PR Stirling,RP Burl,KJ O'Brien,0,0,0,59,93,37,30,1,-,2.0,6,caught,PR Stirling,RW Chakabva,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
41,A Balbirnie,RP Burl,KJ O'Brien,0,0,0,59,93,0,1,1,-,3.0,6,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
42,A Balbirnie,RP Burl,KJ O'Brien,1,0,1,60,92,1,2,1,-,4.0,6,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
43,KJ O'Brien,RP Burl,A Balbirnie,1,0,1,61,91,16,12,1,-,5.0,6,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
44,A Balbirnie,RP Burl,KJ O'Brien,1,0,1,62,90,2,3,1,-,6.0,6,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
45,A Balbirnie,WP Masakadza,KJ O'Brien,0,0,0,62,90,2,4,1,-,1.0,7,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
46,A Balbirnie,WP Masakadza,KJ O'Brien,1,0,1,63,89,3,5,1,-,2.0,7,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
47,KJ O'Brien,WP Masakadza,A Balbirnie,1,0,1,64,88,17,13,1,-,3.0,7,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
48,A Balbirnie,WP Masakadza,KJ O'Brien,1,0,1,65,87,4,6,1,-,4.0,7,0,,,bat,Zimbabwe,2,"Castle Avenue, Dublin",2021,08,Zimbabwe_Ireland_2021-08-29,Ireland,Ireland,Zimbabwe,True,153
