,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,Ishan Kishan,KA Maharaj,RD Gaikwad,0,0,0,0,,0,1,0,-,1.0,0,0,,,,field,South Africa,1,"Arun Jaitley Stadium, Delhi",2022,06,India_South Africa_2022-06-09,South Africa,India,South Africa,False,211
1,Ishan Kishan,KA Maharaj,RD Gaikwad,0,5,5,5,,0,2,0,wides,1.0,0,0,,,,field,South Africa,1,"Arun Jaitley Stadium, Delhi",2022,06,India_South Africa_2022-06-09,South Africa,India,South Africa,False,211
2,Ishan Kishan,KA Maharaj,RD Gaikwad,0,0,0,5,,0,3,0,-,2.0,0,0,,,,field,South Africa,1,"Arun Jaitley Stadium, Delhi",2022,06,India_South Africa_2022-06-09,South Africa,India,South Africa,False,211
3,Ishan Kishan,KA Maharaj,RD Gaikwad,0,0,0,5,,0,4,0,-,3.0,0,0,,,,field,South Africa,1,"Arun Jaitley Stadium, Delhi",2022,06,India_South Africa_2022-06-09,South Africa,India,South Africa,False,211
4,Ishan Kishan,KA Maharaj,RD Gaikwad,4,0,4,9,,4,5,0,-,4.0,0,0,,,,field,South Africa,1,"Arun Jaitley Stadium, Delhi",2022,06,India_South Africa_2022-06-09,South Africa,India,South Africa,False,211
5,Ishan Kishan,KA Maharaj,RD Gaikwad,4,0,4,13,,8,6,0,-,5.0,0,0,,,,field,South Africa,1,"Arun Jaitley Stadium, Delhi",2022,06,India_South Africa_2022-06-09,South Africa,India,South Africa,False,211
6,Ishan Kishan,KA Maharaj,RD Gaikwad,0,0,0,13,,8,7,0,-,6.0,0,0,,,,field,South Africa,1,"Arun Jaitley Stadium, Delhi",2022,06,India_South Africa_2022-06-09,South Africa,India,South Africa,False,211
7,RD Gaikwad,K Rabada,Ishan Kishan,0,0,0,13,,0,1,0,-,1.0,1,0,,,,field,South Africa,1,"Arun Jaitley Stadium, Delhi",2022,06,India_South Africa_2022-06-09,South Africa,India,South Africa,False,211
8,RD Gaikwad,K Rabada,Ishan Kishan,1,0,1,14,,1,2,0,-,2.0,1,0,,,,field,South Africa,1,"Arun Jaitley Stadium, Delhi",2022,06,India_South Africa_2022-06-09,South Africa,India,South Africa,False,211
9,Ishan Kishan,K Rabada,RD Gaikwad,1,0,1,15,,9,8,0,-,3.0,1,0,,,,field,South Africa,1,"Arun Jaitley Stadium, Delhi",2022,06,India_South Africa_2022-06-09,South Africa,India,South Africa,False,211
10,RD Gaikwad,K Rabada,Ishan Kishan,0,0,0,15,,1,3,0,-,4.0,1,0,,,,field,South Africa,1,"Arun Jaitley Stadium, Delhi",2022,06,India_South Africa_2022-06-09,South Africa,India,South Africa,False,211
11,RD Gaikwad,K Rabada,Ishan Kishan,0,0,0,15,,1,4,0,-,5.0,1,0,,,,field,South Africa,1,"Arun Jaitley Stadium, Delhi",2022,06,India_South Africa_2022-06-09,South Africa,India,South Africa,False,211
12,RD Gaikwad,K Rabada,Ishan Kishan,0,0,0,15,,1,5,0,-,6.0,1,0,,,,field,South Africa,1,"Arun Jaitley Stadium, Delhi",2022,06,India_South Africa_2022-06-09,South Africa,India,South Africa,False,211
13,Ishan Kishan,A Nortje,RD Gaikwad,0,0,0,15,,9,9,0,-,1.0,2,0,,,,field,South Africa,1,"Arun Jaitley Stadium, Delhi",2022,06,India_South Africa_2022-06-09,South Africa,India,South Africa,False,211
14,Ishan Kishan,A Nortje,RD Gaikwad,0,1,1,16,,9,10,0,byes,2.0,2,0,,,,field,South Africa,1,"Arun Jaitley Stadium, Delhi",2022,06,India_South Africa_2022-06-09,South Africa,India,South Africa,False,211
15,RD Gaikwad,A Nortje,Ishan Kishan,0,0,0,16,,1,6,0,-,3.0,2,0,,,,field,South Africa,1,"Arun Jaitley Stadium, Delhi",2022,06,India_South Africa_2022-06-09,South Africa,India,South Africa,False,211
16,RD Gaikwad,A Nortje,Ishan Kishan,0,0,0,16,,1,7,0,-,4.0,2,0,,,,field,South Africa,1,"Arun Jaitley Stadium, Delhi",2022,06,India_South Africa_2022-06-09,South Africa,India,South Africa,False,211
17,RD Gaikwad,A Nortje,Ishan Kishan,6,0,6,22,,7,8,0,-,5.0,2,0,,,,field,South Africa,1,"Arun Jaitley Stadium, Delhi",2022,06,India_South Africa_2022-06-09,South Africa,India,South Africa,False,211
18,RD Gaikwad,A Nortje,Ishan Kishan,2,0,2,24,,9,9,0,-,6.0,2,0,,,,field,South Africa,1,"Arun Jaitley Stadium, Delhi",2022,06,India_South Africa_2022-06-09,South Africa,India,South Africa,False,211
19,Ishan Kishan,K Rabada,RD Gaikwad,1,0,1,25,,10,11,0,-,1.0,3,0,,,,field,South Africa,1,"Arun Jaitley Stadium, Delhi",2022,06,India_South Africa_2022-06-09,South Africa,India,South Africa,False,211
