,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
10,JN Mohammed,Mohammad Amir,MN Samuels,0,0,0,8,195,0,1,2,5,0,,,2,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
11,JN Mohammed,Mohammad Amir,MN Samuels,0,0,0,8,195,0,2,3,6,caught,JN Mohammed,Hussain Talat,2,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
12,D Ramdin,Mohammad Amir,MN Samuels,0,0,0,8,195,0,1,3,7,0,,,2,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
13,MN Samuels,Mohammad Nawaz (3),D Ramdin,0,0,0,8,195,1,4,3,1,0,,,3,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
14,MN Samuels,Mohammad Nawaz (3),D Ramdin,4,0,4,12,191,5,5,3,2,0,,,3,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
15,MN Samuels,Mohammad Nawaz (3),D Ramdin,1,0,1,13,190,6,6,3,3,0,,,3,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
16,D Ramdin,Mohammad Nawaz (3),MN Samuels,0,0,0,13,190,0,2,3,4,0,,,3,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
17,D Ramdin,Mohammad Nawaz (3),MN Samuels,0,0,0,13,190,0,3,3,5,0,,,3,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
18,D Ramdin,Mohammad Nawaz (3),MN Samuels,0,1,1,14,189,0,4,3,6,0,,,3,wides,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
19,D Ramdin,Mohammad Nawaz (3),MN Samuels,0,0,0,14,189,0,5,3,7,0,,,3,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
20,MN Samuels,Mohammad Amir,D Ramdin,0,1,1,15,188,6,7,3,1,0,,,4,wides,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
21,MN Samuels,Mohammad Amir,D Ramdin,0,0,0,15,188,6,8,3,2,0,,,4,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
22,MN Samuels,Mohammad Amir,D Ramdin,0,0,0,15,188,6,9,3,3,0,,,4,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
23,MN Samuels,Mohammad Amir,D Ramdin,0,0,0,15,188,6,10,3,4,0,,,4,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
24,MN Samuels,Mohammad Amir,D Ramdin,0,0,0,15,188,6,11,3,5,0,,,4,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
25,MN Samuels,Mohammad Amir,D Ramdin,0,0,0,15,188,6,12,3,6,0,,,4,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
26,MN Samuels,Mohammad Amir,D Ramdin,0,0,0,15,188,6,13,3,7,0,,,4,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
27,D Ramdin,Hasan Ali,MN Samuels,0,0,0,15,188,0,6,4,1,caught,D Ramdin,Mohammad Nawaz (3),5,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
28,R Powell,Hasan Ali,MN Samuels,0,0,0,15,188,0,1,4,2,0,,,5,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
29,R Powell,Hasan Ali,MN Samuels,0,0,0,15,188,0,2,4,3,0,,,5,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
30,R Powell,Hasan Ali,MN Samuels,0,0,0,15,188,0,3,4,4,0,,,5,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
31,R Powell,Hasan Ali,MN Samuels,0,0,0,15,188,0,4,4,5,0,,,5,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
32,R Powell,Hasan Ali,MN Samuels,0,0,0,15,188,0,5,4,6,0,,,5,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
33,MN Samuels,Faheem Ashraf,R Powell,0,0,0,15,188,6,14,4,1,0,,,6,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
34,MN Samuels,Faheem Ashraf,R Powell,4,0,4,19,184,10,15,4,2,0,,,6,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
35,MN Samuels,Faheem Ashraf,R Powell,1,0,1,20,183,11,16,4,3,0,,,6,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
36,R Powell,Faheem Ashraf,MN Samuels,0,0,0,20,183,0,6,4,4,0,,,6,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
37,R Powell,Faheem Ashraf,MN Samuels,0,0,0,20,183,0,7,4,5,0,,,6,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
38,R Powell,Faheem Ashraf,MN Samuels,4,0,4,24,179,4,8,4,6,0,,,6,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
39,MN Samuels,Shadab Khan,R Powell,1,0,1,25,178,12,17,4,1,0,,,7,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
40,R Powell,Shadab Khan,MN Samuels,1,0,1,26,177,5,9,4,2,0,,,7,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
41,MN Samuels,Shadab Khan,R Powell,1,0,1,27,176,13,18,4,3,0,,,7,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
42,R Powell,Shadab Khan,MN Samuels,0,0,0,27,176,5,10,5,4,caught and bowled,R Powell,,7,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
43,KMA Paul,Shadab Khan,MN Samuels,0,0,0,27,176,0,1,5,5,0,,,7,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
44,KMA Paul,Shadab Khan,MN Samuels,0,0,0,27,176,0,2,5,6,0,,,7,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
45,MN Samuels,Mohammad Nawaz (3),KMA Paul,1,0,1,28,175,14,19,5,1,0,,,8,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
46,KMA Paul,Mohammad Nawaz (3),MN Samuels,0,0,0,28,175,0,3,5,2,0,,,8,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
47,KMA Paul,Mohammad Nawaz (3),MN Samuels,0,0,0,28,175,0,4,5,3,0,,,8,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
48,KMA Paul,Mohammad Nawaz (3),MN Samuels,1,0,1,29,174,1,5,5,4,0,,,8,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
49,MN Samuels,Mohammad Nawaz (3),KMA Paul,4,0,4,33,170,18,20,5,5,0,,,8,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
50,MN Samuels,Mohammad Nawaz (3),KMA Paul,0,0,0,33,170,18,21,6,6,caught,MN Samuels,Faheem Ashraf,8,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
51,RR Emrit,Shadab Khan,KMA Paul,0,0,0,33,170,0,1,6,1,0,,,9,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
52,RR Emrit,Shadab Khan,KMA Paul,0,0,0,33,170,0,2,6,2,0,,,9,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
53,RR Emrit,Shadab Khan,KMA Paul,0,0,0,33,170,0,3,6,3,0,,,9,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
54,RR Emrit,Shadab Khan,KMA Paul,0,0,0,33,170,0,4,6,4,0,,,9,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
55,RR Emrit,Shadab Khan,KMA Paul,0,0,0,33,170,0,5,6,5,0,,,9,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
56,RR Emrit,Shadab Khan,KMA Paul,1,0,1,34,169,1,6,6,6,0,,,9,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
57,RR Emrit,Mohammad Nawaz (3),KMA Paul,0,0,0,34,169,1,7,6,1,0,,,10,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
58,RR Emrit,Mohammad Nawaz (3),KMA Paul,0,0,0,34,169,1,8,6,2,0,,,10,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
59,RR Emrit,Mohammad Nawaz (3),KMA Paul,1,0,1,35,168,2,9,6,3,0,,,10,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
60,KMA Paul,Mohammad Nawaz (3),RR Emrit,0,0,0,35,168,1,6,6,4,0,,,10,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
61,KMA Paul,Mohammad Nawaz (3),RR Emrit,0,0,0,35,168,1,7,6,5,0,,,10,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
62,KMA Paul,Mohammad Nawaz (3),RR Emrit,0,0,0,35,168,1,8,6,6,0,,,10,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
63,RR Emrit,Shoaib Malik,KMA Paul,0,0,0,35,168,2,10,6,1,0,,,11,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
64,RR Emrit,Shoaib Malik,KMA Paul,0,0,0,35,168,2,11,6,2,0,,,11,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
65,RR Emrit,Shoaib Malik,KMA Paul,1,0,1,36,167,3,12,6,3,0,,,11,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
66,KMA Paul,Shoaib Malik,RR Emrit,1,0,1,37,166,2,9,6,4,0,,,11,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
67,RR Emrit,Shoaib Malik,KMA Paul,1,0,1,38,165,4,13,6,5,0,,,11,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
68,KMA Paul,Shoaib Malik,RR Emrit,4,0,4,42,161,6,10,6,6,0,,,11,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
69,RR Emrit,Shadab Khan,KMA Paul,0,0,0,42,161,4,14,6,1,0,,,12,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
70,RR Emrit,Shadab Khan,KMA Paul,6,0,6,48,155,10,15,6,2,0,,,12,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
71,RR Emrit,Shadab Khan,KMA Paul,0,0,0,48,155,10,16,6,3,0,,,12,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
72,RR Emrit,Shadab Khan,KMA Paul,0,0,0,48,155,10,17,6,4,0,,,12,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
73,RR Emrit,Shadab Khan,KMA Paul,1,0,1,49,154,11,18,6,5,0,,,12,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
74,KMA Paul,Shadab Khan,RR Emrit,2,0,2,51,152,8,11,6,6,0,,,12,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
75,RR Emrit,Shoaib Malik,KMA Paul,0,0,0,51,152,11,19,6,1,0,,,13,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
76,RR Emrit,Shoaib Malik,KMA Paul,0,0,0,51,152,11,20,7,2,caught,RR Emrit,Hussain Talat,13,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
77,KOK Williams,Shoaib Malik,KMA Paul,0,0,0,51,152,0,1,8,3,caught,KOK Williams,Babar Azam,13,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
78,S Badree,Shoaib Malik,KMA Paul,0,0,0,51,152,0,1,8,4,0,,,13,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
79,S Badree,Shoaib Malik,KMA Paul,0,0,0,51,152,0,2,8,5,0,,,13,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
80,S Badree,Shoaib Malik,KMA Paul,6,0,6,57,146,6,3,8,6,0,,,13,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
81,KMA Paul,Hussain Talat,S Badree,1,0,1,58,145,9,12,8,1,0,,,14,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
82,S Badree,Hussain Talat,KMA Paul,1,0,1,59,144,7,4,8,2,0,,,14,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
83,KMA Paul,Hussain Talat,S Badree,1,0,1,60,143,10,13,8,3,0,,,14,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
84,S Badree,Hussain Talat,KMA Paul,0,0,0,60,143,7,5,9,4,caught,S Badree,Shoaib Malik,14,-,field,West Indies,2,National Stadium,2018,04,Pakistan_West Indies_2018-04-01,Pakistan,West Indies,Pakistan
