,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,PR Stirling,SS Cottrell,KJ O'Brien,0,0,0,0,,0,1,0,-,1.0,0,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
1,PR Stirling,SS Cottrell,KJ O'Brien,0,0,0,0,,0,2,0,-,2.0,0,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
2,PR Stirling,SS Cottrell,KJ O'Brien,4,0,4,4,,4,3,0,-,3.0,0,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
3,PR Stirling,SS Cottrell,KJ O'Brien,0,0,0,4,,4,4,0,-,4.0,0,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
4,PR Stirling,SS Cottrell,KJ O'Brien,1,0,1,5,,5,5,0,-,5.0,0,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
5,KJ O'Brien,SS Cottrell,PR Stirling,0,0,0,5,,0,1,0,-,6.0,0,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
6,PR Stirling,K Pierre,KJ O'Brien,1,0,1,6,,6,6,0,-,1.0,1,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
7,KJ O'Brien,K Pierre,PR Stirling,0,1,1,7,,0,2,0,wides,1.0,1,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
8,KJ O'Brien,K Pierre,PR Stirling,0,0,0,7,,0,3,0,-,2.0,1,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
9,KJ O'Brien,K Pierre,PR Stirling,1,0,1,8,,1,4,0,-,3.0,1,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
10,PR Stirling,K Pierre,KJ O'Brien,2,0,2,10,,8,7,0,-,4.0,1,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
11,PR Stirling,K Pierre,KJ O'Brien,6,0,6,16,,14,8,0,-,5.0,1,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
12,PR Stirling,K Pierre,KJ O'Brien,4,0,4,20,,18,9,0,-,6.0,1,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
13,KJ O'Brien,SS Cottrell,PR Stirling,2,0,2,22,,3,5,0,-,1.0,2,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
14,KJ O'Brien,SS Cottrell,PR Stirling,6,0,6,28,,9,6,0,-,2.0,2,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
15,KJ O'Brien,SS Cottrell,PR Stirling,1,0,1,29,,10,7,0,-,3.0,2,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
16,PR Stirling,SS Cottrell,KJ O'Brien,1,0,1,30,,19,10,0,-,4.0,2,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
17,KJ O'Brien,SS Cottrell,PR Stirling,4,0,4,34,,14,8,0,-,5.0,2,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
18,KJ O'Brien,SS Cottrell,PR Stirling,1,0,1,35,,15,9,0,-,6.0,2,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
19,KJ O'Brien,KOK Williams,PR Stirling,6,0,6,41,,21,10,0,-,1.0,3,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
20,KJ O'Brien,KOK Williams,PR Stirling,1,0,1,42,,22,11,0,-,2.0,3,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
21,PR Stirling,KOK Williams,KJ O'Brien,1,0,1,43,,20,11,0,-,3.0,3,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
22,KJ O'Brien,KOK Williams,PR Stirling,1,0,1,44,,23,12,0,-,4.0,3,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
23,PR Stirling,KOK Williams,KJ O'Brien,6,0,6,50,,26,12,0,-,5.0,3,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
24,PR Stirling,KOK Williams,KJ O'Brien,1,0,1,51,,27,13,0,-,6.0,3,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
25,PR Stirling,DJ Bravo,KJ O'Brien,4,0,4,55,,31,14,0,-,1.0,4,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
26,PR Stirling,DJ Bravo,KJ O'Brien,6,0,6,61,,37,15,0,-,2.0,4,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
27,PR Stirling,DJ Bravo,KJ O'Brien,6,0,6,67,,43,16,0,-,3.0,4,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
28,PR Stirling,DJ Bravo,KJ O'Brien,0,1,1,68,,43,17,0,wides,3.0,4,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
29,PR Stirling,DJ Bravo,KJ O'Brien,0,0,0,68,,43,18,0,-,4.0,4,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
30,PR Stirling,DJ Bravo,KJ O'Brien,0,0,0,68,,43,19,0,-,5.0,4,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
31,PR Stirling,DJ Bravo,KJ O'Brien,1,0,1,69,,44,20,0,-,6.0,4,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
32,PR Stirling,K Pierre,KJ O'Brien,6,0,6,75,,50,21,0,-,1.0,5,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
33,PR Stirling,K Pierre,KJ O'Brien,6,0,6,81,,56,22,0,-,2.0,5,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
34,PR Stirling,K Pierre,KJ O'Brien,0,1,1,82,,56,23,0,wides,2.0,5,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
35,PR Stirling,K Pierre,KJ O'Brien,2,0,2,84,,58,24,0,-,3.0,5,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
36,PR Stirling,K Pierre,KJ O'Brien,4,0,4,88,,62,25,0,-,4.0,5,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
37,PR Stirling,K Pierre,KJ O'Brien,4,0,4,92,,66,26,0,-,5.0,5,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
38,PR Stirling,K Pierre,KJ O'Brien,1,0,1,93,,67,27,0,-,6.0,5,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
39,PR Stirling,KOK Williams,KJ O'Brien,1,0,1,94,,68,28,0,-,1.0,6,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
40,KJ O'Brien,KOK Williams,PR Stirling,4,0,4,98,,27,13,0,-,2.0,6,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
41,KJ O'Brien,KOK Williams,PR Stirling,0,1,1,99,,27,14,0,noballs,2.0,6,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
42,KJ O'Brien,KOK Williams,PR Stirling,4,0,4,103,,31,15,0,-,3.0,6,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
43,KJ O'Brien,KOK Williams,PR Stirling,1,0,1,104,,32,16,0,-,4.0,6,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
44,PR Stirling,KOK Williams,KJ O'Brien,1,0,1,105,,69,29,0,-,5.0,6,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
45,KJ O'Brien,KOK Williams,PR Stirling,1,0,1,106,,33,17,0,-,6.0,6,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
46,KJ O'Brien,HR Walsh,PR Stirling,1,0,1,107,,34,18,0,-,1.0,7,0,,,,bat,Ireland,1,"National Cricket Stadium, Grenada",2020,01,West Indies_Ireland_2020-01-15,Ireland,Ireland,West Indies,True,208
