,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,MJ Guptill,JO Holder,JD Ryder,1,0,1,1,158,1,1,0,1,0,,,0,-,bat,West Indies,2,Westpac Stadium,2014,01,New Zealand_West Indies_2014-01-15,New Zealand,New Zealand,West Indies,163
1,JD Ryder,JO Holder,MJ Guptill,6,0,6,7,152,6,1,0,2,0,,,0,-,bat,West Indies,2,Westpac Stadium,2014,01,New Zealand_West Indies_2014-01-15,New Zealand,New Zealand,West Indies,163
2,JD Ryder,JO Holder,MJ Guptill,1,0,1,8,151,7,2,0,3,0,,,0,-,bat,West Indies,2,Westpac Stadium,2014,01,New Zealand_West Indies_2014-01-15,New Zealand,New Zealand,West Indies,163
3,MJ Guptill,JO Holder,JD Ryder,0,0,0,8,151,1,2,0,4,0,,,0,-,bat,West Indies,2,Westpac Stadium,2014,01,New Zealand_West Indies_2014-01-15,New Zealand,New Zealand,West Indies,163
4,MJ Guptill,JO Holder,JD Ryder,0,0,0,8,151,1,3,0,5,0,,,0,-,bat,West Indies,2,Westpac Stadium,2014,01,New Zealand_West Indies_2014-01-15,New Zealand,New Zealand,West Indies,163
5,MJ Guptill,JO Holder,JD Ryder,0,0,0,8,151,1,4,1,6,caught,MJ Guptill,D Ramdin,0,-,bat,West Indies,2,Westpac Stadium,2014,01,New Zealand_West Indies_2014-01-15,New Zealand,New Zealand,West Indies,163
6,JD Ryder,TL Best,BB McCullum,0,0,0,8,151,7,3,1,1,0,,,1,-,bat,West Indies,2,Westpac Stadium,2014,01,New Zealand_West Indies_2014-01-15,New Zealand,New Zealand,West Indies,163
7,JD Ryder,TL Best,BB McCullum,0,1,1,9,150,7,4,1,2,0,,,1,wides,bat,West Indies,2,Westpac Stadium,2014,01,New Zealand_West Indies_2014-01-15,New Zealand,New Zealand,West Indies,163
8,JD Ryder,TL Best,BB McCullum,0,0,0,9,150,7,5,1,3,0,,,1,-,bat,West Indies,2,Westpac Stadium,2014,01,New Zealand_West Indies_2014-01-15,New Zealand,New Zealand,West Indies,163
9,JD Ryder,TL Best,BB McCullum,2,0,2,11,148,9,6,1,4,0,,,1,-,bat,West Indies,2,Westpac Stadium,2014,01,New Zealand_West Indies_2014-01-15,New Zealand,New Zealand,West Indies,163
10,JD Ryder,TL Best,BB McCullum,4,0,4,15,144,13,7,1,5,0,,,1,-,bat,West Indies,2,Westpac Stadium,2014,01,New Zealand_West Indies_2014-01-15,New Zealand,New Zealand,West Indies,163
11,JD Ryder,TL Best,BB McCullum,4,0,4,19,140,17,8,1,6,0,,,1,-,bat,West Indies,2,Westpac Stadium,2014,01,New Zealand_West Indies_2014-01-15,New Zealand,New Zealand,West Indies,163
12,JD Ryder,TL Best,BB McCullum,6,0,6,25,134,23,9,1,7,0,,,1,-,bat,West Indies,2,Westpac Stadium,2014,01,New Zealand_West Indies_2014-01-15,New Zealand,New Zealand,West Indies,163
13,BB McCullum,JO Holder,JD Ryder,0,0,0,25,134,0,1,1,1,0,,,2,-,bat,West Indies,2,Westpac Stadium,2014,01,New Zealand_West Indies_2014-01-15,New Zealand,New Zealand,West Indies,163
14,BB McCullum,JO Holder,JD Ryder,4,0,4,29,130,4,2,1,2,0,,,2,-,bat,West Indies,2,Westpac Stadium,2014,01,New Zealand_West Indies_2014-01-15,New Zealand,New Zealand,West Indies,163
15,BB McCullum,JO Holder,JD Ryder,6,0,6,35,124,10,3,1,3,0,,,2,-,bat,West Indies,2,Westpac Stadium,2014,01,New Zealand_West Indies_2014-01-15,New Zealand,New Zealand,West Indies,163
16,BB McCullum,JO Holder,JD Ryder,1,0,1,36,123,11,4,1,4,0,,,2,-,bat,West Indies,2,Westpac Stadium,2014,01,New Zealand_West Indies_2014-01-15,New Zealand,New Zealand,West Indies,163
17,JD Ryder,JO Holder,BB McCullum,0,0,0,36,123,23,10,2,5,caught,JD Ryder,LMP Simmons,2,-,bat,West Indies,2,Westpac Stadium,2014,01,New Zealand_West Indies_2014-01-15,New Zealand,New Zealand,West Indies,163
18,BB McCullum,JO Holder,LRPL Taylor,0,0,0,36,123,11,5,2,6,0,,,2,-,bat,West Indies,2,Westpac Stadium,2014,01,New Zealand_West Indies_2014-01-15,New Zealand,New Zealand,West Indies,163
